specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,parameter_sha256,lane
EURHUNT01_0596,compression,EURHUNT01_0596,train,OPENED,87,57,0.6551724137931034,189.59286812324723,18.959286812324724,9.772623926491866,0.11232901064933179,1.3204887513226553,0.6333333333333333,10.70117682471116,1.084824203368426,True,compression_breakout_short,short,0.95,1.5,0.75,24,0691c88ae446fe2a72939cb0575f3f9d4a4657e8991fd4db971682e25b211a57,COMPRESSION_DOWN
