specialist_id,owned_regime,source_candidate,stage,status,trades,wins,win_rate,net_pips,pnl_usd_001_lot,stress_net_r,average_r,stress_profit_factor,positive_active_month_share,maximum_drawdown_r,removed_profit_factor,gate_pass,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,parameter_sha256
EURHUNT01_0257,trend_up,EURHUNT01_0257,train,OPENED,133,64,0.48120300751879697,-226.12824498070793,-22.612824498070793,-9.136788323047298,-0.06869765656426541,0.869482450429494,0.30303030303030304,22.27948867670177,0.7300993596495392,False,range_breakout_long,long,0.1,1.5,1.0,18,ed31808c147b80057cf4d557715e3796be1c79836e2af752f10544a2566547a0
EURHUNT01_0258,trend_up,EURHUNT01_0258,train,OPENED,121,53,0.4380165289256198,-190.94199536994205,-19.094199536994207,-7.9194527779222055,-0.06545002295803476,0.8841773718342062,0.5151515151515151,21.679942107477384,0.7050919626016625,False,range_breakout_long,long,0.1,1.5,1.25,18,827f8122148630165702c5898cf1b4ca19675188aa28b932a3089a45c4741889
EURHUNT01_0259,trend_up,EURHUNT01_0259,train,OPENED,113,50,0.4424778761061947,-7.5079825040957395,-0.750798250409574,1.7993577174757462,0.01592351962367917,1.0287852666403101,0.48484848484848486,18.530648745118803,0.793109577371391,False,range_breakout_long,long,0.1,1.5,1.5,18,4db8759c616214bac997d6944341710225f8e2f6fe3002b874aca43d1e97e21b
EURHUNT01_0260,trend_up,EURHUNT01_0260,train,OPENED,104,43,0.41346153846153844,13.094805610320833,1.3094805610320834,3.3958030302615896,0.032651952214053745,1.0565074140504505,0.3939393939393939,20.5458832944843,0.7285193454059968,False,range_breakout_long,long,0.1,1.5,2.0,18,657e18d2182f149881bdffc5a5ff62a0e2c5fb207b953d2e5e260ff2e5e6c10c
EURHUNT01_0261,trend_up,EURHUNT01_0261,train,OPENED,170,85,0.5,-273.9435354250233,-27.39435354250233,-32.800894072166365,-0.1929464357186257,0.6387928965476887,0.2727272727272727,41.121142339725964,0.5607700553417708,False,range_breakout_long,long,0.15,0.75,0.75,18,ff0fa2aac0cbb82d81446241dc7b53729af593267c57a7530409aa8470dc2d62
EURHUNT01_0262,trend_up,EURHUNT01_0262,train,OPENED,165,67,0.40606060606060607,-394.8642118724789,-39.48642118724789,-42.272344744040794,-0.2561960287517624,0.5961576520539412,0.21212121212121213,47.17055440448493,0.5048728019243811,False,range_breakout_long,long,0.15,0.75,1.0,18,7e945c766b12588a4352ba81a8acce43bc60c4c0ee0d5030794ccd9f18debac6
EURHUNT01_0263,trend_up,EURHUNT01_0263,train,OPENED,160,59,0.36875,-366.4672256662739,-36.646722566627396,-38.15755107276297,-0.23848469420476856,0.6461324667870113,0.24242424242424243,44.05576073320664,0.5345372783705351,False,range_breakout_long,long,0.15,0.75,1.25,18,96e8c0af350d84fd678975f9b106c2bb2da4b15e39df8814b518f0bd9b801131
EURHUNT01_0264,trend_up,EURHUNT01_0264,train,OPENED,157,47,0.29936305732484075,-492.01404309823454,-49.20140430982346,-50.18925405421201,-0.3196767774153631,0.5726190614311232,0.21212121212121213,53.713353470544426,0.44886226435421045,False,range_breakout_long,long,0.15,0.75,1.5,18,5e760b623f5a5fdf71a5059426480aec7e9c49826c71fa46cdce5c5b3c5fd0d3
EURHUNT01_0265,trend_up,EURHUNT01_0265,train,OPENED,147,40,0.272108843537415,-382.30722749857284,-38.230722749857286,-37.008673319671814,-0.251759682446747,0.6759758775332535,0.24242424242424243,40.87426409218057,0.5051789485291805,False,range_breakout_long,long,0.15,0.75,2.0,18,b4e52990b4f7cbd9f97c65b270d27614fa65371a6c59f692648373e3e6232ddb
EURHUNT01_0266,trend_up,EURHUNT01_0266,train,OPENED,163,86,0.5276073619631901,-249.36126303136018,-24.93612630313602,-20.8819773076346,-0.1281102902308871,0.7419236169368527,0.3333333333333333,24.555634552967952,0.6532560925861356,False,range_breakout_long,long,0.15,1.0,0.75,18,1d0ad133c05dac6eef187a6a01217b57febb33915011525664325f43dfadbcfa
EURHUNT01_0267,trend_up,EURHUNT01_0267,train,OPENED,157,73,0.46496815286624205,-204.57742657968626,-20.457742657968627,-18.98607875560606,-0.12093043793379656,0.7848993654112556,0.30303030303030304,24.26026947693191,0.6753161843882429,False,range_breakout_long,long,0.15,1.0,1.0,18,7df13f578f77c1d841149d294ba55022a8c7372cf9311337198d01c7b34da7c0
EURHUNT01_0268,trend_up,EURHUNT01_0268,train,OPENED,150,63,0.42,-177.16766671529658,-17.71676667152966,-16.737833134359704,-0.11158555422906469,0.8168865863760454,0.3939393939393939,19.760925905831343,0.6837275882737899,False,range_breakout_long,long,0.15,1.0,1.25,18,1b5ef2c8172d363469aca4c23b55dc5be7be89781c43d61184c7f6f2c33e3034
EURHUNT01_0269,trend_up,EURHUNT01_0269,train,OPENED,138,51,0.3695652173913043,-258.5650900850345,-25.85650900850345,-17.53189921850298,-0.1270427479601665,0.8081147548923815,0.3333333333333333,24.835120106430526,0.6478948481834098,False,range_breakout_long,long,0.15,1.0,1.5,18,2034d5a3d84bae3213c837a80484bde4f97c26929c76cbebf3653e0d9cd2cb6c
EURHUNT01_0270,trend_up,EURHUNT01_0270,train,OPENED,124,39,0.31451612903225806,-192.36987343158816,-19.236987343158816,-14.86045926603309,-0.11984241343575072,0.8321150481244913,0.3333333333333333,28.60288960137541,0.6105035480623919,False,range_breakout_long,long,0.15,1.0,2.0,18,d46f9401a524f7519a20923f16c44a343fa8e17c6c1a7a7842825c8ba7f00998
EURHUNT01_0271,trend_up,EURHUNT01_0271,train,OPENED,154,91,0.5909090909090909,16.63631232158968,1.6636312321589681,-1.003974949003469,-0.006519317850671877,0.9846698827705405,0.5151515151515151,16.357487133939472,0.874008509886961,False,range_breakout_long,long,0.15,1.25,0.75,18,634acc42674978efb60e0f4662c772e34723333bbd52ef52a855fd5bb8bcae7e
EURHUNT01_0272,trend_up,EURHUNT01_0272,train,OPENED,142,77,0.5422535211267606,174.63906001221824,17.463906001221826,5.54000266657846,0.0390141032857638,1.081887962373736,0.48484848484848486,16.77656583421414,0.9378345999150555,False,range_breakout_long,long,0.15,1.25,1.0,18,df1ba016b94d35656b5d28b8c7ba6bc91e685ddceaedef71e1b855e97c9eeebe
EURHUNT01_0273,trend_up,EURHUNT01_0273,train,OPENED,128,58,0.453125,-43.26799405061307,-4.3267994050613074,-1.9251853676663266,-0.015040510684893177,0.9732728006363454,0.45454545454545453,23.836921754101656,0.8037776279409687,False,range_breakout_long,long,0.15,1.25,1.25,18,26c714bf56b89442c33eb45550b7711cb6a18d342f62a76373bb4ed060dbc2d3
EURHUNT01_0274,trend_up,EURHUNT01_0274,train,OPENED,121,47,0.3884297520661157,-152.96853308936375,-15.296853308936376,-9.395864155941844,-0.07765176988381689,0.8755666959080249,0.42424242424242425,26.929426803181265,0.6810042935837002,False,range_breakout_long,long,0.15,1.25,1.5,18,ef8f69c791965431fbb8119b6bf23f3e7480da53c27c264ea2995a6409e87371
EURHUNT01_0275,trend_up,EURHUNT01_0275,train,OPENED,112,42,0.375,-10.825264238090131,-1.082526423809013,0.9081963319833841,0.008108895821280215,1.0128412366337105,0.45454545454545453,25.440768203699342,0.7349020587412637,False,range_breakout_long,long,0.15,1.25,2.0,18,4e42d340b414d6bd5ea99b82f6c3d08d2dac9f1a3112b7e60b5de64f62681828
EURHUNT01_0276,trend_up,EURHUNT01_0276,train,OPENED,144,83,0.5763888888888888,6.2142938560527625,0.6214293856052763,-3.7818585872261075,-0.02626290685573686,0.9397348876157876,0.45454545454545453,16.737733438170878,0.8234511876260749,False,range_breakout_long,long,0.15,1.5,0.75,18,6d1c4fad20aa874c767c0690de2fbe45b6168540dcf0c7a2737c29428b132ddc
EURHUNT01_0277,trend_up,EURHUNT01_0277,train,OPENED,131,63,0.48091603053435117,-230.9351861011977,-23.093518610119773,-9.06991551938173,-0.06923599633115825,0.8684885372708675,0.3333333333333333,22.02786146991903,0.727008518418426,False,range_breakout_long,long,0.15,1.5,1.0,18,33525cadc813c8982834874460c47c381c59c2c9bf4194dda4c75426cf27c14d
EURHUNT01_0278,trend_up,EURHUNT01_0278,train,OPENED,120,52,0.43333333333333335,-217.85133233362959,-21.78513323336296,-9.137176075575375,-0.07614313396312813,0.8663680715368297,0.5151515151515151,21.679942107477384,0.6872826623042863,False,range_breakout_long,long,0.15,1.5,1.25,18,2a3c5cf6a70fae6e7f4bafdd9c145066dcd2dc88e1d8976b9049df0a73efd461
EURHUNT01_0279,trend_up,EURHUNT01_0279,train,OPENED,112,49,0.4375,-39.839186860519604,-3.9839186860519606,0.3316344198226,0.0029610216055589284,1.0053053292899927,0.48484848484848486,18.5306487451188,0.7696296400210737,False,range_breakout_long,long,0.15,1.5,1.5,18,812bcfbc62d25f7e845e0ccf3a9d3fe8a8744ad9d1811ab5830e42df5888ff41
EURHUNT01_0280,trend_up,EURHUNT01_0280,train,OPENED,103,42,0.4077669902912621,-30.08013353157808,-3.0080133531578084,1.4280797326083998,0.013864851772897086,1.0237637731129958,0.3939393939393939,20.5458832944843,0.6957825159796891,False,range_breakout_long,long,0.15,1.5,2.0,18,9026e4dcedc9a7ed2739766c25deefd351772e19b5e5b3d713eb7c2a6cd21559
EURHUNT01_0281,trend_up,EURHUNT01_0281,train,OPENED,162,81,0.5,-274.12665661466843,-27.412665661466846,-31.323643999672775,-0.1933558271584739,0.6380210950862397,0.24242424242424243,39.64389226723239,0.5563117340990436,False,range_breakout_long,long,0.2,0.75,0.75,18,f07ac678c28618e803ada35b4626e7898db3a3cb7726ac9f5a4d787d74b7af10
EURHUNT01_0282,trend_up,EURHUNT01_0282,train,OPENED,157,64,0.40764331210191085,-386.41248306799287,-38.64124830679929,-39.79509467154711,-0.25347194058310263,0.599405418337879,0.21212121212121213,44.69330433199127,0.503401986730195,False,range_breakout_long,long,0.2,0.75,1.0,18,f7e74bed42acda362b33a595dc77ec8b8335f07967ddbae452e9b1e9a0e5c8ba
EURHUNT01_0283,trend_up,EURHUNT01_0283,train,OPENED,153,57,0.37254901960784315,-344.7888375901866,-34.47888375901866,-35.21503170133084,-0.23016360589105123,0.6564206081263619,0.24242424242424243,41.1132413617745,0.539043575043252,False,range_breakout_long,long,0.2,0.75,1.25,18,ff7cf55267141cef0946206dbe4be10a6fcee6e7d632102c546fe2f0ac999f12
EURHUNT01_0284,trend_up,EURHUNT01_0284,train,OPENED,151,46,0.304635761589404,-458.36586031352783,-45.83658603135279,-46.30281821895278,-0.30664118025796544,0.5869471851052792,0.21212121212121213,49.826917635285206,0.45732703822350224,False,range_breakout_long,long,0.2,0.75,1.5,18,d0f6356894bb694ee89cac6fc309033d1056aeabd0e774332e209a140db779c9
EURHUNT01_0285,trend_up,EURHUNT01_0285,train,OPENED,141,39,0.2765957446808511,-355.5229085631951,-35.55229085631951,-33.62223748441251,-0.2384555849958334,0.6912001414835084,0.21212121212121213,37.48782825692123,0.5120724093156457,False,range_breakout_long,long,0.2,0.75,2.0,18,9dbed02d9f280af6b895f7cbef897d13262b03a0f95e4bc6e8b84c6d4cc8b3d9
EURHUNT01_0286,trend_up,EURHUNT01_0286,train,OPENED,156,82,0.5256410256410257,-249.78034820717585,-24.978034820717586,-20.55020209969576,-0.13173206474163948,0.7357592033569638,0.3333333333333333,24.22385934502912,0.6435080697401989,False,range_breakout_long,long,0.2,1.0,0.75,18,2e87ee2232772f20390e4b8a772c828071de750f9760d64564c638f56830220f
EURHUNT01_0287,trend_up,EURHUNT01_0287,train,OPENED,150,69,0.46,-220.36818187327614,-22.036818187327615,-19.65430354766717,-0.13102869031778114,0.7691065446551569,0.2727272727272727,24.92849426899302,0.6554769510511939,False,range_breakout_long,long,0.2,1.0,1.0,18,b74561421158d40f8b01d291ac894c4e7cb2e339a2ad58d7588a681ae70b7584
EURHUNT01_0288,trend_up,EURHUNT01_0288,train,OPENED,144,60,0.4166666666666667,-187.7277899489504,-18.77277899489504,-17.198120578550697,-0.11943139290660205,0.8051507347602298,0.3939393939393939,21.063844581833855,0.6672546997736245,False,range_breakout_long,long,0.2,1.0,1.25,18,cb738fa277fa39437a8c4ecf38a2fa460f59bd15d34af6d0cf3a1ca61b9fd242
EURHUNT01_0289,trend_up,EURHUNT01_0289,train,OPENED,132,48,0.36363636363636365,-280.3364230009198,-28.033642300091984,-18.74218666269389,-0.14198626259616584,0.7875598689902974,0.3333333333333333,27.726853338685864,0.6216398379598551,False,range_breakout_long,long,0.2,1.0,1.5,18,d02b1a27052382258d87653e7dd2ce014e7b8bc8d768683c658e4a89a1444843
EURHUNT01_0290,trend_up,EURHUNT01_0290,train,OPENED,120,37,0.30833333333333335,-234.3928912310145,-23.43928912310145,-16.669027846253794,-0.1389085653854483,0.8070893380169979,0.30303030303030304,29.64481263895709,0.5801295271339304,False,range_breakout_long,long,0.2,1.0,2.0,18,a61f0b4c78d550bd04ac4badb8b435df57682c0ff23896c73fe2414fa2d3c03d
EURHUNT01_0291,trend_up,EURHUNT01_0291,train,OPENED,147,86,0.5850340136054422,-20.296398480481557,-2.0296398480481557,-2.4885547826523897,-0.01692894409967612,0.9607543975775412,0.45454545454545453,19.206628585579008,0.8464620248909401,False,range_breakout_long,long,0.2,1.25,0.75,18,6fbd165c6f3ce8f781602dbb178bde896e52a2474568ffd4bd938a7ec2835223
EURHUNT01_0292,trend_up,EURHUNT01_0292,train,OPENED,136,73,0.5367647058823529,133.94279883602638,13.394279883602639,3.7717727112257684,0.027733622876660063,1.0575203373435689,0.45454545454545453,19.135564953865217,0.9089015768653587,False,range_breakout_long,long,0.2,1.25,1.0,18,93299114f1bae1a6752100308f1f8a8895147d9178297b00128726ffec6483e9
EURHUNT01_0293,trend_up,EURHUNT01_0293,train,OPENED,123,55,0.44715447154471544,-85.91114145055637,-8.591114145055638,-3.4936495846604023,-0.02840365515984067,0.950055297571671,0.42424242424242425,25.05054260154724,0.7755300063458582,False,range_breakout_long,long,0.2,1.25,1.25,18,0b2979e9427bf063e66392c25289f214924eedbcd0078c72f5270d15ec73d919
EURHUNT01_0294,trend_up,EURHUNT01_0294,train,OPENED,117,44,0.37606837606837606,-236.1492864926707,-23.61492864926707,-12.742719020118386,-0.10891212837708023,0.8288581053592546,0.42424242424242425,28.393047650626848,0.6315912571505741,False,range_breakout_long,long,0.2,1.25,1.5,18,0fd1260352bd5f963176865266c9ff4ae6c869d543cb130cc7a319feaa5b429f
EURHUNT01_0295,trend_up,EURHUNT01_0295,train,OPENED,108,40,0.37037037037037035,-56.7305768494506,-5.673057684945061,-0.9386585321930611,-0.008691282705491306,0.9863253423701641,0.42424242424242425,26.474306633764687,0.7000634471287942,False,range_breakout_long,long,0.2,1.25,2.0,18,46f19f4482e4ffdfbc79b8c31042a5cff4b81f42142c94f44474d99fb1b5356c
EURHUNT01_0296,trend_up,EURHUNT01_0296,train,OPENED,138,79,0.572463768115942,-19.862887146489047,-1.9862887146489048,-4.588716883353346,-0.03325157161850251,0.924386577915036,0.42424242424242425,18.761695661250506,0.8041419211208508,False,range_breakout_long,long,0.2,1.5,0.75,18,0b3e0bf8798d0ff0c9ec3fef5d4466868f6a3d9abcaca503cbb99169adeb80bf
EURHUNT01_0297,trend_up,EURHUNT01_0297,train,OPENED,125,59,0.472,-280.010699512625,-28.001069951262505,-10.876773815508969,-0.08701419052407175,0.8374163916396173,0.30303030303030304,23.955683624755814,0.6915745792529719,False,range_breakout_long,long,0.2,1.5,1.0,18,a5a54d6c762a6db22fccbcad6af97889497e677e29f0e354bf979a89d7d79960
EURHUNT01_0298,trend_up,EURHUNT01_0298,train,OPENED,116,49,0.4224137931034483,-299.01031779678624,-29.901031779678625,-11.75955512905594,-0.10137547525048224,0.8253501935682159,0.48484848484848486,22.899626147015418,0.6435308613715657,False,range_breakout_long,long,0.2,1.5,1.25,18,370630644b79293fa13a178224e2eab077f2af8e982b18c042b2824c80cb6f59
EURHUNT01_0299,trend_up,EURHUNT01_0299,train,OPENED,108,47,0.4351851851851852,-71.17745245118758,-7.117745245118758,-0.5407446336578556,-0.005006894756091256,0.9910533002828579,0.48484848484848486,19.55859743683992,0.7473399081377385,False,range_breakout_long,long,0.2,1.5,1.5,18,0d5886b105e86d3f06401caac3b86e5fb6be2956ee5243edba0d6decea9d83d0
EURHUNT01_0300,trend_up,EURHUNT01_0300,train,OPENED,99,40,0.40404040404040403,-89.60345582774028,-8.960345582774028,-0.4394764365450845,-0.004439155924697823,0.9924255631885897,0.3939393939393939,21.56900910187845,0.6528742274926319,False,range_breakout_long,long,0.2,1.5,2.0,18,4e58c02b77ab49077b4325e59955335b43acc3a5418dcfbdfc6dfb581c720d11
EURHUNT01_0301,trend_down,EURHUNT01_0301,train,OPENED,198,91,0.4595959595959596,-458.34952956330676,-45.83495295633068,-53.989422598526076,-0.27267385150770745,0.5314080340447903,0.17142857142857143,53.98942259852606,0.470105918394414,False,range_breakout_short,short,0.0,0.75,0.75,18,395fc9f62ab44a098381b6afaa488d2b3928e096b16b9135c9cb8d94bf99f000
EURHUNT01_0302,trend_down,EURHUNT01_0302,train,OPENED,191,76,0.39790575916230364,-436.98727416413806,-43.69872741641381,-53.70455938331558,-0.2811757035775685,0.5665071247546484,0.14285714285714285,53.70455938331558,0.48931641453931674,False,range_breakout_short,short,0.0,0.75,1.0,18,e623745c48b3941f0092418b94276c7372118fe887b704c125ba59246981b3b0
EURHUNT01_0303,trend_down,EURHUNT01_0303,train,OPENED,183,65,0.3551912568306011,-397.94496011047914,-39.79449601104792,-50.83356843504008,-0.2777790624865578,0.6002891083197522,0.2857142857142857,51.16259988138669,0.5055311004075193,False,range_breakout_short,short,0.0,0.75,1.25,18,ed1348b6c7e56b835be599342560e4f2866559c35f70afae619f8464641db54b
EURHUNT01_0304,trend_down,EURHUNT01_0304,train,OPENED,177,60,0.3389830508474576,-290.41033335775796,-29.041033335775797,-40.14874790221387,-0.2268290841932987,0.6804473352332641,0.22857142857142856,40.148747902213856,0.5647371893026262,False,range_breakout_short,short,0.0,0.75,1.5,18,215844a28335a372ecb6fbecfda0ed3f701e90e99d02bb6ffa95f7cc2c744150
EURHUNT01_0305,trend_down,EURHUNT01_0305,train,OPENED,161,45,0.2795031055900621,-315.8095374048897,-31.58095374048897,-39.709594597429884,-0.24664344470453345,0.6811596947776776,0.22857142857142856,40.343117790965074,0.5244350596360882,False,range_breakout_short,short,0.0,0.75,2.0,18,dbb961ffe37b6bd09c394bad4450d35e8d35bfe199713a10458f7aa59337b6f7
EURHUNT01_0306,trend_down,EURHUNT01_0306,train,OPENED,190,93,0.48947368421052634,-457.6746123060384,-45.76746123060384,-38.22847667799172,-0.20120250883153537,0.6271955088904198,0.2,38.22847667799171,0.5572516423110845,False,range_breakout_short,short,0.0,1.0,0.75,18,be170dcde77bf7bee5248fe50f85a1b87ca2397502218dbc630b6e5a1e0aecce
EURHUNT01_0307,trend_down,EURHUNT01_0307,train,OPENED,180,77,0.42777777777777776,-414.1434936064626,-41.41434936064626,-36.04335098827387,-0.20024083882374374,0.6672155608803304,0.17142857142857143,36.043350988273865,0.5779962877772613,False,range_breakout_short,short,0.0,1.0,1.0,18,6339acea9940c758bfb628c72ef2ad575c52cec5bec093724afcd6e9a826e6a2
EURHUNT01_0308,trend_down,EURHUNT01_0308,train,OPENED,169,70,0.41420118343195267,-238.1447162654804,-23.81447162654804,-21.952415709469793,-0.12989595094360826,0.7890175436129262,0.37142857142857144,21.95241570946979,0.6722099496526869,False,range_breakout_short,short,0.0,1.0,1.25,18,17d4b51a7e19f625fe1e170ef1209eab21eb724da1c866500ea007e4ac760213
EURHUNT01_0309,trend_down,EURHUNT01_0309,train,OPENED,157,56,0.35668789808917195,-382.7613257599351,-38.276132575993515,-29.712454493999815,-0.18925130250955297,0.7200500878968427,0.2857142857142857,29.712454493999815,0.5820938580979778,False,range_breakout_short,short,0.0,1.0,1.5,18,7760b60d336638bf88d76986578dc7ee9feaf2d1e02cf056281a2df68824375f
EURHUNT01_0310,trend_down,EURHUNT01_0310,train,OPENED,147,45,0.30612244897959184,-347.61619961919627,-34.76161996191963,-26.716860686337046,-0.181747351607735,0.7508744562625241,0.22857142857142856,26.71686068633706,0.5678315380476903,False,range_breakout_short,short,0.0,1.0,2.0,18,f7673aa5d8aa20a493f17e111a5943f744e171aee07e3c5f6e6d3dd78c123884
EURHUNT01_0311,trend_down,EURHUNT01_0311,train,OPENED,180,91,0.5055555555555555,-463.4331115378742,-46.343311153787425,-28.790889059537122,-0.1599493836640951,0.6890219442757385,0.2857142857142857,28.790889059537115,0.6109227676277535,False,range_breakout_short,short,0.0,1.25,0.75,18,75b25f7ed21cfd52f3bd048d7cc09869cf211103603fc9a0b76176d01caf302d
EURHUNT01_0312,trend_down,EURHUNT01_0312,train,OPENED,167,79,0.47305389221556887,-252.74802372678533,-25.274802372678536,-16.633736673821183,-0.0996032136156957,0.816935241641688,0.22857142857142856,16.63373667382116,0.7099282969824113,False,range_breakout_short,short,0.0,1.25,1.0,18,1e5e89a39ee876e933fbd64be7139433cda36dec701c6525f395af021704bc90
EURHUNT01_0313,trend_down,EURHUNT01_0313,train,OPENED,151,62,0.4105960264900662,-403.1986225817796,-40.31986225817796,-23.052389854939463,-0.1526648334764203,0.7490860954063134,0.3142857142857143,23.807899378478815,0.6161525850545427,False,range_breakout_short,short,0.0,1.25,1.25,18,1fcaa5f85ee50bd0b20fc770aea704db8c08da2d0f118ad6eb864138ab4d42a1
EURHUNT01_0314,trend_down,EURHUNT01_0314,train,OPENED,146,51,0.3493150684931507,-518.3733187459528,-51.837331874595286,-30.25200155037473,-0.2072054900710598,0.691882694970387,0.2571428571428571,30.252001550374747,0.5421071237064615,False,range_breakout_short,short,0.0,1.25,1.5,18,29091f8b1b9dd26cf1d37a4f46cf7873259f63b20c2fd0380b2463380afdc8d7
EURHUNT01_0315,trend_down,EURHUNT01_0315,train,OPENED,138,42,0.30434782608695654,-592.869978477386,-59.286997847738604,-35.58024943268472,-0.2578278944397443,0.6414642110009743,0.22857142857142856,35.58024943268472,0.44308289249337635,False,range_breakout_short,short,0.0,1.25,2.0,18,39b37bb3a8b1728ecd63e557e3bca181c0b1663f225bf5671c022fcf5f8654b8
EURHUNT01_0316,trend_down,EURHUNT01_0316,train,OPENED,171,89,0.52046783625731,-372.31792094153155,-37.23179209415316,-17.925997425331435,-0.10483039430018383,0.777345725694043,0.2857142857142857,18.651417505210436,0.6870397364519198,False,range_breakout_short,short,0.0,1.5,0.75,18,29296b4cd310a73d3a7a9d42b5a0fe07e69f2a6065dc80fc92b35d5620696d9a
EURHUNT01_0317,trend_down,EURHUNT01_0317,train,OPENED,150,67,0.44666666666666666,-467.94870817444377,-46.79487081744438,-21.323943763568273,-0.14215962509045516,0.7350349486697982,0.14285714285714285,24.503764363527882,0.6137199338466444,False,range_breakout_short,short,0.0,1.5,1.0,18,89b608d2f133da6aa26a53e3e5e5d43d3563c58dd51d181662cc65cd2f7672f7
EURHUNT01_0318,trend_down,EURHUNT01_0318,train,OPENED,142,54,0.38028169014084506,-567.365941618423,-56.736594161842305,-25.518442945774083,-0.17970734468854987,0.6991046093822245,0.22857142857142856,27.064829693647578,0.5546075112881604,False,range_breakout_short,short,0.0,1.5,1.25,18,3dc36c7fec7d29c06ce9d56dbfdd4d9d8fd410d0bc10d25de2973f1f848d3667
EURHUNT01_0319,trend_down,EURHUNT01_0319,train,OPENED,137,49,0.35766423357664234,-575.5979877839691,-57.55979877839691,-25.733599043396644,-0.1878364893678587,0.694014838842562,0.2,27.05559821892864,0.5187420034541973,False,range_breakout_short,short,0.0,1.5,1.5,18,8aba34c49f3b1123d1d13509598ddb5a56220b99499125db4c71a85c8a73f6ae
EURHUNT01_0320,trend_down,EURHUNT01_0320,train,OPENED,128,44,0.34375,-450.63680906378926,-45.06368090637893,-19.820319076865516,-0.15484624278801185,0.752379912800626,0.22857142857142856,24.61680819480788,0.5058977638006638,False,range_breakout_short,short,0.0,1.5,2.0,18,6e08c4f2ff80cf1a317938637e7e54497f9785328efdc4306749d5d08f50bfff
EURHUNT01_0321,trend_down,EURHUNT01_0321,train,OPENED,186,86,0.46236559139784944,-440.1458317306451,-44.014583173064516,-49.766006868861226,-0.2675591767143077,0.5373155968232848,0.24242424242424243,49.766006868861226,0.471649474343337,False,range_breakout_short,short,0.05,0.75,0.75,18,96ee361b141f7e1845ad69aa8a14f3113bb7db50531419564c1f8e171f80f4f3
EURHUNT01_0322,trend_down,EURHUNT01_0322,train,OPENED,181,73,0.40331491712707185,-413.1110119274652,-41.31110119274652,-48.874927220324196,-0.27002722221173586,0.5795017903839111,0.15151515151515152,48.874927220324196,0.4972259630739816,False,range_breakout_short,short,0.05,0.75,1.0,18,fa7dbfd58a46248e4d3b253462f224621b6cafcc2cd5afa455e1d61ebb943312
EURHUNT01_0323,trend_down,EURHUNT01_0323,train,OPENED,173,61,0.35260115606936415,-401.90163547274346,-40.19016354727435,-49.0039362720489,-0.28325974723727687,0.5936724674966514,0.2727272727272727,49.332967718395516,0.49374938533266566,False,range_breakout_short,short,0.05,0.75,1.25,18,5778c6477f45f3158c218819feb0fe1b86d47c55f1f493d181ffcb68a203cb05
EURHUNT01_0324,trend_down,EURHUNT01_0324,train,OPENED,167,56,0.33532934131736525,-305.37377876795887,-30.537377876795887,-39.31911573922251,-0.2354438068216917,0.6697723285814381,0.24242424242424243,39.3191157392225,0.5476737175901957,False,range_breakout_short,short,0.05,0.75,1.5,18,17414b40cd45bc772da788836fddc37040517e670d56f14034c4bb4ab1f358d9
EURHUNT01_0325,trend_down,EURHUNT01_0325,train,OPENED,153,44,0.2875816993464052,-259.76569796883456,-25.976569796883457,-32.30994442384922,-0.21117610734541972,0.7236005284337412,0.24242424242424243,32.94346761738438,0.5566220489733406,False,range_breakout_short,short,0.05,0.75,2.0,18,cd66918afb3a0f3ce334c7e2bd3a9a12a2b5268f080e85b2a36248b5ef9ff8a2
EURHUNT01_0326,trend_down,EURHUNT01_0326,train,OPENED,180,89,0.49444444444444446,-428.2608328919737,-42.82608328919737,-34.606252555748135,-0.1922569586430452,0.6400436040132206,0.21212121212121213,34.606252555748135,0.5654415446885989,False,range_breakout_short,short,0.05,1.0,0.75,18,2f15f09cb53ac33abe9054d6ec36fd5a83cceb079b4af8a1d44df0643ba6b7f4
EURHUNT01_0327,trend_down,EURHUNT01_0327,train,OPENED,171,73,0.4269005847953216,-413.8490037176323,-41.38490037176323,-34.516579370144576,-0.2018513413458747,0.6647833284909491,0.18181818181818182,34.51657937014456,0.5709366966671571,False,range_breakout_short,short,0.05,1.0,1.0,18,ed7fa8a645e9a243e911f5e273fc5e2701208bf18ab5b6396931dce346dac5e8
EURHUNT01_0328,trend_down,EURHUNT01_0328,train,OPENED,160,66,0.4125,-252.63910471497556,-25.263910471497557,-21.425644091340146,-0.13391027557087593,0.7829393549353442,0.36363636363636365,21.425644091340146,0.6598120835776257,False,range_breakout_short,short,0.05,1.0,1.25,18,f2de5206e99763442989500662fdb54a343e8eb8b1891e2e499e901a08b3cb61
EURHUNT01_0329,trend_down,EURHUNT01_0329,train,OPENED,150,54,0.36,-335.40930509945,-33.54093050994501,-24.88296361083876,-0.1658864240722584,0.7531165234169356,0.2727272727272727,24.882963610838765,0.6078420094397047,False,range_breakout_short,short,0.05,1.0,1.5,18,617abe6cab42e2f54dbf1ba2db7e2ce88a8778d5b27464520ce04f377942f912
EURHUNT01_0330,trend_down,EURHUNT01_0330,train,OPENED,139,42,0.302158273381295,-316.24855420939974,-31.624855420939976,-23.803738742968406,-0.1712499190141612,0.7663976439307331,0.2727272727272727,23.803738742968424,0.573755128269711,False,range_breakout_short,short,0.05,1.0,2.0,18,0225022d76c793655a7b2afd835bd75e2179a48c91c610c0a2142ec62b332d5c
