specialist,symbol,signal_time_utc,entry_time_utc,exit_time_utc,side,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r
r2_crossasset_compression_release,GBPUSD,2019-02-25 07:00:00+00:00,2019-02-25 08:00:00+00:00,2019-02-25 08:45:00+00:00,LONG,1.30844,1.3066385416666666,1.3120429166666667,1.3066285416666665,STOP,0.001801458333333339,-1.0055510581705618,-1.0333063490228804
r2_crossasset_compression_release,GBPUSD,2019-03-19 10:00:00+00:00,2019-03-19 11:00:00+00:00,2019-03-19 11:40:00+00:00,LONG,1.32938,1.32743,1.33328,1.32742,STOP,0.001949999999999998,-1.0051282051281867,-1.0307692307692125
r2_crossasset_compression_release,GBPUSD,2019-04-04 12:00:00+00:00,2019-04-04 13:00:00+00:00,2019-04-04 14:35:00+00:00,SHORT,1.3126799999999998,1.3146381249999999,1.3087637499999998,1.3087737499999998,TARGET,0.0019581249999999864,1.994893073731262,1.969358442387502
r2_crossasset_compression_release,GBPUSD,2019-05-07 01:00:00+00:00,2019-05-07 02:00:00+00:00,2019-05-07 07:45:00+00:00,LONG,1.31141,1.3101504166666667,1.3139291666666666,1.3101404166666666,STOP,0.0012595833333332955,-1.007939133311347,-1.047634799867749
r2_crossasset_compression_release,GBPUSD,2019-05-10 13:00:00+00:00,2019-05-10 14:00:00+00:00,2019-05-10 17:20:00+00:00,LONG,1.3034700000000001,1.3019716666666667,1.3064666666666669,1.3019616666666667,STOP,0.0014983333333333422,-1.0066740823137503,-1.0400444938821596
r2_crossasset_compression_release,GBPUSD,2019-06-12 07:00:00+00:00,2019-06-12 08:00:00+00:00,2019-06-12 11:05:00+00:00,LONG,1.2738200000000002,1.2726022916666668,1.2762554166666669,1.2725922916666668,STOP,0.001217708333333345,-1.0082121471343566,-1.0492728828058704
r2_crossasset_compression_release,GBPUSD,2019-07-09 06:00:00+00:00,2019-07-09 07:00:00+00:00,2019-07-09 08:15:00+00:00,SHORT,1.2483899999999999,1.249546458333333,1.2460770833333332,1.2460870833333333,TARGET,0.0011564583333333138,1.9913529093856714,1.9481174563141521
r2_crossasset_compression_release,GBPUSD,2019-10-29 08:00:00+00:00,2019-10-29 09:00:00+00:00,2019-10-29 10:50:00+00:00,SHORT,1.28287,1.28447875,1.2796525,1.28448875,STOP,0.0016087499999999921,-1.0062160062160124,-1.0372960372960436
r2_crossasset_compression_release,GBPUSD,2019-11-08 11:00:00+00:00,2019-11-08 12:00:00+00:00,2019-11-08 14:45:00+00:00,SHORT,1.28016,1.281589375,1.27730125,1.281599375,STOP,0.0014293750000000012,-1.0069960647136897,-1.0419763882816828
r2_crossasset_compression_release,GBPUSD,2019-11-08 16:00:00+00:00,2019-11-08 17:00:00+00:00,2019-11-10 22:00:00+00:00,SHORT,1.27881,1.27999,1.27645,1.28058,STOP,0.0011799999999999773,-1.5000000000000706,-1.5423728813560036
r2_crossasset_compression_release,GBPUSD,2019-11-12 08:00:00+00:00,2019-11-12 09:00:00+00:00,2019-11-12 09:30:00+00:00,SHORT,1.28229,1.2838066666666665,1.2792566666666667,1.2838166666666666,STOP,0.0015166666666666384,-1.0065934065934317,-1.0395604395604652
r2_crossasset_compression_release,GBPUSD,2019-11-21 08:00:00+00:00,2019-11-21 09:00:00+00:00,2019-11-21 12:45:00+00:00,LONG,1.29416,1.2931154166666667,1.2962491666666667,1.2962391666666666,TARGET,0.0010445833333333394,1.990426804946106,1.9425608296768602
r2_crossasset_compression_release,GBPUSD,2019-11-21 12:00:00+00:00,2019-11-21 13:00:00+00:00,2019-11-21 14:25:00+00:00,LONG,1.2960200000000002,1.2949933333333334,1.2980733333333334,1.2949833333333334,STOP,0.0010266666666666664,-1.0097402597403866,-1.0584415584416853
r2_crossasset_compression_release,GBPUSD,2020-01-16 12:00:00+00:00,2020-01-16 13:00:00+00:00,2020-01-16 13:30:00+00:00,LONG,1.30664,1.3053066666666666,1.3093066666666666,1.3052966666666665,STOP,0.001333333333333316,-1.0075000000001186,-1.0450000000001192
r2_crossasset_compression_release,GBPUSD,2020-01-20 08:00:00+00:00,2020-01-20 09:00:00+00:00,2020-01-20 10:35:00+00:00,SHORT,1.2973299999999999,1.2988912499999998,1.2942075,1.29890125,STOP,0.0015612499999999678,-1.0064051240993155,-1.0384307445957133
r2_crossasset_compression_release,GBPUSD,2020-03-18 08:00:00+00:00,2020-03-18 09:00:00+00:00,2020-03-18 11:15:00+00:00,SHORT,1.2017099999999998,1.2059379166666664,1.1932541666666665,1.1932641666666666,TARGET,0.004227916666666637,1.9976347688972087,1.9858086133832635
r2_crossasset_compression_release,GBPUSD,2020-03-20 18:00:00+00:00,2020-03-20 19:00:00+00:00,2020-03-20 20:55:00+00:00,SHORT,1.1569099999999999,1.1657660416666666,1.1391979166666666,1.1657760416666667,STOP,0.008856041666666675,-1.0011291726458094,-1.0067750358747727
r2_crossasset_compression_release,GBPUSD,2020-03-26 07:00:00+00:00,2020-03-26 08:00:00+00:00,2020-03-26 09:45:00+00:00,LONG,1.1936200000000001,1.1869708333333335,1.2069183333333333,1.1869608333333335,STOP,0.006649166666666632,-1.001503947863145,-1.0090236871788487
r2_crossasset_compression_release,GBPUSD,2020-03-26 13:00:00+00:00,2020-03-26 14:00:00+00:00,2020-03-26 16:10:00+00:00,LONG,1.2023000000000001,1.1958847916666668,1.2151304166666668,1.2151204166666667,TARGET,0.006415208333333293,1.9984412041697743,1.9906472250186684
r2_crossasset_compression_release,GBPUSD,2020-03-27 16:00:00+00:00,2020-03-27 17:00:00+00:00,2020-03-29 21:05:00+00:00,LONG,1.24139,1.2348527083333334,1.2544645833333332,1.24126,TIME,0.006537291666666649,-0.01988591095955341,-0.027534338251691486
r2_crossasset_compression_release,GBPUSD,2020-04-29 05:00:00+00:00,2020-04-29 06:00:00+00:00,2020-04-29 06:25:00+00:00,LONG,1.24832,1.2460377083333334,1.2528845833333335,1.2460277083333333,STOP,0.0022822916666666673,-1.0043815609311306,-1.026289365586539
r2_crossasset_compression_release,GBPUSD,2020-07-10 13:00:00+00:00,2020-07-10 14:00:00+00:00,2020-07-10 20:50:00+00:00,LONG,1.26379,1.2619358333333333,1.2674983333333334,1.2619258333333332,STOP,0.0018541666666666752,-1.0053932584270215,-1.0323595505618528
r2_crossasset_compression_release,GBPUSD,2020-07-24 14:00:00+00:00,2020-07-24 15:00:00+00:00,2020-07-26 21:00:00+00:00,LONG,1.27891,1.276906875,1.28291625,1.27938,TIME,0.0020031249999999854,0.23463338533540037,0.20967238689546258
r2_crossasset_compression_release,GBPUSD,2020-08-10 10:00:00+00:00,2020-08-10 11:00:00+00:00,2020-08-10 11:50:00+00:00,SHORT,1.30237,1.3045747916666668,1.2979604166666667,1.3045847916666669,STOP,0.002204791666666687,-1.0045355759237145,-1.0272134555419699
r2_crossasset_compression_release,GBPUSD,2020-09-16 09:00:00+00:00,2020-09-16 10:00:00+00:00,2020-09-16 13:15:00+00:00,LONG,1.29491,1.2928166666666667,1.2990966666666668,1.2990866666666667,TARGET,0.002093333333333345,1.995222929936319,1.9713375796178476
r2_crossasset_compression_release,GBPUSD,2020-11-17 11:00:00+00:00,2020-11-17 12:00:00+00:00,2020-11-17 13:25:00+00:00,LONG,1.32718,1.325249375,1.33104125,1.325239375,STOP,0.001930624999999982,-1.0051796697960749,-1.0310780187763275
r2_crossasset_compression_release,GBPUSD,2020-11-18 07:00:00+00:00,2020-11-18 08:00:00+00:00,2020-11-18 15:30:00+00:00,LONG,1.32772,1.32608375,1.3309925,1.3309825,TARGET,0.0016362499999999964,1.993888464476671,1.9633307868601697
r2_crossasset_compression_release,GBPUSD,2020-11-23 01:00:00+00:00,2020-11-23 02:00:00+00:00,2020-11-23 08:30:00+00:00,LONG,1.33267,1.3308241666666667,1.3363616666666667,1.3363516666666666,TARGET,0.001845833333333306,1.994582392776508,1.967494356659126
r2_crossasset_compression_release,GBPUSD,2020-11-27 05:00:00+00:00,2020-11-27 06:00:00+00:00,2020-11-27 08:30:00+00:00,LONG,1.3375000000000001,1.3361085416666667,1.3402829166666668,1.3360985416666666,STOP,0.0013914583333333452,-1.0071867045966034,-1.0431202275790856
r2_crossasset_compression_release,GBPUSD,2020-12-01 07:00:00+00:00,2020-12-01 08:00:00+00:00,2020-12-01 09:35:00+00:00,LONG,1.33831,1.33614625,1.3426375000000002,1.33613625,STOP,0.002163749999999992,-1.004621606008131,-1.0277296360485701
r2_crossasset_compression_release,GBPUSD,2020-12-31 01:00:00+00:00,2020-12-31 02:00:00+00:00,2020-12-31 02:40:00+00:00,LONG,1.3644500000000002,1.3624612500000002,1.3684275000000001,1.3624512500000001,STOP,0.00198875000000003,-1.005028284098061,-1.0301697045883185
r2_crossasset_compression_release,GBPUSD,2021-03-02 02:00:00+00:00,2021-03-02 03:00:00+00:00,2021-03-02 11:40:00+00:00,SHORT,1.3881599999999998,1.390633125,1.38321375,1.390643125,STOP,0.0024731249999999836,-1.0040434672732506,-1.0242608036391845
r2_crossasset_compression_release,GBPUSD,2021-03-10 02:00:00+00:00,2021-03-10 03:00:00+00:00,2021-03-10 08:20:00+00:00,SHORT,1.38644,1.3885854166666665,1.3821491666666665,1.3885954166666665,STOP,0.0021454166666666774,-1.0046610992425502,-1.027966595455407
r2_crossasset_compression_release,GBPUSD,2021-03-16 07:00:00+00:00,2021-03-16 08:00:00+00:00,2021-03-16 10:55:00+00:00,SHORT,1.38265,1.3845970833333332,1.3787558333333334,1.3846070833333333,STOP,0.0019470833333333215,-1.005135887010491,-1.03081532206292
r2_crossasset_compression_release,GBPUSD,2021-04-14 06:00:00+00:00,2021-04-14 07:00:00+00:00,2021-04-14 07:50:00+00:00,LONG,1.37999,1.37818375,1.3836025,1.37817375,STOP,0.0018062499999999908,-1.0055363321799773,-1.0332179930796315
r2_crossasset_compression_release,GBPUSD,2021-04-20 02:00:00+00:00,2021-04-20 03:00:00+00:00,2021-04-20 09:00:00+00:00,LONG,1.3998700000000002,1.3979612500000003,1.4036875000000002,1.3979512500000002,STOP,0.0019087500000000053,-1.005239030779287,-1.031434184675816
r2_crossasset_compression_release,GBPUSD,2021-04-23 07:00:00+00:00,2021-04-23 08:00:00+00:00,2021-04-23 08:30:00+00:00,LONG,1.38891,1.3871627083333335,1.3924045833333334,1.3871527083333335,STOP,0.0017472916666666412,-1.0057231429593212,-1.0343388577560308
r2_crossasset_compression_release,GBPUSD,2021-05-24 07:00:00+00:00,2021-05-24 08:00:00+00:00,2021-05-24 08:30:00+00:00,LONG,1.41679,1.4151425,1.420085,1.4151325,STOP,0.0016475000000000146,-1.0060698027314565,-1.0364188163885124
r2_crossasset_compression_release,GBPUSD,2021-05-26 04:00:00+00:00,2021-05-26 05:00:00+00:00,2021-05-26 06:00:00+00:00,LONG,1.4169100000000001,1.4152433333333334,1.4202433333333335,1.4152333333333333,STOP,0.0016666666666666774,-1.006000000000056,-1.0360000000000558
r2_crossasset_compression_release,GBPUSD,2021-06-25 17:00:00+00:00,2021-06-25 18:00:00+00:00,2021-06-27 21:10:00+00:00,SHORT,1.38883,1.3902275,1.386035,1.3902375,STOP,0.0013975000000000237,-1.007155635062599,-1.0429338103756574
