entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.21 20:00:00,2022-07-21,20,night,LONG,2,0.01,1719.67,A1_M5_MOM_NOOP_PARIT,2022.08.01 10:00:14,2022-08-01,10,morning,2022-07-21,20,night,9,1774.05,54.38,1054.38,tp 1774.05
2022.07.22 12:00:00,2022-07-22,12,afternoon,LONG,3,0.01,1728.60,A1_M5_MOM_NOOP_PARIT,2022.08.02 22:24:35,2022-08-02,22,night,2022-07-22,12,afternoon,12,1758.38,-20.28,1034.1,sl 1758.39
2022.07.28 08:00:00,2022-07-28,8,morning,LONG,4,0.01,1744.29,A1_M5_MOM_NOOP_PARIT,2022.08.17 11:10:30,2022-08-17,11,morning,2022-07-28,8,morning,15,1770.92,-25.38,1008.72,sl 1770.93
2022.07.28 16:00:00,2022-07-28,16,evening,LONG,5,0.01,1753.15,A1_M5_MOM_NOOP_PARIT,2022.08.19 01:32:29,2022-08-19,1,night,2022-07-28,16,evening,16,1754.37,-39.31,969.41,sl 1754.37
2022.07.28 20:00:00,2022-07-28,20,night,LONG,6,0.01,1755.43,A1_M5_MOM_NOOP_PARIT,2022.08.19 04:17:28,2022-08-19,4,night,2022-07-28,20,night,17,1752.03,-20.72,948.69,sl 1752.03
2022.07.29 04:00:00,2022-07-29,4,night,LONG,7,0.01,1762.97,A1_M5_MOM_NOOP_PARIT,2022.08.29 01:13:30,2022-08-29,1,night,2022-07-29,4,night,21,1730.92,-25.61,923.08,sl 1730.92
2022.07.29 08:00:00,2022-07-29,8,morning,LONG,8,0.01,1766.57,A1_M5_MOM_NOOP_PARIT,2022.08.29 01:13:30,2022-08-29,1,night,2022-07-29,8,morning,22,1730.92,-31.66,891.42,sl 1730.92
2022.08.01 12:00:00,2022-08-01,12,afternoon,LONG,10,0.01,1772.75,A1_M5_MOM_NOOP_PARIT,2022.08.29 01:24:24,2022-08-29,1,night,2022-08-01,12,afternoon,23,1727.85,-21.99,869.43,sl 1727.86
2022.08.02 12:00:00,2022-08-02,12,afternoon,LONG,11,0.01,1778.66,A1_M5_MOM_NOOP_PARIT,2022.08.31 09:26:41,2022-08-31,9,morning,2022-08-02,12,afternoon,24,1711.61,-41.54,827.89,sl 1711.61
2022.08.04 20:00:00,2022-08-04,20,night,LONG,13,0.01,1793.68,A1_M5_MOM_NOOP_PARIT,2022.08.31 09:26:41,2022-08-31,9,morning,2022-08-04,20,night,25,1711.59,-43.84,784.05,sl 1711.60
2022.08.09 16:00:00,2022-08-09,16,evening,LONG,14,0.01,1796.30,A1_M5_MOM_NOOP_PARIT,2022.08.31 09:26:41,2022-08-31,9,morning,2022-08-09,16,evening,26,1711.57,-55.0,729.05,sl 1711.58
2022.08.23 16:00:00,2022-08-23,16,evening,LONG,18,0.01,1749.84,A1_M5_MOM_NOOP_PARIT,2022.08.31 09:27:39,2022-08-31,9,morning,2022-08-23,16,evening,27,1711.56,-51.41,677.64,sl 1711.56
2022.08.25 04:00:00,2022-08-25,4,night,LONG,19,0.01,1756.53,A1_M5_MOM_NOOP_PARIT,2022.08.31 09:27:40,2022-08-31,9,morning,2022-08-25,4,night,28,1711.54,-32.75,644.89,sl 1711.54
2022.08.25 08:00:00,2022-08-25,8,morning,LONG,20,0.01,1762.58,A1_M5_MOM_NOOP_PARIT,2022.09.13 12:36:32,2022-09-13,12,afternoon,2022-08-25,8,morning,31,1709.81,-19.87,625.02,sl 1709.83
2022.09.12 12:00:00,2022-09-12,12,afternoon,LONG,29,0.01,1729.68,A1_M5_MOM_NOOP_PARIT,2022.09.13 12:36:32,2022-09-13,12,afternoon,2022-09-12,12,afternoon,32,1709.75,-24.55,600.47,sl 1709.77
2022.09.12 16:00:00,2022-09-12,16,evening,LONG,30,0.01,1734.30,A1_M5_MOM_NOOP_PARIT,2022.09.15 13:39:40,2022-09-15,13,afternoon,2022-09-12,16,evening,33,1680.89,-47.71,552.76,sl 1680.89
2022.09.28 16:00:00,2022-09-28,16,evening,LONG,34,0.01,1658.89,A1_M5_MOM_NOOP_PARIT,2022.10.13 12:30:38,2022-10-13,12,afternoon,2022-09-28,16,evening,41,1659.71,-48.5,504.26,sl 1659.76
2022.09.30 08:00:00,2022-09-30,8,morning,LONG,35,0.01,1673.25,A1_M5_MOM_NOOP_PARIT,2022.10.13 12:30:38,2022-10-13,12,afternoon,2022-09-30,8,morning,42,1659.71,-66.13,438.13,sl 1659.79
2022.09.30 16:00:00,2022-09-30,16,evening,LONG,36,0.01,1671.46,A1_M5_MOM_NOOP_PARIT,2022.10.13 12:30:38,2022-10-13,12,afternoon,2022-09-30,16,evening,43,1659.24,-31.14,406.99,sl 1659.28
2022.10.03 16:00:00,2022-10-03,16,evening,LONG,37,0.01,1690.38,A1_M5_MOM_NOOP_PARIT,2022.10.13 12:30:38,2022-10-13,12,afternoon,2022-10-03,16,evening,44,1659.24,-41.64,365.35,sl 1659.27
2022.10.03 20:00:00,2022-10-03,20,night,LONG,38,0.01,1700.88,A1_M5_MOM_NOOP_PARIT,2022.10.21 03:44:56,2022-10-21,3,night,2022-10-03,20,night,45,1621.30,-37.59,327.76,sl 1621.30
2022.10.04 08:00:00,2022-10-04,8,morning,LONG,39,0.01,1708.21,A1_M5_MOM_NOOP_PARIT,2022.10.28 15:15:39,2022-10-28,15,afternoon,2022-10-04,8,morning,47,1638.23,-32.62,295.14,sl 1638.23
2022.10.04 16:00:00,2022-10-04,16,evening,LONG,40,0.01,1725.84,A1_M5_MOM_NOOP_PARIT,2022.11.03 06:12:37,2022-11-03,6,morning,2022-10-04,16,evening,50,1630.72,-23.34,271.8,sl 1630.72
2022.10.26 08:00:00,2022-10-26,8,morning,LONG,46,0.01,1670.85,A1_M5_MOM_NOOP_PARIT,2022.11.03 06:12:38,2022-11-03,6,morning,2022-10-26,8,morning,51,1630.68,-16.8,255.0,sl 1630.68
2022.11.01 08:00:00,2022-11-01,8,morning,LONG,48,0.01,1647.48,A1_M5_MOM_NOOP_PARIT,2022.11.15 12:30:41,2022-11-15,12,afternoon,2022-11-01,8,morning,56,1784.52,113.06,368.06,tp 1784.52
2022.11.01 12:00:00,2022-11-01,12,afternoon,LONG,49,0.01,1654.06,A1_M5_MOM_NOOP_PARIT,2022.11.15 12:34:43,2022-11-15,12,afternoon,2022-11-01,12,afternoon,57,1786.57,113.23,481.29,tp 1786.52
2022.11.04 16:00:00,2022-11-04,16,evening,LONG,52,0.01,1673.34,A1_M5_MOM_NOOP_PARIT,2022.12.01 12:29:56,2022-12-01,12,afternoon,2022-11-04,16,evening,63,1788.69,37.41,518.7,tp 1788.68
