entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 06:15:00,2022-07-01,6,morning,SHORT,2,0.01,1797.99,A1_M5_MOM_DOWN_PRIOR,2022.07.01 11:35:05,2022-07-01,11,morning,2022-07-01,6,morning,3,1787.61,10.38,1010.38,tp 1787.62
2022.07.01 13:15:00,2022-07-01,13,afternoon,SHORT,4,0.01,1792.33,A1_M5_MOM_DOWN_PRIOR,2022.07.01 14:17:24,2022-07-01,14,afternoon,2022-07-01,13,afternoon,5,1803.50,-11.17,999.21,sl 1803.50
2022.07.01 14:40:00,2022-07-01,14,afternoon,SHORT,6,0.01,1799.82,A1_M5_MOM_DOWN_PRIOR,2022.07.01 14:49:28,2022-07-01,14,afternoon,2022-07-01,14,afternoon,7,1803.57,-3.75,995.46,sl 1803.56
2022.07.01 14:55:00,2022-07-01,14,afternoon,SHORT,8,0.01,1800.97,A1_M5_MOM_DOWN_PRIOR,2022.07.01 15:06:26,2022-07-01,15,afternoon,2022-07-01,14,afternoon,9,1804.18,-3.21,992.25,sl 1804.18
2022.07.01 16:20:00,2022-07-01,16,evening,SHORT,10,0.01,1802.48,A1_M5_MOM_DOWN_PRIOR,2022.07.01 17:49:34,2022-07-01,17,evening,2022-07-01,16,evening,11,1805.01,-2.53,989.72,sl 1804.98
2022.07.04 08:05:00,2022-07-04,8,morning,SHORT,12,0.01,1807.89,A1_M5_MOM_DOWN_PRIOR,2022.07.04 14:45:31,2022-07-04,14,afternoon,2022-07-04,8,morning,13,1810.41,-2.52,987.2,sl 1810.39
2022.07.04 15:15:00,2022-07-04,15,afternoon,SHORT,14,0.01,1807.72,A1_M5_MOM_DOWN_PRIOR,2022.07.05 01:08:35,2022-07-05,1,night,2022-07-04,15,afternoon,15,1810.23,-2.51,984.69,sl 1810.22
2022.07.05 08:10:00,2022-07-05,8,morning,SHORT,16,0.01,1803.00,A1_M5_MOM_DOWN_PRIOR,2022.07.05 11:54:37,2022-07-05,11,morning,2022-07-05,8,morning,17,1797.82,5.18,989.87,tp 1797.82
2022.07.05 11:55:00,2022-07-05,11,morning,SHORT,18,0.01,1798.03,A1_M5_MOM_DOWN_PRIOR,2022.07.05 12:19:40,2022-07-05,12,afternoon,2022-07-05,11,morning,19,1804.33,-6.3,983.57,sl 1804.31
2022.07.05 12:25:00,2022-07-05,12,afternoon,SHORT,20,0.01,1798.61,A1_M5_MOM_DOWN_PRIOR,2022.07.05 12:33:15,2022-07-05,12,afternoon,2022-07-05,12,afternoon,21,1804.72,-6.11,977.46,sl 1804.69
2022.07.05 12:50:00,2022-07-05,12,afternoon,SHORT,22,0.01,1799.12,A1_M5_MOM_DOWN_PRIOR,2022.07.05 13:47:26,2022-07-05,13,afternoon,2022-07-05,12,afternoon,23,1788.15,10.97,988.43,tp 1788.16
2022.07.06 10:05:00,2022-07-06,10,morning,SHORT,24,0.01,1763.40,A1_M5_MOM_DOWN_PRIOR,2022.07.06 12:50:27,2022-07-06,12,afternoon,2022-07-06,10,morning,25,1765.91,-2.51,985.92,sl 1765.90
2022.07.06 13:20:00,2022-07-06,13,afternoon,SHORT,26,0.01,1763.79,A1_M5_MOM_DOWN_PRIOR,2022.07.06 13:50:37,2022-07-06,13,afternoon,2022-07-06,13,afternoon,27,1757.28,6.51,992.43,tp 1757.31
2022.07.06 14:15:00,2022-07-06,14,afternoon,SHORT,28,0.01,1754.06,A1_M5_MOM_DOWN_PRIOR,2022.07.06 16:01:55,2022-07-06,16,evening,2022-07-06,14,afternoon,29,1732.48,21.58,1014.01,tp 1732.49
2022.07.08 07:40:00,2022-07-08,7,morning,SHORT,30,0.01,1735.42,A1_M5_MOM_DOWN_PRIOR,2022.07.08 08:06:28,2022-07-08,8,morning,2022-07-08,7,morning,31,1740.63,-5.21,1008.8,sl 1740.62
2022.07.08 09:10:00,2022-07-08,9,morning,SHORT,32,0.01,1735.34,A1_M5_MOM_DOWN_PRIOR,2022.07.08 10:29:18,2022-07-08,10,morning,2022-07-08,9,morning,33,1739.60,-4.26,1004.54,sl 1739.57
2022.07.08 12:50:00,2022-07-08,12,afternoon,SHORT,34,0.01,1734.29,A1_M5_MOM_DOWN_PRIOR,2022.07.08 12:53:19,2022-07-08,12,afternoon,2022-07-08,12,afternoon,35,1737.80,-3.51,1001.03,sl 1737.76
2022.07.11 06:55:00,2022-07-11,6,morning,SHORT,36,0.01,1739.70,A1_M5_MOM_DOWN_PRIOR,2022.07.11 10:01:30,2022-07-11,10,morning,2022-07-11,6,morning,37,1734.70,5.0,1006.03,tp 1734.70
2022.07.11 10:50:00,2022-07-11,10,morning,SHORT,38,0.01,1735.89,A1_M5_MOM_DOWN_PRIOR,2022.07.11 13:51:38,2022-07-11,13,afternoon,2022-07-11,10,morning,39,1740.77,-4.88,1001.15,sl 1740.77
2022.07.11 14:05:00,2022-07-11,14,afternoon,SHORT,40,0.01,1739.73,A1_M5_MOM_DOWN_PRIOR,2022.07.11 16:30:34,2022-07-11,16,evening,2022-07-11,14,afternoon,41,1734.73,5.0,1006.15,tp 1734.73
2022.07.11 17:00:00,2022-07-11,17,evening,SHORT,42,0.01,1735.05,A1_M5_MOM_DOWN_PRIOR,2022.07.12 01:16:39,2022-07-12,1,night,2022-07-11,17,evening,43,1723.72,11.33,1017.48,tp 1723.72
2022.07.12 06:20:00,2022-07-12,6,morning,SHORT,44,0.01,1729.52,A1_M5_MOM_DOWN_PRIOR,2022.07.12 06:34:26,2022-07-12,6,morning,2022-07-12,6,morning,45,1732.03,-2.51,1014.97,sl 1732.02
2022.07.12 13:25:00,2022-07-12,13,afternoon,SHORT,46,0.01,1729.35,A1_M5_MOM_DOWN_PRIOR,2022.07.12 13:36:40,2022-07-12,13,afternoon,2022-07-12,13,afternoon,47,1731.94,-2.59,1012.38,sl 1731.94
2022.07.12 13:45:00,2022-07-12,13,afternoon,SHORT,48,0.01,1728.62,A1_M5_MOM_DOWN_PRIOR,2022.07.12 15:07:37,2022-07-12,15,afternoon,2022-07-12,13,afternoon,49,1731.85,-3.23,1009.15,sl 1731.84
2022.07.12 16:10:00,2022-07-12,16,evening,SHORT,50,0.01,1730.90,A1_M5_MOM_DOWN_PRIOR,2022.07.12 17:37:04,2022-07-12,17,evening,2022-07-12,16,evening,51,1725.90,5.0,1014.15,tp 1725.90
2022.07.12 17:55:00,2022-07-12,17,evening,SHORT,52,0.01,1726.06,A1_M5_MOM_DOWN_PRIOR,2022.07.13 11:19:53,2022-07-13,11,morning,2022-07-12,17,evening,53,1731.62,-5.56,1008.59,sl 1731.62
2022.07.13 13:20:00,2022-07-13,13,afternoon,SHORT,54,0.01,1715.78,A1_M5_MOM_DOWN_PRIOR,2022.07.13 13:37:15,2022-07-13,13,afternoon,2022-07-13,13,afternoon,55,1724.54,-8.76,999.83,sl 1724.54
2022.07.13 14:10:00,2022-07-13,14,afternoon,SHORT,56,0.01,1722.62,A1_M5_MOM_DOWN_PRIOR,2022.07.13 14:22:15,2022-07-13,14,afternoon,2022-07-13,14,afternoon,57,1726.98,-4.36,995.47,sl 1726.97
2022.07.14 13:20:00,2022-07-14,13,afternoon,SHORT,58,0.01,1705.99,A1_M5_MOM_DOWN_PRIOR,2022.07.14 13:45:38,2022-07-14,13,afternoon,2022-07-14,13,afternoon,59,1698.69,7.3,1002.77,tp 1698.71
2022.07.14 14:05:00,2022-07-14,14,afternoon,SHORT,60,0.01,1699.33,A1_M5_MOM_DOWN_PRIOR,2022.07.14 14:41:03,2022-07-14,14,afternoon,2022-07-14,14,afternoon,61,1707.91,-8.58,994.19,sl 1707.90
