entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 01:15:00,2022-07-01,1,night,SHORT,2,0.01,1805.42,A1_M5_MOM_BEAR_M5_EM,2022.07.01 05:37:36,2022-07-01,5,night,2022-07-01,1,night,3,1798.40,7.02,1007.02,tp 1798.42
2022.07.01 06:35:00,2022-07-01,6,morning,SHORT,4,0.01,1797.10,A1_M5_MOM_BEAR_M5_EM,2022.07.01 11:18:39,2022-07-01,11,morning,2022-07-01,6,morning,5,1788.39,8.71,1015.73,tp 1788.42
2022.07.04 12:00:00,2022-07-04,12,afternoon,SHORT,6,0.01,1805.34,A1_M5_MOM_BEAR_M5_EM,2022.07.04 12:25:40,2022-07-04,12,afternoon,2022-07-04,12,afternoon,7,1808.87,-3.53,1012.2,sl 1808.84
2022.07.05 10:20:00,2022-07-05,10,morning,SHORT,8,0.01,1802.04,A1_M5_MOM_BEAR_M5_EM,2022.07.05 13:11:23,2022-07-05,13,afternoon,2022-07-05,10,morning,9,1795.04,7.0,1019.2,tp 1795.04
2022.07.05 13:15:00,2022-07-05,13,afternoon,SHORT,10,0.01,1794.32,A1_M5_MOM_BEAR_M5_EM,2022.07.05 14:03:27,2022-07-05,14,afternoon,2022-07-05,13,afternoon,11,1778.96,15.36,1034.56,tp 1778.96
2022.07.05 14:50:00,2022-07-05,14,afternoon,SHORT,12,0.01,1770.96,A1_M5_MOM_BEAR_M5_EM,2022.07.06 14:40:38,2022-07-06,14,afternoon,2022-07-05,14,afternoon,13,1750.86,20.1,1054.66,tp 1750.86
2022.07.06 15:40:00,2022-07-06,15,afternoon,SHORT,14,0.01,1736.93,A1_M5_MOM_BEAR_M5_EM,2022.07.07 02:54:42,2022-07-07,2,night,2022-07-06,15,afternoon,15,1744.07,-7.14,1047.52,sl 1744.06
2022.07.07 07:10:00,2022-07-07,7,morning,SHORT,16,0.01,1743.15,A1_M5_MOM_BEAR_M5_EM,2022.07.07 13:49:03,2022-07-07,13,afternoon,2022-07-07,7,morning,17,1746.66,-3.51,1044.01,sl 1746.65
2022.07.07 15:55:00,2022-07-07,15,afternoon,SHORT,18,0.01,1739.74,A1_M5_MOM_BEAR_M5_EM,2022.07.08 00:25:30,2022-07-08,0,night,2022-07-07,15,afternoon,19,1743.43,-3.69,1040.32,sl 1743.42
2022.07.08 09:10:00,2022-07-08,9,morning,SHORT,20,0.01,1735.34,A1_M5_MOM_BEAR_M5_EM,2022.07.08 10:32:27,2022-07-08,10,morning,2022-07-08,9,morning,21,1741.51,-6.17,1034.15,sl 1741.51
2022.07.08 14:00:00,2022-07-08,14,afternoon,SHORT,22,0.01,1736.78,A1_M5_MOM_BEAR_M5_EM,2022.07.08 14:13:26,2022-07-08,14,afternoon,2022-07-08,14,afternoon,23,1743.49,-6.71,1027.44,sl 1743.49
