entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 00:10:00,2022-07-01,0,night,SHORT,2,0.01,1805.99,A1_M5_MOM_BEAR_EMA_P,2022.07.01 05:36:37,2022-07-01,5,night,2022-07-01,0,night,3,1798.94,7.05,1007.05,tp 1798.99
2022.07.01 07:10:00,2022-07-01,7,morning,SHORT,4,0.01,1796.11,A1_M5_MOM_BEAR_EMA_P,2022.07.01 11:18:28,2022-07-01,11,morning,2022-07-01,7,morning,5,1789.02,7.09,1014.14,tp 1789.04
2022.07.01 12:15:00,2022-07-01,12,afternoon,SHORT,6,0.01,1788.33,A1_M5_MOM_BEAR_EMA_P,2022.07.01 13:03:40,2022-07-01,13,afternoon,2022-07-01,12,afternoon,7,1793.17,-4.84,1009.3,sl 1793.17
2022.07.04 11:45:00,2022-07-04,11,morning,SHORT,8,0.01,1806.12,A1_M5_MOM_BEAR_EMA_P,2022.07.04 12:47:00,2022-07-04,12,afternoon,2022-07-04,11,morning,9,1809.65,-3.53,1005.77,sl 1809.62
2022.07.05 09:50:00,2022-07-05,9,morning,SHORT,10,0.01,1802.84,A1_M5_MOM_BEAR_EMA_P,2022.07.05 13:09:40,2022-07-05,13,afternoon,2022-07-05,9,morning,11,1795.83,7.01,1012.78,tp 1795.84
2022.07.05 16:15:00,2022-07-05,16,evening,SHORT,12,0.01,1768.21,A1_M5_MOM_BEAR_EMA_P,2022.07.06 13:50:29,2022-07-06,13,afternoon,2022-07-05,16,evening,13,1758.11,10.1,1022.88,tp 1758.12
2022.07.06 17:20:00,2022-07-06,17,evening,SHORT,14,0.01,1736.66,A1_M5_MOM_BEAR_EMA_P,2022.07.06 19:15:18,2022-07-06,19,evening,2022-07-06,17,evening,15,1740.41,-3.75,1019.13,sl 1740.37
2022.07.06 20:00:00,2022-07-06,20,night,SHORT,16,0.01,1739.43,A1_M5_MOM_BEAR_EMA_P,2022.07.07 02:46:36,2022-07-07,2,night,2022-07-06,20,night,17,1742.93,-3.5,1015.63,sl 1742.93
2022.07.07 04:40:00,2022-07-07,4,night,SHORT,18,0.01,1744.81,A1_M5_MOM_BEAR_EMA_P,2022.07.07 13:51:31,2022-07-07,13,afternoon,2022-07-07,4,night,19,1748.32,-3.51,1012.12,sl 1748.31
2022.07.07 15:00:00,2022-07-07,15,afternoon,SHORT,20,0.01,1741.81,A1_M5_MOM_BEAR_EMA_P,2022.07.08 14:36:27,2022-07-08,14,afternoon,2022-07-07,15,afternoon,21,1747.24,-5.43,1006.69,sl 1747.24
2022.07.11 03:20:00,2022-07-11,3,night,SHORT,22,0.01,1741.50,A1_M5_MOM_BEAR_EMA_P,2022.07.11 10:06:15,2022-07-11,10,morning,2022-07-11,3,night,23,1734.50,7.0,1013.69,tp 1734.50
2022.07.11 10:55:00,2022-07-11,10,morning,SHORT,24,0.01,1735.13,A1_M5_MOM_BEAR_EMA_P,2022.07.11 13:38:05,2022-07-11,13,afternoon,2022-07-11,10,morning,25,1738.63,-3.5,1010.19,sl 1738.63
2022.07.11 17:25:00,2022-07-11,17,evening,SHORT,26,0.01,1734.49,A1_M5_MOM_BEAR_EMA_P,2022.07.12 01:01:37,2022-07-12,1,night,2022-07-11,17,evening,27,1727.46,7.03,1017.22,tp 1727.49
2022.07.12 03:20:00,2022-07-12,3,night,SHORT,28,0.01,1734.13,A1_M5_MOM_BEAR_EMA_P,2022.07.12 05:13:14,2022-07-12,5,night,2022-07-12,3,night,29,1727.12,7.01,1024.23,tp 1727.13
2022.07.12 08:10:00,2022-07-12,8,morning,SHORT,30,0.01,1732.84,A1_M5_MOM_BEAR_EMA_P,2022.07.12 08:33:30,2022-07-12,8,morning,2022-07-12,8,morning,31,1736.70,-3.86,1020.37,sl 1736.70
2022.07.12 13:10:00,2022-07-12,13,afternoon,SHORT,32,0.01,1731.39,A1_M5_MOM_BEAR_EMA_P,2022.07.13 12:30:41,2022-07-13,12,afternoon,2022-07-12,13,afternoon,33,1721.99,9.4,1029.77,tp 1721.99
2022.07.13 13:20:00,2022-07-13,13,afternoon,SHORT,34,0.01,1715.78,A1_M5_MOM_BEAR_EMA_P,2022.07.13 13:52:38,2022-07-13,13,afternoon,2022-07-13,13,afternoon,35,1728.89,-13.11,1016.66,sl 1728.88
2022.07.14 02:20:00,2022-07-14,2,night,SHORT,36,0.01,1727.23,A1_M5_MOM_BEAR_EMA_P,2022.07.14 02:36:33,2022-07-14,2,night,2022-07-14,2,night,37,1730.73,-3.5,1013.16,sl 1730.73
2022.07.14 06:10:00,2022-07-14,6,morning,SHORT,38,0.01,1726.82,A1_M5_MOM_BEAR_EMA_P,2022.07.14 07:02:27,2022-07-14,7,morning,2022-07-14,6,morning,39,1719.82,7.0,1020.16,tp 1719.82
2022.07.14 10:05:00,2022-07-14,10,morning,SHORT,40,0.01,1715.18,A1_M5_MOM_BEAR_EMA_P,2022.07.14 13:01:40,2022-07-14,13,afternoon,2022-07-14,10,morning,41,1706.97,8.21,1028.37,tp 1706.98
2022.07.14 15:15:00,2022-07-14,15,afternoon,SHORT,42,0.01,1705.77,A1_M5_MOM_BEAR_EMA_P,2022.07.14 15:42:41,2022-07-14,15,afternoon,2022-07-14,15,afternoon,43,1712.83,-7.06,1021.31,sl 1712.80
