timestamp_broker	timestamp_local	run_id	account	symbol	magic	stage	direction	reason	bid	ask	spread_points	recent_high	recent_low	signal_open	signal_high	signal_low	signal_close	atr	body_fraction	close_location	three_bar_move_atr	break_distance_atr	estimated_cost_r
2022.07.04 06:00:00	2022.07.04 06:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1812.70	1812.79	9	1813.45	1811.04	1811.32	1812.70	1811.32	1812.70	0.79	1.0000	1.0000	0.7869	0.0000	0.0000
2022.07.04 07:00:00	2022.07.04 07:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1810.77	1810.86	9	1812.94	1809.59	1810.47	1810.78	1809.92	1810.77	1.01	0.3488	0.9884	-0.2977	0.0000	0.0000
2022.07.04 08:00:00	2022.07.04 08:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1808.85	1808.90	5	1812.31	1808.25	1808.65	1809.08	1808.56	1808.85	0.95	0.3846	0.5577	0.5139	0.0000	0.0000
2022.07.04 09:00:00	2022.07.04 09:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1807.36	1807.39	3	1809.26	1806.52	1807.37	1807.63	1806.99	1807.37	0.90	0.0000	0.5937	0.8889	0.0000	0.0000
2022.07.04 10:00:00	2022.07.04 10:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1805.82	1805.91	9	1808.74	1805.17	1806.37	1806.51	1805.70	1805.83	0.93	0.6667	0.1605	0.1722	0.0000	0.0000
2022.07.04 11:00:00	2022.07.04 11:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1804.08	1804.10	2	1806.85	1803.99	1804.69	1804.79	1804.03	1804.03	0.91	0.8684	0.0000	-1.5347	0.0000	0.0000
2022.07.04 12:00:00	2022.07.04 12:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1805.34	1805.40	6	1807.85	1804.03	1806.54	1806.84	1805.27	1805.27	1.09	0.8089	0.0000	-0.7788	0.0000	0.0000
2022.07.04 13:00:00	2022.07.04 13:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1807.69	1807.76	7	1809.60	1805.13	1808.80	1809.01	1807.69	1807.69	1.40	0.8409	0.0000	-1.3174	0.0000	0.0000
2022.07.04 14:00:00	2022.07.04 14:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1808.88	1808.89	1	1809.29	1807.28	1808.94	1809.17	1808.35	1808.77	1.03	0.2073	0.5122	0.1366	0.0000	0.0000
2022.07.04 15:00:00	2022.07.04 15:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1809.98	1809.99	1	1810.98	1808.06	1809.85	1810.06	1809.33	1809.91	0.92	0.0822	0.7945	-0.3922	0.0000	0.0000
2022.07.04 16:00:00	2022.07.04 16:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1806.49	1806.55	6	1810.06	1805.66	1805.87	1806.67	1805.77	1806.51	0.94	0.7111	0.8222	-0.3078	0.0000	0.0000
2022.07.04 17:00:00	2022.07.04 17:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1806.85	1806.94	9	1807.09	1805.49	1806.67	1806.90	1806.48	1806.85	0.56	0.4286	0.8810	-0.1595	0.0000	0.0000
2022.07.04 18:00:00	2022.07.04 18:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1806.71	1806.77	6	1807.31	1806.32	1806.60	1806.81	1806.54	1806.71	0.36	0.4074	0.6296	-0.5320	0.0000	0.0000
2022.07.04 22:02:00	2022.07.04 22:02:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1807.95	1808.07	12	1808.17	1806.47	1807.50	1808.04	1807.21	1807.90	0.50	0.4819	0.8313	0.4381	0.0000	0.0000
2022.07.04 23:00:00	2022.07.04 23:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1809.23	1809.37	14	1808.88	1807.18	1808.85	1809.33	1808.85	1809.23	0.51	0.7917	0.7917	1.9889	0.0000	0.0000
2022.07.05 00:00:00	2022.07.05 00:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1809.28	1809.42	14	1809.83	1808.29	1808.88	1809.69	1808.29	1809.27	0.57	0.2786	0.7000	1.1843	0.0000	0.0000
2022.07.05 01:00:00	2022.07.05 01:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1807.58	1807.67	9	1809.69	1806.60	1807.82	1807.95	1807.41	1807.51	0.88	0.5741	0.1852	0.4446	0.0000	0.0000
2022.07.05 02:00:00	2022.07.05 02:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1811.74	1811.79	5	1812.13	1807.41	1811.40	1812.12	1811.09	1811.74	1.08	0.3301	0.6311	0.6884	0.0000	0.0000
2022.07.05 03:00:00	2022.07.05 03:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1809.59	1809.61	2	1812.12	1809.71	1809.75	1809.84	1809.08	1809.61	0.85	0.1842	0.6974	-1.5738	0.0000	0.0000
2022.07.05 04:00:00	2022.07.05 04:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1810.88	1810.90	2	1811.41	1809.08	1810.50	1811.28	1810.50	1810.90	0.70	0.5128	0.5128	-0.1278	0.0000	0.0000
2022.07.05 05:00:00	2022.07.05 05:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1811.43	1811.52	9	1812.09	1810.47	1810.84	1811.54	1810.83	1811.54	0.68	0.9859	1.0000	0.0294	0.0000	0.0000
2022.07.05 06:00:00	2022.07.05 06:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1811.79	1811.81	2	1811.85	1810.26	1811.35	1811.92	1811.17	1811.79	0.72	0.5867	0.8267	1.6154	0.0000	0.0000
2022.07.05 07:00:00	2022.07.05 07:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1809.16	1809.19	3	1811.92	1808.22	1809.06	1809.34	1808.81	1809.19	0.89	0.2453	0.7170	-0.3693	0.0000	0.0000
2022.07.05 08:00:00	2022.07.05 08:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1806.08	1806.12	4	1809.83	1805.65	1806.87	1807.20	1806.12	1806.16	1.25	0.6574	0.0370	-0.2080	0.0000	0.0000
2022.07.05 09:00:00	2022.07.05 09:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	R2_H1_EMA_PULLBACK_REJECTION_SHORT_H1	1801.08	1801.13	5	1807.20	1800.82	1801.48	1801.81	1800.65	1801.08	1.37	0.3448	0.3707	-1.5580	2.6235	0.0044
2022.07.05 10:00:00	2022.07.05 10:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1803.52	1803.53	1	1805.27	1800.39	1802.63	1803.82	1802.26	1803.52	1.32	0.5705	0.8077	-0.2125	0.0000	0.0000
2022.07.05 11:00:00	2022.07.05 11:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1801.24	1801.27	3	1803.82	1801.04	1801.23	1801.26	1800.77	1801.21	0.94	0.0408	0.8980	-0.7340	0.0000	0.0000
2022.07.05 12:00:00	2022.07.05 12:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1798.16	1798.25	9	1802.71	1797.78	1798.03	1798.56	1797.47	1798.16	1.30	0.1193	0.6330	-0.1770	0.0000	0.0000
2022.07.05 13:00:00	2022.07.05 13:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1800.40	1800.49	9	1804.70	1796.33	1799.27	1801.17	1799.05	1800.41	2.80	0.5377	0.6415	0.0143	0.0000	0.0000
2022.07.05 14:00:00	2022.07.05 14:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	R2_H1_EMA_PULLBACK_REJECTION_SHORT_H1	1786.31	1786.35	4	1801.17	1785.99	1786.08	1787.81	1785.39	1786.33	2.65	0.1033	0.3884	-1.1016	3.7184	0.0020
2022.07.05 15:00:00	2022.07.05 15:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	R2_H1_EMA_PULLBACK_REJECTION_SHORT_H1	1767.65	1767.66	1	1787.81	1766.41	1768.87	1769.07	1767.51	1767.63	3.84	0.7949	0.0769	-1.4922	5.5279	0.0003
2022.07.05 16:00:00	2022.07.05 16:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1768.93	1768.96	3	1770.09	1765.02	1769.65	1769.88	1768.75	1768.93	1.95	0.6372	0.1593	1.3160	0.0000	0.0000
2022.07.05 17:00:00	2022.07.05 17:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1767.35	1767.37	2	1771.34	1765.84	1767.24	1767.58	1766.76	1767.36	1.55	0.1463	0.7317	0.5046	0.0000	0.0000
2022.07.05 18:00:00	2022.07.05 18:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1765.03	1765.06	3	1767.58	1763.95	1766.20	1766.20	1764.92	1765.03	1.24	0.9141	0.0859	-0.4264	0.0000	0.0000
2022.07.05 19:00:00	2022.07.05 19:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1766.06	1766.10	4	1769.11	1764.81	1767.50	1767.53	1766.04	1766.06	1.20	0.9664	0.0134	-2.1596	0.0000	0.0000
2022.07.05 20:00:00	2022.07.05 20:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1766.95	1767.01	6	1768.14	1765.61	1766.45	1767.26	1766.27	1767.06	1.03	0.6162	0.7980	-0.4569	0.0000	0.0000
2022.07.05 22:02:00	2022.07.05 22:02:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1766.12	1766.24	12	1768.16	1765.41	1765.94	1766.06	1764.52	1764.58	0.81	0.8831	0.0390	-1.6296	0.0000	0.0000
2022.07.05 23:00:00	2022.07.05 23:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1768.12	1768.26	14	1768.67	1764.52	1768.19	1768.45	1768.10	1768.11	0.75	0.2286	0.0286	-0.1874	0.0000	0.0000
2022.07.06 00:00:00	2022.07.06 00:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1769.55	1769.69	14	1770.05	1767.73	1769.27	1769.55	1768.86	1769.55	0.60	0.4058	1.0000	0.5513	0.0000	0.0000
2022.07.06 01:00:00	2022.07.06 01:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1771.20	1771.24	4	1770.86	1768.74	1770.56	1771.23	1770.31	1771.21	0.87	0.7065	0.9783	1.4265	0.0000	0.0000
2022.07.06 02:00:00	2022.07.06 02:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1768.50	1768.59	9	1772.86	1768.46	1769.33	1769.95	1768.33	1768.50	1.42	0.5123	0.1049	-1.6313	0.0000	0.0000
2022.07.06 03:00:00	2022.07.06 03:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1770.68	1770.77	9	1772.22	1768.33	1770.88	1771.28	1770.52	1770.71	1.31	0.2237	0.2500	0.5329	0.0000	0.0000
2022.07.06 04:00:00	2022.07.06 04:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1769.23	1769.32	9	1772.45	1769.46	1769.46	1769.85	1769.22	1769.27	0.98	0.3016	0.0794	-1.3703	0.0000	0.0000
2022.07.06 05:00:00	2022.07.06 05:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1766.55	1766.64	9	1769.85	1765.99	1766.12	1766.72	1765.96	1766.56	0.84	0.5789	0.7895	-1.1109	0.0000	0.0000
2022.07.06 06:00:00	2022.07.06 06:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1763.40	1763.49	9	1768.04	1763.08	1763.74	1764.46	1763.21	1763.41	1.34	0.2640	0.1600	-0.8797	0.0000	0.0000
2022.07.06 07:00:00	2022.07.06 07:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1769.24	1769.33	9	1769.84	1763.21	1767.88	1769.47	1767.88	1769.23	1.70	0.8491	0.8491	0.6251	0.0000	0.0000
2022.07.06 08:00:00	2022.07.06 08:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1767.81	1767.87	6	1770.29	1766.60	1768.60	1768.71	1767.34	1767.81	1.77	0.5766	0.3431	-0.5817	0.0000	0.0000
2022.07.06 09:00:00	2022.07.06 09:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	NO_SIGNAL	NONE	no_h1_independent_candidate	1766.28	1766.30	2	1771.84	1765.03	1765.81	1766.73	1765.77	1766.20	1.63	0.4063	0.4479	0.3061	0.0000	0.0000
2022.07.06 10:00:00	2022.07.06 10:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	R2_H1_EMA_PULLBACK_REJECTION_SHORT_H1	1764.01	1764.06	5	1767.67	1764.10	1764.12	1764.87	1764.00	1764.01	1.34	0.1264	0.0115	-1.0655	2.1576	0.0057
2022.07.06 11:00:00	2022.07.06 11:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	WOULD_SIGNAL	SHORT	R2_H1_EMA_PULLBACK_REJECTION_SHORT_H1	1761.23	1761.24	1	1764.87	1760.09	1760.34	1761.33	1760.20	1761.30	1.27	0.8496	0.9735	0.1882	2.4898	0.0009
