timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 17:00:00	2022.07.01 17:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1799.38	1799.40	2	1799.38	1810.35	1777.45	1096.64	0.0018	10009	done at 1799.38	2	2	1799.38	pass	
2022.07.05 09:00:00	2022.07.05 09:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.08	1801.13	5	1801.08	1812.56	1778.12	1148.04	0.0044	10009	done at 1801.08	4	4	1801.08	pass	
2022.07.05 14:00:00	2022.07.05 14:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1786.31	1786.35	4	1786.33	0.00	0.00	1954.16	0.0020	0		0	0	0.00	regime_router_block_short_r2_downtrend_only_state_shock	
2022.07.05 15:00:00	2022.07.05 15:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1767.65	1767.66	1	1767.63	0.00	0.00	3854.82	0.0003	0		0	0	0.00	regime_router_block_short_r2_downtrend_only_state_shock	
2022.07.06 10:00:00	2022.07.06 10:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1764.01	1764.06	5	1764.01	1772.84	1746.34	883.29	0.0057	10009	done at 1764.01	6	6	1764.01	pass	
2022.07.06 11:00:00	2022.07.06 11:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1761.23	1761.24	1	1761.23	1772.80	1738.09	1157.25	0.0009	10009	done at 1761.23	7	7	1761.23	pass	
2022.07.06 15:00:00	2022.07.06 15:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1743.72	1743.76	4	1743.69	0.00	0.00	2581.14	0.0015	0		0	0	0.00	stop_ceiling_exceeded	
2022.07.06 16:00:00	2022.07.06 16:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1733.71	1733.73	2	1733.69	0.00	0.00	3590.98	0.0006	0		0	0	0.00	stop_ceiling_exceeded	
2022.07.07 05:00:00	2022.07.07 05:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1744.41	1744.47	6	1744.41	1748.45	1736.34	403.71	0.0149	10009	done at 1744.41	10	10	1744.41	pass	
2022.07.07 07:00:00	2022.07.07 07:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_H1_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1743.52	1743.59	7	1743.52	1748.79	1732.99	526.52	0.0133	10009	done at 1743.52	11	11	1743.52	pass	
