timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 17:00:00	2022.07.01 17:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1799.38	1799.40	2	1799.38	1809.82	1778.49	1044.45	0.0019	10009	done at 1799.38	2	2	1799.38	pass	
2022.07.04 12:00:00	2022.07.04 12:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.34	1805.40	6	1805.34	1808.84	1798.34	350.00	0.0171	10009	done at 1805.34	4	4	1805.34	pass	
2022.07.05 09:00:00	2022.07.05 09:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.08	1801.13	5	1801.08	1808.21	1786.81	713.30	0.0070	10009	done at 1801.08	6	6	1801.08	pass	
2022.07.05 13:15:00	2022.07.05 13:15:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1794.32	1794.33	1	1794.32	1805.42	1772.11	1110.46	0.0009	10009	done at 1794.32	7	7	1794.32	pass	
2022.07.05 13:45:00	2022.07.05 13:45:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1789.25	1789.27	2	1789.25	1805.57	1756.61	1632.11	0.0012	10009	done at 1789.25	8	8	1789.25	pass	
2022.07.05 14:00:00	2022.07.05 14:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1786.31	1786.35	4	1786.33	0.00	0.00	1930.20	0.0021	0		0	0	0.00	regime_router_block_short_r2_downtrend_only_state_shock	
2022.07.06 15:00:00	2022.07.06 15:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1743.72	1743.76	4	1743.69	0.00	0.00	2305.34	0.0017	0		0	0	0.00	stop_ceiling_exceeded	
2022.07.07 04:00:00	2022.07.07 04:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1745.83	1745.90	7	1745.83	1749.33	1738.83	350.00	0.0200	10009	done at 1745.83	12	12	1745.83	pass	
2022.07.07 04:30:00	2022.07.07 04:30:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1745.32	1745.41	9	1745.32	1748.82	1738.32	350.00	0.0257	10009	done at 1745.32	13	13	1745.32	pass	
2022.07.07 05:00:00	2022.07.07 05:00:00	BT_A1_XAU_R2_PULLBACK_SHORT_M15_CONFIRM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1744.41	1744.47	6	1744.41	1747.91	1737.41	350.00	0.0171	10009	done at 1744.41	14	14	1744.41	pass	
