specialist_id,owned_regime,source_candidate,family,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,parameter_sha256,aggregate_trades,aggregate_wins,aggregate_win_rate,aggregate_net_pips,aggregate_pnl_usd_001_lot,aggregate_stress_net_r,aggregate_average_r,aggregate_stress_profit_factor,aggregate_positive_active_month_share,aggregate_maximum_drawdown_r,aggregate_removed_profit_factor,aggregate_gate_pass,dev1_trades,dev1_stress_profit_factor,dev1_average_r,dev1_removed_profit_factor,dev2_trades,dev2_stress_profit_factor,dev2_average_r,dev2_removed_profit_factor,dev3_trades,dev3_stress_profit_factor,dev3_average_r,dev3_removed_profit_factor,development_pass,minimum_block_profit_factor,profile,reference_hours,decision_hours,buffer_atr,body_min
CAP_EURHUNT01_0011,trend_up,EURHUNT01_0011,v1_archetype,trend_pullback_long,long,0.0,1.25,0.75,24,66bea128ab1d2b22d03b5e3529c1b73db5262412617aa8b7f9f63c4b300e322c,262,136,0.5190839694656488,-549.8719014249211,-54.98719014249212,-35.65430331273975,-0.13608512714786164,0.7288434171227514,0.38333333333333336,38.62879841634236,0.6738035047510924,False,80,0.6184565604558896,-0.20823942666126855,0.535573015983458,91,0.655583354980966,-0.18242881707450112,0.5805163702019972,91,0.93958310647475,-0.026309086000644574,0.8490998610928802,False,0.6184565604558896,,,,,
CAP_EURHUNT01_0012,trend_up,EURHUNT01_0012,v1_archetype,trend_pullback_long,long,0.0,1.25,1.0,24,6667b130c0928e78e1121201705e1fc061f896989027af39ca34353471458c2d,246,110,0.44715447154471544,-656.645387262316,-65.66453872623161,-35.95417900227893,-0.1461551991962558,0.7447603015638522,0.3333333333333333,45.37969589835777,0.6758186106819135,False,75,0.5505907273575693,-0.29269119515385017,0.45099263944429185,85,0.6799591969681038,-0.18949187739000664,0.5836770185682413,86,1.0504777834005956,0.024470583865237226,0.9345220553436097,False,0.5505907273575693,,,,,
CAP_EURHUNT01_0013,trend_up,EURHUNT01_0013,v1_archetype,trend_pullback_long,long,0.0,1.25,1.25,24,1a30b282345d49904c400a5e93b72926547f24eeef1474de7d03deb7e89d05c7,235,86,0.3659574468085106,-908.6405357118199,-90.864053571182,-51.797068495712765,-0.22041305742856496,0.6643164421382667,0.3333333333333333,59.12641832659851,0.5851950020483243,False,72,0.4800684740344804,-0.3827550109976589,0.3647686979377011,82,0.6197360371402191,-0.25297191016423237,0.5079937693925738,81,0.9252382524653874,-0.04314828481992916,0.7951400524087229,False,0.4800684740344804,,,,,
CAP_EURHUNT01_0014,trend_up,EURHUNT01_0014,v1_archetype,trend_pullback_long,long,0.0,1.25,1.5,24,76435a1ae6cd9b9d80efc14e29ca464d99b783f2a99c898456b0187c4711e9f7,230,72,0.3130434782608696,-1053.5576996754385,-105.35576996754385,-62.730654016796564,-0.27274197398607203,0.6169889870182542,0.3,63.97705206682067,0.5272500636664934,False,71,0.459950629421269,-0.41893491794075743,0.32656168031976834,82,0.6692334581100225,-0.22858166626179072,0.5396065196643637,77,0.7263058530552838,-0.1849685481757913,0.58541124846058,False,0.459950629421269,,,,,
CAP_EURHUNT01_0015,trend_up,EURHUNT01_0015,v1_archetype,trend_pullback_long,long,0.0,1.25,2.0,24,013b902195eefc46262654841521563227ee7431a085e3a3590c10b671654234,221,60,0.27149321266968324,-921.5986036204285,-92.15986036204286,-57.78017898435398,-0.26144877368485964,0.6518533534421816,0.23333333333333334,60.59238371149201,0.5331791681080404,False,70,0.5786222292276388,-0.3315548179076677,0.39984665131085534,79,0.6399809371594817,-0.26820472326369166,0.47268884528657074,72,0.7427979759798254,-0.1858773415692443,0.5539191269841015,False,0.5786222292276388,,,,,
CAP_EURHUNT01_0016,trend_up,EURHUNT01_0016,v1_archetype,trend_pullback_long,long,0.0,1.5,0.75,24,463551b051c5be5869b37de74ef899ef2da34b7888535c528f3a6a0e4d1d55a8,235,117,0.4978723404255319,-840.652823921677,-84.06528239216772,-38.54162380289591,-0.16400690979955707,0.6819835252962099,0.4,41.74357992036022,0.6220273450190512,False,69,0.6023494482889591,-0.21915902841824933,0.5066977148576138,82,0.5718959778350643,-0.23954817905972836,0.4928109412080016,84,0.8986988472119486,-0.04496071618022602,0.8018173485833444,False,0.5718959778350643,,,,,
CAP_EURHUNT01_0017,trend_up,EURHUNT01_0017,v1_archetype,trend_pullback_long,long,0.0,1.5,1.0,24,bbee1dd579aaebc9fcbf6ed642c3a568a51aac50f81b1607647484f9a5ac5e7d,224,94,0.41964285714285715,-961.8969260604945,-96.18969260604945,-43.95148644026128,-0.1962119930368807,0.6687275774362818,0.2833333333333333,49.462840535916804,0.5951849712781991,False,65,0.550421659354689,-0.291574227687581,0.4345551899975291,80,0.6218495456967391,-0.22716562822009254,0.5204859620319524,79,0.8392417437734351,-0.08640394155646984,0.7247846706938513,False,0.550421659354689,,,,,
CAP_EURHUNT01_0018,trend_up,EURHUNT01_0018,v1_archetype,trend_pullback_long,long,0.0,1.5,1.25,24,2327d4fa314d1ac31ca1575f2a7ad1b342b065f31e6f7d97046dca884edcc9d6,219,78,0.3561643835616438,-1141.2790596424857,-114.12790596424857,-54.445555096657614,-0.24860984062400737,0.6214651536186271,0.3,57.23422013834436,0.5363098704436026,False,64,0.5593913317700331,-0.30441156434367045,0.4209320847512741,79,0.6587535255517217,-0.21658368110003584,0.5366683188724758,76,0.6391521208703056,-0.2349092654178931,0.5156578991272843,False,0.5593913317700331,,,,,
CAP_EURHUNT01_0019,trend_up,EURHUNT01_0019,v1_archetype,trend_pullback_long,long,0.0,1.5,1.5,24,aad0dcbb6da271f6a1d32aabd2a7181f8ce69aa4d39b07de8c7cb60306ee3cb1,214,72,0.3364485981308411,-981.1066466912206,-98.11066466912206,-47.226412472387494,-0.22068417043171726,0.6740480428114439,0.3333333333333333,51.01507751407436,0.5722693629940985,False,63,0.6392253621506205,-0.2532178071605397,0.47250047910436455,79,0.7369041258936345,-0.1704795117269243,0.5929042279535928,72,0.6401388492891542,-0.24730290548397868,0.4914571946722297,False,0.6392253621506205,,,,,
CAP_EURHUNT01_0020,trend_up,EURHUNT01_0020,v1_archetype,trend_pullback_long,long,0.0,1.5,2.0,24,a9079125c9f659f730c38d65cb758391357e156cb1ff4544f04c96adce10342d,204,57,0.27941176470588236,-1052.7752052769633,-105.27752052769634,-54.65861386611776,-0.2679343816966557,0.6326416127245307,0.23728813559322035,58.49120535516006,0.49997076527913487,False,61,0.6806212656317374,-0.23523773049988744,0.4608936222886713,75,0.6753821826925033,-0.2261962498332693,0.48672406450094746,68,0.5475738858072591,-0.3432999054136681,0.35659398177100327,False,0.5475738858072591,,,,,
CAP_EURHUNT01_0021,trend_up,EURHUNT01_0021,v1_archetype,trend_pullback_long,long,0.1,0.75,0.75,24,48d0519cea3464b062d55f8e32ac5bc0ac1bab0d91f6a60e3412e496d9fe92b7,267,129,0.48314606741573035,-539.67253750151,-53.967253750151,-60.899938506205416,-0.22808965732661204,0.5880250251176059,0.2833333333333333,60.89993850620537,0.540192447692801,False,87,0.47414343460314434,-0.3217715896456025,0.4083196060369727,93,0.6610349675442576,-0.17699769495178078,0.5879149193317608,87,0.6427105138869658,-0.18902327099451013,0.5667076397843346,False,0.47414343460314434,,,,,
CAP_EURHUNT01_0022,trend_up,EURHUNT01_0022,v1_archetype,trend_pullback_long,long,0.1,0.75,1.0,24,7c99e55f1d09891b058a2fde93d0ef9589315ad6acdd23bbd174db92669c7e90,255,108,0.4235294117647059,-512.5138437235411,-51.25138437235411,-57.69473311354154,-0.22625385534722173,0.633890502960546,0.23333333333333334,57.69473311354153,0.5733186645606636,False,82,0.5055138633209987,-0.3340655831521881,0.4196952514032056,89,0.6660643799063036,-0.202715403971998,0.577592127896281,84,0.745457886411298,-0.1459486231137416,0.6472476997332182,False,0.5055138633209987,,,,,
CAP_EURHUNT01_0023,trend_up,EURHUNT01_0023,v1_archetype,trend_pullback_long,long,0.1,0.75,1.25,24,89b437bcf3fb7a7583faa8d42fcd58d8505d36dd9e373164be227115eefc0f0b,246,92,0.37398373983739835,-524.6999482803668,-52.46999482803668,-57.01789691134907,-0.23178006874532142,0.6545230317241205,0.31666666666666665,60.09650793966326,0.5815668341656285,False,78,0.49405541818143706,-0.37308861863933107,0.38966805269367744,85,0.6555013302178526,-0.23193645431444052,0.5501326527492695,83,0.8369183365443453,-0.09882392820185307,0.7182359275040012,False,0.49405541818143706,,,,,
CAP_EURHUNT01_0024,trend_up,EURHUNT01_0024,v1_archetype,trend_pullback_long,long,0.1,0.75,1.5,24,de8771a6d368bb1e28180982131a8f657f1cd861a411dd0df3769ecce3c5f11a,239,78,0.3263598326359833,-607.485641197925,-60.748564119792505,-61.44900099372093,-0.2571087907687068,0.6437203243955406,0.2833333333333333,67.70592860429964,0.5595856118857906,False,77,0.53853244169206,-0.35113827241523693,0.4147215472664977,82,0.5451874770596936,-0.3470313100509667,0.429202616935314,80,0.8839580303596313,-0.0744348324196052,0.7436577465538373,False,0.53853244169206,,,,,
CAP_EURHUNT01_0025,trend_up,EURHUNT01_0025,v1_archetype,trend_pullback_long,long,0.1,0.75,2.0,24,1c8f76d493da905e57ec7bfa19f2b66174efd0eba82106c0a4dde836be6eb9d6,233,64,0.27467811158798283,-586.2378153322578,-58.62378153322578,-57.94412763793058,-0.24868724308124712,0.6799141349272896,0.2,65.17948829480002,0.572242086162939,False,74,0.5013065046456525,-0.41618472464579276,0.3434091888832025,81,0.6231017946808948,-0.3010813806320402,0.4725988169490821,78,0.949438042786888,-0.03537007926854687,0.7716723194085809,False,0.5013065046456525,,,,,
CAP_EURHUNT01_0026,trend_up,EURHUNT01_0026,v1_archetype,trend_pullback_long,long,0.1,1.0,0.75,24,383fd24c91c11247e26b332d685a9b632de7d7877f7513cc7dfdb63faa640bf1,243,116,0.4773662551440329,-645.610872969455,-64.5610872969455,-53.45862221093121,-0.21999433008613667,0.6008333836102057,0.2833333333333333,53.4586222109312,0.5472961514128862,False,80,0.4683875053330655,-0.32769142225435066,0.39589680604917266,84,0.6209155585364267,-0.20588223425172175,0.5423257539363283,79,0.7448401612635973,-0.1259392500435256,0.653642111329949,False,0.4683875053330655,,,,,
CAP_EURHUNT01_0027,trend_up,EURHUNT01_0027,v1_archetype,trend_pullback_long,long,0.1,1.0,1.0,24,16d87bcf5dbb4708f613eccafb5e087e27d669c99ecdb8282abbda1b7e11a3e8,228,95,0.4166666666666667,-654.1008810519359,-65.4100881051936,-50.54941540777372,-0.22170796231479703,0.6392766205822267,0.26666666666666666,52.2475320567945,0.5703010763671895,False,75,0.480607210729688,-0.35598020864624647,0.38674710973576026,76,0.6461878694427935,-0.21701804952542947,0.5424615781707733,77,0.8252947609174003,-0.09555231162821556,0.7114408829887667,False,0.480607210729688,,,,,
CAP_EURHUNT01_0028,trend_up,EURHUNT01_0028,v1_archetype,trend_pullback_long,long,0.1,1.0,1.25,24,6028132c5cd3dbc5cb7e11d709beada0ae01b7c80449d69c9c0a99e87db81a0a,222,82,0.36936936936936937,-705.429521291292,-70.5429521291292,-49.6627952180124,-0.2237062847658216,0.6631638082770591,0.3,56.531038648345145,0.5808711120143623,False,73,0.49414503275476934,-0.37073234243786246,0.3805997671214523,75,0.596463974313919,-0.2790334108008732,0.479723085806844,74,0.9602685948147803,-0.022592275810580337,0.816905909269915,False,0.49414503275476934,,,,,
CAP_EURHUNT01_0029,trend_up,EURHUNT01_0029,v1_archetype,trend_pullback_long,long,0.1,1.0,1.5,24,e3a0825f7c5cc553911c856ce5136328111df77114827948cd5b2eb0a9a1c1f5,215,70,0.32558139534883723,-720.4186192248026,-72.04186192248027,-51.73053289622088,-0.24060712974986456,0.6612849642431867,0.26666666666666666,59.05839536042238,0.5654812038026783,False,71,0.5059300223698546,-0.37949356910871224,0.37165773498045407,73,0.5866164661286907,-0.30581205634777775,0.45136265282357296,71,0.9442777118131227,-0.034679005297387856,0.7794684493022792,False,0.5059300223698546,,,,,
CAP_EURHUNT01_0030,trend_up,EURHUNT01_0030,v1_archetype,trend_pullback_long,long,0.1,1.0,2.0,24,ba8b669dc2b6fe461c3a354eb40673596d61744dd64e3b1edcdf6e739a429c2c,212,55,0.25943396226415094,-828.0244119138016,-82.80244119138017,-60.79559120811645,-0.2867716566420587,0.6326420089017661,0.23333333333333334,61.66875769165754,0.5141249291086238,False,70,0.4850277308021034,-0.42415844070533665,0.31501877243685744,73,0.6449187736488027,-0.27841479607380193,0.4736314656009484,69,0.7869522756401017,-0.15623507601964273,0.5936686504888525,False,0.4850277308021034,,,,,
CAP_EURHUNT01_0031,trend_up,EURHUNT01_0031,v1_archetype,trend_pullback_long,long,0.1,1.25,0.75,24,c3814949df0922c54a64dd0f98ce5c161dedb1aca209de91b04058258e487973,225,111,0.49333333333333335,-624.1481311343077,-62.414813113430775,-40.68668726128558,-0.18082972116126922,0.6580137856437478,0.36666666666666664,41.06560843333743,0.5971695695694587,False,73,0.5960655735142377,-0.224332529570521,0.5068022554502917,76,0.604091244495646,-0.21844429471448165,0.5178052156387354,76,0.7887838971051829,-0.10142955532022292,0.690464237007575,False,0.5960655735142377,,,,,
CAP_EURHUNT01_0032,trend_up,EURHUNT01_0032,v1_archetype,trend_pullback_long,long,0.1,1.25,1.0,24,ee77d462400f749864edb5f95f1d3182ecddb9676d17f24454fcd954594724ce,213,91,0.4272300469483568,-712.9675477544776,-71.29675477544775,-39.40619493887586,-0.1850056100416707,0.687857456224565,0.3333333333333333,45.65960695247708,0.6109281587877202,False,69,0.5592286545177984,-0.2853983154077258,0.4503374628476462,71,0.6049896062038389,-0.24512147379883056,0.49505942205901615,73,0.9384112528280957,-0.03164502104144952,0.809627687252153,False,0.5592286545177984,,,,,
CAP_EURHUNT01_0033,trend_up,EURHUNT01_0033,v1_archetype,trend_pullback_long,long,0.1,1.25,1.25,24,369cf88d2bec980966111194a729e8014b90955d774b781a8b8f2e96c88de233,204,72,0.35294117647058826,-899.9799883280125,-89.99799883280126,-50.80938420590995,-0.24906560885249976,0.6278176035600389,0.31666666666666665,55.099836709563334,0.5383847117414045,False,66,0.5071657816089074,-0.3568031048246318,0.37926771260539566,69,0.5641852729989393,-0.29817762093976224,0.43511232649113746,69,0.8389890651446222,-0.09690033974841532,0.6925636410340051,False,0.5071657816089074,,,,,
CAP_EURHUNT01_0034,trend_up,EURHUNT01_0034,v1_archetype,trend_pullback_long,long,0.1,1.25,1.5,24,d74fc8f0793783bbeeacbe33ceeca03938aa538d769d618d423c3f51ceb88f0a,202,62,0.3069306930693069,-996.8876637276588,-99.68876637276588,-58.38156335351064,-0.2890176403639141,0.5972149207364141,0.26666666666666666,59.62403818061337,0.4958185305020395,False,65,0.47879986486151216,-0.39976958923673844,0.33144220889218656,69,0.5930238734116727,-0.2909312441281678,0.4441478313892584,68,0.7307380247223074,-0.18121006188645677,0.5705558203695738,False,0.47879986486151216,,,,,
CAP_EURHUNT01_0035,trend_up,EURHUNT01_0035,v1_archetype,trend_pullback_long,long,0.1,1.25,2.0,24,8b8b7964e155d8c30114429690fc3c9821a9d7b7d31fb73b27a2de8dc7b8dabc,194,50,0.25773195876288657,-922.8839169909375,-92.28839169909375,-57.858344482102325,-0.29823888908300167,0.6095210125043122,0.2833333333333333,60.600819309205235,0.4765892157028588,False,64,0.5998695328262474,-0.3117106465645445,0.4023727780714449,66,0.532644190197354,-0.3647560475879699,0.34160931150793783,64,0.7044092011812093,-0.21617131189321026,0.49437687303825095,False,0.532644190197354,,,,,
CAP_EURHUNT01_0036,trend_up,EURHUNT01_0036,v1_archetype,trend_pullback_long,long,0.1,1.5,0.75,24,15c5c96d29d2d8520bee7bdbf6437f3c4cf635ec0d666fcf1bedd5d4dc0d3b21,206,100,0.4854368932038835,-823.1096336434196,-82.31096336434196,-38.13158894975021,-0.18510480072694277,0.6493743399694808,0.4166666666666667,40.81054036733448,0.5825563605036715,False,65,0.5617233970941009,-0.24948077994346216,0.4634134302318936,69,0.6052984433183999,-0.21502514564971248,0.5087640134083604,72,0.7928003291983907,-0.09831393338326394,0.6871689433905054,False,0.5617233970941009,,,,,
CAP_EURHUNT01_0037,trend_up,EURHUNT01_0037,v1_archetype,trend_pullback_long,long,0.1,1.5,1.0,24,1c351e0b9f48b8e37cbede72b5a25de30e1a71258ebe7510007df9c1439c582e,196,80,0.40816326530612246,-930.3413954910604,-93.03413954910604,-42.81358127360758,-0.2184366391510591,0.6376294748976158,0.3,47.72726660176194,0.5550417737971308,False,61,0.531015326336833,-0.3081410251665351,0.4091460657345753,67,0.5926617101329729,-0.24801544215731058,0.47329471541894547,68,0.8014774949037676,-0.1088227075574872,0.6711302323051678,False,0.531015326336833,,,,,
CAP_EURHUNT01_0038,trend_up,EURHUNT01_0038,v1_archetype,trend_pullback_long,long,0.1,1.5,1.25,24,42abc01fefb92339be63124749dbb6fbf2430d3221a2358dcf9cb396a352e4f9,193,68,0.35233160621761656,-1057.9478947895323,-105.79478947895323,-49.8624257632685,-0.2583545376335155,0.6080092447952855,0.31666666666666665,52.6478214525207,0.5117270423292222,False,60,0.5295110550713087,-0.3304436308910111,0.3842293805777053,66,0.6025921866344031,-0.2580359592828571,0.45979280641586023,67,0.691879814297177,-0.19411096413640688,0.5471545019991784,False,0.5295110550713087,,,,,
CAP_EURHUNT01_0039,trend_up,EURHUNT01_0039,v1_archetype,trend_pullback_long,long,0.1,1.5,1.5,24,e30a7643e9ada0a012e3a768f2c311ad44b40a93719468661613df95320aa1b9,189,63,0.3333333333333333,-908.1776700828651,-90.81776700828652,-43.803925143980834,-0.23176679970360228,0.6584689550070959,0.3333333333333333,47.58932083323328,0.5434862918813456,False,59,0.6014147147546186,-0.2846949082471129,0.4264748585958749,66,0.6747335933773023,-0.2163692926161913,0.5068778761763214,64,0.6985111962389999,-0.19885237882394594,0.5241853156737257,False,0.6014147147546186,,,,,
CAP_EURHUNT01_0040,trend_up,EURHUNT01_0040,v1_archetype,trend_pullback_long,long,0.1,1.5,2.0,24,0c6c6090bae8676c389806bda6112a5a1e1ce2e7aefb1abc32c816a1fd26722a,181,49,0.27071823204419887,-1041.0929569024383,-104.10929569024384,-54.38937280153712,-0.300493772384183,0.5916396362888046,0.2542372881355932,58.22196429057941,0.44342931563356425,False,57,0.6221848788908483,-0.284044034096921,0.39181042122017734,63,0.6020014223049692,-0.28412169762095224,0.3829258067039797,61,0.552511060252961,-0.33277370340807594,0.335250283141687,False,0.552511060252961,,,,,
CAP_EURHUNT01_0041,trend_up,EURHUNT01_0041,v1_archetype,trend_pullback_long,long,0.2,0.75,0.75,24,8bf9553c707cb20a3963f022f24b7f519f2fc10d17ab9db468a87dd69a479e7d,221,101,0.45701357466063347,-536.9993895431801,-53.699938954318014,-60.42817379340451,-0.2734306506488892,0.5299833994460226,0.2542372881355932,60.42817379340449,0.47504916017595855,False,76,0.41830284751493285,-0.37472428948269265,0.3469899623735556,75,0.602838456569328,-0.21747765139244085,0.5163768260190221,70,0.5942214356937067,-0.22340434197552575,0.5035817457155953,False,0.41830284751493285,,,,,
CAP_EURHUNT01_0042,trend_up,EURHUNT01_0042,v1_archetype,trend_pullback_long,long,0.2,0.75,1.0,24,6f964007c857e5fa806f0aa9b140cad9b7430e8eaf793710ec1d39fcb2127f4d,210,85,0.40476190476190477,-500.4675667382585,-50.046756673825854,-55.29243935335422,-0.2632973302540677,0.5873346552640829,0.22033898305084745,55.29243935335422,0.5162029737697097,False,72,0.4954868611736071,-0.343024534341807,0.39866748909881083,71,0.5897983742164916,-0.26255928418908453,0.4846184769713556,67,0.698078734785357,-0.17840244333312089,0.5788498506445799,False,0.4954868611736071,,,,,
CAP_EURHUNT01_0043,trend_up,EURHUNT01_0043,v1_archetype,trend_pullback_long,long,0.2,0.75,1.25,24,de30f97bd8f68cc96282ff7d908e02201088d57694bf1c9a92acdcd4b26d745c,204,72,0.35294117647058826,-532.6734547016399,-53.267345470163995,-56.878588191549426,-0.278816608782105,0.5978903251898828,0.3050847457627119,56.959476836270525,0.5128918624039244,False,68,0.4314189461867647,-0.43610736629409663,0.31657914423932626,69,0.6555826280355436,-0.2321786026120546,0.52594660957971,67,0.7381229588198368,-0.16720841348237436,0.598850290541536,False,0.4314189461867647,,,,,
CAP_EURHUNT01_0044,trend_up,EURHUNT01_0044,v1_archetype,trend_pullback_long,long,0.2,0.75,1.5,24,962ec1d9bdeaeebac21f86502c0943734a576ef323b10df8d5a2bd42cb243371,202,63,0.3118811881188119,-581.0580747383544,-58.10580747383545,-59.248121901156544,-0.2933075341641413,0.6022323770676768,0.288135593220339,59.579010545877566,0.5049121123797217,False,67,0.45815455960674617,-0.43047814373289484,0.32214549214324906,69,0.6156943732281157,-0.28290324029320574,0.47286296516255044,66,0.7577096150400351,-0.16493579834577862,0.5974636963535932,False,0.45815455960674617,,,,,
