family_id,stage,decision_eligible,raw_gate_pass,promoted,trades,source_days,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_active_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,current_account_feasible_share
COMEX_VWAP_PULLBACK_CONTINUATION_V1,fit,True,False,False,59,310,0.19032258064516128,-18.870006791931683,0.6005684311462253,-0.31983062359206244,0.25,17.735003170344864,-28.173346540159528,1.0
COMEX_VWAP_PULLBACK_CONTINUATION_V1,development,False,False,False,70,310,0.22580645161290322,-12.637338488955894,0.7590452696568414,-0.18053340698508422,0.3333333333333333,18.868277032639067,-22.05216111271924,1.0
COMEX_VWAP_EXHAUSTION_REVERSION_V1,fit,True,False,False,142,310,0.45806451612903226,-49.77741140572034,0.5384681282994108,-0.3505451507445095,0.16666666666666666,51.61866831729114,-56.63944932215766,1.0
COMEX_VWAP_EXHAUSTION_REVERSION_V1,development,False,False,False,157,310,0.5064516129032258,-36.58973582107462,0.6624159810811703,-0.2330556421724498,0.4166666666666667,43.553277632257654,-43.51450360499301,0.9936305732484076
