schema_version	timeframe	open_time_broker	open	high	low	close	tick_volume	spread	real_volume
a1_xau_r6_native_bar_v1	D1	2015-07-27T00:00:00	1097.1800000000001	1104.9300000000001	1088.3399999999999	1094.23	91036	28	54360961
a1_xau_r6_native_bar_v1	D1	2015-07-28T00:00:00	1094.1900000000001	1098.9400000000001	1091.55	1095.8299999999999	67564	29	39688834
a1_xau_r6_native_bar_v1	D1	2015-07-29T00:00:00	1095.78	1101.8900000000001	1090.3599999999999	1097.48	83842	28	54790718
a1_xau_r6_native_bar_v1	D1	2015-07-30T00:00:00	1097.48	1098.5699999999999	1082.47	1088.97	79665	27	39168757
a1_xau_r6_native_bar_v1	D1	2015-07-31T00:00:00	1088.99	1103.46	1079.98	1095.48	85845	24	45495123
a1_xau_r6_native_bar_v1	D1	2015-08-02T00:00:00	1095.72	1096.3800000000001	1092.75	1093.1600000000001	2359	37	1207800
a1_xau_r6_native_bar_v1	D1	2015-08-03T00:00:00	1093.22	1097.6800000000001	1083.76	1084.23	78480	29	45099582
a1_xau_r6_native_bar_v1	D1	2015-08-04T00:00:00	1084.1700000000001	1094.78	1080.9400000000001	1085.76	84954	26	48596266
a1_xau_r6_native_bar_v1	D1	2015-08-05T00:00:00	1085.8	1092.48	1082.9200000000001	1084.9300000000001	85564	29	60432119
a1_xau_r6_native_bar_v1	D1	2015-08-06T00:00:00	1084.9300000000001	1094	1083.46	1089.23	79786	31	54108640
a1_xau_r6_native_bar_v1	D1	2015-08-07T00:00:00	1089.21	1099.4300000000001	1082.74	1094.1700000000001	94728	28	66335756
a1_xau_r6_native_bar_v1	D1	2015-08-09T00:00:00	1093.04	1093.5699999999999	1091.73	1091.79	1997	37	1055995
a1_xau_r6_native_bar_v1	D1	2015-08-10T00:00:00	1091.74	1108.8399999999999	1089.5799999999999	1105.72	84214	29	61763339
a1_xau_r6_native_bar_v1	D1	2015-08-11T00:00:00	1105.6700000000001	1119.3199999999999	1093.75	1108.6300000000001	112290	27	84843077
a1_xau_r6_native_bar_v1	D1	2015-08-12T00:00:00	1108.6300000000001	1125.75	1101.74	1124.01	121386	29	90194470
a1_xau_r6_native_bar_v1	D1	2015-08-13T00:00:00	1124.02	1126.71	1113.5999999999999	1114.3399999999999	87110	27	65093759
a1_xau_r6_native_bar_v1	D1	2015-08-14T00:00:00	1114.29	1121.01	1111.6900000000001	1114.8199999999999	79104	28	58166143
a1_xau_r6_native_bar_v1	D1	2015-08-16T00:00:00	1114.7	1114.8299999999999	1113.48	1114.27	1260	42	638498
a1_xau_r6_native_bar_v1	D1	2015-08-17T00:00:00	1114.29	1122.74	1113.8599999999999	1116.97	76264	26	56360477
a1_xau_r6_native_bar_v1	D1	2015-08-18T00:00:00	1116.96	1121.1199999999999	1109.6300000000001	1117.55	82467	28	61706577
a1_xau_r6_native_bar_v1	D1	2015-08-19T00:00:00	1117.55	1134.5599999999999	1116.24	1133.6500000000001	99916	29	71442241
a1_xau_r6_native_bar_v1	D1	2015-08-20T00:00:00	1133.6700000000001	1155.6500000000001	1133.21	1155.6400000000001	110072	24	82523040
a1_xau_r6_native_bar_v1	D1	2015-08-21T00:00:00	1155.6199999999999	1168.1600000000001	1148.9100000000001	1160.54	120010	25	87837560
a1_xau_r6_native_bar_v1	D1	2015-08-23T00:00:00	1164.3199999999999	1165.21	1160.4200000000001	1162.9300000000001	4419	42	3374888
a1_xau_r6_native_bar_v1	D1	2015-08-24T00:00:00	1162.9100000000001	1170.01	1145.6300000000001	1153.6300000000001	174116	30	129417857
a1_xau_r6_native_bar_v1	D1	2015-08-25T00:00:00	1153.5799999999999	1156.53	1134.5799999999999	1146.0899999999999	133545	30	104730376
a1_xau_r6_native_bar_v1	D1	2015-08-26T00:00:00	1146.2	1146.26	1117.6800000000001	1124.3399999999999	130120	28	98949520
a1_xau_r6_native_bar_v1	D1	2015-08-27T00:00:00	1124.3399999999999	1129.1900000000001	1118.23	1126.78	127189	27	94230053
a1_xau_r6_native_bar_v1	D1	2015-08-28T00:00:00	1126.8299999999999	1140.76	1123.72	1134.02	120422	29	85845500
a1_xau_r6_native_bar_v1	D1	2015-08-30T00:00:00	1133.77	1134.1300000000001	1131.29	1132.3499999999999	1857	38	1410730
a1_xau_r6_native_bar_v1	D1	2015-08-31T00:00:00	1132.3699999999999	1136.5599999999999	1125.6400000000001	1134.78	91387	31	66604898
a1_xau_r6_native_bar_v1	D1	2015-09-01T00:00:00	1134.74	1147.8499999999999	1134.3099999999999	1139.3199999999999	104085	0	76736057
a1_xau_r6_native_bar_v1	D1	2015-09-02T00:00:00	1139.3299999999999	1142.3599999999999	1132.03	1133.01	95638	29	70099195
a1_xau_r6_native_bar_v1	D1	2015-09-03T00:00:00	1133.03	1134.24	1121.8299999999999	1125.6600000000001	80275	27	60897100
a1_xau_r6_native_bar_v1	D1	2015-09-04T00:00:00	1125.6199999999999	1132.8599999999999	1116.72	1122.3299999999999	81624	25	61608448
a1_xau_r6_native_bar_v1	D1	2015-09-06T00:00:00	1122.99	1123.1400000000001	1120.3499999999999	1120.6099999999999	1281	36	716695
a1_xau_r6_native_bar_v1	D1	2015-09-07T00:00:00	1120.5999999999999	1124.73	1116.04	1120.5999999999999	53638	30	39853854
a1_xau_r6_native_bar_v1	D1	2015-09-08T00:00:00	1120.6199999999999	1126.6700000000001	1118.5799999999999	1122.7	82198	29	58605929
a1_xau_r6_native_bar_v1	D1	2015-09-09T00:00:00	1122.6800000000001	1125.3199999999999	1101.23	1107.75	92593	25	68178408
a1_xau_r6_native_bar_v1	D1	2015-09-10T00:00:00	1107.74	1114.97	1103.79	1111.5599999999999	92180	27	65718717
a1_xau_r6_native_bar_v1	D1	2015-09-11T00:00:00	1111.5999999999999	1112.8299999999999	1098.71	1107.6800000000001	73627	31	52760579
a1_xau_r6_native_bar_v1	D1	2015-09-13T00:00:00	1107.4400000000001	1107.4400000000001	1104.72	1104.76	1495	39	961240
a1_xau_r6_native_bar_v1	D1	2015-09-14T00:00:00	1104.77	1110.4000000000001	1103.46	1109.0699999999999	63767	27	46111319
a1_xau_r6_native_bar_v1	D1	2015-09-15T00:00:00	1109.0999999999999	1109.24	1102.1500000000001	1105.0699999999999	52824	28	37834051
a1_xau_r6_native_bar_v1	D1	2015-09-16T00:00:00	1105.0899999999999	1124.1099999999999	1103.9200000000001	1119.72	93358	24	64119867
a1_xau_r6_native_bar_v1	D1	2015-09-17T00:00:00	1119.77	1135.1300000000001	1115.3499999999999	1130.9200000000001	95120	0	72234966
a1_xau_r6_native_bar_v1	D1	2015-09-18T00:00:00	1130.99	1141.6800000000001	1127.47	1139.04	106586	31	73171290
a1_xau_r6_native_bar_v1	D1	2015-09-20T00:00:00	1139.1099999999999	1139.22	1136.96	1137.3	1937	37	1175775
a1_xau_r6_native_bar_v1	D1	2015-09-21T00:00:00	1137.3299999999999	1139.8099999999999	1129.5599999999999	1132.2	63041	26	44924720
a1_xau_r6_native_bar_v1	D1	2015-09-22T00:00:00	1132.1700000000001	1136.51	1121.28	1124.4100000000001	81452	29	61602856
a1_xau_r6_native_bar_v1	D1	2015-09-23T00:00:00	1124.3299999999999	1134.1400000000001	1121.79	1131.97	70614	29	49827775
a1_xau_r6_native_bar_v1	D1	2015-09-24T00:00:00	1131.99	1156.6500000000001	1130.53	1149.79	117412	27	80119444
a1_xau_r6_native_bar_v1	D1	2015-09-25T00:00:00	1149.78	1151.1199999999999	1140.71	1145.5599999999999	105441	27	76209049
a1_xau_r6_native_bar_v1	D1	2015-09-27T00:00:00	1145.3299999999999	1146.73	1144.23	1146.6900000000001	1288	30	668646
a1_xau_r6_native_bar_v1	D1	2015-09-28T00:00:00	1146.6800000000001	1148.1400000000001	1127.95	1132.24	106254	24	76800524
a1_xau_r6_native_bar_v1	D1	2015-09-29T00:00:00	1132.24	1134.6300000000001	1124.1700000000001	1125.8	93212	27	68391703
a1_xau_r6_native_bar_v1	D1	2015-09-30T00:00:00	1125.8199999999999	1128.0799999999999	1111.3	1115.1300000000001	103831	27	74414137
a1_xau_r6_native_bar_v1	D1	2015-10-01T00:00:00	1115.0799999999999	1119.1300000000001	1110.99	1113.6099999999999	79085	24	58028703
a1_xau_r6_native_bar_v1	D1	2015-10-02T00:00:00	1113.6199999999999	1141.21	1104.5899999999999	1138.72	110393	24	69682789
a1_xau_r6_native_bar_v1	D1	2015-10-04T00:00:00	1136.78	1139.55	1136.47	1136.6900000000001	2442	29	1832301
a1_xau_r6_native_bar_v1	D1	2015-10-05T00:00:00	1136.79	1141.9200000000001	1130.0599999999999	1135.6500000000001	96547	24	61514732
a1_xau_r6_native_bar_v1	D1	2015-10-06T00:00:00	1135.6400000000001	1151.1800000000001	1134.9200000000001	1146.45	81683	24	55891621
a1_xau_r6_native_bar_v1	D1	2015-10-07T00:00:00	1146.4000000000001	1153.5699999999999	1141.72	1145.0699999999999	82460	24	61372804
a1_xau_r6_native_bar_v1	D1	2015-10-08T00:00:00	1145.0799999999999	1151.21	1136.5599999999999	1140.8	87627	18	62602425
a1_xau_r6_native_bar_v1	D1	2015-10-09T00:00:00	1140.8	1159.6099999999999	1139.8299999999999	1156.53	93249	24	64829294
a1_xau_r6_native_bar_v1	D1	2015-10-11T00:00:00	1155.8299999999999	1156.0599999999999	1154.8099999999999	1155.6199999999999	1185	26	874852
a1_xau_r6_native_bar_v1	D1	2015-10-12T00:00:00	1155.6300000000001	1168.9000000000001	1154.73	1161.5799999999999	67651	18	48182992
a1_xau_r6_native_bar_v1	D1	2015-10-13T00:00:00	1161.5599999999999	1168.98	1151.74	1167.6099999999999	97493	24	66306838
a1_xau_r6_native_bar_v1	D1	2015-10-14T00:00:00	1167.6500000000001	1189.7	1163.3499999999999	1185.1800000000001	103633	24	74481967
a1_xau_r6_native_bar_v1	D1	2015-10-15T00:00:00	1185.27	1191.4400000000001	1174.23	1181.6099999999999	97440	24	72541790
a1_xau_r6_native_bar_v1	D1	2015-10-16T00:00:00	1181.55	1184.3399999999999	1174.24	1177.1400000000001	90721	24	65523349
a1_xau_r6_native_bar_v1	D1	2015-10-18T00:00:00	1176.54	1177.4300000000001	1175.1199999999999	1177.3499999999999	2009	25	1236552
a1_xau_r6_native_bar_v1	D1	2015-10-19T00:00:00	1177.3	1178.1300000000001	1167.5899999999999	1169.0799999999999	81202	24	60498428
a1_xau_r6_native_bar_v1	D1	2015-10-20T00:00:00	1169.0799999999999	1180.6700000000001	1167.3099999999999	1177.25	83199	24	57314146
a1_xau_r6_native_bar_v1	D1	2015-10-21T00:00:00	1177.23	1179.1300000000001	1163.6099999999999	1165.77	93741	22	67916723
a1_xau_r6_native_bar_v1	D1	2015-10-22T00:00:00	1165.8099999999999	1171.72	1162.55	1165.4400000000001	102664	24	71555011
a1_xau_r6_native_bar_v1	D1	2015-10-23T00:00:00	1165.47	1179.29	1158.8800000000001	1164.3699999999999	110546	24	78354887
a1_xau_r6_native_bar_v1	D1	2015-10-25T00:00:00	1162.9000000000001	1164.1800000000001	1162.1099999999999	1162.7	4473	26	4121420
a1_xau_r6_native_bar_v1	D1	2015-10-26T00:00:00	1162.7	1169.5899999999999	1162.04	1164	81669	24	58055612
a1_xau_r6_native_bar_v1	D1	2015-10-27T00:00:00	1164	1168.6300000000001	1160.73	1166.0699999999999	81299	20	53830148
a1_xau_r6_native_bar_v1	D1	2015-10-28T00:00:00	1166.0599999999999	1182.8599999999999	1152.26	1159.79	114096	24	78283198
a1_xau_r6_native_bar_v1	D1	2015-10-29T00:00:00	1159.77	1162.5899999999999	1144.6300000000001	1146.01	119165	24	80922154
a1_xau_r6_native_bar_v1	D1	2015-10-30T00:00:00	1146.02	1149.97	1139.23	1141.74	107386	24	73901900
a1_xau_r6_native_bar_v1	D1	2015-11-01T00:00:00	1141.45	1141.47	1134.1600000000001	1140.22	6967	24	4540590
a1_xau_r6_native_bar_v1	D1	2015-11-02T00:00:00	1140.22	1142.9400000000001	1131.75	1134.0899999999999	89027	24	59829731
a1_xau_r6_native_bar_v1	D1	2015-11-03T00:00:00	1134.0999999999999	1138.25	1114.3299999999999	1120.1600000000001	105553	24	71204377
a1_xau_r6_native_bar_v1	D1	2015-11-04T00:00:00	1120.1600000000001	1122.76	1106.3499999999999	1109.3699999999999	108428	24	71085321
a1_xau_r6_native_bar_v1	D1	2015-11-05T00:00:00	1109.1900000000001	1111.45	1102.9000000000001	1107.46	93814	24	67666529
a1_xau_r6_native_bar_v1	D1	2015-11-06T00:00:00	1107.45	1110.3800000000001	1085.3900000000001	1088.6199999999999	83286	24	59766357
a1_xau_r6_native_bar_v1	D1	2015-11-08T00:00:00	1090.3299999999999	1091.8800000000001	1089.02	1090.95	5017	24	3245176
a1_xau_r6_native_bar_v1	D1	2015-11-09T00:00:00	1090.9400000000001	1095.5899999999999	1088.3099999999999	1091.3599999999999	90007	24	61004647
a1_xau_r6_native_bar_v1	D1	2015-11-10T00:00:00	1091.3599999999999	1094.79	1085.22	1089.8299999999999	77770	24	53750763
a1_xau_r6_native_bar_v1	D1	2015-11-11T00:00:00	1089.8299999999999	1093.5799999999999	1083.6300000000001	1088.02	82553	24	56580997
a1_xau_r6_native_bar_v1	D1	2015-11-12T00:00:00	1088.02	1089.52	1074.0799999999999	1083.79	98622	24	65036283
a1_xau_r6_native_bar_v1	D1	2015-11-13T00:00:00	1083.77	1088.54	1079.5699999999999	1083.54	109675	24	73712225
a1_xau_r6_native_bar_v1	D1	2015-11-15T00:00:00	1088.1099999999999	1092.23	1085.8800000000001	1089.5	8275	24	6138472
a1_xau_r6_native_bar_v1	D1	2015-11-16T00:00:00	1089.48	1098.01	1081.0599999999999	1084.3599999999999	105521	24	74203275
a1_xau_r6_native_bar_v1	D1	2015-11-17T00:00:00	1084.3599999999999	1085.01	1065.4400000000001	1068.76	112593	24	78699115
a1_xau_r6_native_bar_v1	D1	2015-11-18T00:00:00	1068.76	1075.3900000000001	1064.6400000000001	1073.78	110129	24	73605942
a1_xau_r6_native_bar_v1	D1	2015-11-19T00:00:00	1073.77	1087.3800000000001	1069.46	1081.46	114306	24	76695081
a1_xau_r6_native_bar_v1	D1	2015-11-20T00:00:00	1081.47	1088.01	1075.76	1077.98	104425	24	78486825
a1_xau_r6_native_bar_v1	D1	2015-11-22T00:00:00	1076.1500000000001	1076.6500000000001	1073.49	1075.4100000000001	4739	24	2741607
a1_xau_r6_native_bar_v1	D1	2015-11-23T00:00:00	1075.4400000000001	1075.5799999999999	1066.6199999999999	1070.23	112298	24	77028446
a1_xau_r6_native_bar_v1	D1	2015-11-24T00:00:00	1070.23	1081.01	1069.77	1076.77	104363	24	68519872
a1_xau_r6_native_bar_v1	D1	2015-11-25T00:00:00	1076.77	1080.74	1067.8299999999999	1071.6900000000001	81479	24	53363129
a1_xau_r6_native_bar_v1	D1	2015-11-26T00:00:00	1071.6900000000001	1074.8	1070.23	1072.0799999999999	49773	24	31120302
a1_xau_r6_native_bar_v1	D1	2015-11-27T00:00:00	1072.1099999999999	1072.53	1052.6700000000001	1058.04	72597	24	52198091
a1_xau_r6_native_bar_v1	D1	2015-11-29T00:00:00	1058.29	1058.4000000000001	1056.8399999999999	1057.3299999999999	5503	24	3230032
a1_xau_r6_native_bar_v1	D1	2015-11-30T00:00:00	1057.3299999999999	1069.6800000000001	1053.1300000000001	1064.9300000000001	86172	24	52600648
a1_xau_r6_native_bar_v1	D1	2015-12-01T00:00:00	1064.9300000000001	1074.5799999999999	1063.1800000000001	1069.96	86715	24	58076136
a1_xau_r6_native_bar_v1	D1	2015-12-02T00:00:00	1069.96	1070.1800000000001	1050.48	1051.6300000000001	99171	24	68646583
a1_xau_r6_native_bar_v1	D1	2015-12-03T00:00:00	1051.6199999999999	1065.3900000000001	1046.23	1063.4000000000001	134435	24	85218568
a1_xau_r6_native_bar_v1	D1	2015-12-04T00:00:00	1063.3699999999999	1088.78	1058.0699999999999	1086.76	139608	24	87504221
a1_xau_r6_native_bar_v1	D1	2015-12-06T00:00:00	1084.8199999999999	1086.3099999999999	1082.5699999999999	1083.55	8763	24	5334438
a1_xau_r6_native_bar_v1	D1	2015-12-07T00:00:00	1083.49	1086.55	1066.1099999999999	1071.8699999999999	127645	24	82581209
a1_xau_r6_native_bar_v1	D1	2015-12-08T00:00:00	1071.8599999999999	1079.03	1067.5699999999999	1075.3699999999999	122770	24	78337695
a1_xau_r6_native_bar_v1	D1	2015-12-09T00:00:00	1075.3399999999999	1085.3	1069.29	1073.55	129700	24	89741305
a1_xau_r6_native_bar_v1	D1	2015-12-10T00:00:00	1073.5	1076.4200000000001	1068.1600000000001	1069.1400000000001	115037	24	75563336
a1_xau_r6_native_bar_v1	D1	2015-12-11T00:00:00	1069.1099999999999	1079.53	1062.3599999999999	1074.6600000000001	124561	24	87959575
a1_xau_r6_native_bar_v1	D1	2015-12-13T00:00:00	1073.72	1074.6099999999999	1071.0599999999999	1074.5899999999999	4064	24	3105999
a1_xau_r6_native_bar_v1	D1	2015-12-14T00:00:00	1074.5899999999999	1077.48	1058.53	1063.6600000000001	113670	24	77246071
a1_xau_r6_native_bar_v1	D1	2015-12-15T00:00:00	1063.6600000000001	1068.5999999999999	1058.8900000000001	1062.51	109795	24	67696170
a1_xau_r6_native_bar_v1	D1	2015-12-16T00:00:00	1062.51	1078.27	1061.5799999999999	1072.6700000000001	111084	24	66155120
a1_xau_r6_native_bar_v1	D1	2015-12-17T00:00:00	1072.7	1072.7	1047.5799999999999	1053.3900000000001	113143	24	75121545
a1_xau_r6_native_bar_v1	D1	2015-12-18T00:00:00	1053.4200000000001	1071.49	1051.1600000000001	1065.8499999999999	101250	24	68928878
a1_xau_r6_native_bar_v1	D1	2015-12-20T00:00:00	1066.1600000000001	1066.3499999999999	1063.9100000000001	1064.3	3335	24	2518999
a1_xau_r6_native_bar_v1	D1	2015-12-21T00:00:00	1064.3900000000001	1081.71	1064.3499999999999	1077.21	99923	24	64703891
a1_xau_r6_native_bar_v1	D1	2015-12-22T00:00:00	1077.1800000000001	1080.6900000000001	1071.6900000000001	1073.8399999999999	87755	24	56085544
a1_xau_r6_native_bar_v1	D1	2015-12-23T00:00:00	1073.76	1075.4300000000001	1068.26	1071.95	75128	24	50109320
a1_xau_r6_native_bar_v1	D1	2015-12-24T00:00:00	1071.9100000000001	1076.74	1071.1199999999999	1076.05	54769	24	31880628
a1_xau_r6_native_bar_v1	D1	2015-12-27T00:00:00	1075.8599999999999	1076.8599999999999	1074.9400000000001	1075.3699999999999	3308	30	2054392
a1_xau_r6_native_bar_v1	D1	2015-12-28T00:00:00	1075.3699999999999	1075.8	1066.3699999999999	1068.4400000000001	86089	24	60874825
a1_xau_r6_native_bar_v1	D1	2015-12-29T00:00:00	1068.45	1075.1700000000001	1067.4300000000001	1068.97	93855	24	55277629
a1_xau_r6_native_bar_v1	D1	2015-12-30T00:00:00	1069	1072.01	1059.3299999999999	1061.9300000000001	62646	0	41718194
a1_xau_r6_native_bar_v1	D1	2015-12-31T00:00:00	1061.95	1063.46	1058.1300000000001	1060.9100000000001	64007	24	40711191
a1_xau_r6_native_bar_v1	D1	2016-01-03T00:00:00	1064.8800000000001	1065.8699999999999	1061.6600000000001	1064.4300000000001	6323	27	3894533
a1_xau_r6_native_bar_v1	D1	2016-01-04T00:00:00	1064.4300000000001	1083.4400000000001	1062.21	1075.7	145627	24	84446713
a1_xau_r6_native_bar_v1	D1	2016-01-05T00:00:00	1075.71	1081.9000000000001	1074.4300000000001	1077.3599999999999	122962	24	71534415
a1_xau_r6_native_bar_v1	D1	2016-01-06T00:00:00	1077.3499999999999	1095.1300000000001	1074.8900000000001	1092.49	141012	24	83096920
a1_xau_r6_native_bar_v1	D1	2016-01-07T00:00:00	1092.5	1113.1199999999999	1091.3299999999999	1108.3800000000001	182746	24	118391717
a1_xau_r6_native_bar_v1	D1	2016-01-08T00:00:00	1108.4100000000001	1108.5999999999999	1091.78	1103.8499999999999	161407	24	110986220
a1_xau_r6_native_bar_v1	D1	2016-01-10T00:00:00	1107.4000000000001	1108.4200000000001	1105.8900000000001	1106.53	4405	26	3281562
a1_xau_r6_native_bar_v1	D1	2016-01-11T00:00:00	1106.53	1108.0899999999999	1094.2	1094.8800000000001	144894	24	91053069
a1_xau_r6_native_bar_v1	D1	2016-01-12T00:00:00	1094.9000000000001	1099.1400000000001	1083.4100000000001	1085.9300000000001	142559	24	95270984
a1_xau_r6_native_bar_v1	D1	2016-01-13T00:00:00	1085.95	1095.4000000000001	1079.71	1093.74	138917	24	89286237
a1_xau_r6_native_bar_v1	D1	2016-01-14T00:00:00	1093.73	1095.05	1071.3299999999999	1077.9300000000001	154299	24	104676040
a1_xau_r6_native_bar_v1	D1	2016-01-15T00:00:00	1077.9200000000001	1097.3399999999999	1076.2	1088.72	159357	24	102443486
a1_xau_r6_native_bar_v1	D1	2016-01-17T00:00:00	1090.1400000000001	1091.1600000000001	1089.1400000000001	1090.6099999999999	6870	24	4109279
