strategy_id,timeframe,direction,chop_episode_id,setup_episode_id,setup_start_time,signal_time,regime_active,h4_adx,h4_efficiency_ratio,h4_displacement_atr,h4_range_width_atr,volatility_subtype,range_width_subtype,drift_subtype,atr,raw_z,raw_center,raw_scale,signal_accepted,rejection_reason,entry_time,entry_price,stop,target,initial_risk,spread,cost_price,cost_r,entry_delay_minutes
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,SHORT,0,0,,2016-07-04 01:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,4.265733937351763,1.7538581463500618,1334.6716666666666,3.659550999999874,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M15,SHORT,0,0,,2016-07-04 03:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,2.3112826521738614,1.8439968313838127,1335.9033333333332,5.144621999999703,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,SHORT,0,0,,2016-07-04 03:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,1.2770391394042282,1.8844823674736861,1335.7183333333332,5.1322669999998825,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,SHORT,0,0,,2016-07-04 03:25:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,1.304692912273256,1.886006427264465,1335.9616666666666,5.322533999999878,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M30,SHORT,0,0,,2016-07-04 04:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,3.746669727610085,1.9678750638035234,1335.9983333333334,5.006246000000166,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,SHORT,0,0,,2016-07-04 05:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,5.158124921509364,1.8484401855201786,1336.5766666666666,5.265700999999761,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,SHORT,0,0,,2016-07-04 07:25:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,1.3257343825692525,1.8651648342580631,1337.655,5.937812999999824,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M15,SHORT,0,0,,2016-07-04 07:30:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,2.393848734344893,1.7448548833668498,1338.2066666666667,6.197268000000094,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,SHORT,0,0,,2016-07-04 08:00:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,5.323050456470857,1.4020032284532362,1339.6116666666667,7.324043999999912,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M30,SHORT,0,0,,2016-07-04 08:30:00+00:00,False,,,,,VOL_SUBTYPE_UNAVAILABLE,WIDE_CHOP,FLAT_CHOP,3.747276889854803,1.7265234631004986,1337.9816666666666,6.555562999999936,False,EQUILIBRIUM_SIGNAL_CONDITION_FAILED,,,,,,,,,
