strategy_id,timeframe,subtype_dimension,subtype,trades,net_r,profit_factor,stress_net_r
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,drift_subtype,DOWNWARD_DRIFT_CHOP,81,14.015980882231727,1.254762304222948,9.965980882231277
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,drift_subtype,FLAT_CHOP,403,-37.095584274080124,0.873140261309182,-57.24558427407625
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,drift_subtype,UPWARD_DRIFT_CHOP,114,-24.376983406005586,0.7261013100448813,-30.076983406005837
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,volatility_subtype,HIGH_VOL_CHOP,76,3.919573020100958,1.0972514052379978,0.1195730201006251
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,volatility_subtype,LOW_VOL_CHOP,131,-4.554928699094651,0.9452594966826569,-11.104928699095117
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,volatility_subtype,MEDIUM_VOL_CHOP,133,13.438070792724814,1.1849761636876601,6.788070792724976
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,volatility_subtype,VOL_SUBTYPE_UNAVAILABLE,7,-2.5725569642376196,0.4854886071524767,-2.9225569642378857
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,range_width_subtype,MEDIUM_WIDTH_CHOP,250,-5.868759223483568,0.9606215561661563,-18.368759223484837
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,range_width_subtype,NARROW_CHOP,10,1.1905513251031223,1.2136827237809413,0.6905513251034561
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,range_width_subtype,WIDE_CHOP,87,14.90836604787395,1.3202369891791668,10.55836604787398
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,drift_subtype,DOWNWARD_DRIFT_CHOP,49,12.377025139387111,1.4948723915095925,9.92702513938676
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,drift_subtype,FLAT_CHOP,232,-5.000122168511119,0.9629361602142769,-16.60012216851231
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,drift_subtype,UPWARD_DRIFT_CHOP,66,2.8532551786175135,1.0691792821465045,-0.4467448213818579
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,volatility_subtype,HIGH_VOL_CHOP,25,2.485607816236766,1.2058613520364874,1.1930775158253015
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,volatility_subtype,LOW_VOL_CHOP,56,4.490960950834684,1.1535136228017437,1.4271268582282444
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,volatility_subtype,MEDIUM_VOL_CHOP,60,10.836096657319668,1.4041412009505554,7.6374368002280395
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,range_width_subtype,MEDIUM_WIDTH_CHOP,104,4.9915309551397815,1.092621854062698,-0.5999907963849447
