strategy_id,timeframe,total_raw_signals,rejected_signals,accepted_trades,unique_setup_episodes,chop_episodes_traded,total_chop_episodes,chop_episode_coverage_pct,long_trades,short_trades,wins,losses,breakeven_trades,win_rate,average_gross_win_r,average_gross_loss_r,realized_win_loss_ratio,baseline_gross_r,baseline_net_r,baseline_profit_factor,baseline_expectancy,expectancy_per_setup_episode,stress_net_r,stress_profit_factor,max_closed_drawdown_r,approx_max_floating_drawdown_r,longest_losing_streak,average_holding_minutes,median_holding_minutes,active_weekdays,trades_per_year,ambiguous_trades,rollover_crossing_trades,top_five_winner_share,top_ten_winner_share,top_three_winning_days_share,best_year,worst_year,positive_years,negative_years,segment_a_net_r,segment_b_net_r,segment_c_net_r,later_net_r,later_profit_factor,illustrative_equity_return_pct_at_0p5pct_risk,decision_category,cost_scenario,scenario_net_r,scenario_profit_factor
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,H1,230,209,21,21,21,449,4.67706013363029,10,11,9,12,0,0.42857142857142855,0.5983525800879328,-0.6781290894248674,0.8181949141906512,-2.7523758523070154,-3.2894441405330856,0.6136461856429885,-0.15664019716824218,-0.15664019716824218,-4.339444140533242,0.5238742677169407,5.492695894758761,7.780178541593583,4,557.1428571428571,180.0,4,2.3333333333333335,0,10,0.8774302118509837,1.0000000000000002,0.7237230469106708,2024,2023,3,6,-3.7907303768868963,0.27231768685565694,0.22896854949815326,0.5012862363538102,1.2691241549961598,-1.6447220702665428,REJECT,BASELINE,-3.2894441405330856,0.6136461856429885
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,H1,230,209,21,21,21,449,4.67706013363029,10,11,9,12,0,0.42857142857142855,0.5983525800879328,-0.6781290894248674,0.8181949141906512,-2.7523758523070154,-3.2894441405330856,0.6136461856429885,-0.15664019716824218,-0.15664019716824218,-4.339444140533242,0.5238742677169407,5.492695894758761,7.780178541593583,4,557.1428571428571,180.0,4,2.3333333333333335,0,10,0.8774302118509837,1.0000000000000002,0.7237230469106708,2024,2023,3,6,-3.7907303768868963,0.27231768685565694,0.22896854949815326,0.5012862363538102,1.2691241549961598,-1.6447220702665428,REJECT,STRESS,-4.339444140533242,0.5238742677169407
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,1703,1105,598,510,266,449,59.24276169265033,299,299,162,436,0,0.2709030100334448,2.5146177860547554,-0.8699953666860728,2.4157381590423492,31.434714618483405,-44.51043030285177,0.8975907838643591,-0.07443215769707655,-0.08727535353500347,-74.41043030284844,0.8369740540206013,85.7573310808821,89.87924620884779,15,70.0752508361204,20.0,6,59.8,0,21,0.06850558153547119,0.12320020084237839,0.058916145072245144,2024,2021,4,6,-60.03293317928594,7.10977193256587,8.412730943868294,15.52250287643416,1.1424082832700393,-22.255215151425887,REJECT,BASELINE,-44.51043030285177,0.8975907838643591
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,1703,1105,598,510,266,449,59.24276169265033,299,299,162,436,0,0.2709030100334448,2.5146177860547554,-0.8699953666860728,2.4157381590423492,31.434714618483405,-44.51043030285177,0.8975907838643591,-0.07443215769707655,-0.08727535353500347,-74.41043030284844,0.8369740540206013,85.7573310808821,89.87924620884779,15,70.0752508361204,20.0,6,59.8,0,21,0.06850558153547119,0.12320020084237839,0.058916145072245144,2024,2021,4,6,-60.03293317928594,7.10977193256587,8.412730943868294,15.52250287643416,1.1424082832700393,-22.255215151425887,REJECT,STRESS,-74.41043030284844,0.8369740540206013
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,918,571,347,315,211,449,46.99331848552338,173,174,137,210,0,0.39481268011527376,1.6141793919491312,-0.9095791017980719,1.5951173230332625,30.130965319435884,8.31330047854927,1.040624158359795,0.023957638266712593,0.026391430090632603,-9.036699521451425,0.9579960596054548,20.87960454143495,28.952096591301498,13,212.85302593659944,75.0,6,34.7,0,42,0.0831030239371399,0.14416645280248108,0.06123928022725412,2023,2024,6,4,6.4447691729987175,-3.4984061479265933,5.366937453477146,1.868531305550554,1.0307201370867218,4.156650239274635,BORDERLINE_DO_NOT_ENGINEER,BASELINE,8.31330047854927,1.040624158359795
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,918,571,347,315,211,449,46.99331848552338,173,174,137,210,0,0.39481268011527376,1.6141793919491312,-0.9095791017980719,1.5951173230332625,30.130965319435884,8.31330047854927,1.040624158359795,0.023957638266712593,0.026391430090632603,-9.036699521451425,0.9579960596054548,20.87960454143495,28.952096591301498,13,212.85302593659944,75.0,6,34.7,0,42,0.0831030239371399,0.14416645280248108,0.06123928022725412,2023,2024,6,4,6.4447691729987175,-3.4984061479265933,5.366937453477146,1.868531305550554,1.0307201370867218,4.156650239274635,BORDERLINE_DO_NOT_ENGINEER,STRESS,-9.036699521451425,0.9579960596054548
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,588,447,141,129,118,449,26.280623608017816,67,74,69,72,0,0.48936170212765956,1.3193967513213,-0.9220902331228086,1.3597687046296139,26.88936604077159,20.76986431191689,1.3031116752700467,0.14730400221217652,0.161006700092379,12.82838186530437,1.1767055351759939,8.999999999999904,14.598857370337623,9,353.6170212765957,150.0,6,15.666666666666666,1,26,0.12354280847311151,0.2232829352751934,0.07725832859697927,2022,2024,6,3,19.757652701491807,-0.4286700497181195,1.4408816601432,1.0122116104250798,1.0439612700031755,10.384932155958445,BORDERLINE_DO_NOT_ENGINEER,BASELINE,20.76986431191689,1.3031116752700467
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,588,447,141,129,118,449,26.280623608017816,67,74,69,72,0,0.48936170212765956,1.3193967513213,-0.9220902331228086,1.3597687046296139,26.88936604077159,20.76986431191689,1.3031116752700467,0.14730400221217652,0.161006700092379,12.82838186530437,1.1767055351759939,8.999999999999904,14.598857370337623,9,353.6170212765957,150.0,6,15.666666666666666,1,26,0.12354280847311151,0.2232829352751934,0.07725832859697927,2022,2024,6,3,19.757652701491807,-0.4286700497181195,1.4408816601432,1.0122116104250798,1.0439612700031755,10.384932155958445,BORDERLINE_DO_NOT_ENGINEER,STRESS,12.82838186530437,1.1767055351759939
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,389,351,38,36,35,449,7.795100222717149,20,18,18,20,0,0.47368421052631576,1.185087260157877,-0.891819344947543,1.2591484106904725,3.495183783890929,2.4587003923194795,1.1332335696214253,0.06470264190314419,0.06829723311998553,0.5587003923193713,1.0287189599390332,3.7888373006015543,7.816611329941591,3,454.7368421052632,240.0,5,3.8,0,10,0.35660761777005706,0.6320746656749346,0.22566807078805423,2025,2017,7,3,-1.6986797152240913,2.084065470709171,2.0733146368344,4.157380107543571,2.3520466284111,1.2293501961597397,UNDERPOWERED,BASELINE,2.4587003923194795,1.1332335696214253
CHOP_RANGE_ROTATION_CONTINUATION_V1,H1,389,351,38,36,35,449,7.795100222717149,20,18,18,20,0,0.47368421052631576,1.185087260157877,-0.891819344947543,1.2591484106904725,3.495183783890929,2.4587003923194795,1.1332335696214253,0.06470264190314419,0.06829723311998553,0.5587003923193713,1.0287189599390332,3.7888373006015543,7.816611329941591,3,454.7368421052632,240.0,5,3.8,0,10,0.35660761777005706,0.6320746656749346,0.22566807078805423,2025,2017,7,3,-1.6986797152240913,2.084065470709171,2.0733146368344,4.157380107543571,2.3520466284111,1.2293501961597397,UNDERPOWERED,STRESS,0.5587003923193713,1.0287189599390332
