strategy_id,timeframe,total_raw_signals,rejected_signals,accepted_trades,unique_setup_episodes,chop_episodes_traded,total_chop_episodes,chop_episode_coverage_pct,long_trades,short_trades,wins,losses,breakeven_trades,win_rate,average_gross_win_r,average_gross_loss_r,realized_win_loss_ratio,baseline_gross_r,baseline_net_r,baseline_profit_factor,baseline_expectancy,expectancy_per_setup_episode,stress_net_r,stress_profit_factor,max_closed_drawdown_r,approx_max_floating_drawdown_r,longest_losing_streak,average_holding_minutes,median_holding_minutes,active_weekdays,trades_per_year,ambiguous_trades,rollover_crossing_trades,top_five_winner_share,top_ten_winner_share,top_three_winning_days_share,best_year,worst_year,positive_years,negative_years,segment_a_net_r,segment_b_net_r,segment_c_net_r,later_net_r,later_profit_factor,illustrative_equity_return_pct_at_0p5pct_risk,decision_category,cost_scenario,scenario_net_r,scenario_profit_factor
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,9668,8761,907,788,368,449,81.9599109131403,440,467,178,729,0,0.19625137816979052,3.3019681697447076,-0.8517278366721779,3.266679181088077,-24.85186670662599,-146.03361770755797,0.7976253693191737,-0.1610072962597111,-0.18532184988268777,-191.3836177075592,0.7475322685186443,210.09802175798015,227.07436669874957,28,115.76074972436604,25.0,6,90.7,5,83,0.07098820737672067,0.12668230170783626,0.062139651552484194,2023,2022,3,7,-202.7109956778718,48.09148613129684,8.58589183901702,56.677377970313856,1.3389121856010922,-73.01680885377898,REJECT,BASELINE,-146.03361770755797,0.7976253693191737
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,9668,8761,907,788,368,449,81.9599109131403,440,467,178,729,0,0.19625137816979052,3.3019681697447076,-0.8517278366721779,3.266679181088077,-24.85186670662599,-146.03361770755797,0.7976253693191737,-0.1610072962597111,-0.18532184988268777,-191.3836177075592,0.7475322685186443,210.09802175798015,227.07436669874957,28,115.76074972436604,25.0,6,90.7,5,83,0.07098820737672067,0.12668230170783626,0.062139651552484194,2023,2022,3,7,-202.7109956778718,48.09148613129684,8.58589183901702,56.677377970313856,1.3389121856010922,-73.01680885377898,REJECT,STRESS,-191.3836177075592,0.7475322685186443
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M15,5775,5084,691,621,339,449,75.5011135857461,352,339,241,450,0,0.34876989869753977,1.7638046374768441,-0.8962950117848918,1.7791995755161023,27.06436162724157,-20.51643827335647,0.9528602171097347,-0.029690938166941346,-0.033037742791234254,-55.06643827335752,0.8797301226205507,66.79917469858476,76.48989047133104,15,243.36468885672937,75.0,6,69.1,2,120,0.06271240875603584,0.10804523141233557,0.052984018323085504,2024,2017,3,7,-53.66775172235411,17.81801916013113,15.333294288866508,33.151313448997634,1.3451354021832862,-10.258219136678235,REJECT,BASELINE,-20.51643827335647,0.9528602171097347
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M15,5775,5084,691,621,339,449,75.5011135857461,352,339,241,450,0,0.34876989869753977,1.7638046374768441,-0.8962950117848918,1.7791995755161023,27.06436162724157,-20.51643827335647,0.9528602171097347,-0.029690938166941346,-0.033037742791234254,-55.06643827335752,0.8797301226205507,66.79917469858476,76.48989047133104,15,243.36468885672937,75.0,6,69.1,2,120,0.06271240875603584,0.10804523141233557,0.052984018323085504,2024,2017,3,7,-53.66775172235411,17.81801916013113,15.333294288866508,33.151313448997634,1.3451354021832862,-10.258219136678235,REJECT,STRESS,-55.06643827335752,0.8797301226205507
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M30,4077,3640,437,406,275,449,61.24721603563474,213,224,175,262,0,0.40045766590389015,1.3906644519530482,-0.8941574146803221,1.4904905156994466,20.521145778705897,-1.0802545779642028,0.9955566421656611,-0.002471978439277352,-0.002660725561488184,-25.51401163114633,0.9011497017257122,33.83529356145474,39.22212779052313,13,421.2356979405034,180.0,6,43.7,1,106,0.07737074137529246,0.13597216374322962,0.05375994515029553,2019,2022,6,4,-27.020418208316737,17.46144997529671,8.478713655055833,25.94016363035254,1.4269523192668405,-0.5401272889821014,REJECT,BASELINE,-1.0802545779642028,0.9955566421656611
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M30,4077,3640,437,406,275,449,61.24721603563474,213,224,175,262,0,0.40045766590389015,1.3906644519530482,-0.8941574146803221,1.4904905156994466,20.521145778705897,-1.0802545779642028,0.9955566421656611,-0.002471978439277352,-0.002660725561488184,-25.51401163114633,0.9011497017257122,33.83529356145474,39.22212779052313,13,421.2356979405034,180.0,6,43.7,1,106,0.07737074137529246,0.13597216374322962,0.05375994515029553,2019,2022,6,4,-27.020418208316737,17.46144997529671,8.478713655055833,25.94016363035254,1.4269523192668405,-0.5401272889821014,REJECT,STRESS,-25.51401163114633,0.9011497017257122
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,3268,3048,220,206,171,449,38.084632516703785,105,115,94,126,0,0.42727272727272725,1.025109213950742,-0.7875017206493712,1.2428623296046357,-1.0523397558509373,-7.454011958228489,0.9272147538320298,-0.03388187253740222,-0.036184524069070335,-18.454011958228193,0.8304332185406246,15.739839479068118,18.753125071789743,9,634.0909090909091,420.0,6,22.0,2,85,0.12710140735583678,0.2286640970365688,0.08176197122275358,2022,2024,4,6,-5.121747218706502,-2.974995752546941,0.6427310130249525,-2.332264739521989,0.910096102673782,-3.7270059791142445,REJECT,BASELINE,-7.454011958228489,0.9272147538320298
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,3268,3048,220,206,171,449,38.084632516703785,105,115,94,126,0,0.42727272727272725,1.025109213950742,-0.7875017206493712,1.2428623296046357,-1.0523397558509373,-7.454011958228489,0.9272147538320298,-0.03388187253740222,-0.036184524069070335,-18.454011958228193,0.8304332185406246,15.739839479068118,18.753125071789743,9,634.0909090909091,420.0,6,22.0,2,85,0.12710140735583678,0.2286640970365688,0.08176197122275358,2022,2024,4,6,-5.121747218706502,-2.974995752546941,0.6427310130249525,-2.332264739521989,0.910096102673782,-3.7270059791142445,REJECT,STRESS,-18.454011958228193,0.8304332185406246
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M5,8653,8448,205,205,153,449,34.075723830734965,94,111,40,165,0,0.1951219512195122,2.7753098660588136,-0.9033787710341551,2.72150230339105,-38.04510257828303,-55.38227682861341,0.6597581341554061,-0.2701574479444557,-0.2701574479444557,-65.6322768286135,0.6162377105754849,70.33207168348937,76.14006837054283,14,223.390243902439,35.0,6,20.5,0,26,0.21856439600730906,0.4051013928951569,0.13725867591704555,2023,2022,3,7,-51.36183398398663,6.421668635175671,-10.442111479802449,-4.02044284462678,0.9195924131840848,-27.691138414306707,REJECT,BASELINE,-55.38227682861341,0.6597581341554061
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M5,8653,8448,205,205,153,449,34.075723830734965,94,111,40,165,0,0.1951219512195122,2.7753098660588136,-0.9033787710341551,2.72150230339105,-38.04510257828303,-55.38227682861341,0.6597581341554061,-0.2701574479444557,-0.2701574479444557,-65.6322768286135,0.6162377105754849,70.33207168348937,76.14006837054283,14,223.390243902439,35.0,6,20.5,0,26,0.21856439600730906,0.4051013928951569,0.13725867591704555,2023,2022,3,7,-51.36183398398663,6.421668635175671,-10.442111479802449,-4.02044284462678,0.9195924131840848,-27.691138414306707,REJECT,STRESS,-65.6322768286135,0.6162377105754849
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M15,2410,2249,161,159,128,449,28.50779510022272,77,84,56,105,0,0.34782608695652173,1.4692886971123422,-0.8900232518864941,1.4907079162539862,-11.172274409790727,-20.420827017726484,0.795044222002126,-0.12683743489271107,-0.1284328743253238,-28.470827017725593,0.72867097611289,31.322630496593504,37.14402321547243,8,289.8447204968944,90.0,6,16.1,1,30,0.21604439174964696,0.3819388754352447,0.1490538305811866,2022,2020,4,6,-20.29256435137434,3.543567544975554,-3.6718302113276886,-0.1282626663521352,0.99371697229976,-10.210413508863242,REJECT,BASELINE,-20.420827017726484,0.795044222002126
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M15,2410,2249,161,159,128,449,28.50779510022272,77,84,56,105,0,0.34782608695652173,1.4692886971123422,-0.8900232518864941,1.4907079162539862,-11.172274409790727,-20.420827017726484,0.795044222002126,-0.12683743489271107,-0.1284328743253238,-28.470827017725593,0.72867097611289,31.322630496593504,37.14402321547243,8,289.8447204968944,90.0,6,16.1,1,30,0.21604439174964696,0.3819388754352447,0.1490538305811866,2022,2020,4,6,-20.29256435137434,3.543567544975554,-3.6718302113276886,-0.1282626663521352,0.99371697229976,-10.210413508863242,REJECT,STRESS,-28.470827017725593,0.72867097611289
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M30,863,772,91,91,82,449,18.262806236080177,48,43,34,57,0,0.37362637362637363,1.0954052934885021,-0.8047988709469699,1.2430603400414146,-8.62975566536822,-12.580526524155161,0.7414745887966332,-0.13824754422148527,-0.13824754422148527,-17.697308449029208,0.6587800982879041,15.987980322974522,18.40078033143901,9,304.2857142857143,120.0,5,9.1,2,24,0.28963281455177664,0.5031994237813381,0.18552277229642078,2024,2019,3,7,-11.448477503815704,-1.192063294011641,0.06001427367218248,-1.1320490203394575,0.8858009265211453,-6.2902632620775805,REJECT,BASELINE,-12.580526524155161,0.7414745887966332
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M30,863,772,91,91,82,449,18.262806236080177,48,43,34,57,0,0.37362637362637363,1.0954052934885021,-0.8047988709469699,1.2430603400414146,-8.62975566536822,-12.580526524155161,0.7414745887966332,-0.13824754422148527,-0.13824754422148527,-17.697308449029208,0.6587800982879041,15.987980322974522,18.40078033143901,9,304.2857142857143,120.0,5,9.1,2,24,0.28963281455177664,0.5031994237813381,0.18552277229642078,2024,2019,3,7,-11.448477503815704,-1.192063294011641,0.06001427367218248,-1.1320490203394575,0.8858009265211453,-6.2902632620775805,REJECT,STRESS,-17.697308449029208,0.6587800982879041
