strategy_id,timeframe,median_cost_r,mean_cost_r,p75_cost_r,p90_cost_r,p95_cost_r,half_life_bars,half_life_minutes,half_life_hours,variance_ratio_1h,variance_ratio_4h,variance_ratio_8h,diagnostic_timing_basis,median_mfe_r,median_mae_r,mfe_mae_ratio,stopped_before_0p5r_pct,stopped_before_1r_pct,reached_1r_before_stop_pct,reached_1p5r_before_stop_pct,median_entry_delay_minutes,regime_exit_within_3h_pct,regime_exit_within_6h_pct,regime_exit_within_12h_pct,boundary_events_1sd,equilibrium_return_before_1atr_extension_1sd_pct,boundary_events_1p5sd,equilibrium_return_before_1atr_extension_1p5sd_pct,boundary_events_2sd,equilibrium_return_before_1atr_extension_2sd_pct,median_regime_hours_remaining_at_entry,raw_trade_count,setup_episode_count,chop_episode_count,average_trades_per_setup_episode,average_trades_per_chop_episode
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M5,0.07202797080988806,0.13344768035718046,0.21166341074638875,0.31752558175740986,0.3806539126039582,143.79950696494828,718.9975348247414,11.983292247079023,0.9750807327020599,0.9381098851778501,0.8625121462094619,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.5765243045776223,1.0,0.5765243045776223,46.36563876651982,58.48017621145375,39.4273127753304,30.837004405286343,40.0,1.9823788546255507,2.2026431718061676,2.4229074889867843,4669,20.004283572499464,3933,14.543605390287311,2856,9.418767507002801,21.625,908,789,368,1.1508238276299112,2.467391304347826
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M5,0.04493202059528056,0.0850051168042319,0.12114440134798282,0.22336898217438947,0.244673687786551,143.79950696494828,718.9975348247414,11.983292247079023,0.9750807327020599,0.9381098851778501,0.8625121462094619,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.8244679183656942,1.0,0.8244679183656942,41.46341463414634,52.6829268292683,44.87804878048781,31.21951219512195,180.0,2.9268292682926833,6.341463414634147,6.829268292682928,4669,20.004283572499464,3933,14.543605390287311,2856,9.418767507002801,12.583333333333334,205,205,153,1.0,1.3398692810457515
CHOP_RANGE_ROTATION_CONTINUATION_V1,M5,0.0630456748739161,0.12699158606319508,0.21071159051594632,0.3141478819133688,0.3705602454141864,143.79950696494828,718.9975348247414,11.983292247079023,0.9750807327020599,0.9381098851778501,0.8625121462094619,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.6900475367740995,1.0,0.6900475367740995,43.1438127090301,56.187290969899664,42.30769230769231,32.274247491638796,275.0,0.8361204013377926,0.8361204013377926,0.8361204013377926,4669,20.004283572499464,3933,14.543605390287311,2856,9.418767507002801,23.708333333333336,598,510,266,1.1725490196078432,2.2481203007518795
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M15,0.03317124071050522,0.06885414247012644,0.10853520827554508,0.16997548190282122,0.20570053114815395,47.081414403768186,706.2212160565227,11.770353600942046,0.9917279656446177,0.9438070238357444,0.8692021670461758,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.6965344210489526,1.0,0.6965344210489526,39.30635838150289,51.15606936416185,42.34104046242775,25.578034682080926,75.0,4.479768786127168,5.491329479768786,6.791907514450866,2704,27.995562130177515,2281,20.692678649715038,1635,13.883792048929664,21.5,692,622,339,1.112540192926045,2.0412979351032448
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M15,0.0328374361639027,0.057299211251816785,0.09253037225743999,0.13838928023264255,0.15712227511560684,47.081414403768186,706.2212160565227,11.770353600942046,0.9917279656446177,0.9438070238357444,0.8692021670461758,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.8152846359889747,1.0,0.8152846359889747,31.05590062111801,42.2360248447205,44.099378881987576,19.875776397515526,180.0,11.801242236024844,16.149068322981368,16.77018633540373,2704,27.995562130177515,2281,20.692678649715038,1635,13.883792048929664,8.5,161,159,128,1.0125786163522013,1.2578125
CHOP_RANGE_ROTATION_CONTINUATION_V1,M15,0.03031173906706193,0.06272551249890078,0.09985455598868978,0.1561940374636199,0.18695282308326827,47.081414403768186,706.2212160565227,11.770353600942046,0.9917279656446177,0.9438070238357444,0.8692021670461758,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.9352480900648291,1.0,0.9352480900648291,34.87031700288185,46.68587896253602,48.414985590778095,21.037463976945244,315.0,2.881844380403458,3.170028818443804,3.170028818443804,2704,27.995562130177515,2281,20.692678649715038,1635,13.883792048929664,24.5,347,315,211,1.1015873015873017,1.6445497630331753
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,M30,0.027708486721666446,0.04891121617805687,0.07700925551348206,0.11323169260876001,0.13902982403928177,22.659402786609018,679.7820835982706,11.329701393304509,1.005226225985308,0.9431896157545419,0.8662298762932451,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.8099003279223453,1.0,0.8099003279223453,33.33333333333333,45.4337899543379,42.69406392694064,20.319634703196346,150.0,3.65296803652968,4.337899543378995,6.621004566210045,1838,34.92927094668117,1537,26.610279765777488,1121,18.73327386262266,21.5,438,407,275,1.076167076167076,1.5927272727272728
CHOP_IMPULSE_EXHAUSTION_REVERSION_V1,M30,0.02478319999929463,0.04204862125172637,0.06691739798037835,0.09990295474072095,0.12484301158884031,22.659402786609018,679.7820835982706,11.329701393304509,1.005226225985308,0.9431896157545419,0.8662298762932451,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.5070229666517214,0.7925697965216877,0.639720273062219,28.57142857142857,38.46153846153847,31.868131868131865,13.186813186813188,180.0,20.87912087912088,25.274725274725274,25.274725274725274,1838,34.92927094668117,1537,26.610279765777488,1121,18.73327386262266,6.5,91,91,82,1.0,1.1097560975609757
CHOP_RANGE_ROTATION_CONTINUATION_V1,M30,0.020165415747416513,0.042497615077947935,0.06634436504424655,0.1032560481983821,0.12488354184438116,22.659402786609018,679.7820835982706,11.329701393304509,1.005226225985308,0.9431896157545419,0.8662298762932451,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,1.0170194916878788,0.868448345377265,1.1710765494591076,29.78723404255319,41.13475177304964,51.06382978723404,14.893617021276595,390.0,3.546099290780142,4.25531914893617,4.25531914893617,1838,34.92927094668117,1537,26.610279765777488,1121,18.73327386262266,22.5,141,129,118,1.0930232558139534,1.194915254237288
CHOP_ROBUST_EQUILIBRIUM_REVERSION_V1,H1,0.012832742496457123,0.029658529264316863,0.04754897085501686,0.06956920048938323,0.09580382688312349,9.940905592170328,596.4543355302196,9.940905592170328,1.0,0.9391337618425591,0.8635045428736761,EX_POST_EPISODE_SAFE_NOT_USED_FOR_TRADING_OR_GATES,0.6548588099609814,0.6866949293950411,0.9536386274730376,28.054298642533936,35.294117647058826,35.294117647058826,11.76470588235294,360.0,6.787330316742081,10.407239819004525,15.384615384615385,1355,38.08118081180812,1136,29.48943661971831,794,20.906801007556673,19.0,221,207,171,1.067632850241546,1.2923976608187135
