timestamp_broker,run_id,symbol,transaction_type,order_ticket,deal_ticket,position_ticket,order_type,order_state,deal_type,deal_entry,volume,price,price_sl,price_tp,request_action,request_magic,request_volume,request_price,request_sl,request_tp,result_retcode,result_order,result_deal,result_price,result_bid,result_ask,result_comment
2022.07.01 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,6,2,2,2,0,0,0,0,0.01,1.04165,1.03903,1.04375,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,2,2,0,2,0,4,0,-1,0.01,0.00000,1.03903,1.04375,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,3,2,0,2,0,4,0,-1,0.00,0.00000,1.03903,1.04375,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 12:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,,10,0,0,0,0,0,0,-1,0.00,0.00000,0.00000,0.00000,1,26723003,0.01,1.04165,1.03903,1.04375,10009,2,2,1.04165,1.04158,1.04165,
2022.07.01 14:03:56,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,6,3,3,2,0,0,1,1,0.01,1.03903,1.03903,1.04375,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 14:03:56,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,2,3,0,2,1,4,0,-1,0.01,0.00000,0.00000,0.00000,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 14:03:56,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,3,3,0,2,1,4,0,-1,0.00,0.00000,0.00000,0.00000,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,6,4,4,4,0,0,0,0,0.01,1.03739,1.03462,1.03961,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,2,4,0,4,0,4,0,-1,0.01,0.00000,1.03462,1.03961,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
2022.07.01 14:30:00,EURUSD_M30_RSI_BB_CLOSE_FADE_LONG_V1R_UNMASKED_CONTRACT,EURUSD,3,4,0,4,0,4,0,-1,0.00,0.00000,1.03462,1.03961,0,0,0.00,0.00000,0.00000,0.00000,0,0,0,0.00000,0.00000,0.00000,
