specialist,symbol,signal_time_utc,entry_time_utc,exit_time_utc,side,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,r,extra_half_pip_stress_r
s4_neutral_normal_breakout,USDJPY,2019-03-01 08:00:00+00:00,2019-03-01 08:15:00+00:00,2019-03-01 15:00:00+00:00,LONG,111.87,111.70849999999999,112.03150000000002,111.70749999999998,STOP,0.16150000000001796,-1.0061919504644252,-1.0371517027864032
s4_neutral_normal_breakout,USDJPY,2019-03-08 10:15:00+00:00,2019-03-08 10:30:00+00:00,2019-03-08 13:30:00+00:00,LONG,111.13900000000001,110.95349999999999,111.32450000000003,110.95249999999999,STOP,0.18550000000001887,-1.00539083557954,-1.0323450134771115
s4_neutral_normal_breakout,USDJPY,2019-04-12 08:00:00+00:00,2019-04-12 08:15:00+00:00,2019-04-12 18:55:00+00:00,LONG,111.926,111.7765,112.0755,112.0745,TARGET,0.1495000000000033,0.9933110367892659,0.9598662207357549
s4_neutral_normal_breakout,USDJPY,2019-05-21 11:45:00+00:00,2019-05-21 12:00:00+00:00,2019-05-23 09:40:00+00:00,LONG,110.43,110.06549999999999,110.79450000000003,110.06449999999998,STOP,0.3645000000000209,-1.0027434842249787,-1.0164609053498064
s4_neutral_normal_breakout,USDJPY,2019-05-23 11:30:00+00:00,2019-05-23 11:45:00+00:00,2019-05-23 13:50:00+00:00,SHORT,110.092,110.3365,109.8475,109.8485,TARGET,0.24450000000000216,0.9959100204498783,0.9754601226993672
s4_neutral_normal_breakout,USDJPY,2019-06-11 10:45:00+00:00,2019-06-11 11:00:00+00:00,2019-06-11 15:30:00+00:00,LONG,108.738,108.541,108.935,108.53999999999999,STOP,0.19700000000000273,-1.0050761421320038,-1.030456852791902
s4_neutral_normal_breakout,USDJPY,2019-06-18 08:15:00+00:00,2019-06-18 08:30:00+00:00,2019-06-18 11:55:00+00:00,LONG,108.32000000000001,108.21600000000001,108.424,108.215,STOP,0.1039999999999992,-1.0096153846154305,-1.057692307692354
s4_neutral_normal_breakout,USDJPY,2019-06-18 11:45:00+00:00,2019-06-18 12:00:00+00:00,2019-06-18 13:30:00+00:00,SHORT,108.21199999999999,108.305,108.11899999999997,108.11999999999998,TARGET,0.09300000000001774,0.9892473118279077,0.9354838709677029
s4_neutral_normal_breakout,USDJPY,2019-06-24 08:30:00+00:00,2019-06-24 08:45:00+00:00,2019-06-24 13:55:00+00:00,SHORT,107.363,107.48150000000001,107.24449999999999,107.48250000000002,STOP,0.1185000000000116,-1.0084388185654403,-1.0506329113924404
s4_neutral_normal_breakout,USDJPY,2019-06-27 08:30:00+00:00,2019-06-27 08:45:00+00:00,2019-06-27 15:20:00+00:00,SHORT,107.92099999999999,108.1625,107.67949999999999,107.6805,TARGET,0.24150000000000205,0.9958592132504979,0.975155279503086
s4_neutral_normal_breakout,USDJPY,2019-07-30 10:00:00+00:00,2019-07-30 10:15:00+00:00,2019-07-30 15:25:00+00:00,SHORT,108.53999999999999,108.702,108.37799999999999,108.703,STOP,0.16200000000000614,-1.0061728395062022,-1.0370370370370652
s4_neutral_normal_breakout,USDJPY,2019-08-01 08:15:00+00:00,2019-08-01 08:30:00+00:00,2019-08-01 11:25:00+00:00,SHORT,109.08,109.255,108.905,108.906,TARGET,0.17499999999999716,0.9942857142856869,0.9657142857142579
