policy_id,stage,eligible_for_decision,gate_pass,trades,source_days,trades_per_source_day,net_r,stress_net_r,stress_pf,average_stress_r,closed_drawdown_r,positive_active_year_share,active_years,top_winners_removed,top_winners_removed_stress_net_r
MT5_STACKING_DIAGNOSTIC,replication_fit,False,False,118,1244,0.09485530546623794,59.0,25.231318568939894,1.3326497219570845,0.21382473363508384,21.09785188755255,0.4,5,5,15.66109673940484
MT5_STACKING_DIAGNOSTIC,development,False,False,55,931,0.05907626208378088,35.0,24.6319854918307,1.8604265758417922,0.4478542816696491,13.715958135615137,0.75,4,5,15.138136777497198
MT5_STACKING_DIAGNOSTIC,exam,False,False,86,624,0.13782051282051283,84.96938959731982,72.82219089368076,3.2437892593304776,0.8467696615544273,15.841658381830497,1.0,2,5,63.25299704823346
PORTFOLIO_CONSTRAINED_PRIMARY,replication_fit,True,False,32,1244,0.02572347266881029,25.000000000000004,13.876394407124044,1.7706601385649554,0.4336373252226264,8.171962596455892,0.6,5,5,4.430494184766512
PORTFOLIO_CONSTRAINED_PRIMARY,development,True,False,22,931,0.023630504833512353,11.0,7.433266270906225,1.5879823131213535,0.3378757395866466,5.752766142659633,0.75,4,5,-1.9669019728083934
PORTFOLIO_CONSTRAINED_PRIMARY,exam,True,True,20,624,0.03205128205128205,21.98391143911439,19.25161298758461,3.8626000059881687,0.9625806493792306,2.3862736412535877,1.0,2,5,9.735456377915748
