attempt_no,variant_id,regime_owner,mechanic,geometry_id,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2023_trades,era_2021_2023_stress_net_r,era_2021_2023_stress_pf,era_2021_2023_average_stress_r,era_2021_2023_closed_drawdown_r,era_2023_2024_trades,era_2023_2024_stress_net_r,era_2023_2024_stress_pf,era_2023_2024_average_stress_r,era_2023_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
24995,00e219780246e3f6,TRANSITION,TRANS_SINGLE_FACTOR_RESOLUTION,T_EXTENDED,227,35,"{""ancestry_relation"":""AGREE"",""body_min"":0.0,""dominant_pressure_min"":1.25,""feature_key"":""H1_D10"",""geometry_id"":""T_EXTENDED"",""hour_window"":""NEW_YORK"",""other_pressure_max"":0.5,""require_confirmation"":false,""transition_age_max"":48}",118,19.477997222511792,1.2672585297573824,0.16506777307213383,7.562378448286658,30,-3.524975044294214,0.8168023627817981,-0.11749916814314047,4.603479416679869,38,6.104840105145064,1.2505033160037233,0.16065368697750168,7.065606442262257,32,9.602516570428003,1.5196466303527731,0.3000786428258751,6.667528691223417,18,7.29561559123294,1.676138417702752,0.4053119772907189,7.562378448286658,6.128108543519805,0.12100326440438146,18,0.8168023627817981,-0.11749916814314047,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24640,004fd1e5ba2ba3fb,TRANSITION,TRANS_ANCESTRY_RESIDUAL_REACCELERATION,T_EXTENDED,424,60,"{""body_min"":0.2,""feature_key"":""H1_D10"",""geometry_id"":""T_EXTENDED"",""hour_window"":""NEW_YORK"",""pressure_min"":0.25,""require_confirmation"":false,""residual_ceiling"":0.75,""residual_floor"":-1.5,""transition_age_max"":48}",157,16.464581693403314,1.1706749417978768,0.10486994709174086,10.35060999941731,29,-3.6523176078473174,0.8011212644938928,-0.12594198647749372,7.126665569975152,52,10.366087476048765,1.3413337693150884,0.19934783607786086,7.816013574188928,50,6.656770807379926,1.2039050409556633,0.13313541614759852,7.309176060261045,26,3.094041017821941,1.2050778805242168,0.11900157760853619,10.350609999417308,3.1134938575081126,0.19563730019969122,26,0.8011212644938928,-0.12594198647749372,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24710,01cceedf8072a57f,TRANSITION,TRANS_ANCESTRY_RESIDUAL_REACCELERATION,T_EXTENDED,609,82,"{""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""T_EXTENDED"",""hour_window"":""NEW_YORK"",""pressure_min"":0.25,""require_confirmation"":false,""residual_ceiling"":0.25,""residual_floor"":-2.0,""transition_age_max"":96}",210,13.44507219433279,1.1007664705747444,0.06402415330634662,17.57340991024577,41,-15.786425649967613,0.48105487551733367,-0.3850347719504296,16.689723984017274,71,6.728419910404915,1.1534435867823352,0.09476647761133683,11.076790826023865,64,13.898833777671076,1.3554532767015284,0.21716927777611056,8.500880826378976,34,8.604244156224414,1.428997584746841,0.2530660045948357,9.25416957647234,0.06571139766524148,0.26780237224574954,34,0.48105487551733367,-0.3850347719504296,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
25048,0110cfb56074f3f9,TRANSITION,TRANS_ANCESTRY_OVERSHOOT_REVERSAL,T_EXTENDED,294,34,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""T_EXTENDED"",""hour_window"":""LIQUID"",""macro_pressure_max"":0.5,""require_confirmation"":false,""transition_age_max"":48,""transition_age_min"":4,""z_min"":1.0}",140,1.3901852991254002,1.0137160127857523,0.00992989499375286,21.14593782759555,38,6.600716952523554,1.260132332173956,0.17370307769798826,6.273065021007037,45,-4.841734515809886,0.8593060762184509,-0.1075941003513308,12.254243889109329,41,-1.9463416562484919,0.936699897585179,-0.04747174771337785,10.797591531069777,16,1.577544518660222,1.1458074677042769,0.09859653241626387,6.39286739935746,-11.922777291654903,0.47116239844267666,16,0.8593060762184509,-0.1075941003513308,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24624,0009e6b4ad990e57,TRANSITION,TRANS_ANCESTRY_RESIDUAL_REACCELERATION,T_BALANCED,144,20,"{""body_min"":0.4,""feature_key"":""H1_D10"",""geometry_id"":""T_BALANCED"",""hour_window"":""ALL"",""pressure_min"":0.25,""require_confirmation"":true,""residual_ceiling"":0.0,""residual_floor"":-1.0,""transition_age_max"":48}",111,-4.0244989348661555,0.9427258865429037,-0.03625674716095636,12.723170337635821,25,-1.4933566182900249,0.898463803170943,-0.059734264731601,6.34230162390534,33,-2.161195054773529,0.8976318684370167,-0.06549075923556148,7.749740911861055,34,1.8070432962960314,1.0867526581593085,0.05314833224400092,11.435214245467925,19,-2.176990558098627,0.8401373068816829,-0.11457845042624352,7.916261266389604,-13.614527659255492,1.0,19,0.8401373068816829,-0.11457845042624352,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24991,00de8e9a5102509c,TRANSITION,TRANS_SINGLE_FACTOR_RESOLUTION,T_BALANCED,228,34,"{""ancestry_relation"":""AGREE"",""body_min"":0.2,""dominant_pressure_min"":0.75,""feature_key"":""H1_D10"",""geometry_id"":""T_BALANCED"",""hour_window"":""NEW_YORK"",""other_pressure_max"":0.5,""require_confirmation"":true,""transition_age_max"":48}",141,9.236054984287609,1.1146855221963512,0.06550393605877737,12.453347963442202,38,-4.331698328872319,0.8213824589202653,-0.11399206128611365,8.128236707896079,45,8.801919212267038,1.3978431717929436,0.19559820471704528,4.749349900467173,36,-3.6134300243984754,0.850792197505954,-0.10037305623329099,12.453347963442202,22,8.37926412529137,1.842901725787294,0.3808756420586986,4.56370621622052,-0.7630752280447117,0.27673854386609004,22,0.8213824589202653,-0.11399206128611365,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24362,027e8d1c21d4031c,CHOP,CHOP_CONSENSUS_LAG_CATCHUP,C_FAST,210,37,"{""body_min"":0.0,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""ALL"",""lag_z_min"":1.25,""maximum_gold_alignment_atr"":-0.25,""pressure_min"":0.5,""require_confirmation"":false}",105,-7.095661163583427,0.8819808294561553,-0.0675777253674612,15.857038100446019,18,-0.6632156270109646,0.9367773735008856,-0.036845312611720256,4.8837570679241455,30,0.41627854001099185,1.0274336010574747,0.013875951333699729,4.033591833096608,30,-3.8469416581100018,0.7829522776126053,-0.12823138860366673,8.400828973969727,27,-3.0017824184734527,0.8206264234212269,-0.11117712661012788,11.143318556228396,-12.921062880369217,1.0,18,0.7829522776126053,-0.12823138860366673,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24202,0740c489a6966555,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_BALANCED,207,27,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_BALANCED"",""hour_window"":""ALL"",""macro_mode"":""CONSENSUS"",""pressure_min"":0.5,""require_confirmation"":false,""z_min"":2.0}",152,-2.1157163136569546,0.9777040865179455,-0.013919186274058911,16.9881103777642,25,0.8068285083672355,1.0522566873646872,0.03227314033468942,4.20449784954117,49,-7.507491860974693,0.7761378203518059,-0.15321411961172843,10.068245600530092,54,7.486817212176593,1.2552314454755433,0.13864476318845542,10.7709575954146,24,-2.9018701732260905,0.8250111972014538,-0.12091125721775377,7.144422764611687,-10.47689719430269,1.0,24,0.7761378203518059,-0.15321411961172843,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24191,0624e05a4e313576,CHOP,CHOP_MACRO_RESIDUAL_FADE,C_FAST,187,23,"{""body_min"":0.2,""feature_key"":""H1_D2"",""geometry_id"":""C_FAST"",""hour_window"":""LIQUID"",""macro_mode"":""CONSENSUS"",""pressure_min"":0.5,""require_confirmation"":false,""z_min"":2.0}",106,2.2203324552238044,1.0388586573191194,0.020946532596450986,11.331755739696764,17,0.6552914806212515,1.070705599011101,0.03854655768360303,3.789183717146794,34,-4.854152485897438,0.7742058915145673,-0.14276919076168934,10.6433844448446,37,3.9700052817066265,1.2283287175246744,0.10729744004612504,5.803935735487994,18,2.449188178793365,1.272573497877906,0.13606600993296472,4.503117180284596,-3.6191614685856606,0.4166479536326644,17,0.7742058915145673,-0.14276919076168934,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
24748,00d0232f6c009afd,TRANSITION,TRANS_MACRO_RESIDUAL_CATCHUP,T_BALANCED,230,27,"{""ancestry_relation"":""AGREE"",""body_min"":0.0,""feature_key"":""H1_D10"",""geometry_id"":""T_BALANCED"",""hour_window"":""NEW_YORK"",""lag_z_min"":0.25,""pressure_min"":0.25,""require_confirmation"":true,""transition_age_max"":96}",140,-0.2041316291444959,0.9976318899193837,-0.0014580830653178277,13.21996662172867,36,-5.946262987840177,0.7495856887431,-0.16517397188444935,10.045072637904754,47,-3.2290131566675546,0.8888165412232851,-0.06870240758867137,8.748195526549704,38,5.085176467184996,1.2151652218755244,0.13382043334697358,5.746500850369403,19,3.8859680481782397,1.3973992448845098,0.2045246341146442,3.249147556412705,-9.778351342058608,1.0,19,0.7495856887431,-0.16517397188444935,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
