attempt_no,router_id,mechanic,parameters_json
26391,1f509e8cba7347ba,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":-0.1,""weak_multiplier"":0.0}"
26392,1f541e15eccfec06,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.0}"
26393,1f5b4ab384576709,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":15,""threshold"":-0.1,""weak_multiplier"":0.0}"
26394,1f8575028664c172,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":20,""threshold"":-0.05,""weak_multiplier"":0.0}"
26395,1fc89a5981457ba4,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.5}"
26396,1ff82d5389a36058,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.0,""weak_multiplier"":0.5}"
26397,201606b83ed7ac58,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":0.025,""weak_multiplier"":0.0}"
26398,2017506768fbf2b7,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.1,""weak_multiplier"":0.25}"
26399,201ecafb52ccba5e,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.5}"
26400,202c7ab4e2b978d3,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.5}"
26401,203837b048faa3a0,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":-0.05,""weak_multiplier"":0.25}"
26402,2083e0e36e8eb773,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":-0.1,""weak_multiplier"":0.25}"
26403,2097271ad4015ae8,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":0.0,""weak_multiplier"":0.5}"
26404,209b692ee8611b34,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.0}"
26405,20a33512b6261f22,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.0,""weak_multiplier"":0.25}"
26406,20ad16e870136fae,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":15,""threshold"":0.1,""weak_multiplier"":0.0}"
26407,20c97e94b4430679,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":0.025,""weak_multiplier"":0.5}"
26408,20deba681c03666c,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":0.1,""weak_multiplier"":0.25}"
26409,20ff669c8dedf218,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":0.0,""weak_multiplier"":0.0}"
26410,214b8bf1148c4401,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.5}"
26411,216551c090172d47,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":5,""threshold"":0.0,""weak_multiplier"":0.0}"
26412,21749034c3c72733,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
26413,21c7dc4b6580f409,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
26414,21cc7173fddbc313,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.0}"
26415,222aa8380edb3126,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.0}"
26416,229e61d098e75a0c,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
26417,22ed3b79039da59c,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.0}"
26418,23658fc8d8dbd289,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.0}"
26419,23ab1d05bebc6b31,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.25}"
26420,23d8d3de2a4ac11a,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":30,""threshold"":-0.05,""weak_multiplier"":0.25}"
26421,2417b433cdf75182,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":-0.05,""weak_multiplier"":0.25}"
26422,2463b3ff6a2d3582,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.25}"
26423,248e5f85ae412815,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.1,""weak_multiplier"":0.25}"
26424,24de880a8e96bb2a,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.025,""weak_multiplier"":0.25}"
26425,24fc489b0508d94e,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":10,""threshold"":0.1,""weak_multiplier"":0.0}"
26426,25063b9f2ace2183,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.5}"
26427,2506c250b9f171fb,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.0}"
26428,253a3ebe62440f0d,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":15,""threshold"":-0.05,""weak_multiplier"":0.25}"
26429,25b0657c6123e4ee,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.25}"
26430,25e3a781c61a2b35,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":0.1,""weak_multiplier"":0.25}"
26431,265526906475f576,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":0.1,""weak_multiplier"":0.25}"
26432,26653c68088414c7,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.0}"
26433,26a1667b9c93fc64,TRAILING_MEAN_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":15,""threshold"":0.1,""weak_multiplier"":0.5}"
26434,273b4b22e2ead35a,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":5,""threshold"":-0.05,""weak_multiplier"":0.0}"
26435,27422a0151f90144,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.025,""weak_multiplier"":0.25}"
26436,274495c089406618,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":0.05,""weak_multiplier"":0.0}"
26437,2751bdd855e95347,TRAILING_MEAN_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":-0.05,""weak_multiplier"":0.0}"
26438,27acbfd08803b2ae,TRAILING_MEAN_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":0.05,""weak_multiplier"":0.5}"
26439,00022af3ab5c15ea,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":15,""threshold"":1.0,""weak_multiplier"":0.25}"
26440,000263862a79d176,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":5,""threshold"":1.2,""weak_multiplier"":0.5}"
26441,00805ab09d5c9c5e,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":10,""threshold"":1.1,""weak_multiplier"":0.25}"
26442,00a0fe7062420e0b,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":10,""threshold"":1.05,""weak_multiplier"":0.25}"
26443,012684005ccdaf18,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":1.05,""weak_multiplier"":0.0}"
26444,016a99ee4f6a2314,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":1.05,""weak_multiplier"":0.25}"
26445,0175e8f9639ef0ef,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":15,""threshold"":1.1,""weak_multiplier"":0.25}"
26446,0176c1c3b0eb8799,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":15,""threshold"":0.9,""weak_multiplier"":0.5}"
26447,018ac31610ae0fb5,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":1.2,""weak_multiplier"":0.5}"
26448,01fdc2ea9b7d83ec,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.05,""weak_multiplier"":0.5}"
26449,02b2938c86e665a1,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":10,""threshold"":1.2,""weak_multiplier"":0.5}"
26450,02b2ea2351fb29be,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":1.1,""weak_multiplier"":0.25}"
26451,0323c6999052a849,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.0}"
26452,032e5673bd4b7d18,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":10,""threshold"":1.2,""weak_multiplier"":0.25}"
26453,0338c1f63ef9a259,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.5}"
26454,035f86433fa78a59,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.9,""weak_multiplier"":0.5}"
26455,03c4bf4befdab0a4,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":1.3,""weak_multiplier"":0.5}"
26456,03d97e094457c392,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":10,""threshold"":1.2,""weak_multiplier"":0.25}"
26457,03f617c38385f13c,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":0.9,""weak_multiplier"":0.0}"
26458,03fbf1e6dc112588,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":5,""threshold"":1.3,""weak_multiplier"":0.5}"
26459,03fd47185fcfec53,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":10,""threshold"":1.05,""weak_multiplier"":0.5}"
26460,0435723675065153,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":15,""threshold"":1.2,""weak_multiplier"":0.25}"
26461,0459b1ebcfd2a785,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":30,""threshold"":1.1,""weak_multiplier"":0.25}"
26462,0475dae2f4dbb87a,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":1.3,""weak_multiplier"":0.0}"
26463,0481d2c5fae492d8,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":10,""threshold"":0.9,""weak_multiplier"":0.5}"
26464,04c0ad2745f84aa0,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.0,""weak_multiplier"":0.0}"
26465,055c2604678c707b,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":15,""threshold"":1.1,""weak_multiplier"":0.0}"
26466,058156885741daf4,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.5}"
26467,0585dea292c33b94,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.25}"
26468,05a28b61aa2f64d5,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.2,""weak_multiplier"":0.5}"
26469,05bb36d63e941dcd,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":10,""threshold"":1.1,""weak_multiplier"":0.0}"
26470,05dc6aa18e1befc1,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":1.2,""weak_multiplier"":0.0}"
26471,0657976903ebcc83,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.0,""weak_multiplier"":0.25}"
26472,069d347a95dd9123,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.1,""weak_multiplier"":0.5}"
26473,06ad0a8d23ae714d,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":1.05,""weak_multiplier"":0.0}"
26474,06c6f34f2e2c754a,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":1.05,""weak_multiplier"":0.5}"
26475,06e0c24d88e73cee,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.05,""weak_multiplier"":0.25}"
26476,06fc62b95917ea26,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.05,""weak_multiplier"":0.0}"
26477,074daef2286b2d5d,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":1.3,""weak_multiplier"":0.0}"
26478,0770d00947c54f58,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":1.1,""weak_multiplier"":0.0}"
26479,0787f0230d743ee5,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":10,""threshold"":1.2,""weak_multiplier"":0.0}"
26480,07b40eabc1081420,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":1.05,""weak_multiplier"":0.5}"
26481,0807a3cd05429d30,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":15,""threshold"":1.0,""weak_multiplier"":0.25}"
26482,0820e2116264f938,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.0}"
26483,082972c6c5eb6927,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.25}"
26484,08415c936088d060,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.25}"
26485,087459eaf168bce0,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":10,""threshold"":1.1,""weak_multiplier"":0.25}"
26486,088556d7b48619ba,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.1,""weak_multiplier"":0.5}"
26487,0886f500e41217a4,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.05,""weak_multiplier"":0.25}"
26488,08a759e8be017dad,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":10,""threshold"":1.3,""weak_multiplier"":0.5}"
26489,08b745cdbd235822,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":15,""threshold"":1.2,""weak_multiplier"":0.25}"
26490,08d987b9e8959d5b,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.3,""weak_multiplier"":0.25}"
26491,08df0ca1a040974d,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.2,""weak_multiplier"":0.0}"
26492,08e94e83020dce07,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":10,""threshold"":0.9,""weak_multiplier"":0.25}"
26493,092f333da8e4136e,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.1,""weak_multiplier"":0.25}"
26494,093ea473bbf12580,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":30,""threshold"":0.9,""weak_multiplier"":0.5}"
26495,0959b409aff5e2f0,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":1.2,""weak_multiplier"":0.5}"
26496,098ee91adea933b0,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":15,""threshold"":1.3,""weak_multiplier"":0.25}"
26497,0a49905081fc384b,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":1.05,""weak_multiplier"":0.5}"
26498,0a51c975d9a7e233,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.25}"
26499,0ac1032d3fb8b0f3,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.5}"
26500,0acd1a4ea847a187,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":30,""threshold"":1.05,""weak_multiplier"":0.5}"
26501,0af11a666e318aaa,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":1.2,""weak_multiplier"":0.5}"
26502,0c60c15aab95061e,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":10,""threshold"":1.3,""weak_multiplier"":0.0}"
26503,0ca820ba3b8c7c06,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":15,""threshold"":1.3,""weak_multiplier"":0.0}"
26504,0d01963a2954fadc,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":30,""threshold"":1.0,""weak_multiplier"":0.25}"
26505,0d04bb4d3128b243,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.05,""weak_multiplier"":0.5}"
26506,0d173239d5377121,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":15,""threshold"":1.3,""weak_multiplier"":0.0}"
26507,0da805446215c625,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.3,""weak_multiplier"":0.25}"
26508,0df30e870ca10810,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.1,""weak_multiplier"":0.0}"
26509,0e307795d8a56abd,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":1.3,""weak_multiplier"":0.25}"
26510,0e534a9dd255423a,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":30,""threshold"":0.9,""weak_multiplier"":0.0}"
26511,0e59b02b5fb4add6,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":730,""minimum_history"":5,""threshold"":1.3,""weak_multiplier"":0.0}"
26512,0ea52ace62cd9ed8,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":5,""threshold"":1.1,""weak_multiplier"":0.0}"
26513,0ed7ce3221e1b181,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":10,""threshold"":1.3,""weak_multiplier"":0.5}"
26514,0ee92f3f50888528,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":30,""threshold"":1.3,""weak_multiplier"":0.25}"
26515,0eeb0222d0890908,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":0.9,""weak_multiplier"":0.5}"
26516,0f44062efa1d42cd,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.05,""weak_multiplier"":0.25}"
26517,0f6d7c6480d11454,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":30,""threshold"":1.1,""weak_multiplier"":0.5}"
26518,0fa3a4d6820f44eb,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":20,""threshold"":1.3,""weak_multiplier"":0.0}"
26519,0fa7a74d547cd5e4,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":15,""threshold"":0.9,""weak_multiplier"":0.25}"
26520,0fefa5e73ec5742c,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":15,""threshold"":1.3,""weak_multiplier"":0.0}"
26521,0ff0aff9a55d1b9d,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":5,""threshold"":0.9,""weak_multiplier"":0.5}"
26522,106c83e7f8c89e2d,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.0}"
26523,10864e03cb020d2a,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":30,""threshold"":1.0,""weak_multiplier"":0.0}"
26524,1087568b880c7ee6,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.3,""weak_multiplier"":0.5}"
26525,10b37ca0ccc58713,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.3,""weak_multiplier"":0.5}"
26526,10bbc9d6e816d13c,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.5}"
26527,10d7bf3d7a75590e,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":15,""threshold"":1.2,""weak_multiplier"":0.5}"
26528,11215a9651f3e565,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.1,""weak_multiplier"":0.0}"
26529,11606bb707dd8f30,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":1.05,""weak_multiplier"":0.0}"
26530,1170df2bc5ec22ca,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.25}"
26531,117aa7f6d82efae8,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":180,""minimum_history"":5,""threshold"":0.9,""weak_multiplier"":0.0}"
26532,117da89294ac1ac7,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.25}"
26533,1189e1ba29699263,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":365,""minimum_history"":30,""threshold"":1.05,""weak_multiplier"":0.25}"
26534,11ed4e9d772c3c2d,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.0,""weak_multiplier"":0.5}"
26535,1289a18d6d42fc35,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":20,""threshold"":0.9,""weak_multiplier"":0.25}"
26536,128b2937cfb40b85,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":5,""threshold"":1.2,""weak_multiplier"":0.5}"
26537,12be0954d0e5cf69,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":30,""threshold"":0.9,""weak_multiplier"":0.0}"
26538,130de4ee2e26bed5,TRAILING_PF_GATE,"{""cold_start"":""HALF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":1.1,""weak_multiplier"":0.0}"
26539,130f63ba4896485c,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":180,""minimum_history"":20,""threshold"":1.1,""weak_multiplier"":0.0}"
26540,13260a4603acfe13,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":3650,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.0}"
26541,13453ccd91e0a77a,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":1460,""minimum_history"":20,""threshold"":1.0,""weak_multiplier"":0.5}"
26542,1377cfeed5637d0e,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":1460,""minimum_history"":5,""threshold"":1.2,""weak_multiplier"":0.0}"
26543,13d606a11c8eb999,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.3,""weak_multiplier"":0.5}"
26544,142a6767a9a870d5,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":730,""minimum_history"":10,""threshold"":1.2,""weak_multiplier"":0.25}"
26545,14360044c3fee062,TRAILING_PF_GATE,"{""cold_start"":""BASE"",""lookback_days"":180,""minimum_history"":5,""threshold"":1.05,""weak_multiplier"":0.5}"
26546,146c565a124a7c4e,TRAILING_PF_GATE,"{""cold_start"":""OFF"",""lookback_days"":3650,""minimum_history"":10,""threshold"":1.3,""weak_multiplier"":0.5}"
