causal_trade_index,family,side,causal_entry_time_utc,oracle_entry_time_utc,absolute_difference_minutes
20,N5_WALKFORWARD_LOGIT,SHORT,2026-02-09 00:00:00+00:00,2026-02-09 00:10:00+00:00,10.0
