entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,exit_time,exit_deal,exit_price,price_profit,commission,swap,net,exit_comment,episode_id,signal_sequence,filled_entry_sequence
2024.01.18 13:00:00,2024-01-18,13,LONG,874,0.01,1.08525,2024.01.18 13:12:28,875,1.08656,1.31,0.0,0.0,1.31,tp 1.08656,856,1,1
2024.01.23 10:00:00,2024-01-23,10,LONG,876,0.01,1.08697,2024.01.23 13:33:42,877,1.08569,-1.28,0.0,0.0,-1.28,sl 1.08569,860,1,1
2024.01.25 13:30:00,2024-01-25,13,LONG,882,0.01,1.08678,2024.01.25 14:05:42,883,1.08511,-1.67,0.0,0.0,-1.67,sl 1.08517,867,1,1
2024.01.26 06:00:00,2024-01-26,6,LONG,886,0.01,1.08294,2024.01.26 06:16:30,887,1.08216,-0.78,0.0,0.0,-0.78,sl 1.08216,868,1,1
2024.01.26 06:30:00,2024-01-26,6,LONG,888,0.01,1.08167,2024.01.26 07:10:40,889,1.08241,0.74,0.0,0.0,0.74,tp 1.08235,868,2,2
2024.02.02 13:00:00,2024-02-02,13,LONG,898,0.01,1.08081,2024.02.02 14:19:42,899,1.07881,-2.0,0.0,0.0,-2.0,sl 1.07884,882,1,1
2024.02.08 13:00:00,2024-02-08,13,LONG,910,0.01,1.07438,2024.02.08 13:26:31,911,1.07542,1.04,0.0,0.0,1.04,tp 1.07540,889,2,2
2024.02.13 13:00:00,2024-02-13,13,LONG,914,0.01,1.07087,2024.02.13 14:32:15,915,1.07255,1.68,0.0,0.0,1.68,tp 1.07255,892,2,1
2024.02.14 07:30:00,2024-02-14,7,LONG,916,0.01,1.06993,2024.02.14 07:44:40,917,1.07054,0.61,0.0,0.0,0.61,tp 1.07054,893,1,1
2024.02.16 13:00:00,2024-02-16,13,LONG,918,0.01,1.07464,2024.02.16 14:05:40,919,1.07580,1.16,0.0,0.0,1.16,tp 1.07580,901,1,1
2024.02.28 06:30:00,2024-02-28,6,LONG,928,0.01,1.08187,2024.02.28 06:56:39,929,1.08240,0.53,0.0,0.0,0.53,tp 1.08236,922,5,3
2024.02.28 07:30:00,2024-02-28,7,LONG,930,0.01,1.08154,2024.02.28 07:54:40,931,1.08082,-0.72,0.0,0.0,-0.72,sl 1.08085,922,6,4
2024.03.07 13:00:00,2024-03-07,13,LONG,938,0.01,1.08723,2024.03.07 13:02:41,939,1.08828,1.05,0.0,0.0,1.05,tp 1.08825,933,1,1
2024.03.11 13:00:00,2024-03-11,13,LONG,940,0.01,1.09197,2024.03.11 14:58:39,941,1.09282,0.85,0.0,0.0,0.85,tp 1.09282,936,1,1
2024.03.14 13:30:00,2024-03-14,13,LONG,944,0.01,1.09045,2024.03.14 14:11:26,945,1.08917,-1.28,0.0,0.0,-1.28,sl 1.08917,939,3,2
2024.03.19 06:30:00,2024-03-19,6,LONG,950,0.01,1.08632,2024.03.19 06:51:35,951,1.08568,-0.64,0.0,0.0,-0.64,sl 1.08568,945,3,1
2024.03.19 07:00:00,2024-03-19,7,LONG,952,0.01,1.08548,2024.03.19 07:17:20,953,1.08475,-0.73,0.0,0.0,-0.73,sl 1.08475,945,4,2
2024.03.19 07:30:00,2024-03-19,7,LONG,954,0.01,1.08502,2024.03.19 07:39:13,955,1.08423,-0.79,0.0,0.0,-0.79,sl 1.08424,945,5,3
2024.03.21 13:00:00,2024-03-21,13,LONG,968,0.01,1.08857,2024.03.21 14:15:13,969,1.08665,-1.92,0.0,0.0,-1.92,sl 1.08665,950,2,2
2024.03.28 06:30:00,2024-03-28,6,LONG,978,0.01,1.08042,2024.03.28 07:01:35,979,1.07973,-0.69,0.0,0.0,-0.69,sl 1.07974,963,1,1
2024.03.28 07:30:00,2024-03-28,7,LONG,980,0.01,1.07923,2024.03.28 08:08:40,981,1.07847,-0.76,0.0,0.0,-0.76,sl 1.07847,963,3,2
2024.04.02 06:00:00,2024-04-02,6,LONG,996,0.01,1.07267,2024.04.02 07:16:39,997,1.07321,0.54,0.0,0.0,0.54,tp 1.07320,966,7,6
2024.04.05 13:00:00,2024-04-05,13,LONG,1000,0.01,1.08096,2024.04.05 13:07:58,1001,1.07961,-1.35,0.0,0.0,-1.35,sl 1.07961,981,1,1
2024.04.05 13:30:00,2024-04-05,13,LONG,1002,0.01,1.08006,2024.04.05 14:14:39,1003,1.08128,1.22,0.0,0.0,1.22,tp 1.08127,981,2,2
2024.04.10 13:00:00,2024-04-10,13,LONG,1004,0.01,1.07808,2024.04.10 13:13:24,1005,1.07646,-1.62,0.0,0.0,-1.62,sl 1.07646,986,1,1
2024.04.10 13:30:00,2024-04-10,13,LONG,1006,0.01,1.07730,2024.04.10 13:45:39,1007,1.07554,-1.76,0.0,0.0,-1.76,sl 1.07555,986,2,2
2024.04.11 06:30:00,2024-04-11,6,LONG,1010,0.01,1.07369,2024.04.11 06:56:03,1011,1.07312,-0.57,0.0,0.0,-0.57,sl 1.07312,987,1,1
2024.04.11 07:00:00,2024-04-11,7,LONG,1012,0.01,1.07283,2024.04.11 07:05:21,1013,1.07334,0.51,0.0,0.0,0.51,tp 1.07334,987,2,2
2024.04.12 06:30:00,2024-04-12,6,LONG,1018,0.01,1.07040,2024.04.12 06:38:18,1019,1.06978,-0.62,0.0,0.0,-0.62,sl 1.06978,989,2,2
2024.04.12 07:00:00,2024-04-12,7,LONG,1020,0.01,1.06836,2024.04.12 07:29:38,1021,1.06753,-0.83,0.0,0.0,-0.83,sl 1.06754,989,3,3
2024.04.12 07:30:00,2024-04-12,7,LONG,1022,0.01,1.06762,2024.04.12 07:36:36,1023,1.06834,0.72,0.0,0.0,0.72,tp 1.06834,989,4,4
2024.04.22 13:30:00,2024-04-22,13,LONG,1044,0.01,1.06275,2024.04.22 14:07:13,1045,1.06379,1.04,0.0,0.0,1.04,tp 1.06379,997,2,2
2024.04.23 06:30:00,2024-04-23,6,LONG,1046,0.01,1.06407,2024.04.23 06:40:36,1047,1.06457,0.5,0.0,0.0,0.5,tp 1.06455,998,1,1
2024.04.24 07:30:00,2024-04-24,7,LONG,1048,0.01,1.06883,2024.04.24 08:48:26,1049,1.06811,-0.72,0.0,0.0,-0.72,sl 1.06811,1002,1,1
2024.04.25 13:00:00,2024-04-25,13,LONG,1052,0.01,1.06928,2024.04.25 14:13:34,1053,1.07055,1.27,0.0,0.0,1.27,tp 1.07055,1004,1,1
2024.04.30 06:30:00,2024-04-30,6,LONG,1058,0.01,1.06941,2024.04.30 06:45:27,1059,1.07002,0.61,0.0,0.0,0.61,tp 1.07002,1008,1,1
2024.05.09 07:00:00,2024-05-09,7,LONG,1066,0.01,1.07375,2024.05.09 07:42:37,1067,1.07323,-0.52,0.0,0.0,-0.52,sl 1.07324,1023,1,1
2024.05.22 10:30:00,2024-05-22,10,LONG,1086,0.01,1.08401,2024.05.22 11:11:05,1087,1.08319,-0.82,0.0,0.0,-0.82,sl 1.08319,1051,1,1
2024.05.23 07:30:00,2024-05-23,7,LONG,1094,0.01,1.08171,2024.05.23 07:30:14,1095,1.08230,0.59,0.0,0.0,0.59,tp 1.08228,1053,1,1
2024.06.03 10:30:00,2024-06-03,10,LONG,1104,0.01,1.08319,2024.06.03 11:04:01,1105,1.08397,0.78,0.0,0.0,0.78,tp 1.08397,1070,1,1
2024.06.04 10:30:00,2024-06-04,10,LONG,1110,0.01,1.08652,2024.06.04 14:00:45,1111,1.08731,0.79,0.0,0.0,0.79,tp 1.08730,1074,3,3
2024.06.05 10:30:00,2024-06-05,10,LONG,1112,0.01,1.08667,2024.06.05 12:09:34,1113,1.08725,0.58,0.0,0.0,0.58,tp 1.08724,1075,1,1
2024.06.07 13:00:00,2024-06-07,13,LONG,1114,0.01,1.08333,2024.06.07 13:58:01,1115,1.08180,-1.53,0.0,0.0,-1.53,sl 1.08180,1078,1,1
2024.06.10 10:30:00,2024-06-10,10,LONG,1118,0.01,1.07358,2024.06.10 11:21:40,1119,1.07454,0.96,0.0,0.0,0.96,tp 1.07454,1078,3,3
2024.06.11 10:30:00,2024-06-11,10,LONG,1122,0.01,1.07432,2024.06.11 11:12:26,1123,1.07326,-1.06,0.0,0.0,-1.06,sl 1.07328,1079,2,2
2024.06.14 07:30:00,2024-06-14,7,LONG,1134,0.01,1.07170,2024.06.14 07:45:29,1135,1.07091,-0.79,0.0,0.0,-0.79,sl 1.07091,1086,3,1
2024.06.20 07:00:00,2024-06-20,7,LONG,1142,0.01,1.07328,2024.06.20 07:47:04,1143,1.07273,-0.55,0.0,0.0,-0.55,sl 1.07274,1093,1,1
2024.06.25 13:00:00,2024-06-25,13,LONG,1156,0.01,1.07051,2024.06.25 14:07:06,1157,1.06946,-1.05,0.0,0.0,-1.05,sl 1.06946,1100,3,2
2024.06.26 07:00:00,2024-06-26,7,LONG,1160,0.01,1.06949,2024.06.26 07:16:32,1161,1.06884,-0.65,0.0,0.0,-0.65,sl 1.06884,1101,1,1
2024.06.26 07:30:00,2024-06-26,7,LONG,1162,0.01,1.06883,2024.06.26 07:52:34,1163,1.06941,0.58,0.0,0.0,0.58,tp 1.06941,1101,2,2
2024.06.26 10:30:00,2024-06-26,10,LONG,1164,0.01,1.06831,2024.06.26 11:57:40,1165,1.06905,0.74,0.0,0.0,0.74,tp 1.06905,1101,3,3
2024.06.26 13:30:00,2024-06-26,13,LONG,1166,0.01,1.06703,2024.06.26 13:55:29,1167,1.06804,1.01,0.0,0.0,1.01,tp 1.06804,1101,4,4
2024.07.02 07:30:00,2024-07-02,7,LONG,1172,0.01,1.07162,2024.07.02 08:11:43,1173,1.07216,0.54,0.0,0.0,0.54,tp 1.07216,1108,1,1
2024.07.16 13:00:00,2024-07-16,13,LONG,1180,0.01,1.08811,2024.07.16 17:26:04,1181,1.08904,0.93,0.0,0.0,0.93,tp 1.08904,1136,1,1
2024.07.18 13:30:00,2024-07-18,13,LONG,1182,0.01,1.09143,2024.07.18 14:20:38,1183,1.09050,-0.93,0.0,0.0,-0.93,sl 1.09051,1140,1,1
2024.07.23 07:30:00,2024-07-23,7,LONG,1186,0.01,1.08767,2024.07.23 08:07:33,1187,1.08703,-0.64,0.0,0.0,-0.64,sl 1.08705,1143,1,1
2024.07.23 10:00:00,2024-07-23,10,LONG,1188,0.01,1.08672,2024.07.23 10:16:32,1189,1.08593,-0.79,0.0,0.0,-0.79,sl 1.08593,1143,2,2
2024.07.23 10:30:00,2024-07-23,10,LONG,1190,0.01,1.08575,2024.07.23 11:08:35,1191,1.08644,0.69,0.0,0.0,0.69,tp 1.08644,1143,3,3
2024.07.30 13:00:00,2024-07-30,13,LONG,1202,0.01,1.08019,2024.07.30 13:15:29,1203,1.08105,0.86,0.0,0.0,0.86,tp 1.08104,1148,1,1
2024.08.01 07:30:00,2024-08-01,7,LONG,1204,0.01,1.08089,2024.08.01 07:58:37,1205,1.08004,-0.85,0.0,0.0,-0.85,sl 1.08004,1153,1,1
2024.08.08 13:00:00,2024-08-08,13,LONG,1216,0.01,1.08978,2024.08.08 13:42:31,1217,1.08840,-1.38,0.0,0.0,-1.38,sl 1.08840,1168,1,1
2024.08.15 13:00:00,2024-08-15,13,LONG,1220,0.01,1.09568,2024.08.15 13:52:29,1221,1.09667,0.99,0.0,0.0,0.99,tp 1.09667,1179,1,1
2024.08.26 13:00:00,2024-08-26,13,LONG,1226,0.01,1.11614,2024.08.26 13:06:16,1227,1.11515,-0.99,0.0,0.0,-0.99,sl 1.11516,1200,1,1
2024.08.30 13:30:00,2024-08-30,13,LONG,1238,0.01,1.10597,2024.08.30 13:54:00,1239,1.10720,1.23,0.0,0.0,1.23,tp 1.10720,1206,1,1
2024.09.09 07:30:00,2024-09-09,7,LONG,1248,0.01,1.10595,2024.09.09 08:16:21,1249,1.10522,-0.73,0.0,0.0,-0.73,sl 1.10522,1215,3,2
2024.09.11 13:00:00,2024-09-11,13,LONG,1254,0.01,1.10167,2024.09.11 14:41:33,1255,1.10027,-1.4,0.0,0.0,-1.4,sl 1.10029,1221,1,1
2024.09.23 07:30:00,2024-09-23,7,LONG,1260,0.01,1.11230,2024.09.23 07:30:24,1261,1.11131,-0.99,0.0,0.0,-0.99,sl 1.11132,1237,1,1
2024.09.27 07:30:00,2024-09-27,7,LONG,1270,0.01,1.11313,2024.09.27 08:53:16,1271,1.11422,1.09,0.0,0.0,1.09,tp 1.11422,1243,1,1
2024.10.01 07:30:00,2024-10-01,7,LONG,1276,0.01,1.11203,2024.10.01 08:02:34,1277,1.11099,-1.04,0.0,0.0,-1.04,sl 1.11100,1248,1,1
2024.10.01 10:00:00,2024-10-01,10,LONG,1280,0.01,1.10953,2024.10.01 11:52:33,1281,1.10802,-1.51,0.0,0.0,-1.51,sl 1.10803,1248,4,3
2024.10.04 13:00:00,2024-10-04,13,LONG,1288,0.01,1.09610,2024.10.04 13:06:34,1289,1.09734,1.24,0.0,0.0,1.24,tp 1.09734,1252,1,1
2024.10.14 13:00:00,2024-10-14,13,LONG,1308,0.01,1.09097,2024.10.14 13:44:27,1309,1.09171,0.74,0.0,0.0,0.74,tp 1.09171,1261,2,2
2024.10.16 07:00:00,2024-10-16,7,LONG,1316,0.01,1.08779,2024.10.16 07:08:35,1317,1.08827,0.48,0.0,0.0,0.48,tp 1.08826,1264,1,1
2024.10.17 13:00:00,2024-10-17,13,LONG,1322,0.01,1.08431,2024.10.17 13:08:13,1323,1.08316,-1.15,0.0,0.0,-1.15,sl 1.08317,1267,1,1
2024.10.17 13:30:00,2024-10-17,13,LONG,1324,0.01,1.08142,2024.10.17 13:40:12,1325,1.08258,1.16,0.0,0.0,1.16,tp 1.08257,1267,2,2
2024.10.23 07:30:00,2024-10-23,7,LONG,1334,0.01,1.07852,2024.10.23 08:51:36,1335,1.07912,0.6,0.0,0.0,0.6,tp 1.07911,1272,1,1
2024.11.01 07:30:00,2024-11-01,7,LONG,1346,0.01,1.08608,2024.11.01 08:07:50,1347,1.08662,0.54,0.0,0.0,0.54,tp 1.08662,1285,1,1
2024.11.08 13:00:00,2024-11-08,13,LONG,1358,0.01,1.07531,2024.11.08 15:12:28,1359,1.07351,-1.8,0.0,0.0,-1.8,sl 1.07351,1301,1,1
2024.11.08 15:30:00,2024-11-08,15,LONG,1360,0.01,1.07296,2024.11.08 15:59:39,1361,1.07096,-2.0,0.0,0.0,-2.0,sl 1.07096,1301,3,2
2024.11.11 07:00:00,2024-11-11,7,LONG,1366,0.01,1.06903,2024.11.11 07:35:59,1367,1.06785,-1.18,0.0,0.0,-1.18,sl 1.06785,1302,1,1
2024.11.11 10:30:00,2024-11-11,10,LONG,1370,0.01,1.06625,2024.11.11 12:17:36,1371,1.06446,-1.79,0.0,0.0,-1.79,sl 1.06449,1302,4,3
2024.11.12 06:30:00,2024-11-12,6,LONG,1372,0.01,1.06296,2024.11.12 07:30:00,1373,1.06187,-1.09,0.0,0.0,-1.09,sl 1.06188,1303,1,1
2024.11.12 07:30:00,2024-11-12,7,LONG,1374,0.01,1.06191,2024.11.12 07:54:30,1375,1.06293,1.02,0.0,0.0,1.02,tp 1.06293,1303,2,2
2024.11.20 07:30:00,2024-11-20,7,LONG,1390,0.01,1.05725,2024.11.20 07:52:03,1391,1.05627,-0.98,0.0,0.0,-0.98,sl 1.05628,1309,1,1
2024.11.21 07:30:00,2024-11-21,7,LONG,1398,0.01,1.05292,2024.11.21 07:48:35,1399,1.05360,0.68,0.0,0.0,0.68,tp 1.05359,1310,1,1
2024.12.02 13:30:00,2024-12-02,13,LONG,1412,0.01,1.04942,2024.12.02 13:58:40,1413,1.04724,-2.18,0.0,0.0,-2.18,sl 1.04726,1325,1,1
2024.12.11 06:30:00,2024-12-11,6,LONG,1424,0.01,1.05073,2024.12.11 06:37:13,1425,1.04981,-0.92,0.0,0.0,-0.92,sl 1.04981,1336,1,1
2024.12.11 07:00:00,2024-12-11,7,LONG,1426,0.01,1.04902,2024.12.11 07:08:17,1427,1.04991,0.89,0.0,0.0,0.89,tp 1.04990,1336,2,2
2024.12.23 07:00:00,2024-12-23,7,LONG,1440,0.01,1.04131,2024.12.23 09:06:24,1441,1.04047,-0.84,0.0,0.0,-0.84,sl 1.04047,1350,1,1
2024.12.23 09:30:00,2024-12-23,9,LONG,1442,0.01,1.04047,2024.12.23 09:45:35,1443,1.03937,-1.1,0.0,0.0,-1.1,sl 1.03939,1350,3,2
2024.12.23 10:00:00,2024-12-23,10,LONG,1444,0.01,1.03901,2024.12.23 10:15:37,1445,1.03999,0.98,0.0,0.0,0.98,tp 1.03998,1350,4,3
2024.12.30 13:00:00,2024-12-30,13,LONG,1448,0.01,1.03883,2024.12.30 13:15:24,1449,1.04052,1.69,0.0,0.0,1.69,tp 1.04048,1359,1,1
2024.12.31 13:30:00,2024-12-31,13,LONG,1452,0.01,1.03810,2024.12.31 14:38:26,1453,1.03657,-1.53,0.0,0.0,-1.53,sl 1.03657,1360,1,1
2025.01.02 10:00:00,2025-01-02,10,LONG,1456,0.01,1.03164,2025.01.02 10:10:29,1457,1.03290,1.26,0.0,0.0,1.26,tp 1.03290,1361,1,1
2025.01.08 07:00:00,2025-01-08,7,LONG,1462,0.01,1.03326,2025.01.08 07:08:36,1463,1.03244,-0.82,0.0,0.0,-0.82,sl 1.03244,1370,1,1
2025.01.08 10:30:00,2025-01-08,10,LONG,1466,0.01,1.03009,2025.01.08 10:33:23,1467,1.02863,-1.46,0.0,0.0,-1.46,sl 1.02864,1370,3,3
2025.01.09 07:00:00,2025-01-09,7,LONG,1470,0.01,1.02914,2025.01.09 07:21:40,1471,1.02995,0.81,0.0,0.0,0.81,tp 1.02993,1371,1,1
2025.01.10 13:00:00,2025-01-10,13,LONG,1474,0.01,1.02566,2025.01.13 02:57:04,1475,1.02128,-4.38,0.0,-0.33,-4.71,sl 1.02128,1373,1,1
2025.01.13 03:00:00,2025-01-13,3,LONG,1476,0.01,1.02156,2025.01.13 07:07:35,1477,1.02254,0.98,0.0,0.0,0.98,tp 1.02253,1374,2,1
2025.01.17 06:30:00,2025-01-17,6,LONG,1482,0.01,1.02817,2025.01.17 07:01:36,1483,1.02883,0.66,0.0,0.0,0.66,tp 1.02883,1382,1,1
2025.01.29 07:00:00,2025-01-29,7,LONG,1488,0.01,1.04173,2025.01.29 07:10:15,1489,1.04248,0.75,0.0,0.0,0.75,tp 1.04247,1402,1,1
2025.01.30 10:30:00,2025-01-30,10,LONG,1492,0.01,1.03946,2025.01.30 11:50:25,1493,1.04047,1.01,0.0,0.0,1.01,tp 1.04047,1403,1,1
2025.02.06 07:00:00,2025-02-06,7,LONG,1498,0.01,1.03804,2025.02.06 07:12:34,1499,1.03718,-0.86,0.0,0.0,-0.86,sl 1.03719,1417,2,2
2025.02.06 07:30:00,2025-02-06,7,LONG,1500,0.01,1.03642,2025.02.06 11:36:28,1501,1.03544,-0.98,0.0,0.0,-0.98,sl 1.03546,1417,3,3
2025.02.12 13:00:00,2025-02-12,13,LONG,1506,0.01,1.03326,2025.02.12 13:16:36,1507,1.03461,1.35,0.0,0.0,1.35,tp 1.03460,1429,1,1
2025.02.17 07:30:00,2025-02-17,7,LONG,1510,0.01,1.04750,2025.02.17 09:15:05,1511,1.04828,0.78,0.0,0.0,0.78,tp 1.04828,1441,1,1
2025.02.27 13:00:00,2025-02-27,13,LONG,1526,0.01,1.04233,2025.02.27 13:16:05,1527,1.04376,1.43,0.0,0.0,1.43,tp 1.04376,1461,1,1
2025.02.27 13:30:00,2025-02-27,13,LONG,1528,0.01,1.04360,2025.02.27 13:53:38,1529,1.04166,-1.94,0.0,0.0,-1.94,sl 1.04166,1461,2,2
2025.03.13 07:00:00,2025-03-13,7,LONG,1538,0.01,1.08653,2025.03.13 07:10:57,1539,1.08751,0.98,0.0,0.0,0.98,tp 1.08751,1487,1,1
2025.03.19 06:30:00,2025-03-19,6,LONG,1544,0.01,1.09097,2025.03.19 06:35:55,1545,1.08992,-1.05,0.0,0.0,-1.05,sl 1.08992,1496,1,1
2025.03.19 07:00:00,2025-03-19,7,LONG,1546,0.01,1.08929,2025.03.19 07:30:38,1547,1.09088,1.59,0.0,0.0,1.59,tp 1.09086,1496,2,2
2025.03.20 06:30:00,2025-03-20,6,LONG,1550,0.01,1.08808,2025.03.20 06:38:39,1551,1.08693,-1.15,0.0,0.0,-1.15,sl 1.08694,1497,1,1
2025.03.20 07:30:00,2025-03-20,7,LONG,1552,0.01,1.08665,2025.03.20 08:18:37,1553,1.08533,-1.32,0.0,0.0,-1.32,sl 1.08533,1497,2,2
2025.03.24 13:00:00,2025-03-24,13,LONG,1562,0.01,1.07932,2025.03.24 13:18:27,1563,1.08100,1.68,0.0,0.0,1.68,tp 1.08099,1501,1,1
2025.03.25 07:30:00,2025-03-25,7,LONG,1564,0.01,1.07788,2025.03.25 07:32:37,1565,1.07868,0.8,0.0,0.0,0.8,tp 1.07868,1502,1,1
2025.04.01 06:30:00,2025-04-01,6,LONG,1570,0.01,1.08013,2025.04.01 06:53:54,1571,1.08091,0.78,0.0,0.0,0.78,tp 1.08091,1509,1,1
2025.04.14 13:30:00,2025-04-14,13,LONG,1580,0.01,1.13075,2025.04.14 14:14:31,1581,1.13362,2.87,0.0,0.0,2.87,tp 1.13361,1535,1,1
2025.05.08 06:30:00,2025-05-08,6,LONG,1608,0.01,1.12861,2025.05.08 08:05:36,1609,1.13018,1.57,0.0,0.0,1.57,tp 1.13018,1561,1,1
2025.05.12 07:30:00,2025-05-12,7,LONG,1616,0.01,1.11158,2025.05.12 08:14:29,1617,1.10905,-2.53,0.0,0.0,-2.53,sl 1.10907,1564,2,2
2025.06.03 10:30:00,2025-06-03,10,LONG,1640,0.01,1.14025,2025.06.03 11:23:46,1641,1.13873,-1.52,0.0,0.0,-1.52,sl 1.13874,1603,1,1
2025.06.06 13:30:00,2025-06-06,13,LONG,1648,0.01,1.13772,2025.06.06 13:42:39,1649,1.13927,1.55,0.0,0.0,1.55,tp 1.13926,1607,3,3
2025.07.03 13:00:00,2025-07-03,13,LONG,1670,0.01,1.17385,2025.07.03 13:15:59,1671,1.17559,1.74,0.0,0.0,1.74,tp 1.17559,1646,1,1
2025.07.07 07:30:00,2025-07-07,7,LONG,1672,0.01,1.17483,2025.07.07 08:08:26,1673,1.17372,-1.11,0.0,0.0,-1.11,sl 1.17372,1647,1,1
2025.07.08 13:30:00,2025-07-08,13,LONG,1680,0.01,1.17011,2025.07.08 14:22:25,1681,1.16854,-1.57,0.0,0.0,-1.57,sl 1.16855,1649,1,1
2025.07.10 13:00:00,2025-07-10,13,LONG,1690,0.01,1.17072,2025.07.10 13:33:45,1691,1.16965,-1.07,0.0,0.0,-1.07,sl 1.16965,1654,3,2
2025.07.14 06:30:00,2025-07-14,6,LONG,1698,0.01,1.16586,2025.07.14 07:09:39,1699,1.16684,0.98,0.0,0.0,0.98,tp 1.16684,1656,1,1
2025.07.16 13:30:00,2025-07-16,13,LONG,1706,0.01,1.15819,2025.07.16 13:48:40,1707,1.15672,-1.47,0.0,0.0,-1.47,sl 1.15672,1660,2,2
2025.07.17 06:30:00,2025-07-17,6,LONG,1710,0.01,1.15836,2025.07.17 07:37:28,1711,1.15941,1.05,0.0,0.0,1.05,tp 1.15941,1662,1,1
2025.07.24 13:00:00,2025-07-24,13,LONG,1712,0.01,1.17366,2025.07.24 13:06:40,1713,1.17476,1.1,0.0,0.0,1.1,tp 1.17476,1680,1,1
2025.07.28 06:30:00,2025-07-28,6,LONG,1718,0.01,1.17186,2025.07.28 07:31:12,1719,1.17045,-1.41,0.0,0.0,-1.41,sl 1.17046,1683,1,1
2025.07.29 06:30:00,2025-07-29,6,LONG,1724,0.01,1.15739,2025.07.29 06:34:28,1725,1.15606,-1.33,0.0,0.0,-1.33,sl 1.15607,1684,4,2
2025.07.29 07:00:00,2025-07-29,7,LONG,1726,0.01,1.15343,2025.07.29 07:49:38,1727,1.15477,1.34,0.0,0.0,1.34,tp 1.15476,1684,5,3
2025.07.30 13:00:00,2025-07-30,13,LONG,1732,0.01,1.14733,2025.07.30 18:00:39,1733,1.14888,1.55,0.0,0.0,1.55,tp 1.14888,1685,3,3
2025.08.14 07:00:00,2025-08-14,7,LONG,1742,0.01,1.16857,2025.08.14 08:09:16,1743,1.16764,-0.93,0.0,0.0,-0.93,sl 1.16764,1706,1,1
2025.08.14 13:00:00,2025-08-14,13,LONG,1746,0.01,1.16641,2025.08.14 14:05:28,1747,1.16445,-1.96,0.0,0.0,-1.96,sl 1.16445,1706,3,3
2025.08.21 07:00:00,2025-08-21,7,LONG,1756,0.01,1.16304,2025.08.21 07:15:19,1757,1.16379,0.75,0.0,0.0,0.75,tp 1.16378,1716,1,1
2025.08.27 07:30:00,2025-08-27,7,LONG,1776,0.01,1.16057,2025.08.27 08:09:40,1777,1.15950,-1.07,0.0,0.0,-1.07,sl 1.15950,1723,3,2
2025.09.02 07:30:00,2025-09-02,7,LONG,1784,0.01,1.16736,2025.09.02 07:52:38,1785,1.16616,-1.2,0.0,0.0,-1.2,sl 1.16616,1734,1,1
2025.09.24 07:00:00,2025-09-24,7,LONG,1806,0.01,1.17877,2025.09.24 08:13:26,1807,1.17777,-1.0,0.0,0.0,-1.0,sl 1.17777,1766,1,1
2025.09.24 10:30:00,2025-09-24,10,LONG,1810,0.01,1.17606,2025.09.24 11:10:26,1811,1.17475,-1.31,0.0,0.0,-1.31,sl 1.17475,1766,4,3
2025.09.25 13:00:00,2025-09-25,13,LONG,1814,0.01,1.16986,2025.09.25 14:38:27,1815,1.16769,-2.17,0.0,0.0,-2.17,sl 1.16774,1768,1,1
2025.09.25 15:00:00,2025-09-25,15,LONG,1816,0.01,1.16767,2025.09.25 17:29:29,1817,1.16533,-2.34,0.0,0.0,-2.34,sl 1.16533,1768,3,2
2025.10.06 07:00:00,2025-10-06,7,LONG,1826,0.01,1.16938,2025.10.06 07:09:38,1827,1.17036,0.98,0.0,0.0,0.98,tp 1.17036,1782,1,1
2025.10.07 06:30:00,2025-10-07,6,LONG,1830,0.01,1.16869,2025.10.07 07:11:39,1831,1.16771,-0.98,0.0,0.0,-0.98,sl 1.16771,1783,1,1
2025.10.07 07:30:00,2025-10-07,7,LONG,1832,0.01,1.16804,2025.10.07 07:47:04,1833,1.16701,-1.03,0.0,0.0,-1.03,sl 1.16702,1783,2,2
2025.10.09 07:00:00,2025-10-09,7,LONG,1842,0.01,1.16161,2025.10.09 07:41:37,1843,1.16064,-0.97,0.0,0.0,-0.97,sl 1.16064,1786,1,1
2025.10.21 06:00:00,2025-10-21,6,LONG,1858,0.01,1.16257,2025.10.21 06:53:06,1859,1.16319,0.62,0.0,0.0,0.62,tp 1.16319,1803,2,2
2025.10.22 10:30:00,2025-10-22,10,LONG,1862,0.01,1.15863,2025.10.22 13:35:05,1863,1.15946,0.83,0.0,0.0,0.83,tp 1.15946,1804,1,1
2025.10.28 13:30:00,2025-10-28,13,LONG,1864,0.01,1.16301,2025.10.28 14:03:17,1865,1.16406,1.05,0.0,0.0,1.05,tp 1.16406,1810,1,1
2025.10.30 13:00:00,2025-10-30,13,LONG,1874,0.01,1.15552,2025.10.30 13:28:26,1875,1.15695,1.43,0.0,0.0,1.43,tp 1.15695,1813,2,2
2025.10.30 13:30:00,2025-10-30,13,LONG,1876,0.01,1.15700,2025.10.31 13:30:41,1877,1.15462,-2.38,0.0,-0.11,-2.4899999999999998,sl 1.15467,1813,3,3
2025.11.03 10:00:00,2025-11-03,10,LONG,1884,0.01,1.15148,2025.11.03 13:29:41,1885,1.15056,-0.92,0.0,0.0,-0.92,sl 1.15056,1815,2,2
2025.11.12 10:30:00,2025-11-12,10,LONG,1892,0.01,1.15664,2025.11.12 11:51:31,1893,1.15739,0.75,0.0,0.0,0.75,tp 1.15738,1828,1,1
