family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,predicted_probability,oracle_member,risk_distance,risk_pips,r,extra_half_pip_stress_r,fixed_0p01_lot_usd,walk_forward_window
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-09 00:00:00+00:00,2023-01-09 00:05:00+00:00,2023-01-09 00:05:00+00:00,2023-01-09 00:10:00+00:00,1.0665799999999999,1.0669799999999998,1.06598,1.06599,TARGET,0.9345371503353915,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-09 00:05:00+00:00,2023-01-09 00:10:00+00:00,2023-01-09 00:10:00+00:00,2023-01-09 00:25:00+00:00,1.0663099999999999,1.0667099999999998,1.06571,1.06572,TARGET,0.940503298325074,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-09 00:10:00+00:00,2023-01-09 00:15:00+00:00,2023-01-09 00:15:00+00:00,2023-01-09 00:25:00+00:00,1.0664399999999998,1.0668399999999998,1.06584,1.06585,TARGET,0.9242673051751692,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-23 23:00:00+00:00,2023-01-23 23:05:00+00:00,2023-01-23 23:05:00+00:00,2023-01-23 23:30:00+00:00,1.08707,1.08747,1.08647,1.08748,STOP,0.931200820770454,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-23 23:25:00+00:00,2023-01-23 23:30:00+00:00,2023-01-23 23:30:00+00:00,2023-01-23 23:40:00+00:00,1.08716,1.0875599999999999,1.08656,1.08757,STOP,0.8761839988585112,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-23 23:30:00+00:00,2023-01-23 23:35:00+00:00,2023-01-23 23:35:00+00:00,2023-01-23 23:40:00+00:00,1.08723,1.0876299999999999,1.08663,1.08764,STOP,0.9009891839152605,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-23 23:35:00+00:00,2023-01-23 23:40:00+00:00,2023-01-23 23:40:00+00:00,2023-01-24 01:15:00+00:00,1.08737,1.08777,1.08677,1.08778,STOP,0.904859834508643,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-01-24 00:00:00+00:00,2023-01-24 00:05:00+00:00,2023-01-24 00:05:00+00:00,2023-01-24 01:15:00+00:00,1.08707,1.08667,1.08767,1.0876599999999998,TARGET,0.8548799268296752,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-24 00:15:00+00:00,2023-01-24 00:20:00+00:00,2023-01-24 00:20:00+00:00,2023-01-24 01:15:00+00:00,1.08735,1.08775,1.08675,1.08776,STOP,0.8803792828983612,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-24 23:55:00+00:00,2023-01-25 00:00:00+00:00,2023-01-25 00:00:00+00:00,2023-01-25 00:15:00+00:00,1.0889799999999998,1.0893799999999998,1.08838,1.08839,TARGET,0.8820326032208974,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-25 00:00:00+00:00,2023-01-25 00:05:00+00:00,2023-01-25 00:05:00+00:00,2023-01-25 00:30:00+00:00,1.0886099999999999,1.0890099999999998,1.08801,1.0890199999999999,STOP,0.8990041210513102,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-25 00:30:00+00:00,2023-01-25 00:35:00+00:00,2023-01-25 00:35:00+00:00,2023-01-25 01:00:00+00:00,1.0887,1.0891,1.0881,1.08911,STOP,0.9374337173842483,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-26 23:00:00+00:00,2023-01-26 23:05:00+00:00,2023-01-26 23:05:00+00:00,2023-01-26 23:35:00+00:00,1.08926,1.0896599999999999,1.08866,1.08967,STOP,0.9050753409363581,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-26 23:10:00+00:00,2023-01-26 23:15:00+00:00,2023-01-26 23:15:00+00:00,2023-01-27 00:00:00+00:00,1.0894199999999998,1.0898199999999998,1.08882,1.0898299999999999,STOP,0.8909573792388054,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-26 23:20:00+00:00,2023-01-26 23:25:00+00:00,2023-01-26 23:25:00+00:00,2023-01-27 00:00:00+00:00,1.0893899999999999,1.0897899999999998,1.08879,1.0897999999999999,STOP,0.9032933288846926,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-26 23:25:00+00:00,2023-01-26 23:30:00+00:00,2023-01-26 23:30:00+00:00,2023-01-26 23:35:00+00:00,1.0892899999999999,1.0896899999999998,1.08869,1.0897,STOP,0.8704619014898346,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-01-26 23:55:00+00:00,2023-01-27 00:00:00+00:00,2023-01-27 00:00:00+00:00,2023-01-27 00:50:00+00:00,1.08938,1.08898,1.08998,1.0899699999999999,TARGET,0.8727006236168722,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-27 00:00:00+00:00,2023-01-27 00:05:00+00:00,2023-01-27 00:05:00+00:00,2023-01-27 01:20:00+00:00,1.08974,1.0901399999999999,1.08914,1.08915,TARGET,0.9703352851044041,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-27 00:05:00+00:00,2023-01-27 00:10:00+00:00,2023-01-27 00:10:00+00:00,2023-01-27 00:50:00+00:00,1.0896599999999999,1.0900599999999998,1.08906,1.0900699999999999,STOP,0.9176244661243629,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-27 00:10:00+00:00,2023-01-27 00:15:00+00:00,2023-01-27 00:15:00+00:00,2023-01-27 00:30:00+00:00,1.08955,1.08995,1.08895,1.08996,STOP,0.8871300715327083,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-29 23:55:00+00:00,2023-01-30 00:00:00+00:00,2023-01-30 00:00:00+00:00,2023-01-30 00:55:00+00:00,1.08717,1.08757,1.08657,1.08758,STOP,0.8700095702285175,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-30 00:00:00+00:00,2023-01-30 00:05:00+00:00,2023-01-30 00:05:00+00:00,2023-01-30 01:05:00+00:00,1.08741,1.08781,1.08681,1.0868200000000001,TARGET,0.9575548137165597,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-01-30 00:05:00+00:00,2023-01-30 00:10:00+00:00,2023-01-30 00:10:00+00:00,2023-01-30 00:55:00+00:00,1.0871899999999999,1.0875899999999998,1.08659,1.0876,STOP,0.926954935670632,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-01-30 00:10:00+00:00,2023-01-30 00:15:00+00:00,2023-01-30 00:15:00+00:00,2023-01-30 01:05:00+00:00,1.0870900000000001,1.0866900000000002,1.08769,1.08668,STOP,0.8778426395167619,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-06 00:00:00+00:00,2023-02-06 00:05:00+00:00,2023-02-06 00:05:00+00:00,2023-02-06 00:10:00+00:00,1.0793899999999998,1.0797899999999998,1.07879,1.0788,TARGET,0.8596957174096311,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-06 00:05:00+00:00,2023-02-06 00:10:00+00:00,2023-02-06 00:10:00+00:00,2023-02-06 00:35:00+00:00,1.07892,1.0785200000000001,1.07952,1.07851,STOP,0.8661970297843062,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-06 00:10:00+00:00,2023-02-06 00:15:00+00:00,2023-02-06 00:15:00+00:00,2023-02-06 00:35:00+00:00,1.07874,1.07834,1.07934,1.07833,STOP,0.8661988307978774,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-06 00:35:00+00:00,2023-02-06 00:40:00+00:00,2023-02-06 00:40:00+00:00,2023-02-06 00:55:00+00:00,1.07827,1.07787,1.07887,1.07886,TARGET,0.8507880333120721,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-14 23:30:00+00:00,2023-02-14 23:35:00+00:00,2023-02-14 23:35:00+00:00,2023-02-15 01:05:00+00:00,1.0737299999999999,1.0741299999999998,1.07313,1.0741399999999999,STOP,0.9239225758817095,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-15 00:10:00+00:00,2023-02-15 00:15:00+00:00,2023-02-15 00:15:00+00:00,2023-02-15 00:50:00+00:00,1.07339,1.07299,1.07399,1.07398,TARGET,0.8709429731135963,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-15 00:20:00+00:00,2023-02-15 00:25:00+00:00,2023-02-15 00:25:00+00:00,2023-02-15 00:50:00+00:00,1.07357,1.0739699999999999,1.07297,1.07398,STOP,0.9018680168354526,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-15 00:25:00+00:00,2023-02-15 00:30:00+00:00,2023-02-15 00:30:00+00:00,2023-02-15 01:05:00+00:00,1.07381,1.0742099999999999,1.07321,1.07422,STOP,0.90627578685201,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-15 00:50:00+00:00,2023-02-15 00:55:00+00:00,2023-02-15 00:55:00+00:00,2023-02-15 01:05:00+00:00,1.07386,1.07426,1.07326,1.07427,STOP,0.8657362435492214,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-02-28 00:05:00+00:00,2023-02-28 00:10:00+00:00,2023-02-28 00:10:00+00:00,2023-02-28 01:00:00+00:00,1.0611599999999999,1.0615599999999998,1.06056,1.06057,TARGET,0.8550327024981698,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-28 00:50:00+00:00,2023-02-28 00:55:00+00:00,2023-02-28 00:55:00+00:00,2023-02-28 01:00:00+00:00,1.06081,1.06041,1.06141,1.0604,STOP,0.8868370265091785,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-28 01:00:00+00:00,2023-02-28 01:05:00+00:00,2023-02-28 01:05:00+00:00,2023-02-28 01:35:00+00:00,1.0605200000000001,1.0601200000000002,1.06112,1.06011,STOP,0.9155598309780385,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-02-28 23:45:00+00:00,2023-02-28 23:50:00+00:00,2023-02-28 23:50:00+00:00,2023-03-01 00:00:00+00:00,1.0577800000000002,1.0573800000000002,1.05838,1.0573700000000001,STOP,0.8929553432026514,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-01 00:00:00+00:00,2023-03-01 00:05:00+00:00,2023-03-01 00:05:00+00:00,2023-03-01 00:05:00+00:00,1.0574000000000001,1.0570000000000002,1.058,1.05699,STOP,0.9402917925656089,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-01 00:05:00+00:00,2023-03-01 00:10:00+00:00,2023-03-01 00:10:00+00:00,2023-03-01 00:10:00+00:00,1.05719,1.0567900000000001,1.05779,1.05678,STOP,0.9396423265724912,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-01 00:10:00+00:00,2023-03-01 00:15:00+00:00,2023-03-01 00:15:00+00:00,2023-03-01 00:30:00+00:00,1.05706,1.0566600000000002,1.05766,1.05665,STOP,0.9391617864429939,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-01 00:15:00+00:00,2023-03-01 00:20:00+00:00,2023-03-01 00:20:00+00:00,2023-03-01 00:40:00+00:00,1.0569700000000002,1.0565700000000002,1.0575700000000001,1.0565600000000002,STOP,0.9343362932734879,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-07 23:30:00+00:00,2023-03-07 23:35:00+00:00,2023-03-07 23:35:00+00:00,2023-03-08 00:00:00+00:00,1.05489,1.0544900000000001,1.05549,1.05448,STOP,0.8990676489746385,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-08 00:00:00+00:00,2023-03-08 00:05:00+00:00,2023-03-08 00:05:00+00:00,2023-03-08 02:15:00+00:00,1.05451,1.05411,1.05511,1.0541,STOP,0.9871907244875281,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-08 00:05:00+00:00,2023-03-08 00:10:00+00:00,2023-03-08 00:10:00+00:00,2023-03-08 02:25:00+00:00,1.0544600000000002,1.0540600000000002,1.05506,1.0540500000000002,STOP,0.9390549589105811,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-08 00:10:00+00:00,2023-03-08 00:15:00+00:00,2023-03-08 00:15:00+00:00,2023-03-08 00:55:00+00:00,1.05441,1.0540100000000001,1.05501,1.055,TARGET,0.9124468331769012,1,0.0004,4.0,1.474999999999671,1.349999999999671,0.5899999999998684,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,LONG,2023-03-08 00:15:00+00:00,2023-03-08 00:20:00+00:00,2023-03-08 00:20:00+00:00,2023-03-08 02:25:00+00:00,1.05448,1.0540800000000001,1.05508,1.05407,STOP,0.921115355741097,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-17 00:55:00+00:00,2023-03-17 01:00:00+00:00,2023-03-17 01:00:00+00:00,2023-03-17 01:10:00+00:00,1.0617999999999999,1.0621999999999998,1.0612,1.0622099999999999,STOP,0.940909024944539,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-17 01:00:00+00:00,2023-03-17 01:05:00+00:00,2023-03-17 01:05:00+00:00,2023-03-17 01:05:00+00:00,1.0615599999999998,1.0619599999999998,1.06096,1.0619699999999999,STOP,0.8749822671838638,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-17 01:05:00+00:00,2023-03-17 01:10:00+00:00,2023-03-17 01:10:00+00:00,2023-03-17 01:10:00+00:00,1.0618999999999998,1.0622999999999998,1.0613,1.0623099999999999,STOP,0.927276340574093,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-17 01:10:00+00:00,2023-03-17 01:15:00+00:00,2023-03-17 01:15:00+00:00,2023-03-17 01:15:00+00:00,1.06206,1.06246,1.06146,1.06247,STOP,0.8785086727500144,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-21 23:30:00+00:00,2023-03-21 23:35:00+00:00,2023-03-21 23:35:00+00:00,2023-03-22 00:00:00+00:00,1.07716,1.0775599999999999,1.07656,1.07757,STOP,0.8539576143768766,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
N7_NEUTRAL_ORACLE_IMITATION,NEUTRAL,SHORT,2023-03-21 23:35:00+00:00,2023-03-21 23:40:00+00:00,2023-03-21 23:40:00+00:00,2023-03-22 00:05:00+00:00,1.07725,1.07765,1.07665,1.07766,STOP,0.8843783085784228,0,0.0004,4.0,-1.0250000000000536,-1.1500000000000536,-0.41000000000002146,validation_2023
