attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
125001,bba4343bc15bc58e,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.75,""maximum_source_staleness_minutes"":3,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""ASIA"",""source_horizon"":3,""source_lookback"":288,""source_threshold_z"":0.9,""stop_atr"":1.0,""target_r"":1.5}",21,521,0.04030710172744722,-8.165347498223275,0.47622239277262385,-0.38882607134396546,0.125,8.165347498223275,-14.59549462309199,1.0,1,0.0,1.0,12,9,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-1.3057034313573466,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":2},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":0.2005039169455396,""profitable"":true,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":1.0838002471341104,""trades"":4},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-0.6464794545600576,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.7458548411290261,""trades"":4},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-6.413668529251411,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.3138447059124135,""trades"":11}]"
125002,1aa47ebff483eb28,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":4,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":3,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":20,""sequence_multiplier"":2,""session"":""ALL"",""source_horizon"":3,""source_lookback"":288,""source_threshold_z"":0.9,""stop_atr"":1.5,""target_r"":2.0}",766,521,1.4702495201535508,-300.57140674207665,0.5412303498111385,-0.3923908704204656,0.0,300.57140674207625,-310.01443610587853,1.0,0,0.3888248000725202,0.9986945169712794,379,387,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-117.32825723373274,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.3888248000725202,""trades"":205},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-65.29438940543179,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.6004443858242936,""trades"":197},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-54.14931415791072,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.5972245216804222,""trades"":162},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-63.799445945001345,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.6141293248063528,""trades"":202}]"
125003,b57ceff03250f774,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.0,""maximum_source_staleness_minutes"":3,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":20,""sequence_multiplier"":2,""session"":""LONDON"",""source_horizon"":6,""source_lookback"":576,""source_threshold_z"":1.5,""stop_atr"":1.2,""target_r"":2.0}",70,521,0.1343570057581574,-38.961182052896255,0.3940774926917255,-0.5565883150413751,0.08333333333333333,38.961182052896255,-48.194750961223015,1.0,0,0.25711203735299193,1.0,31,39,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-19.014106558587976,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.2759586133496564,""trades"":26},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-4.313994404276997,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.6053520748354164,""trades"":14},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-5.321904465990223,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.25711203735299193,""trades"":7},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-10.311176624041066,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.4830057878363348,""trades"":23}]"
125004,7b994ce3befa95ee,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":5,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":20,""sequence_multiplier"":2,""session"":""NY"",""source_horizon"":6,""source_lookback"":576,""source_threshold_z"":1.2,""stop_atr"":1.0,""target_r"":1.5}",272,521,0.5220729366602687,-106.86653025913074,0.5142999676920789,-0.39289165536445125,0.16666666666666666,110.99411252248184,-113.65082193879454,1.0,0,0.43181846946938346,1.0,129,143,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-32.209467223871144,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4708689872712325,""trades"":73},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-24.641401547702316,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5992202272984677,""trades"":80},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-11.44873472291751,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.615710159437891,""trades"":39},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-38.566926764639774,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.43181846946938346,""trades"":80}]"
125005,3d5fc43645a86b2c,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":1,""maximum_response_atr"":0.0,""maximum_source_staleness_minutes"":1,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""LONDON"",""source_horizon"":12,""source_lookback"":576,""source_threshold_z"":0.9,""stop_atr"":1.0,""target_r"":1.25}",46,521,0.08829174664107485,-18.853813422054245,0.4748432411369878,-0.4098655091750923,0.08333333333333333,22.608469101023502,-24.329870979024232,1.0,0,0.0,1.0,25,21,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-11.556168204363102,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.2649981950765134,""trades"":17},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-3.766085478869592,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.36319893545611037,""trades"":7},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-2.3759281916345163,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":2},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-1.1556315471870358,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.9027955517418701,""trades"":20}]"
125006,b5568c5eec07960c,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":1,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""ALL"",""source_horizon"":12,""source_lookback"":1152,""source_threshold_z"":1.5,""stop_atr"":1.2,""target_r"":1.5}",364,521,0.6986564299424184,-154.4813409197746,0.4679705216659708,-0.424399288241139,0.041666666666666664,157.15902736067204,-161.4296318802675,1.0,0,0.33636720244315504,1.0,196,168,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-53.71035059312286,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.33636720244315504,""trades"":93},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-44.36650771678732,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.43688618678718416,""trades"":99},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-32.310825106896964,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.4234696641161049,""trades"":69},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-24.093657502967446,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.6770163073409013,""trades"":103}]"
125007,8f77882df006318d,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":1,""maximum_response_atr"":0.0,""maximum_source_staleness_minutes"":1,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""LONDON"",""source_horizon"":3,""source_lookback"":576,""source_threshold_z"":1.8,""stop_atr"":0.8,""target_r"":1.0}",8,521,0.015355086372360844,-5.70686783259271,0.2168350577582085,-0.7133584790740888,0.041666666666666664,5.70686783259271,-3.713006818759264,1.0,0,0.0,1.0,3,5,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-1.638696734032314,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.32494172665310506,""trades"":3},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-1.2286813057783763,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":1},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-1.2682964896052962,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":1},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-1.5711933031767238,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.3349340908206685,""trades"":3}]"
125008,1a5ce75dbd3a41c1,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":1,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""LONDON"",""source_horizon"":1,""source_lookback"":1152,""source_threshold_z"":0.9,""stop_atr"":1.0,""target_r"":1.5}",62,521,0.11900191938579655,-26.618742587357502,0.48433942858303125,-0.42933455786060487,0.16666666666666666,29.350417084196227,-33.35481876418629,1.0,0,0.0,1.0,34,28,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-10.446855021437486,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.4625775478202828,""trades"":23},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-8.059932449971978,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.24752865914841932,""trades"":11},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-4.819735193247581,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":4},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-3.2922199227004585,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.8022790036242677,""trades"":24}]"
125009,e605a0becd03964b,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.25,""maximum_source_staleness_minutes"":5,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":5,""sequence_multiplier"":2,""session"":""LONDON"",""source_horizon"":6,""source_lookback"":576,""source_threshold_z"":1.2,""stop_atr"":1.2,""target_r"":1.5}",97,521,0.18618042226487524,-59.13878981071757,0.32791218786563736,-0.6096782454713151,0.125,59.13878981071756,-65.87723292333231,1.0,0,0.10900673122264733,1.0,48,49,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-32.07956607525945,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.10900673122264733,""trades"":33},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-1.3706394412930372,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.9044537308823914,""trades"":23},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-8.175183202135651,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.13704202111801894,""trades"":9},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-17.51340109202944,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.3782880909818693,""trades"":32}]"
125010,cd4cf8b7c4c29ee0,M5_RISK_PULSE_CATCHUP,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":2,""maximum_response_atr"":0.5,""maximum_source_staleness_minutes"":5,""minimum_agreeing_legs"":1,""minimum_opposite_response_atr"":0.0,""minimum_tick_count"":20,""sequence_multiplier"":2,""session"":""ALL"",""source_horizon"":1,""source_lookback"":288,""source_threshold_z"":1.2,""stop_atr"":1.2,""target_r"":1.5}",514,521,0.9865642994241842,-181.00566122924278,0.5477096228186754,-0.35215109188568633,0.125,182.34891600043443,-187.90491708936912,1.0,0,0.49021456020143195,1.0,278,236,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2023-01-01T00:00:00+00:00"",""net_r"":-57.07802343482201,""profitable"":false,""start"":""2022-07-01T00:00:00+00:00"",""stress_pf"":0.49021456020143195,""trades"":139},{""end"":""2023-07-01T00:00:00+00:00"",""net_r"":-50.95259495561503,""profitable"":false,""start"":""2023-01-01T00:00:00+00:00"",""stress_pf"":0.5218079369181309,""trades"":134},{""end"":""2024-01-01T00:00:00+00:00"",""net_r"":-21.900502491969963,""profitable"":false,""start"":""2023-07-01T00:00:00+00:00"",""stress_pf"":0.6800041901938089,""trades"":95},{""end"":""2024-07-01T00:00:00+00:00"",""net_r"":-51.07454034683576,""profitable"":false,""start"":""2024-01-01T00:00:00+00:00"",""stress_pf"":0.5489731149721627,""trades"":146}]"
