timestamp_utc,tick_time_msc,date_utc,utc_block_start_ms,bid,ask,mid,spread_price,absorption_arm_time_msc,absorption_low,absorption_high,absorption_range_price,absorption_nonzero_updates,signed_update_imbalance,displacement_price,candidate_side
2026-07-17T13:22:34.625000Z,1784294554625,2026-07-17,1784289600000,3970.58,3970.88,3970.73,0.3,1784294545346,3971.52,3972.26,0.7400000000002365,161,0.055900621118012424,-0.7899999999999636,SHORT
2026-07-17T16:01:06.002000Z,1784304066002,2026-07-17,1784304000000,4018.47,4018.77,4018.62,0.3,1784304060050,4017.16,4017.87,0.7100000000000364,189,0.0582010582010582,0.75,LONG
