lifecycle_event_id,lifecycle_session_id,paper_shadow_event_id,source_cluster_id,family_event_id,timestamp_broker,timestamp_utc,timestamp_local,symbol,expert_family,observer,decision_bar_time,direction,entry_price_projected,stop_price_projected,target_price_projected,input_paper_shadow_action,input_paper_shadow_state,lifecycle_stage,synthetic_open_state,synthetic_close_state,synthetic_close_reason,synthetic_hold_bars,synthetic_gross_r,synthetic_cost_r,synthetic_net_r,running_synthetic_equity_r,running_synthetic_peak_r,running_synthetic_drawdown_r,risk_lock_after_event,kill_rule_state,proxy_cost_r,net_after_proxy_from_gross_r,review_priority,demo_authorized,real_phase2_readiness,blocker_override_mode,mt5_runtime_touched,broker_action_code_allowed,lifecycle_notes
PH3LIFE00036,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00036,WS036,FAM00019,2026.05.26 08:30:00,2026.05.26 08:29:56,2026.05.26 13:59:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 08:30:00,SHORT,4525.98,4530.32,4519.46,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_STOP,synthetic_stop_hit,5,-1.0000,0.2532,-1.2532,-6.4297,0.0000,-6.4297,SYNTHETIC_DAILY_LOCK,NORMAL,0.2532,0.2584,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_stop_hit. This is not broker or market execution.
PH3LIFE00037,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00037,WS037,FAM00019,2026.05.26 08:30:00,2026.05.26 08:29:56,2026.05.26 13:59:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 08:30:00,SHORT,4525.98,4530.32,4519.46,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-6.4297,0.0000,-6.4297,SYNTHETIC_DAILY_LOCK,NORMAL,0.2532,0.2584,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00038,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00038,WS038,FAM00020,2026.05.26 12:00:00,2026.05.26 12:00:00,2026.05.26 17:30:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 12:00:00,SHORT,4510.47,4516.04,4502.11,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_win,12,0.3500,0.2870,0.0630,-6.3667,0.0000,-6.3667,SYNTHETIC_DAILY_LOCK,NORMAL,0.2870,0.2246,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_win. This is not broker or market execution.
PH3LIFE00039,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00039,WS039,FAM00020,2026.05.26 12:00:00,2026.05.26 12:00:00,2026.05.26 17:30:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 12:00:00,SHORT,4510.47,4516.04,4502.11,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-6.3667,0.0000,-6.3667,SYNTHETIC_DAILY_LOCK,NORMAL,0.2870,0.2246,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00040,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00040,WS040,FAM00021,2026.05.26 12:15:00,2026.05.26 12:15:00,2026.05.26 17:45:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 12:15:00,SHORT,4506.21,4512.59,4496.64,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TARGET,synthetic_target_hit,8,1.5000,0.1725,1.3275,-5.0392,0.0000,-5.0392,SYNTHETIC_DAILY_LOCK,NORMAL,0.1725,0.3391,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_target_hit. This is not broker or market execution.
PH3LIFE00041,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00041,WS041,FAM00021,2026.05.26 12:15:00,2026.05.26 12:15:00,2026.05.26 17:45:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 12:15:00,SHORT,4506.21,4512.59,4496.64,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-5.0392,0.0000,-5.0392,SYNTHETIC_DAILY_LOCK,NORMAL,0.1725,0.3391,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00042,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00042,WS042,FAM00022,2026.05.26 12:30:00,2026.05.26 12:30:00,2026.05.26 18:00:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 12:30:00,SHORT,4507.95,4513.28,4499.96,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_BREAK_EVEN,synthetic_break_even,6,0.0000,0.2065,-0.2065,-5.2457,0.0000,-5.2457,SYNTHETIC_DAILY_LOCK,NORMAL,0.2065,0.3051,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_break_even. This is not broker or market execution.
PH3LIFE00043,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00043,WS043,FAM00022,2026.05.26 12:30:00,2026.05.26 12:30:00,2026.05.26 18:00:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 12:30:00,SHORT,4507.95,4513.28,4499.96,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-5.2457,0.0000,-5.2457,SYNTHETIC_DAILY_LOCK,NORMAL,0.2065,0.3051,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00044,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00044,WS044,FAM00023,2026.05.26 13:20:00,2026.05.26 13:20:00,2026.05.26 18:50:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 13:20:00,LONG,4522.42,4515.02,4533.53,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_loss,12,-0.2500,0.1486,-0.3986,-5.6443,0.0000,-5.6443,SYNTHETIC_DAILY_LOCK,NORMAL,0.1486,0.3630,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_loss. This is not broker or market execution.
PH3LIFE00045,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00045,WS045,FAM00023,2026.05.26 13:20:00,2026.05.26 13:20:00,2026.05.26 18:50:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 13:20:00,LONG,4522.42,4515.02,4533.53,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-5.6443,0.0000,-5.6443,SYNTHETIC_DAILY_LOCK,NORMAL,0.1486,0.3630,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00046,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00046,WS046,FAM00024,2026.05.26 14:15:00,2026.05.26 14:14:59,2026.05.26 19:44:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 14:15:00,SHORT,4514.70,4520.85,4505.48,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_STOP,synthetic_stop_hit,5,-1.0000,0.1789,-1.1789,-6.8232,0.0000,-6.8232,SYNTHETIC_DAILY_LOCK,NORMAL,0.1789,0.3327,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_stop_hit. This is not broker or market execution.
PH3LIFE00047,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00047,WS047,FAM00024,2026.05.26 14:15:00,2026.05.26 14:14:59,2026.05.26 19:44:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 14:15:00,SHORT,4514.70,4520.85,4505.48,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-6.8232,0.0000,-6.8232,SYNTHETIC_DAILY_LOCK,NORMAL,0.1789,0.3327,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00048,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00048,WS048,FAM00025,2026.05.26 14:30:00,2026.05.26 14:29:59,2026.05.26 19:59:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 14:30:00,LONG,4517.25,4511.57,4525.76,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_win,12,0.3500,0.1938,0.1562,-6.6670,0.0000,-6.6670,SYNTHETIC_DAILY_LOCK,NORMAL,0.1938,0.3178,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_win. This is not broker or market execution.
PH3LIFE00049,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00049,WS049,FAM00025,2026.05.26 14:30:00,2026.05.26 14:29:59,2026.05.26 19:59:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 14:30:00,LONG,4517.25,4511.57,4525.76,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-6.6670,0.0000,-6.6670,SYNTHETIC_DAILY_LOCK,NORMAL,0.1938,0.3178,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00050,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00050,WS050,FAM00026,2026.05.26 15:00:00,2026.05.26 14:59:59,2026.05.26 20:29:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:00:00,SHORT,4515.46,4519.95,4508.73,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TARGET,synthetic_target_hit,8,1.5000,0.2452,1.2548,-5.4122,0.0000,-5.4122,SYNTHETIC_DAILY_LOCK,NORMAL,0.2452,0.2664,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_target_hit. This is not broker or market execution.
PH3LIFE00051,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00051,WS051,FAM00026,2026.05.26 15:00:00,2026.05.26 14:59:59,2026.05.26 20:29:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:00:00,SHORT,4515.46,4519.95,4508.73,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-5.4122,0.0000,-5.4122,SYNTHETIC_DAILY_LOCK,NORMAL,0.2452,0.2664,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00052,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00052,WS052,FAM00027,2026.05.26 15:05:01,2026.05.26 15:05:00,2026.05.26 20:35:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:05:00,SHORT,4512.45,4516.62,4506.19,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_BREAK_EVEN,synthetic_break_even,6,0.0000,0.2636,-0.2636,-5.6758,0.0000,-5.6758,SYNTHETIC_DAILY_LOCK,NORMAL,0.2636,0.2480,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_break_even. This is not broker or market execution.
PH3LIFE00053,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00053,WS053,FAM00027,2026.05.26 15:05:01,2026.05.26 15:05:00,2026.05.26 20:35:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:05:00,SHORT,4512.45,4516.62,4506.19,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-5.6758,0.0000,-5.6758,SYNTHETIC_DAILY_LOCK,NORMAL,0.2636,0.2480,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00054,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00054,WS054,FAM00028,2026.05.26 15:35:00,2026.05.26 15:34:59,2026.05.26 21:04:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:35:00,SHORT,4504.70,4508.69,4498.72,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_loss,12,-0.2500,0.2760,-0.5260,-6.2018,0.0000,-6.2018,SYNTHETIC_DAILY_LOCK,NORMAL,0.2760,0.2356,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_loss. This is not broker or market execution.
PH3LIFE00055,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00055,WS055,FAM00028,2026.05.26 15:35:00,2026.05.26 15:34:59,2026.05.26 21:04:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:35:00,SHORT,4504.70,4508.69,4498.72,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-6.2018,0.0000,-6.2018,SYNTHETIC_DAILY_LOCK,NORMAL,0.2760,0.2356,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00056,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00056,WS056,FAM00029,2026.05.26 16:05:00,2026.05.26 16:04:59,2026.05.26 21:34:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:05:00,SHORT,4505.95,4509.94,4499.96,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_STOP,synthetic_stop_hit,5,-1.0000,0.2754,-1.2754,-7.4772,0.0000,-7.4772,SYNTHETIC_DAILY_LOCK,NORMAL,0.2754,0.2362,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_stop_hit. This is not broker or market execution.
PH3LIFE00057,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00057,WS057,FAM00029,2026.05.26 16:05:00,2026.05.26 16:04:59,2026.05.26 21:34:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:05:00,SHORT,4505.95,4509.94,4499.96,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-7.4772,0.0000,-7.4772,SYNTHETIC_DAILY_LOCK,NORMAL,0.2754,0.2362,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00058,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00058,WS058,FAM00030,2026.05.26 16:10:00,2026.05.26 16:09:59,2026.05.26 21:39:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:10:00,SHORT,4505.20,4508.77,4499.85,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_COST_DRIFT_CLOSED,SYNTHETIC_OPENED,CLOSED_BY_COST_DRIFT,cost_drift_exit,3,0.2500,0.3082,-0.0582,-7.5354,0.0000,-7.5354,SYNTHETIC_DAILY_LOCK,NORMAL,0.3082,0.2034,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: cost_drift_exit. This is not broker or market execution.
PH3LIFE00059,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00059,WS059,FAM00030,2026.05.26 16:10:00,2026.05.26 16:09:59,2026.05.26 21:39:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:10:00,SHORT,4505.20,4508.77,4499.85,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-7.5354,0.0000,-7.5354,SYNTHETIC_DAILY_LOCK,NORMAL,0.3082,0.2034,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00060,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00060,WS060,FAM00031,2026.05.26 16:50:00,2026.05.26 16:49:59,2026.05.26 22:19:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:50:00,SHORT,4505.97,4509.09,4501.29,WOULD_PAPER_SHADOW_OPEN_REVIEW,COST_WATCH_OPEN_WITH_REVIEW,OPENED_THEN_REVIEW_CLOSED,SYNTHETIC_OPENED_REVIEW_ONLY,CLOSED_BY_REVIEW,cost_watch_review_exit,1,0.0000,0.3525,-0.3525,-7.8879,0.0000,-7.8879,SYNTHETIC_DAILY_LOCK,COST_WATCH,0.3525,0.1591,MEDIUM,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: cost_watch_review_exit. This is not broker or market execution.
PH3LIFE00061,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00061,WS061,FAM00031,2026.05.26 16:50:00,2026.05.26 16:49:59,2026.05.26 22:19:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:50:00,SHORT,4505.97,4509.09,4501.29,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-7.8879,0.0000,-7.8879,SYNTHETIC_DAILY_LOCK,COST_WATCH,0.3525,0.1591,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00062,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00062,WS064,FAM00032,2026.05.26 22:20:00,2026.05.26 22:19:58,2026.05.27 03:49:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 22:20:00,LONG,4510.11,4500.06,4525.19,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_BREAK_EVEN,synthetic_break_even,6,0.0000,0.1592,-0.1592,-8.0471,0.0000,-8.0471,SYNTHETIC_DAILY_LOCK,NORMAL,0.1592,0.3524,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_break_even. This is not broker or market execution.
PH3LIFE00063,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00063,WS065,FAM00032,2026.05.26 22:20:00,2026.05.26 22:19:58,2026.05.27 03:49:58,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 22:20:00,LONG,4510.11,4500.06,4525.19,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-8.0471,0.0000,-8.0471,SYNTHETIC_DAILY_LOCK,NORMAL,0.1592,0.3524,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00064,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00064,WS066,FAM00033,2026.05.27 01:15:01,2026.05.27 01:14:58,2026.05.27 06:44:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 01:15:00,LONG,4517.33,4512.05,4525.26,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_COST_DRIFT_CLOSED,SYNTHETIC_OPENED,CLOSED_BY_COST_DRIFT,cost_drift_exit,3,0.2500,0.3027,-0.0527,-8.0998,0.0000,-8.0998,SYNTHETIC_DAILY_LOCK,NORMAL,0.3027,0.2089,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: cost_drift_exit. This is not broker or market execution.
PH3LIFE00065,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00065,WS067,FAM00033,2026.05.27 01:15:01,2026.05.27 01:14:58,2026.05.27 06:44:58,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 01:15:00,LONG,4517.33,4512.05,4525.26,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-8.0998,0.0000,-8.0998,SYNTHETIC_DAILY_LOCK,NORMAL,0.3027,0.2089,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00066,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00066,WS068,FAM00034,2026.05.27 06:05:00,2026.05.27 06:04:56,2026.05.27 11:34:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 06:05:00,SHORT,4496.22,4500.36,4490.01,BLOCKED_SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,net_expectancy_below_minimum_after_proxy_cost,0,0.0000,0.0000,0.0000,-8.0998,0.0000,-8.0998,SYNTHETIC_DAILY_LOCK,SUSPEND_FAMILY,0.3867,0.1249,HIGH,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00067,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00067,WS069,FAM00034,2026.05.27 06:05:00,2026.05.27 06:04:56,2026.05.27 11:34:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 06:05:00,SHORT,4496.22,4500.36,4490.01,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-8.0998,0.0000,-8.0998,SYNTHETIC_DAILY_LOCK,SUSPEND_FAMILY,0.3867,0.1249,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00068,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00068,WS070,FAM00035,2026.05.27 07:55:00,2026.05.27 07:54:56,2026.05.27 13:24:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 07:55:00,SHORT,4477.70,4484.29,4467.81,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_win,12,0.3500,0.2427,0.1073,-7.9925,0.0000,-7.9925,SYNTHETIC_DAILY_LOCK,NORMAL,0.2427,0.2689,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_win. This is not broker or market execution.
PH3LIFE00069,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00069,WS071,FAM00036,2026.05.27 08:45:00,2026.05.27 08:44:56,2026.05.27 14:14:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 08:45:00,LONG,4492.69,4487.80,4500.02,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_TIME_STOP,synthetic_time_stop_small_loss,12,-0.2500,0.2252,-0.4752,-8.4677,0.0000,-8.4677,SYNTHETIC_DAILY_LOCK,NORMAL,0.2252,0.2864,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_time_stop_small_loss. This is not broker or market execution.
PH3LIFE00070,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00070,WS072,FAM00036,2026.05.27 08:45:00,2026.05.27 08:44:56,2026.05.27 14:14:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 08:45:00,LONG,4492.69,4487.80,4500.02,NO_EXPOSURE_DUPLICATE_IGNORED,DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,NO_SYNTHETIC_CLOSE,observer_duplicate,0,0.0000,0.0000,0.0000,-8.4677,0.0000,-8.4677,SYNTHETIC_DAILY_LOCK,NORMAL,0.2252,0.2864,LOW,false,PENDING,side_experiment_only,false,false,No synthetic exposure was created; row remains review-only.
PH3LIFE00071,phase3-shadow-lifecycle-side-experiment-v0,PH3SHADOW00071,WS073,FAM00037,2026.05.27 09:15:00,2026.05.27 09:14:56,2026.05.27 14:44:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 09:15:00,LONG,4492.27,4488.02,4498.64,WOULD_PAPER_SHADOW_OPEN,PAPER_SHADOW_ELIGIBLE,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,CLOSED_STOP,synthetic_stop_hit,5,-1.0000,0.2591,-1.2591,-9.7268,0.0000,-9.7268,SYNTHETIC_DAILY_LOCK,NORMAL,0.2591,0.2525,LOW,false,PENDING,side_experiment_only,false,false,Synthetic lifecycle close reason: synthetic_stop_hit. This is not broker or market execution.
