paper_shadow_event_id,paper_shadow_session_id,source_event_id,source_cluster_id,family_event_id,family_event_role,primary_stream_allowed,timestamp_broker,timestamp_utc,timestamp_local,symbol,expert_family,observer,decision_bar_time,direction,entry_price_projected,stop_price_projected,target_price_projected,stop_distance_points,spread_points,cost_mode,proxy_cost_r,net_after_proxy_from_gross_r,net_delta_vs_assumed_baseline_r,kill_rule_state,paper_shadow_state,paper_shadow_action,paper_shadow_exposure_units,blocked_reason,review_priority,demo_authorized,real_phase2_readiness,blocker_override_mode,mt5_runtime_touched,broker_action_code_allowed,paper_shadow_notes
PH3SHADOW00044,phase3-paper-shadow-side-experiment-v0,PH3EXP00044,WS044,FAM00023,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 13:20:00,2026.05.26 13:20:00,2026.05.26 18:50:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 13:20:00,LONG,4522.42,4515.02,4533.53,740.4900,50.0000,entry_exit_proxy,0.1486,0.3630,0.1742,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00045,phase3-paper-shadow-side-experiment-v0,PH3EXP00045,WS045,FAM00023,OBSERVER_DUPLICATE,false,2026.05.26 13:20:00,2026.05.26 13:20:00,2026.05.26 18:50:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 13:20:00,LONG,4522.42,4515.02,4533.53,740.4900,50.0000,entry_exit_proxy,0.1486,0.3630,0.1742,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00046,phase3-paper-shadow-side-experiment-v0,PH3EXP00046,WS046,FAM00024,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 14:15:00,2026.05.26 14:14:59,2026.05.26 19:44:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 14:15:00,SHORT,4514.70,4520.85,4505.48,614.7200,50.0000,entry_exit_proxy,0.1789,0.3327,0.1439,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00047,phase3-paper-shadow-side-experiment-v0,PH3EXP00047,WS047,FAM00024,OBSERVER_DUPLICATE,false,2026.05.26 14:15:00,2026.05.26 14:14:59,2026.05.26 19:44:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 14:15:00,SHORT,4514.70,4520.85,4505.48,614.7200,50.0000,entry_exit_proxy,0.1789,0.3327,0.1439,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00048,phase3-paper-shadow-side-experiment-v0,PH3EXP00048,WS048,FAM00025,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 14:30:00,2026.05.26 14:29:59,2026.05.26 19:59:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 14:30:00,LONG,4517.25,4511.57,4525.76,567.5800,50.0000,entry_exit_proxy,0.1938,0.3178,0.1290,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00049,phase3-paper-shadow-side-experiment-v0,PH3EXP00049,WS049,FAM00025,OBSERVER_DUPLICATE,false,2026.05.26 14:30:00,2026.05.26 14:29:59,2026.05.26 19:59:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 14:30:00,LONG,4517.25,4511.57,4525.76,567.5800,50.0000,entry_exit_proxy,0.1938,0.3178,0.1290,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00050,phase3-paper-shadow-side-experiment-v0,PH3EXP00050,WS050,FAM00026,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 15:00:00,2026.05.26 14:59:59,2026.05.26 20:29:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:00:00,SHORT,4515.46,4519.95,4508.73,448.5300,50.0000,entry_exit_proxy,0.2452,0.2664,0.0776,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00051,phase3-paper-shadow-side-experiment-v0,PH3EXP00051,WS051,FAM00026,OBSERVER_DUPLICATE,false,2026.05.26 15:00:00,2026.05.26 14:59:59,2026.05.26 20:29:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:00:00,SHORT,4515.46,4519.95,4508.73,448.5300,50.0000,entry_exit_proxy,0.2452,0.2664,0.0776,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00052,phase3-paper-shadow-side-experiment-v0,PH3EXP00052,WS052,FAM00027,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 15:05:01,2026.05.26 15:05:00,2026.05.26 20:35:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:05:00,SHORT,4512.45,4516.62,4506.19,417.2300,50.0000,entry_exit_proxy,0.2636,0.2480,0.0592,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00053,phase3-paper-shadow-side-experiment-v0,PH3EXP00053,WS053,FAM00027,OBSERVER_DUPLICATE,false,2026.05.26 15:05:01,2026.05.26 15:05:00,2026.05.26 20:35:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:05:00,SHORT,4512.45,4516.62,4506.19,417.2300,50.0000,entry_exit_proxy,0.2636,0.2480,0.0592,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00054,phase3-paper-shadow-side-experiment-v0,PH3EXP00054,WS054,FAM00028,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 15:35:00,2026.05.26 15:34:59,2026.05.26 21:04:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 15:35:00,SHORT,4504.70,4508.69,4498.72,398.5200,50.0000,entry_exit_proxy,0.2760,0.2356,0.0468,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00055,phase3-paper-shadow-side-experiment-v0,PH3EXP00055,WS055,FAM00028,OBSERVER_DUPLICATE,false,2026.05.26 15:35:00,2026.05.26 15:34:59,2026.05.26 21:04:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 15:35:00,SHORT,4504.70,4508.69,4498.72,398.5200,50.0000,entry_exit_proxy,0.2760,0.2356,0.0468,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00056,phase3-paper-shadow-side-experiment-v0,PH3EXP00056,WS056,FAM00029,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 16:05:00,2026.05.26 16:04:59,2026.05.26 21:34:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:05:00,SHORT,4505.95,4509.94,4499.96,399.4600,50.0000,entry_exit_proxy,0.2754,0.2362,0.0474,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00057,phase3-paper-shadow-side-experiment-v0,PH3EXP00057,WS057,FAM00029,OBSERVER_DUPLICATE,false,2026.05.26 16:05:00,2026.05.26 16:04:59,2026.05.26 21:34:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:05:00,SHORT,4505.95,4509.94,4499.96,399.4600,50.0000,entry_exit_proxy,0.2754,0.2362,0.0474,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00058,phase3-paper-shadow-side-experiment-v0,PH3EXP00058,WS058,FAM00030,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 16:10:00,2026.05.26 16:09:59,2026.05.26 21:39:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:10:00,SHORT,4505.20,4508.77,4499.85,356.9100,50.0000,entry_exit_proxy,0.3082,0.2034,0.0146,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00059,phase3-paper-shadow-side-experiment-v0,PH3EXP00059,WS059,FAM00030,OBSERVER_DUPLICATE,false,2026.05.26 16:10:00,2026.05.26 16:09:59,2026.05.26 21:39:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:10:00,SHORT,4505.20,4508.77,4499.85,356.9100,50.0000,entry_exit_proxy,0.3082,0.2034,0.0146,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00060,phase3-paper-shadow-side-experiment-v0,PH3EXP00060,WS060,FAM00031,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 16:50:00,2026.05.26 16:49:59,2026.05.26 22:19:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 16:50:00,SHORT,4505.97,4509.09,4501.29,312.0200,50.0000,entry_exit_proxy,0.3525,0.1591,-0.0297,COST_WATCH,COST_WATCH_OPEN_WITH_REVIEW,WOULD_PAPER_SHADOW_OPEN_REVIEW,1,,MEDIUM,false,PENDING,side_experiment_only,false,false,Primary family event would be shadow-opened but tagged for cost review.
PH3SHADOW00061,phase3-paper-shadow-side-experiment-v0,PH3EXP00061,WS061,FAM00031,OBSERVER_DUPLICATE,false,2026.05.26 16:50:00,2026.05.26 16:49:59,2026.05.26 22:19:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 16:50:00,SHORT,4505.97,4509.09,4501.29,312.0200,50.0000,entry_exit_proxy,0.3525,0.1591,-0.0297,COST_WATCH,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00062,phase3-paper-shadow-side-experiment-v0,PH3EXP00062,WS064,FAM00032,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.26 22:20:00,2026.05.26 22:19:58,2026.05.27 03:49:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.26 22:20:00,LONG,4510.11,4500.06,4525.19,1005.3400,75.0000,entry_exit_proxy,0.1592,0.3524,0.1636,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00063,phase3-paper-shadow-side-experiment-v0,PH3EXP00063,WS065,FAM00032,OBSERVER_DUPLICATE,false,2026.05.26 22:20:00,2026.05.26 22:19:58,2026.05.27 03:49:58,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.26 22:20:00,LONG,4510.11,4500.06,4525.19,1005.3400,75.0000,entry_exit_proxy,0.1592,0.3524,0.1636,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00064,phase3-paper-shadow-side-experiment-v0,PH3EXP00064,WS066,FAM00033,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 01:15:01,2026.05.27 01:14:58,2026.05.27 06:44:58,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 01:15:00,LONG,4517.33,4512.05,4525.26,528.5000,75.0000,entry_exit_proxy,0.3027,0.2089,0.0201,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00065,phase3-paper-shadow-side-experiment-v0,PH3EXP00065,WS067,FAM00033,OBSERVER_DUPLICATE,false,2026.05.27 01:15:01,2026.05.27 01:14:58,2026.05.27 06:44:58,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 01:15:00,LONG,4517.33,4512.05,4525.26,528.5000,75.0000,entry_exit_proxy,0.3027,0.2089,0.0201,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00066,phase3-paper-shadow-side-experiment-v0,PH3EXP00066,WS068,FAM00034,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 06:05:00,2026.05.27 06:04:56,2026.05.27 11:34:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 06:05:00,SHORT,4496.22,4500.36,4490.01,413.7600,75.0000,entry_exit_proxy,0.3867,0.1249,-0.0639,SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,BLOCKED_SUSPEND_FAMILY,0,net_expectancy_below_minimum_after_proxy_cost,HIGH,false,PENDING,side_experiment_only,false,false,Primary family event remains blocked by the experimental cost-survival rule.
PH3SHADOW00067,phase3-paper-shadow-side-experiment-v0,PH3EXP00067,WS069,FAM00034,OBSERVER_DUPLICATE,false,2026.05.27 06:05:00,2026.05.27 06:04:56,2026.05.27 11:34:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 06:05:00,SHORT,4496.22,4500.36,4490.01,413.7600,75.0000,entry_exit_proxy,0.3867,0.1249,-0.0639,SUSPEND_FAMILY,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00068,phase3-paper-shadow-side-experiment-v0,PH3EXP00068,WS070,FAM00035,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 07:55:00,2026.05.27 07:54:56,2026.05.27 13:24:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 07:55:00,SHORT,4477.70,4484.29,4467.81,659.3700,75.0000,entry_exit_proxy,0.2427,0.2689,0.0801,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00069,phase3-paper-shadow-side-experiment-v0,PH3EXP00069,WS071,FAM00036,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 08:45:00,2026.05.27 08:44:56,2026.05.27 14:14:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 08:45:00,LONG,4492.69,4487.80,4500.02,488.5400,50.0000,entry_exit_proxy,0.2252,0.2864,0.0976,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00070,phase3-paper-shadow-side-experiment-v0,PH3EXP00070,WS072,FAM00036,OBSERVER_DUPLICATE,false,2026.05.27 08:45:00,2026.05.27 08:44:56,2026.05.27 14:14:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 08:45:00,LONG,4492.69,4487.80,4500.02,488.5400,50.0000,entry_exit_proxy,0.2252,0.2864,0.0976,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00071,phase3-paper-shadow-side-experiment-v0,PH3EXP00071,WS073,FAM00037,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 09:15:00,2026.05.27 09:14:56,2026.05.27 14:44:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 09:15:00,LONG,4492.27,4488.02,4498.64,424.5400,50.0000,entry_exit_proxy,0.2591,0.2525,0.0637,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00072,phase3-paper-shadow-side-experiment-v0,PH3EXP00072,WS074,FAM00037,OBSERVER_DUPLICATE,false,2026.05.27 09:15:00,2026.05.27 09:14:56,2026.05.27 14:44:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 09:15:00,LONG,4492.27,4488.02,4498.64,424.5400,50.0000,entry_exit_proxy,0.2591,0.2525,0.0637,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00073,phase3-paper-shadow-side-experiment-v0,PH3EXP00073,WS075,FAM00038,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 09:40:00,2026.05.27 09:39:56,2026.05.27 15:09:56,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 09:40:00,LONG,4490.62,4486.31,4497.08,430.6400,50.0000,entry_exit_proxy,0.2554,0.2562,0.0674,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00074,phase3-paper-shadow-side-experiment-v0,PH3EXP00074,WS076,FAM00038,OBSERVER_DUPLICATE,false,2026.05.27 09:40:00,2026.05.27 09:39:56,2026.05.27 15:09:56,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 09:40:00,LONG,4490.62,4486.31,4497.08,430.6400,50.0000,entry_exit_proxy,0.2554,0.2562,0.0674,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00075,phase3-paper-shadow-side-experiment-v0,PH3EXP00075,WS077,FAM00039,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 09:55:03,2026.05.27 09:54:59,2026.05.27 15:24:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 09:55:00,LONG,4489.79,4487.67,4492.97,211.6700,50.0000,entry_exit_proxy,0.5197,-0.0081,-0.1969,SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,BLOCKED_SUSPEND_FAMILY,0,net_expectancy_below_minimum_after_proxy_cost,HIGH,false,PENDING,side_experiment_only,false,false,Primary family event remains blocked by the experimental cost-survival rule.
PH3SHADOW00076,phase3-paper-shadow-side-experiment-v0,PH3EXP00076,WS078,FAM00039,OBSERVER_DUPLICATE,false,2026.05.27 09:55:03,2026.05.27 09:54:59,2026.05.27 15:24:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 09:55:00,LONG,4489.79,4487.67,4492.97,211.6700,50.0000,entry_exit_proxy,0.5197,-0.0081,-0.1969,SUSPEND_FAMILY,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00077,phase3-paper-shadow-side-experiment-v0,PH3EXP00077,WS079,FAM00040,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 11:55:00,2026.05.27 11:55:00,2026.05.27 17:25:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 11:55:00,SHORT,4438.79,4445.41,4428.86,662.2600,50.0000,entry_exit_proxy,0.1661,0.3455,0.1567,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00078,phase3-paper-shadow-side-experiment-v0,PH3EXP00078,WS080,FAM00040,OBSERVER_DUPLICATE,false,2026.05.27 11:55:00,2026.05.27 11:55:00,2026.05.27 17:25:00,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 11:55:00,SHORT,4438.79,4445.41,4428.86,662.2600,50.0000,entry_exit_proxy,0.1661,0.3455,0.1567,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00079,phase3-paper-shadow-side-experiment-v0,PH3EXP00079,WS081,FAM00041,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 12:45:00,2026.05.27 12:45:00,2026.05.27 18:15:00,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 12:45:00,SHORT,4444.51,4454.29,4429.84,978.2700,50.0000,entry_exit_proxy,0.1124,0.3992,0.2104,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00080,phase3-paper-shadow-side-experiment-v0,PH3EXP00080,WS082,FAM00042,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 15:50:00,2026.05.27 15:49:59,2026.05.27 21:19:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 15:50:00,SHORT,4432.76,4441.56,4419.55,880.4300,75.0000,entry_exit_proxy,0.1817,0.3299,0.1411,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00081,phase3-paper-shadow-side-experiment-v0,PH3EXP00081,WS083,FAM00042,OBSERVER_DUPLICATE,false,2026.05.27 15:50:00,2026.05.27 15:49:59,2026.05.27 21:19:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 15:50:00,SHORT,4432.76,4441.56,4419.55,880.4300,75.0000,entry_exit_proxy,0.1817,0.3299,0.1411,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00082,phase3-paper-shadow-side-experiment-v0,PH3EXP00082,WS084,FAM00043,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 17:20:00,2026.05.27 17:19:59,2026.05.27 22:49:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 17:20:00,LONG,4445.62,4440.92,4452.66,469.5600,50.0000,entry_exit_proxy,0.2343,0.2773,0.0885,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00083,phase3-paper-shadow-side-experiment-v0,PH3EXP00083,WS085,FAM00043,OBSERVER_DUPLICATE,false,2026.05.27 17:20:00,2026.05.27 17:19:59,2026.05.27 22:49:59,XAUUSD,breakout_retest_family,swing_breakout_retest_v0,2026.05.27 17:20:00,LONG,4445.62,4440.92,4452.66,469.5600,50.0000,entry_exit_proxy,0.2343,0.2773,0.0885,NORMAL,DUPLICATE_IGNORED,NO_EXPOSURE_DUPLICATE_IGNORED,0,observer_duplicate,LOW,false,PENDING,side_experiment_only,false,false,Same-family observer row is retained for review but cannot create extra exposure.
PH3SHADOW00084,phase3-paper-shadow-side-experiment-v0,PH3EXP00084,WS086,FAM00044,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 17:40:00,2026.05.27 17:39:59,2026.05.27 23:09:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 17:40:00,SHORT,4449.77,4453.56,4444.08,379.0600,50.0000,entry_exit_proxy,0.2902,0.2214,0.0326,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00085,phase3-paper-shadow-side-experiment-v0,PH3EXP00085,WS087,FAM00045,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 17:45:00,2026.05.27 17:44:59,2026.05.27 23:14:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 17:45:00,SHORT,4450.76,4454.54,4445.10,377.6000,50.0000,entry_exit_proxy,0.2913,0.2203,0.0315,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
PH3SHADOW00086,phase3-paper-shadow-side-experiment-v0,PH3EXP00086,WS088,FAM00046,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 18:00:00,2026.05.27 17:59:59,2026.05.27 23:29:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 18:00:00,SHORT,4450.47,4453.92,4445.30,344.9300,75.0000,entry_exit_proxy,0.4639,0.0477,-0.1411,SUSPEND_FAMILY,SUSPEND_FAMILY_BLOCKED,BLOCKED_SUSPEND_FAMILY,0,net_expectancy_below_minimum_after_proxy_cost,HIGH,false,PENDING,side_experiment_only,false,false,Primary family event remains blocked by the experimental cost-survival rule.
PH3SHADOW00087,phase3-paper-shadow-side-experiment-v0,PH3EXP00087,WS089,FAM00047,PRIMARY_EXECUTION_CANDIDATE,true,2026.05.27 18:05:00,2026.05.27 18:04:59,2026.05.27 23:34:59,XAUUSD,breakout_retest_family,breakout_retest,2026.05.27 18:05:00,SHORT,4450.10,4454.19,4443.96,409.1300,50.0000,entry_exit_proxy,0.2689,0.2427,0.0539,NORMAL,PAPER_SHADOW_ELIGIBLE,WOULD_PAPER_SHADOW_OPEN,1,,LOW,false,PENDING,side_experiment_only,false,false,Primary family event is eligible in the side-experiment paper-shadow ledger.
