trade_id,runtime_source_id,runtime_entry_time_utc,runtime_exit_time_utc,capital_runtime_pnl_usd,candidate_source_id,direction,candidate_entry_time_ms,candidate_exit_time_ms,runtime_entry_time_ms,runtime_exit_time_ms,v2_veto,degraded_ranked_eligible,dukascopy_entry_covered,dukascopy_exit_covered,dukascopy_covered,dukascopy_entry_time_utc,dukascopy_entry_lag_ms,dukascopy_entry_bid,dukascopy_entry_ask,dukascopy_entry_source_file,dukascopy_entry_source_row_index,dukascopy_exit_time_utc,dukascopy_exit_lag_ms,dukascopy_exit_bid,dukascopy_exit_ask,dukascopy_exit_source_file,dukascopy_exit_source_row_index,dukascopy_spread_only_pnl_usd,entry_year,v6_veto,causal_rank,prior_month_closed_trades,prior_month_closed_pnl_usd,monthly_quality_veto,v14_retained
V9_BREAK_20220715T131500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-15 13:15:00+00:00,2022-07-15 13:25:00+00:00,-6.933625447804608,V57_BREAK_SWING_H4ADX_HIGH,LONG,1657890900000,1657891500000,1657890900000,1657891500000,False,False,True,True,True,2022-07-15T13:15:00.069Z,69.0,1713.664,1713.993,year=2022/month=07/2022071513.json,5429.0,2022-07-15T13:25:00.039Z,39.0,1707.898,1708.185,year=2022/month=07/2022071513.json,9680.0,-6.095000000000027,2022,False,0.1069182389937107,10,-25.11500000000001,True,False
V9_BREAK_20220718T072500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-18 07:25:00+00:00,2022-07-18 10:40:00+00:00,-4.022395833333333,V57_BREAK_SWING_H4ADX_HIGH,LONG,1658129100000,1658140800000,1658129100000,1658140800000,False,False,True,True,True,2022-07-18T07:25:00.164Z,164.0,1719.908,1720.268,year=2022/month=07/2022071807.json,5256.0,2022-07-18T10:40:00.109Z,109.0,1715.433,1715.718,year=2022/month=07/2022071810.json,6235.0,-4.835000000000036,2022,False,0.6802507836990596,10,-25.11500000000001,False,True
V7_20220718T122000Z_LONG,V7_SWING_HEALTH,2022-07-18 12:20:00+00:00,2022-07-18 13:42:20+00:00,1.7024652777778044,V7_SWING_HEALTH,LONG,1658146800000,1658157300000,1658146800000,1658151740000,False,True,True,True,True,2022-07-18T12:20:00.023Z,23.0,1714.111,1714.466,year=2022/month=07/2022071812.json,4043.0,2022-07-18T13:42:20.000Z,0.0,1716.686,1717.075,year=2022/month=07/2022071813.json,13990.0,2.2200000000000277,2022,False,0.83125,11,-29.950000000000045,False,True
V9_BREAK_20220719T133500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-19 13:35:00+00:00,2022-07-20 05:25:00+00:00,-4.205902777777778,V57_BREAK_SWING_H4ADX_HIGH,LONG,1658237700000,1658294700000,1658237700000,1658294700000,False,False,True,True,True,2022-07-19T13:35:00.043Z,43.0,1712.481,1712.812,year=2022/month=07/2022071913.json,10534.0,2022-07-20T05:25:01.434Z,1434.0,1710.174,1710.522,year=2022/month=07/2022072005.json,2128.0,-2.63799999999992,2022,False,0.6666666666666666,12,-27.730000000000018,False,True
V9_BREAK_20220720T133000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-20 13:30:00+00:00,2022-07-20 13:45:00+00:00,-4.116504015356264,V57_BREAK_SWING_H4ADX_HIGH,LONG,1658323800000,1658324700000,1658323800000,1658324700000,False,False,True,True,True,2022-07-20T13:30:00.005Z,5.0,1713.401,1713.666,year=2022/month=07/2022072013.json,8194.0,2022-07-20T13:45:00.023Z,23.0,1710.254,1710.623,year=2022/month=07/2022072013.json,13901.0,-3.4120000000000346,2022,False,0.8229813664596274,13,-30.367999999999938,False,True
1b1d10e716a5de33237f5eff,R2_DOWNTREND,2022-07-20 17:00:05+00:00,2022-07-21 12:41:25+00:00,2.890149469379309,R2_DOWNTREND,SHORT,1658336400084,1658408539986,1658336405000,1658407285000,False,False,True,True,True,2022-07-20T17:00:05.082Z,82.0,1702.444,1702.736,year=2022/month=07/2022072017.json,40.0,2022-07-21T12:41:25.007Z,7.0,1698.208,1698.652,year=2022/month=07/2022072112.json,14777.0,3.791999999999916,2022,False,0.6006191950464397,14,-33.77999999999997,False,True
V9_BREAK_20220721T122500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-07-21 12:25:00+00:00,2022-07-21 12:30:00+00:00,-4.532645810382768,V57_BREAK_SWING_H4ADX_HIGH,LONG,1658406300000,1658406600000,1658406300000,1658406600000,False,False,True,True,True,2022-07-21T12:25:00.045Z,45.0,1693.298,1693.752,year=2022/month=07/2022072112.json,7322.0,2022-07-21T12:30:00.045Z,45.0,1689.028,1689.602,year=2022/month=07/2022072112.json,9170.0,-4.723999999999933,2022,False,0.2222222222222222,14,-33.77999999999997,True,False
V9_BREAK_20220802T122500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-08-02 12:25:00+00:00,2022-08-02 13:25:00+00:00,-4.646742554149511,V57_BREAK_SWING_H4ADX_HIGH,LONG,1659443100000,1659446700000,1659443100000,1659446700000,False,False,True,True,True,2022-08-02T12:25:00.100Z,100.0,1784.974,1785.322,year=2022/month=08/2022080212.json,6435.0,2022-08-02T13:25:00.065Z,65.0,1776.758,1776.986,year=2022/month=08/2022080213.json,9354.0,-8.56399999999985,2022,False,0.3282208588957055,0,0.0,False,True
V9_BREAK_20220802T132500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-08-02 13:25:00+00:00,2022-08-02 13:40:00+00:00,-6.327940880607618,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1659446700000,1659447600000,1659446700000,1659447600000,True,True,True,True,True,2022-08-02T13:25:00.065Z,65.0,1776.758,1776.986,year=2022/month=08/2022080213.json,9354.0,2022-08-02T13:40:00.102Z,102.0,1781.918,1782.246,year=2022/month=08/2022080213.json,16377.0,-5.488000000000056,2022,True,0.08868501529051988,1,-8.56399999999985,False,False
V25_9a1ba82035834f9a8af309cf,V25_CHOP,2022-08-16 03:45:20+00:00,2022-08-16 08:12:35+00:00,6.869720981592415,V25_CHOP,SHORT,1660621518178,1660637550867,1660621520000,1660637555000,False,False,True,True,True,2022-08-16T03:45:20.163Z,163.0,1781.835,1782.156,year=2022/month=08/2022081603.json,2636.0,2022-08-16T08:12:35.146Z,146.0,1774.018,1774.286,year=2022/month=08/2022081608.json,1935.0,7.548999999999978,2022,False,0.8765060240963856,1,-8.56399999999985,False,True
V25_c441addc8202804a173bf37e,V25_CHOP,2022-08-25 01:35:05+00:00,2022-08-25 07:12:45+00:00,6.357756120346405,V25_CHOP,LONG,1661391300229,1661411563072,1661391305000,1661411565000,False,False,True,True,True,2022-08-25T01:35:05.624Z,624.0,1755.304,1755.692,year=2022/month=08/2022082501.json,4083.0,2022-08-25T07:12:45.103Z,103.0,1762.564,1762.972,year=2022/month=08/2022082507.json,2854.0,6.872000000000071,2022,False,0.5119047619047619,2,-1.0149999999998727,False,True
3e501db6c357ce675f0d93d2,R2_DOWNTREND,2022-09-01 11:00:05+00:00,2022-09-01 16:01:05+00:00,1.540135508300691,R2_DOWNTREND,SHORT,1662030000071,1662073200288,1662030005000,1662048065000,False,False,True,True,True,2022-09-01T11:00:05.045Z,45.0,1701.678,1702.006,year=2022/month=09/2022090111.json,26.0,2022-09-01T16:01:05.121Z,121.0,1699.128,1699.452,year=2022/month=09/2022090116.json,281.0,2.2260000000001128,2022,False,0.584070796460177,0,0.0,False,True
V25_2ecc9bbf92f3a7083cdf6116,V25_CHOP,2022-09-29 23:05:05+00:00,2022-09-30 07:16:40+00:00,10.023032510572966,V25_CHOP,LONG,1664492700846,1664522196530,1664492705000,1664522200000,False,False,True,True,True,2022-09-29T23:05:06.872Z,1872.0,1662.428,1662.845,year=2022/month=09/2022092923.json,177.0,2022-09-30T07:16:40.207Z,207.0,1673.808,1674.062,year=2022/month=09/2022093007.json,4598.0,10.962999999999964,2022,False,0.4463768115942029,1,2.2260000000001128,False,True
9b69c89d0997c808d30fa039,R2_DOWNTREND,2022-10-14 14:00:05+00:00,2022-10-16 22:00:05+00:00,4.439835833813453,R2_DOWNTREND,SHORT,1665756000066,1665957600038,1665756005000,1665957605000,False,False,True,True,True,2022-10-14T14:00:05.009Z,9.0,1645.653,1646.097,year=2022/month=10/2022101414.json,66.0,2022-10-16T22:00:06.837Z,1837.0,1643.358,1644.158,year=2022/month=10/2022101622.json,41.0,1.4950000000001182,2022,False,0.42528735632183906,0,0.0,False,True
0903433dd3dd1947913a8d42,R2_DOWNTREND,2022-10-17 03:00:05+00:00,2022-10-17 09:41:35+00:00,-8.682086883521634,R2_DOWNTREND,SHORT,1665975602094,1665999693134,1665975605000,1665999695000,False,False,True,True,True,2022-10-17T03:00:05.486Z,486.0,1650.118,1650.495,year=2022/month=10/2022101703.json,10.0,2022-10-17T09:41:35.100Z,100.0,1657.803,1658.145,year=2022/month=10/2022101709.json,7784.0,-8.027000000000044,2022,False,0.3151862464183381,1,1.4950000000001182,False,True
V9_BREAK_20221115T123500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-15 12:35:00+00:00,2022-11-15 13:35:00+00:00,6.510416666666667,V57_BREAK_SWING_H4ADX_HIGH,LONG,1668515700000,1668519300000,1668515700000,1668519300000,False,True,True,True,True,2022-11-15T12:35:00.066Z,66.0,1775.007,1775.493,year=2022/month=11/2022111512.json,4578.0,2022-11-15T13:35:00.004Z,4.0,1785.637,1786.123,year=2022/month=11/2022111513.json,11206.0,10.144000000000004,2022,False,0.6373937677053825,0,0.0,False,True
V9_BREAK_20221115T133500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-15 13:35:00+00:00,2022-11-15 13:55:00+00:00,9.248519956134514,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1668519300000,1668520500000,1668519300000,1668520500000,False,True,True,True,True,2022-11-15T13:35:00.004Z,4.0,1785.637,1786.123,year=2022/month=11/2022111513.json,11206.0,2022-11-15T13:55:00.069Z,69.0,1777.077,1777.563,year=2022/month=11/2022111513.json,22912.0,8.073999999999842,2022,False,0.9491525423728814,1,10.144000000000004,False,True
V9_BREAK_20221116T065500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-16 06:55:00+00:00,2022-11-16 09:10:00+00:00,6.4921875,V57_BREAK_SWING_H4ADX_HIGH,LONG,1668581700000,1668589800000,1668581700000,1668589800000,False,True,True,True,True,2022-11-16T06:55:00.011Z,11.0,1773.037,1773.412,year=2022/month=11/2022111606.json,5150.0,2022-11-16T09:10:00.617Z,617.0,1780.488,1780.932,year=2022/month=11/2022111609.json,1764.0,7.076000000000022,2022,False,0.4169014084507042,2,18.217999999999847,False,True
V9_BREAK_20221116T134000Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-16 13:40:00+00:00,2022-11-16 20:28:55+00:00,2.0890931237268013,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1668606000000,1668650100000,1668606000000,1668630535000,False,True,True,True,True,2022-11-16T13:40:00.040Z,40.0,1778.968,1779.332,year=2022/month=11/2022111613.json,11578.0,2022-11-16T20:28:58.022Z,3022.0,1775.778,1776.202,year=2022/month=11/2022111620.json,2352.0,2.7660000000000764,2022,False,0.6039325842696629,3,25.29399999999987,False,True
V9_BREAK_20221117T120500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-17 12:05:00+00:00,2022-11-17 13:10:00+00:00,6.509201388888889,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1668686700000,1668690600000,1668686700000,1668690600000,False,True,True,True,True,2022-11-17T12:05:00.100Z,100.0,1765.117,1765.522,year=2022/month=11/2022111712.json,1289.0,2022-11-17T13:10:00.081Z,81.0,1759.347,1759.833,year=2022/month=11/2022111713.json,4415.0,5.283999999999878,2022,False,0.16246498599439776,4,28.059999999999945,False,True
V9_BREAK_20221117T142000Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-17 14:20:00+00:00,2022-11-18 11:27:00+00:00,2.56110417182622,V57_BREAK_SWING_H4ADX_HIGH,LONG,1668694800000,1668783000000,1668694800000,1668770820000,False,False,True,True,True,2022-11-17T14:20:00.295Z,295.0,1758.048,1758.442,year=2022/month=11/2022111714.json,6017.0,2022-11-18T11:27:00.022Z,22.0,1762.017,1762.442,year=2022/month=11/2022111811.json,3619.0,3.575000000000045,2022,False,0.4776536312849162,5,33.343999999999824,False,True
V9_BREAK_20221118T145500Z_LONG,V57_BREAK_SWING_H4ADX_HIGH,2022-11-18 14:55:00+00:00,2022-11-18 19:40:00+00:00,-5.328148436045272,V57_BREAK_SWING_H4ADX_HIGH,LONG,1668783300000,1668800400000,1668783300000,1668800400000,False,False,True,True,True,2022-11-18T14:55:00.037Z,37.0,1751.825,1752.152,year=2022/month=11/2022111814.json,14165.0,2022-11-18T19:40:00.099Z,99.0,1747.727,1748.152,year=2022/month=11/2022111819.json,2280.0,-4.4249999999999545,2022,False,,6,36.91899999999987,False,True
V9_BREAK_20221121T140500Z_SHORT,V57_BREAK_SWING_H4ADX_HIGH,2022-11-21 14:05:00+00:00,2022-11-21 14:20:00+00:00,-3.9786458333333337,V57_BREAK_SWING_H4ADX_HIGH,SHORT,1669039500000,1669040400000,1669039500000,1669040400000,False,True,True,True,True,2022-11-21T14:05:00.038Z,38.0,1742.918,1743.342,year=2022/month=11/2022112114.json,767.0,2022-11-21T14:20:00.067Z,67.0,1745.398,1745.832,year=2022/month=11/2022112114.json,2880.0,-2.914000000000214,2022,False,0.8635097493036211,7,32.493999999999915,False,True
2022-11-24 04:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-11-24 04:00:00+00:00,2022-12-05 17:09:00+00:00,14.184999999999905,R1_BOX,LONG,1669262400000,1670936442000,1669262400000,1670260140000,False,False,True,True,True,2022-11-24T04:00:00.074Z,74.0,1756.087,1756.613,year=2022/month=11/2022112404.json,0.0,2022-12-05T17:09:00.013Z,13.0,1771.108,1771.542,year=2022/month=12/2022120517.json,1324.0,14.49499999999989,2022,False,0.6555555555555556,8,29.5799999999997,False,True
V25_497cdbdb8a566c35708b05ca,V25_CHOP,2022-11-25 00:15:05+00:00,2022-11-25 04:02:10+00:00,5.4440058410349765,V25_CHOP,LONG,1669335300342,1669348927655,1669335305000,1669348930000,False,False,True,True,True,2022-11-25T00:15:05.131Z,131.0,1753.778,1754.162,year=2022/month=11/2022112500.json,1075.0,2022-11-25T04:02:10.150Z,150.0,1760.057,1760.572,year=2022/month=11/2022112504.json,173.0,5.894999999999982,2022,False,0.48753462603878117,8,29.5799999999997,False,True
V25_fe60d8b6693a70a9591012a1,V25_CHOP,2022-11-25 05:30:05+00:00,2022-11-25 06:06:40+00:00,-3.523698262450954,V25_CHOP,LONG,1669354200240,1669356396792,1669354205000,1669356400000,False,False,True,True,True,2022-11-25T05:30:05.044Z,44.0,1758.048,1758.442,year=2022/month=11/2022112505.json,1932.0,2022-11-25T06:06:40.661Z,661.0,1755.198,1755.632,year=2022/month=11/2022112506.json,507.0,-3.2439999999999145,2022,False,0.41046831955922863,9,35.47499999999968,False,True
2022-11-28 12:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-11-28 12:45:00+00:00,2022-11-28 13:21:20+00:00,-5.45,R1_PULLBACK,LONG,1669639500000,1669641679000,1669639500000,1669641680000,False,False,True,True,True,2022-11-28T12:45:00.067Z,67.0,1757.158,1757.562,year=2022/month=11/2022112812.json,5869.0,2022-11-28T13:21:20.940Z,940.0,1750.838,1751.252,year=2022/month=11/2022112813.json,4140.0,-6.723999999999933,2022,False,0.32602739726027397,10,32.23099999999977,False,True
2022-12-02 11:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-02 11:30:00+00:00,2022-12-02 12:30:20+00:00,-3.81,R1_PULLBACK,LONG,1669980600000,1669984220000,1669980600000,1669984220000,False,False,True,True,True,2022-12-02T11:30:00.799Z,799.0,1799.198,1799.632,year=2022/month=12/2022120211.json,2536.0,2022-12-02T12:30:22.000Z,2000.0,1798.528,1798.952,year=2022/month=12/2022120212.json,2810.0,-1.1040000000000418,2022,False,0.1885245901639344,0,0.0,False,True
2022-12-02 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-02 12:00:00+00:00,2022-12-02 12:30:20+00:00,-3.83,R1_PULLBACK,LONG,1669982400000,1669984219000,1669982400000,1669984220000,False,False,True,True,True,2022-12-02T12:00:00.098Z,98.0,1798.317,1798.803,year=2022/month=12/2022120212.json,0.0,2022-12-02T12:30:22.000Z,2000.0,1798.528,1798.952,year=2022/month=12/2022120212.json,2810.0,-0.2750000000000909,2022,False,0.3869209809264305,0,0.0,False,True
2022-12-08 09:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 09:00:00+00:00,2022-12-08 12:33:40+00:00,6.7,R1_PULLBACK,LONG,1670490000000,1670502818000,1670490000000,1670502820000,False,False,True,True,True,2022-12-08T09:00:00.338Z,338.0,1782.868,1783.283,year=2022/month=12/2022120809.json,0.0,2022-12-08T12:33:40.447Z,447.0,1785.568,1785.942,year=2022/month=12/2022120812.json,3345.0,2.285000000000082,2022,False,0.5718157181571816,3,13.115999999999758,False,True
2022-12-08 09:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 09:30:00+00:00,2022-12-08 12:36:30+00:00,6.72,R1_PULLBACK,LONG,1670491800000,1670502990000,1670491800000,1670502990000,False,False,True,True,True,2022-12-08T09:30:00.187Z,187.0,1783.218,1783.572,year=2022/month=12/2022120809.json,3157.0,2022-12-08T12:36:30.286Z,286.0,1785.418,1785.832,year=2022/month=12/2022120812.json,3557.0,1.846000000000004,2022,False,0.35945945945945945,3,13.115999999999758,False,True
2022-12-08 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 10:00:00+00:00,2022-12-08 12:36:25+00:00,6.71,R1_PULLBACK,LONG,1670493600000,1670502981000,1670493600000,1670502985000,False,False,True,True,True,2022-12-08T10:00:00.101Z,101.0,1783.168,1783.603,year=2022/month=12/2022120810.json,0.0,2022-12-08T12:36:27.882Z,2882.0,1785.398,1785.802,year=2022/month=12/2022120812.json,3548.0,1.7949999999998454,2022,False,0.3504043126684636,3,13.115999999999758,False,True
2022-12-08 10:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 10:30:00+00:00,2022-12-08 12:33:45+00:00,6.7,R1_PULLBACK,LONG,1670495400000,1670502822000,1670495400000,1670502825000,False,False,True,True,True,2022-12-08T10:30:00.281Z,281.0,1784.078,1784.472,year=2022/month=12/2022120810.json,2526.0,2022-12-08T12:33:47.129Z,2129.0,1785.518,1785.902,year=2022/month=12/2022120812.json,3353.0,1.0460000000000491,2022,False,0.31989247311827956,3,13.115999999999758,False,True
2022-12-08 11:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 11:15:00+00:00,2022-12-08 13:45:05+00:00,3.4460000000001303,R1_PULLBACK,LONG,1670498100000,1670509601000,1670498100000,1670507105000,False,False,True,True,True,2022-12-08T11:15:00.716Z,716.0,1782.728,1783.183,year=2022/month=12/2022120811.json,1295.0,2022-12-08T13:45:06.414Z,1414.0,1786.898,1787.283,year=2022/month=12/2022120813.json,11229.0,3.714999999999918,2022,False,0.3806970509383378,3,13.115999999999758,False,True
2022-12-08 12:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 12:00:00+00:00,2022-12-08 13:45:05+00:00,2.6950000000001184,R1_PULLBACK,LONG,1670500800000,1670509531000,1670500800000,1670507105000,False,False,True,True,True,2022-12-08T12:00:00.189Z,189.0,1783.578,1783.942,year=2022/month=12/2022120812.json,0.0,2022-12-08T13:45:06.414Z,1414.0,1786.898,1787.283,year=2022/month=12/2022120813.json,11229.0,2.955999999999904,2022,False,0.21390374331550802,3,13.115999999999758,False,True
2022-12-08 13:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 13:00:00+00:00,2022-12-08 13:45:05+00:00,0.2859999999998113,R1_PULLBACK,LONG,1670504400000,1670583506000,1670504400000,1670507105000,False,False,True,True,True,2022-12-08T13:00:00.172Z,172.0,1786.088,1786.422,year=2022/month=12/2022120813.json,0.0,2022-12-08T13:45:06.414Z,1414.0,1786.898,1787.283,year=2022/month=12/2022120813.json,11229.0,0.4759999999998854,2022,False,0.058666666666666666,7,20.087999999999738,False,True
2022-12-08 14:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 14:00:00+00:00,2022-12-09 19:10:05+00:00,6.976000000000031,R1_PULLBACK,LONG,1670508000000,1670856020000,1670508000000,1670613005000,False,False,True,True,True,2022-12-08T14:00:00.017Z,17.0,1789.408,1789.762,year=2022/month=12/2022120814.json,0.0,2022-12-09T19:10:05.003Z,3.0,1796.968,1797.402,year=2022/month=12/2022120919.json,698.0,7.206000000000131,2022,False,0.5053191489361702,10,27.234999999999445,False,True
2022-12-08 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-08 14:30:00+00:00,2022-12-09 19:10:05+00:00,6.365999999999904,R1_PULLBACK,LONG,1670509800000,1670856020000,1670509800000,1670613005000,False,False,True,True,True,2022-12-08T14:30:00.995Z,995.0,1789.998,1790.372,year=2022/month=12/2022120814.json,6144.0,2022-12-09T19:10:05.003Z,3.0,1796.968,1797.402,year=2022/month=12/2022120919.json,698.0,6.596000000000004,2022,False,0.8594164456233422,10,27.234999999999445,False,True
2022-12-09 09:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09 09:00:00+00:00,2022-12-09 11:28:40+00:00,8.059999999999999,R1_PULLBACK,LONG,1670576400000,1670585319000,1670576400000,1670585320000,False,False,True,True,True,2022-12-09T09:00:00.127Z,127.0,1790.568,1791.032,year=2022/month=12/2022120909.json,0.0,2022-12-09T11:28:41.962Z,1962.0,1796.808,1797.172,year=2022/month=12/2022120911.json,2901.0,5.776000000000067,2022,False,0.6190476190476191,10,27.234999999999445,False,True
2022-12-09 10:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09 10:00:00+00:00,2022-12-09 19:10:05+00:00,3.826000000000041,R1_PULLBACK,LONG,1670580000000,1670807834000,1670580000000,1670613005000,False,False,True,True,True,2022-12-09T10:00:00.118Z,118.0,1792.478,1792.953,year=2022/month=12/2022120910.json,0.0,2022-12-09T19:10:05.003Z,3.0,1796.968,1797.402,year=2022/month=12/2022120919.json,698.0,4.0150000000001,2022,False,0.6253298153034301,10,27.234999999999445,False,True
2022-12-09 11:00:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09 11:00:00+00:00,2022-12-09 12:30:40+00:00,-8.55,R1_PULLBACK,LONG,1670583600000,1670589040000,1670583600000,1670589040000,False,False,True,True,True,2022-12-09T11:00:00.777Z,777.0,1794.468,1794.872,year=2022/month=12/2022120911.json,0.0,2022-12-09T12:30:42.282Z,2282.0,1800.758,1801.142,year=2022/month=12/2022120912.json,3649.0,5.885999999999967,2022,False,0.15,10,27.234999999999445,False,True
2022-12-09 14:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-09 14:45:00+00:00,2022-12-09 19:10:05+00:00,-1.493999999999942,R1_PULLBACK,LONG,1670597100000,1670807820000,1670597100000,1670613005000,False,False,True,True,True,2022-12-09T14:45:00.074Z,74.0,1797.848,1798.192,year=2022/month=12/2022120914.json,11584.0,2022-12-09T19:10:05.003Z,3.0,1796.968,1797.402,year=2022/month=12/2022120919.json,698.0,-1.2239999999999327,2022,False,0.4435695538057743,12,38.89699999999948,False,True
b3db05c2420ab94a15692780,R4_CHOP,2022-12-11 23:30:05+00:00,2022-12-12 01:06:25+00:00,-5.346788011702428,R4_CHOP,LONG,1670801400074,1670807182292,1670801405000,1670807185000,False,False,True,True,True,2022-12-11T23:30:05.519Z,519.0,1796.087,1796.562,year=2022/month=12/2022121123.json,1451.0,2022-12-12T01:06:25.051Z,51.0,1791.648,1792.112,year=2022/month=12/2022121201.json,982.0,-4.913999999999987,2022,False,0.7109375,16,55.48999999999978,False,True
2022-12-13 16:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-12-13 16:00:00+00:00,2022-12-15 07:30:20+00:00,-31.53,R1_BOX,LONG,1670947200000,1671089420000,1670947200000,1671089420000,False,False,True,True,True,2022-12-13T16:00:00.036Z,36.0,1809.765,1810.102,year=2022/month=12/2022121316.json,0.0,2022-12-15T07:30:21.946Z,1946.0,1792.325,1792.642,year=2022/month=12/2022121507.json,4324.0,-17.777000000000044,2022,False,0.5932642487046632,17,50.575999999999794,False,True
2022-12-14 13:15:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14 13:15:00+00:00,2022-12-14 18:00:15+00:00,-6.16,R1_PULLBACK,LONG,1671023700000,1671040815000,1671023700000,1671040815000,False,False,True,True,True,2022-12-14T13:15:00.382Z,382.0,1807.598,1807.905,year=2022/month=12/2022121413.json,2758.0,2022-12-14T18:00:15.080Z,80.0,1808.285,1808.682,year=2022/month=12/2022121418.json,49.0,0.3800000000001091,2022,False,0.49870801033591733,17,50.575999999999794,False,True
2022-12-14 13:45:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14 13:45:00+00:00,2022-12-14 17:26:05+00:00,-4.88,R1_PULLBACK,LONG,1671025500000,1671038763000,1671025500000,1671038765000,False,False,True,True,True,2022-12-14T13:45:00.211Z,211.0,1808.275,1808.625,year=2022/month=12/2022121413.json,8281.0,2022-12-14T17:26:05.718Z,718.0,1810.435,1810.702,year=2022/month=12/2022121417.json,2687.0,1.8099999999999452,2022,False,0.12371134020618557,17,50.575999999999794,False,True
2022-12-14 14:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-14 14:30:00+00:00,2022-12-14 17:25:45+00:00,-4.58,R1_PULLBACK,LONG,1671028200000,1671038742000,1671028200000,1671038745000,False,False,True,True,True,2022-12-14T14:30:01.157Z,1157.0,1809.565,1809.915,year=2022/month=12/2022121414.json,4755.0,2022-12-14T17:25:47.655Z,2655.0,1810.945,1811.265,year=2022/month=12/2022121417.json,2642.0,1.0299999999999727,2022,False,0.6838046272493573,17,50.575999999999794,False,True
2022-12-19 08:00:00|LONG|h4_d1_long_best_box2_atr80,R1_BOX,2022-12-19 08:00:00+00:00,2022-12-21 12:30:50+00:00,19.34300000000013,R1_BOX,LONG,1671436800000,1672712558000,1671436800000,1671625850000,False,False,True,True,True,2022-12-19T08:00:00.459Z,459.0,1793.365,1793.685,year=2022/month=12/2022121908.json,0.0,2022-12-21T12:30:50.742Z,742.0,1813.228,1813.535,year=2022/month=12/2022122112.json,3771.0,19.54300000000012,2022,False,0.25384615384615383,21,36.01899999999978,False,True
2022-12-19 12:30:00|LONG|r1_h1_pullback_long_v1,R1_PULLBACK,2022-12-19 12:30:00+00:00,2022-12-19 13:39:40+00:00,-3.83,R1_PULLBACK,LONG,1671453000000,1671457180000,1671453000000,1671457180000,False,False,True,True,True,2022-12-19T12:30:01.210Z,1210.0,1794.005,1794.312,year=2022/month=12/2022121912.json,2980.0,2022-12-19T13:39:40.131Z,131.0,1793.925,1794.285,year=2022/month=12/2022121913.json,7426.0,-0.3869999999999436,2022,False,0.24552429667519182,21,36.01899999999978,False,True
