year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,221,165.92842872914736,208.1223362670733,42.19390753792595
2022,110,105,57.11887127926752,63.092813309052424,5.973942029784901
2023,242,238,341.959366499673,386.78542218314567,44.826055683472646
2024,326,320,731.5260613265943,764.629453159007,33.103391832412626
2025,350,346,1167.0903446200266,1201.170369099474,34.0800244794475
2026,132,131,1139.9422811173051,1165.5334898378358,25.59120872053063
