candidate_id,family,regime,direction,threshold,stop_atr,target_r,max_hold_bars,lookback,body_min,session,trades,trades_per_active_day,wins,win_rate,net_r,average_r,net_pips,profit_factor,maximum_drawdown_r,positive_active_month_share,top_5pct_removed_profit_factor,parameter_sha256,stage,gate_pass
EURF2_0237,rsi_fade,transition,long,30.0,1.0,0.8,32,0,0.0,all,1087,0.5819057815845824,588,0.5409383624655014,-46.61626440053319,-0.042885247838576994,-354.83978598825684,0.9080431241474102,59.19414013658859,0.4583333333333333,0.821979419448276,7eafcbce617b71972c90f2af54d439f365c7c884bb88ea224bfb1576231b4aea,development,False
EURF2_0238,rsi_fade,transition,long,30.0,1.0,0.8,32,0,0.0,liquid,839,0.44914346895074947,438,0.5220500595947557,-63.07751557159186,-0.07518178256447182,-544.3140061902474,0.8449571373395057,64.65624337863322,0.4444444444444444,0.7630983015338859,1321911e7e3043b8d1a05b13bd7ebc0ecc8130c1ef7a083dd49ad1fa1121d789,development,False
EURF2_0239,rsi_fade,transition,long,30.0,1.0,1.0,32,0,0.0,all,1063,0.5690578158458244,526,0.49482596425211667,-28.26235009411698,-0.026587347219301016,-250.65311666829126,0.9480219172319465,56.12277045543703,0.4861111111111111,0.8494132145694795,67ce8546bfe544c2c9f4439dcb8490d59e2d6a770c2978dd8bbdd80a639affa6,development,False
EURF2_0240,rsi_fade,transition,long,30.0,1.0,1.0,32,0,0.0,liquid,817,0.43736616702355463,391,0.4785801713586291,-47.50736112407709,-0.05814854482751174,-400.5037306235093,0.8897600568742768,60.119972545951505,0.4305555555555556,0.7953009186672961,7e7e94e8bac48708acb4303ce0efb2c13575b4d69ce8f62e578b5b264e7cf0f2,development,False
EURF2_0241,rsi_fade,transition,long,30.0,1.4,0.7,32,0,0.0,all,982,0.525695931477516,566,0.5763747454175153,-28.92627207926003,-0.029456488879083535,-274.2180388249604,0.930494984829857,49.97884240520051,0.5277777777777778,0.8470257856313281,75f3d260056dc0fdcbf7dcae032095d648e433feadd814b38ab04dda301cc512,development,False
EURF2_0242,rsi_fade,transition,long,30.0,1.4,0.7,32,0,0.0,liquid,752,0.4025695931477516,422,0.5611702127659575,-39.883450695852275,-0.05303650358490994,-384.94448633977106,0.878738951349245,54.091328848974534,0.4722222222222222,0.7984764033794505,bc4c06d367be1e711f43615a69c2afc79b80c37e51c82d324abd72b537d579de,development,False
EURF2_0243,rsi_fade,transition,long,30.0,1.4,0.8,32,0,0.0,all,958,0.512847965738758,524,0.5469728601252609,-23.639244117579324,-0.02467562016448781,-229.18956888459354,0.9453975379890377,48.80487829493636,0.4861111111111111,0.857287718204818,23ca45fe98ffafbc5206d19038729c83bdb6aa83c07b4ad961c2144833dd93d3,development,False
EURF2_0244,rsi_fade,transition,long,30.0,1.4,0.8,32,0,0.0,liquid,735,0.39346895074946464,389,0.5292517006802722,-38.40090001539224,-0.05224612246992141,-398.7590280564724,0.8880468981433063,52.91827697493116,0.5138888888888888,0.8023372796592477,1fe2975ab1a295f14d0af3b7b8e99f216cc8974a8b30546bd6407521adc3686b,development,False
EURF2_0245,rsi_fade,transition,long,30.0,1.4,1.0,32,0,0.0,all,938,0.5021413276231264,458,0.488272921108742,-38.17548680872167,-0.04069881322891436,-350.1391462738358,0.9201799846534814,64.15708754176433,0.5,0.8224494542523538,69b703d2941b8d5949f7aff18ba62cf5cafab337f66ee70cd1c79f5ad74e85af,development,False
EURF2_0246,rsi_fade,transition,long,30.0,1.4,1.0,32,0,0.0,liquid,717,0.38383297644539616,341,0.4755927475592748,-42.4754725723651,-0.05924054752073236,-386.54291017011786,0.886207928549168,65.41488257581194,0.4861111111111111,0.7902895153728802,25b4112f105462a267da1be1be8a7c1b9ef2d2a5430c85ffee6c25cedb7c17f2,development,False
EURF2_0247,rsi_fade,transition,long,30.0,1.8,0.7,32,0,0.0,all,876,0.4689507494646681,516,0.589041095890411,-5.355638379191318,-0.006113742441999222,62.78067169062757,0.9847440710630666,30.289488092379667,0.6111111111111112,0.897534941650912,187e925ecd310c9b064c9b99c675656169a45b5f49187512f0de2e506659ce8a,development,False
EURF2_0248,rsi_fade,transition,long,30.0,1.8,0.7,32,0,0.0,liquid,674,0.360813704496788,388,0.5756676557863502,-14.9360663720323,-0.022160335863549405,-86.69731516107949,0.9460622395130237,32.48598294662868,0.5277777777777778,0.86063029242584,ec86ec0e17ee233d69d00d41eab2f34c9fd2ab3de4edc5a1ec12a9feaa8fa29f,development,False
EURF2_0249,rsi_fade,transition,long,30.0,1.8,0.8,32,0,0.0,all,860,0.4603854389721627,482,0.5604651162790698,-0.6343104286585195,-0.0007375702658819995,84.04249635034273,0.9982682109515555,27.1068625935585,0.5833333333333334,0.9048455774002262,6ef5ee01525b6d648548c2673b9170316d8829634827abda386e9e9949d6c96e,development,False
EURF2_0250,rsi_fade,transition,long,30.0,1.8,0.8,32,0,0.0,liquid,661,0.3538543897216274,361,0.546142208774584,-12.343362056502698,-0.01867377013086641,-81.36035009473024,0.9572809581561702,31.695134294639253,0.5416666666666666,0.8636388626199751,5c3ded04b3383ab33e035b55585ad859d8b522c08068c6d59695e3e96fdedac3,development,False
EURF2_0251,rsi_fade,transition,long,30.0,1.8,1.0,32,0,0.0,all,846,0.45289079229122053,419,0.49527186761229314,-23.32553113966724,-0.027571549810481374,-210.47086383299438,0.9430802313222999,39.44094882234125,0.5138888888888888,0.8386079599222421,fa1e454f5b9c22c6c32b64c194b05838fcb10fb15ee8831a43414c4a90aad0a9,development,False
EURF2_0252,rsi_fade,transition,long,30.0,1.8,1.0,32,0,0.0,liquid,653,0.3495717344753747,318,0.4869831546707504,-24.54805435051386,-0.03759273254290024,-242.58275451533245,0.9232411413622069,39.515270169302276,0.5138888888888888,0.8204973540908612,378117952b8e8002e79d00c234fcd7abec9c8687effd1b17d4801f1cb9d005b3,development,False
EURF2_0253,rsi_fade,transition,long,35.0,1.0,0.7,32,0,0.0,all,1950,1.04389721627409,1094,0.561025641025641,-122.14608791719023,-0.06263901944471294,-634.9423371396344,0.8592300295330433,125.05875486521535,0.3888888888888889,0.7809262482334467,5ef26ba2b29d9ace529f95906e4d2ca8076d11dbaf7f59f8b55a90a3850a8281,development,False
EURF2_0254,rsi_fade,transition,long,35.0,1.0,0.7,32,0,0.0,liquid,1531,0.819593147751606,844,0.5512736773350752,-116.74644231858578,-0.07625502437530096,-819.7133851025561,0.831692344950455,120.00636291184662,0.3333333333333333,0.7547334946443838,61d9ea113d1708657064cdfb197073646339e45c53f936647f5273f13da6bb11,development,False
EURF2_0255,rsi_fade,transition,long,35.0,1.0,0.8,32,0,0.0,all,1920,1.0278372591006424,1019,0.5307291666666667,-115.95647682470758,-0.06039399834620186,-688.1799279511024,0.8726243558891046,117.53193553448631,0.4166666666666667,0.7889978683667245,41e67e72bdc27d380f98f707bcd87c896f225a01d2f4681be41c5a3995b6b898,development,False
EURF2_0256,rsi_fade,transition,long,35.0,1.0,0.8,32,0,0.0,liquid,1507,0.806745182012848,795,0.5275381552753815,-96.29805562949022,-0.06390050141306584,-804.2351219272125,0.8659334788296957,97.87351433926916,0.4027777777777778,0.7820370165625393,a7f53a3a6ea89d67e13563e899080d40ff49d0a3c11eef1fc395ec6a2c181e2d,development,False
EURF2_0257,rsi_fade,transition,long,35.0,1.0,1.0,32,0,0.0,all,1860,0.9957173447537473,908,0.4881720430107527,-76.26610302073725,-0.04100328119394476,-549.1094594801193,0.9206057169768713,81.10039234870318,0.4027777777777778,0.8245019347073294,9a46650097308fd1a157b00608d0e7dfd632793e628c56afd2ed68eae183ff4b,development,False
EURF2_0258,rsi_fade,transition,long,35.0,1.0,1.0,32,0,0.0,liquid,1452,0.7773019271948608,706,0.48622589531680444,-62.263119536302085,-0.04288093631976728,-617.5376570600876,0.9172697655844534,64.23857824608072,0.4027777777777778,0.8209836123807266,59493a1267a779469f43472cf8627cccb5a2c0840e55b39b3c586f06d2546483,development,False
EURF2_0259,rsi_fade,transition,long,35.0,1.4,0.7,32,0,0.0,all,1741,0.9320128479657388,991,0.569213095921884,-69.899974910737,-0.040149325049245836,-657.6554944479374,0.906178461307044,74.14396998545398,0.4305555555555556,0.8241288232247953,41c09d9e49455766cdee0cd17100c52ad0c1924c8b4d4d297820367ff70d2f10,development,False
EURF2_0260,rsi_fade,transition,long,35.0,1.4,0.7,32,0,0.0,liquid,1364,0.7301927194860813,781,0.5725806451612904,-45.07559772706425,-0.03304662589960722,-530.8211918594297,0.9221872467578123,54.346916594803666,0.4444444444444444,0.8394348351353866,b0a11352eac95b9a2c9dbcdb91d2b533d487c5669fc571399ac999ec60612993,development,False
EURF2_0261,rsi_fade,transition,long,35.0,1.4,0.8,32,0,0.0,all,1709,0.9148822269807281,923,0.540081919251024,-62.84401501663238,-0.03677239029644961,-625.7725111528378,0.9194165178491447,66.79478210490329,0.4583333333333333,0.8317948522425231,577ed8f67b45ad18fd20440c9f7247d11c3bd0a5898d0ccfa26187986d0ca8cb,development,False
EURF2_0262,rsi_fade,transition,long,35.0,1.4,0.8,32,0,0.0,liquid,1336,0.715203426124197,724,0.5419161676646707,-42.0167717939932,-0.03144967948652186,-584.8228367163211,0.9307083499312141,55.702513856577916,0.4861111111111111,0.8429106487281804,0bfb5cffe8837f6a57d7e0c7d1c74a3f0d3ad3615dd63f30beb8d11497598779,development,False
EURF2_0263,rsi_fade,transition,long,35.0,1.4,1.0,32,0,0.0,all,1666,0.8918629550321199,816,0.4897959183673469,-60.447205219548486,-0.03628283626623559,-633.2705371359106,0.9282203026030588,74.07866434311742,0.4305555555555556,0.8290450220676433,87ae828a380a6931cd133337d8afe87623eb088e6c8a91824e16d43b27ef42a1,development,False
EURF2_0264,rsi_fade,transition,long,35.0,1.4,1.0,32,0,0.0,liquid,1299,0.6953961456102784,641,0.49345650500384913,-31.789967899701495,-0.024472646574058118,-449.23034532653014,0.9512074840867433,55.096965677393854,0.4722222222222222,0.8519960039439436,8e08ee6e9c9d49d9dee97869537c3fbd71146a9e64addeb180e217b3b6a60757,development,False
EURF2_0265,rsi_fade,transition,long,35.0,1.8,0.7,32,0,0.0,all,1568,0.8394004282655246,909,0.579719387755102,-28.51547692666464,-0.01818589089710755,-405.85267542505574,0.9555368477921166,40.398901712826074,0.4722222222222222,0.8698419698951901,8b53acd0782f926f8a62a6de631b4239ec1c12c8e1950696cbfbd2c8ba86c3c2,development,False
EURF2_0266,rsi_fade,transition,long,35.0,1.8,0.7,32,0,0.0,liquid,1217,0.6514989293361885,699,0.5743631881676253,-29.983552653594742,-0.0246372659437919,-432.34504327296145,0.940357522156405,42.484064938976275,0.5,0.8559329907971456,e7f8c35d3e836b30d38327a409596004c694e09c6b19d2dd94b7ba28a7de660b,development,False
EURF2_0267,rsi_fade,transition,long,35.0,1.8,0.8,32,0,0.0,all,1529,0.8185224839400428,846,0.5533028122956181,-23.21112264053324,-0.015180590346980537,-342.9494318958315,0.9651692248563732,42.13431306964069,0.4861111111111111,0.8732396678159015,2e682e0b1287cc224c7254ca95d0cd743b74f69a98833f21b5c6713c0c484664,development,False
EURF2_0268,rsi_fade,transition,long,35.0,1.8,0.8,32,0,0.0,liquid,1184,0.6338329764453962,648,0.5472972972972973,-25.468896035621064,-0.02151089192197725,-406.0669600761413,0.9511101872918045,43.35001082818594,0.5416666666666666,0.8594608293431906,df5c5f32649d0446f0166be80304a8189093fe79870d1bd73f88d267fe381ae2,development,False
EURF2_0269,rsi_fade,transition,long,35.0,1.8,1.0,32,0,0.0,all,1491,0.7981798715203426,747,0.5010060362173038,-31.155006912498415,-0.020895376869549575,-420.87772407831693,0.956935504519229,50.99855755057425,0.4722222222222222,0.8537364145063695,5b90eaf2b99b6654e37e9f55bb48f6cc6b1bf9821dfc7aaedd2eafc465e3c351,development,False
EURF2_0270,rsi_fade,transition,long,35.0,1.8,1.0,32,0,0.0,liquid,1151,0.6161670235546038,571,0.49609035621198955,-27.239267763573732,-0.02366574088929082,-440.28654958844004,0.9514727045656535,45.74051111701982,0.4722222222222222,0.8485991636573119,38b4a9678f14bc8ecc83ae4146511edfd380cffbc2c891e85f78d378bc33b581,development,False
EURF2_0271,rsi_fade,transition,short,25.0,1.0,0.7,32,0,0.0,all,502,0.26873661670235544,272,0.5418326693227091,-47.3117441337038,-0.0942465022583741,-290.3742229496898,0.7972894476497149,52.274467403369954,0.4307692307692308,0.7199877137810426,dcff4db910266d5a84654f447f63e35592f9449f9303cb0427ed600fe244e086,development,False
EURF2_0272,rsi_fade,transition,short,25.0,1.0,0.7,32,0,0.0,liquid,386,0.20663811563169165,204,0.5284974093264249,-44.85759496040359,-0.11621138590778132,-328.0147780312093,0.7568607087138111,47.978789593059446,0.41935483870967744,0.6816476446192502,7de4e9e09a90756b392bdb090bcf3f62dcaea137b7626cd1fcb38bd03d387d1b,development,False
EURF2_0273,rsi_fade,transition,short,25.0,1.0,0.8,32,0,0.0,all,497,0.26605995717344755,254,0.5110663983903421,-46.57599524970753,-0.09371427615635318,-273.2645138254131,0.8103840164839661,52.344498866194215,0.4153846153846154,0.7295783958312791,894f20f207c0cf5a4f88572260b00bd84d235c50e895d8e281c6ffbe173c4ab7,development,False
EURF2_0274,rsi_fade,transition,short,25.0,1.0,0.8,32,0,0.0,liquid,382,0.2044967880085653,191,0.5,-43.23349330664941,-0.11317668404882043,-299.22962179932847,0.7759185721605442,46.652923488885605,0.4032258064516129,0.6936340816176334,67583e6bdd1157c17916e6a1dd744b712098eff55719e2e78004f82de4782bee,development,False
EURF2_0275,rsi_fade,transition,short,25.0,1.0,1.0,32,0,0.0,all,480,0.2569593147751606,224,0.4666666666666667,-37.76496215146059,-0.07867700448220956,-205.38550781723512,0.8539351349216828,47.18135142315815,0.38461538461538464,0.76167847290415,6bd6aeafe1a2129543d38c75528a3905556bd9f551dc2bd04c5ad6f6a8e245fb,development,False
EURF2_0276,rsi_fade,transition,short,25.0,1.0,1.0,32,0,0.0,liquid,367,0.19646680942184155,166,0.45231607629427795,-39.05891483249323,-0.1064275608514802,-273.09110148455716,0.8074009236633864,42.91520225592831,0.3709677419354839,0.7143027272582089,2bab5fca8d17e8011a6599428d6bd0055a70f60689775d007473ab49210a14e3,development,False
EURF2_0277,rsi_fade,transition,short,25.0,1.4,0.7,32,0,0.0,all,437,0.23394004282655245,247,0.5652173913043478,-20.954929645233193,-0.047951784085201815,-84.53515662896207,0.8892962472808601,27.536341281525253,0.5384615384615384,0.8084902833697276,a55eda8e44dca920ecf4f308aa9ffa449b05cb00176071fa18600be4589cc408,development,False
EURF2_0278,rsi_fade,transition,short,25.0,1.4,0.7,32,0,0.0,liquid,336,0.17987152034261242,191,0.5684523809523809,-14.393878500544453,-0.042838924108763256,-80.82663370251102,0.900366552225858,21.499607227120197,0.532258064516129,0.8185646992485834,2c68302413c4ed9b73c6b5d229d92c292ad2d008ec786d5d1e6c25d6f1d6c912,development,False
EURF2_0279,rsi_fade,transition,short,25.0,1.4,0.8,32,0,0.0,all,425,0.22751605995717344,221,0.52,-31.711073568728892,-0.07461429074995034,-207.20487886256137,0.8440347281921626,35.27087059643617,0.46153846153846156,0.7580067221055561,21827dcd32e84873bfe1b8eaf5637b7ed846bfc9a9eb10c0c83855b40d266ec5,development,False
EURF2_0280,rsi_fade,transition,short,25.0,1.4,0.8,32,0,0.0,liquid,325,0.173982869379015,167,0.5138461538461538,-27.55821506376207,-0.08479450788849868,-238.96618131364676,0.8250103426134103,30.880109070450942,0.4838709677419355,0.7391967324707939,7b18413c43cd86862c28f74d181f9cc8bfdbf7f6359832317b5d378819f01b13,development,False
EURF2_0281,rsi_fade,transition,short,25.0,1.4,1.0,32,0,0.0,all,419,0.22430406852248394,198,0.47255369928400953,-27.541397630039903,-0.06573125926023843,-177.11947496201748,0.8738707255887107,32.1011946577467,0.4307692307692308,0.7781784484415863,04c92652c20278a25ac1d87efbce0a3bc0b88f02ab41e309d50f0b426f363513,development,False
EURF2_0282,rsi_fade,transition,short,25.0,1.4,1.0,32,0,0.0,liquid,320,0.17130620985010706,148,0.4625,-26.939949155007927,-0.08418734110939977,-237.63983227674814,0.841377122941889,30.620485324590785,0.43548387096774194,0.7476487842471388,faaf1e252c9e7753b4d880d80cafb1bd829803e96b95b8cf06064c1c997b20ec,development,False
EURF2_0283,rsi_fade,transition,short,25.0,1.8,0.7,32,0,0.0,all,389,0.2082441113490364,212,0.5449871465295629,-24.680880563419173,-0.06344699373629607,-241.92942145784718,0.8545710699185665,29.69358429669064,0.5230769230769231,0.772535537168091,ce88135a653fc54c447e0f153c570384f5d4b15a49b2e5ef49021c99f65d16b5,development,False
EURF2_0284,rsi_fade,transition,short,25.0,1.8,0.7,32,0,0.0,liquid,297,0.15899357601713063,158,0.531986531986532,-24.85332051509934,-0.08368121385555334,-301.2216401739898,0.8133238922542754,29.984851641268893,0.4838709677419355,0.7349039940279145,71f6257ba81271f3876091859080507331ecd2ea9f62fb987effe7169d3a7e65,development,False
EURF2_0285,rsi_fade,transition,short,25.0,1.8,0.8,32,0,0.0,all,382,0.2044967880085653,195,0.5104712041884817,-27.345253416991458,-0.07158443302877344,-275.97988942529963,0.8471466658896434,32.26373749708391,0.49230769230769234,0.7581589001179013,ed1a321b379f673100b7e0cc3581cfcff2d483fc4ec5c6828afaaa8b0de7f115,development,False
EURF2_0286,rsi_fade,transition,short,25.0,1.8,0.8,32,0,0.0,liquid,293,0.15685224839400427,146,0.49829351535836175,-27.223820134672536,-0.09291406189308032,-314.4137550383274,0.80662591957438,32.54161159941185,0.45161290322580644,0.721816352017491,fe1ff6c8a3e697d76c71709310f6a7a257af0fa17c312e9747dfcbbd0305dda1,development,False
EURF2_0287,rsi_fade,transition,short,25.0,1.8,1.0,32,0,0.0,all,378,0.20235546038543897,182,0.48148148148148145,-13.692810745730299,-0.03622436705219656,-70.33170292878532,0.9269183936522695,26.531755946756565,0.46153846153846156,0.8259286975939649,a68ee86548354f7a4999e86ccc8f8e570c73294e0a813b8db5d1018e8b8b2d5e,development,False
EURF2_0288,rsi_fade,transition,short,25.0,1.8,1.0,32,0,0.0,liquid,290,0.15524625267665954,135,0.46551724137931033,-18.778163025952303,-0.06475228629638725,-171.10171754500806,0.8728939929672146,29.634284091721142,0.4032258064516129,0.7717767416359903,6f92ac9867de55df87bf7d2e88754e728e195bd64b13b3e0bdd396162634db4d,development,False
EURF2_0289,rsi_fade,transition,short,30.0,1.0,0.7,32,0,0.0,all,1104,0.5910064239828694,652,0.5905797101449275,-13.56673335302424,-0.012288707747304565,-148.24421346769196,0.9703815421365585,47.4482655736475,0.4714285714285714,0.8855964242879961,d1682d10159876d810d72cbeb27ae90a71da353a1c4f7438d957e8b130dd095a,development,False
EURF2_0290,rsi_fade,transition,short,30.0,1.0,0.7,32,0,0.0,liquid,813,0.4352248394004283,458,0.5633456334563346,-46.834320115966946,-0.05760678981053745,-402.8796843972505,0.8698925268585093,57.18407179795338,0.4142857142857143,0.7908837913980779,3605c575db4bce917f7e222c389c54153fd9685f516440ae7112685e94f95eb3,development,False
EURF2_0291,rsi_fade,transition,short,30.0,1.0,0.8,32,0,0.0,all,1084,0.5802997858672377,615,0.5673431734317343,7.151673301737105,0.006597484595698437,7.561679709215966,1.0151100189105593,38.34829058167371,0.4714285714285714,0.92290771810384,1555bf483f889ccf4db31abaeb030853d8ab3693f794e3e254894869506bd13f,development,False
EURF2_0292,rsi_fade,transition,short,30.0,1.0,0.8,32,0,0.0,liquid,803,0.42987152034261245,433,0.539227895392279,-34.3258759035089,-0.04274704346638718,-288.00683215282277,0.9080781206617727,53.55457832531903,0.45714285714285713,0.820946250119685,72a297a01c554cd61297a83d732505ece6324cf3bda7b7ecf1bac8ed5f2037fd,development,False
EURF2_0293,rsi_fade,transition,short,30.0,1.0,1.0,32,0,0.0,all,1056,0.5653104925053534,542,0.5132575757575758,10.603647984170365,0.010041333318343148,80.37506586607626,1.0203763816197151,31.558647384928562,0.5,0.9191990849223052,8770519ffc698b44820ea7d375a7784593def6009fadf873a93b79bbcba69e8c,development,False
EURF2_0294,rsi_fade,transition,short,30.0,1.0,1.0,32,0,0.0,liquid,782,0.41862955032119914,382,0.4884910485933504,-28.465602100334728,-0.03640102570375285,-191.4131236895677,0.9295822096432262,48.64712833026914,0.44285714285714284,0.8312606643566549,be346e3024ef058fc3a400a6d215d378cbf52396577baac3f12750ff9e253c0b,development,False
EURF2_0295,rsi_fade,transition,short,30.0,1.4,0.7,32,0,0.0,all,975,0.521948608137045,577,0.5917948717948718,-3.2916860513858808,-0.0033760882578316724,39.937476717335514,0.9917313569444342,31.037753753435883,0.4857142857142857,0.9061945319078278,a6da63b8f118229f05bd97c9a45b5ffbb3810345026a285c6e2dcc4a2bca2c1d,development,False
EURF2_0296,rsi_fade,transition,short,30.0,1.4,0.7,32,0,0.0,liquid,723,0.38704496788008563,413,0.5712309820193637,-26.965792849291084,-0.0372970855453542,-238.3467550905994,0.9132025555978047,42.27785095045545,0.5,0.8304319724822736,d3398e3f2497a61fe847e0b7afb12bfcd438a92eda79cf12b38f5c1637389dbd,development,False
EURF2_0297,rsi_fade,transition,short,30.0,1.4,0.8,32,0,0.0,all,951,0.5091006423982869,533,0.5604626708727655,0.052716007222272765,5.54321842505497e-05,5.328373732358415,1.0001264289495626,32.549862579399765,0.5714285714285714,0.9086282599587728,29c8202e45e7c2d0b10cd4e7d76e9083d898144eab2dcd8041016b68ec4d776a,development,False
EURF2_0298,rsi_fade,transition,short,30.0,1.4,0.8,32,0,0.0,liquid,704,0.37687366167023556,376,0.5340909090909091,-32.81696779802884,-0.04661501107674551,-341.0933995037292,0.9000420173197098,45.621093855568084,0.44285714285714284,0.8128826240341833,0bbd18e8af548abe9192666a28119a9d28774ab2ad89d70f376e6ca0499a19bd,development,False
EURF2_0299,rsi_fade,transition,short,30.0,1.4,1.0,32,0,0.0,all,931,0.49839400428265523,475,0.5102040816326531,11.008227871948415,0.011824090088021929,79.18913606241642,1.0243830525151267,29.36110972496734,0.4714285714285714,0.9208395387931034,6cd7bd80ab91d639db4f1705860167a495605c0327f3659c1bbc970def6313c6,development,False
EURF2_0300,rsi_fade,transition,short,30.0,1.4,1.0,32,0,0.0,liquid,690,0.3693790149892934,336,0.48695652173913045,-22.84144373705641,-0.03310354164790784,-252.66088926318315,0.9349159475657842,42.020868484851285,0.4,0.8357205654694511,92b47fcc2c92f59a444374766db77ac7ee48d481f181f0d5274b422fa974b3bd,development,False
EURF2_0301,rsi_fade,transition,short,30.0,1.8,0.7,32,0,0.0,all,864,0.4625267665952891,512,0.5925925925925926,7.227066910859911,0.00836466077645823,82.10876093232014,1.021150162546825,25.229009253817708,0.5428571428571428,0.9315448866920901,67299618d19ae4d4c48a4dcd0a306ffce15cb1eea64bc799ab819a10ed9a9f32,development,False
EURF2_0302,rsi_fade,transition,short,30.0,1.8,0.7,32,0,0.0,liquid,639,0.3420770877944325,364,0.5696400625978091,-17.558467614856998,-0.027478040085848195,-193.05646887506805,0.9341201602173141,34.63060924273821,0.5,0.8505633460229346,9e79852f41070d657db42c047f045082f27cc654d37840385deedfd2c8a35700,development,False
EURF2_0303,rsi_fade,transition,short,30.0,1.8,0.8,32,0,0.0,all,849,0.4544967880085653,478,0.5630153121319199,11.913346797929865,0.014032210598268393,109.04918280286503,1.0332263004138957,29.16100215488757,0.5142857142857142,0.9377930238310942,0f0e0231d88a822a86ed4bf4edd2faee963ac5218fcd49bbe17d737993069c78,development,False
EURF2_0304,rsi_fade,transition,short,30.0,1.8,0.8,32,0,0.0,liquid,629,0.3367237687366167,343,0.5453100158982512,-9.92019279400357,-0.015771371691579602,-143.9436348036427,0.9640912725082221,33.70965125655346,0.4714285714285714,0.8719112203447107,3d4475e46888f0be3e1100d265263e9a8c9cfab1fefe744d9f768b6f7c7368f9,development,False
EURF2_0305,rsi_fade,transition,short,30.0,1.8,1.0,32,0,0.0,all,828,0.44325481798715205,420,0.5072463768115942,5.438459011138935,0.006568187211520453,66.18533116787626,1.0137981681468693,31.399030949656684,0.4857142857142857,0.9077027725902641,eafd47678fbee017b057858b992bcfd308bf9182c8d8b73a7a0109df07fb765b,development,False
EURF2_0306,rsi_fade,transition,short,30.0,1.8,1.0,32,0,0.0,liquid,619,0.33137044967880086,308,0.4975767366720517,-7.410721593269107,-0.011972086580402434,-106.44036406332933,0.975289741875308,40.85554043359609,0.44285714285714284,0.8723592471114108,94f3b855a3d8643db30df6766e5dc8f72a5627ea0d254a3f5308af4f056ffa89,development,False
EURF2_0307,rsi_fade,transition,short,35.0,1.0,0.7,32,0,0.0,all,1972,1.0556745182012848,1157,0.5867139959432048,-37.044189882947414,-0.018785086147539258,-279.5992660135127,0.9551477755676685,62.78439610873173,0.4647887323943662,0.8720710827895265,6f335271e240f93a3cfa31448d1798673e3653d7a5d847a5e34d6fb3f59b290f,development,False
EURF2_0308,rsi_fade,transition,short,35.0,1.0,0.7,32,0,0.0,liquid,1446,0.7740899357601713,816,0.5643153526970954,-80.37538446850289,-0.055584636561896876,-523.6487058280148,0.8741453024303083,81.68616519758244,0.38571428571428573,0.7948820986605806,9d7cd2f38f3c9b8c84b667b3d9e30289cc3bb2ed6907d20a284189c0f308591b,development,False
EURF2_0309,rsi_fade,transition,short,35.0,1.0,0.8,32,0,0.0,all,1927,1.0315845824411134,1077,0.5588998443175921,-18.880693332235687,-0.009797972668518779,-163.08797528575394,0.9780455127986142,60.69891858763427,0.5492957746478874,0.8886020346251327,a2fee26e14ff62418ebbfb05908d1655a738c1edfa8360fddfbc7992f9351366,development,False
EURF2_0310,rsi_fade,transition,short,35.0,1.0,0.8,32,0,0.0,liquid,1422,0.7612419700214133,767,0.539381153305204,-62.08782738533634,-0.0436623258687316,-381.3742845360247,0.9063191219028608,66.09860811441516,0.4,0.8201204989608967,c774c1a307c3b7c9c66e780bc0c595a97f4e3be2bee2e75e0da81478935019c4,development,False
EURF2_0311,rsi_fade,transition,short,35.0,1.0,1.0,32,0,0.0,all,1877,1.0048179871520342,952,0.5071923281832712,-4.103868247405053,-0.0021863975745365226,3.682014615193893,0.995620088942882,42.232884531273925,0.49295774647887325,0.8960105166845336,773a33865bf943245076a6e838c0f79db1005a656bcdb1823f7d1841fdd99702,development,False
EURF2_0312,rsi_fade,transition,short,35.0,1.0,1.0,32,0,0.0,liquid,1384,0.7408993576017131,677,0.48916184971098264,-49.70219565720096,-0.0359119910817926,-277.17806941930155,0.9305082462020531,64.17854416685697,0.38571428571428573,0.833284176494527,74892ac228d2699cceaa4008149e8d454808ef289ca83d4714305c3957863c15,development,False
EURF2_0313,rsi_fade,transition,short,35.0,1.4,0.7,32,0,0.0,all,1754,0.9389721627408993,1046,0.5963511972633979,8.78052058191269,0.005005998051261511,160.9224185510549,1.0124237558017937,33.38682824740459,0.5633802816901409,0.9259291526128377,223dfaf06a630b75956b5775575abcc9a533b277d9b825e25ad2e120e3d0c900,development,False
EURF2_0314,rsi_fade,transition,short,35.0,1.4,0.7,32,0,0.0,liquid,1279,0.6846895074946466,744,0.581704456606724,-24.418015574215108,-0.019091489893835113,-121.0589236603998,0.9543533347411097,41.248408541038295,0.4714285714285714,0.8712104292533027,a5584939cb11376cfcb119de192dfc56b3c699ac2e4620b7a165e86e3181e484,development,False
EURF2_0315,rsi_fade,transition,short,35.0,1.4,0.8,32,0,0.0,all,1720,0.9207708779443254,972,0.5651162790697675,12.128828197786419,0.007051644301038615,178.91268443523066,1.0162577792744762,28.213623529547213,0.5211267605633803,0.9246605559003779,d26dacac900b15fd91ea020b470e9f0a6d130afdbe6720139168669408dbf055,development,False
