signal_id,signal_index,signal_time_utc,signal_regime,direction,side_sign,macro_available_utc,entry_time_utc,exit_time_utc,entry_index,exit_index,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,target_hit,range_atr,atr_ratio_126,efficiency_24,hour_sin,hour_cos,weekday_sin,weekday_cos,side_return_1_atr,side_return_3_atr,side_return_6_atr,side_return_24_atr,side_body_atr,side_ema20_distance_atr,side_ema_slope_6_atr,side_rsi_centered,side_prior24_location,side_macro_pressure_clipped,side_real_yield_delta_clipped,side_dollar_delta_clipped,subregime,expert_id,training_profit_factor,training_stress_profit_factor,training_early_profit_factor,training_late_profit_factor
2020-01-13T16:00:00+00:00,5309,2020-01-13 16:00:00+00:00,chop,LONG,1.0,2020-01-11 00:00:00+00:00,2020-01-13 20:00:00+00:00,2020-01-14 12:05:00+00:00,264039,264232,1.11389,1.1125949107142858,1.1158326339285716,1.1125849107142858,0.700000000000145,12.950892857142769,-13.05089285714267,-1.007721475353319,-1.0463288521199514,-1.305089285714267,STOP,False,0.8310237849018072,0.9389261093309914,0.0222222222222277,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.2924508790073565,0.8918304033092658,1.468045501551301,-0.2055842812823787,0.3011375387797771,0.7332449690253963,0.1391037730904295,0.2314674735249322,0.0824847250509599,-0.7699572154329832,-0.03,-0.9299358231494748,3,H4_SIX_BAR_FOLLOW,1.4482836223220528,1.3896901046932433,1.8425364322734372,1.1229505489278608
2020-01-31T04:00:00+00:00,5388,2020-01-31 04:00:00+00:00,chop,LONG,1.0,2020-01-31 00:00:00+00:00,2020-01-31 08:00:00+00:00,2020-01-31 12:20:00+00:00,267927,267979,1.10288,1.1018176785714286,1.1044734821428572,1.1044634821428572,0.700000000000145,10.623214285714294,15.834821428570844,1.4905866532189722,1.4435199193141144,1.5834821428570844,TARGET,True,0.8224911749872938,0.8696414866790821,0.0395480225988755,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.3090169943749472,0.2471003530005553,-0.1588502269288388,1.1507816439737906,-0.469490670701055,0.2647503782148359,0.2962207673848956,0.2581633034636826,0.0611376927166328,0.5132837407013264,-0.4379785876450148,-0.22,0.9930321185324776,3,H4_SIX_BAR_FOLLOW,1.4482836223220528,1.3896901046932433,1.8425364322734372,1.1229505489278608
2020-01-31T08:00:00+00:00,5389,2020-01-31 08:00:00+00:00,chop,LONG,1.0,2020-01-31 00:00:00+00:00,2020-01-31 12:00:00+00:00,2020-01-31 13:45:00+00:00,267975,267996,1.1038,1.1027186607142858,1.1054220089285716,1.1054120089285715,0.700000000000145,10.8133928571428,16.120089285713846,1.4907522087358271,1.4445132524151267,1.6120089285713846,TARGET,True,1.276195194451376,0.8878381350340858,0.0758661887694036,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.3090169943749472,0.6450334406736845,0.5930146148128638,0.9883576913548244,0.8808521179092615,0.6346296755016128,0.8468973861485668,0.3235976452246116,0.2443510246978148,0.908607863974372,-0.4379785876450148,-0.22,0.9930321185324776,3,H4_SIX_BAR_FOLLOW,1.4482836223220528,1.3896901046932433,1.8425364322734372,1.1229505489278608
2020-01-15T12:00:00+00:00,5320,2020-01-15 12:00:00+00:00,compression,SHORT,-1.0,2020-01-15 00:00:00+00:00,2020-01-15 16:00:00+00:00,2020-01-16 08:30:00+00:00,264567,264765,1.11521,1.1164105357142855,1.1134091964285715,1.1164205357142858,0.700000000000145,12.005357142857283,-12.105357142857542,-1.008329614755339,-1.0499776885319263,-1.2105357142857542,STOP,False,1.4837126282907955,0.8724936733502086,0.306477602320324,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,-0.2592592592594288,-1.3681392235609795,-1.877286925479766,-2.970548862115272,-0.2748772869256126,-1.241493780410054,-0.2566499266907219,-0.3394919168590934,-0.9226914817466048,0.737680317012795,0.0699999999999999,0.5815204755191927,4,H4_PRIOR24_EXTREME_FADE,1.2029211089046448,1.155097942848895,1.1166023494266175,1.292924215467523
2020-01-07T16:00:00+00:00,5286,2020-01-07 16:00:00+00:00,chop,SHORT,-1.0,2020-01-07 00:00:00+00:00,2020-01-07 20:00:00+00:00,2020-01-08 00:10:00+00:00,262887,262937,1.11445,1.1161838392857142,1.1118492410714285,1.1161938392857145,0.700000000000145,17.338392857142846,-17.438392857143103,-1.005767547247556,-1.0346052834852617,-1.7438392857143103,STOP,False,0.6921056697048523,1.3509339455284974,0.2661341853035265,-0.8660254037844385,-0.5000000000000004,0.9510565162951536,0.3090169943749474,-0.1211184921982915,1.2760698285184655,2.0200834234512395,3.6032751429013583,-0.1232813224162296,1.2421998026072054,0.1770910386455358,0.0445468509984729,0.6567425569176946,1.168040540579242,0.07,1.227060810868863,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
2020-01-07T20:00:00+00:00,5287,2020-01-07 20:00:00+00:00,chop,SHORT,-1.0,2020-01-07 00:00:00+00:00,2020-01-08 00:00:00+00:00,2020-01-08 09:10:00+00:00,262935,263045,1.11538,1.1169900892857143,1.1129648660714286,1.1129748660714287,0.700000000000145,16.100892857142945,24.051339285713347,1.4937891643098098,1.4627349858591916,2.4051339285713347,TARGET,True,0.577607719181558,1.2478721195764653,0.2189609166535914,-0.8660254037844386,0.5000000000000001,0.9510565162951536,0.3090169943749474,-0.4448511063051231,1.2856429878555322,1.92613541839959,3.249043420395901,-0.4378639161536882,0.8077922786261417,0.3559814591494277,-0.1323974676575876,0.4894921190893162,1.168040540579242,0.07,1.227060810868863,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
2020-01-08T00:00:00+00:00,5288,2020-01-08 00:00:00+00:00,chop,SHORT,-1.0,2020-01-08 00:00:00+00:00,2020-01-08 04:00:00+00:00,2020-01-08 08:15:00+00:00,262983,263034,1.11544,1.116923125,1.1132153125,1.1132253125,0.700000000000145,14.831249999999978,22.14687499999979,1.4932574799831315,1.4595448798988502,2.214687499999979,TARGET,True,0.7914032869785289,1.1384805181453257,0.199743918053784,0.0,1.0,0.5877852522924732,-0.8090169943749473,-0.0303413400758275,-0.6548672566370801,1.8988621997471344,3.155499367888765,-0.0379266750947283,0.7659739101422799,0.5304943064234289,0.0580731789191112,0.440789473684219,1.0953908063829192,0.06,1.1930862095743788,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
2020-01-08T04:00:00+00:00,5289,2020-01-08 04:00:00+00:00,chop,SHORT,-1.0,2020-01-08 00:00:00+00:00,2020-01-08 08:00:00+00:00,2020-01-08 09:10:00+00:00,263031,263045,1.11512,1.1165707142857142,1.1129439285714284,1.1129539285714285,0.700000000000145,14.507142857142734,21.66071428571392,1.4931068439192392,1.458641063515497,2.166071428571392,TARGET,True,0.648818316100337,1.102269258166229,0.1991029953548057,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.1809453471196845,-0.3437961595272857,1.181314623338315,3.213072378138917,0.1783604135895017,0.8722194667361235,0.6032003281166032,0.1095382541287691,0.4728915662650832,1.0953908063829192,0.06,1.1930862095743788,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
2020-01-08T08:00:00+00:00,5290,2020-01-08 08:00:00+00:00,chop,SHORT,-1.0,2020-01-08 00:00:00+00:00,2020-01-08 12:00:00+00:00,2020-01-08 21:55:00+00:00,263079,263198,1.1127,1.1142723214285717,1.110341517857143,1.110351517857143,0.700000000000145,15.723214285714038,23.48482142856989,1.4936399772855589,1.4618398637137242,2.348482142856989,TARGET,True,1.6027257240203765,1.1918781725887813,0.2484593416503848,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,1.1448040885859223,1.2831345826234624,2.599659284497358,3.942419080068083,1.151959114139632,1.763891230672554,0.7511294440213786,0.2261277094317628,0.9496644295301694,1.0953908063829192,0.06,1.1930862095743788,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
2020-01-08T12:00:00+00:00,5291,2020-01-08 12:00:00+00:00,chop,SHORT,-1.0,2020-01-08 00:00:00+00:00,2020-01-08 16:00:00+00:00,2020-01-09 15:40:00+00:00,263127,263411,1.1119599999999998,1.1135864285714283,1.1095203571428571,1.1095303571428572,0.700000000000145,16.264285714285442,24.296428571426443,1.4938515590688444,1.4631093544135958,2.4296428571426443,TARGET,True,0.9038208168642924,1.2189099668774006,0.2062232100333429,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,0.3389328063241865,1.6070487483531046,1.0098814229249808,2.9950592885375613,0.3412384716732428,1.849463493294132,0.7531641484072705,0.2532504239683588,0.9968220338983312,1.0953908063829192,0.06,1.1930862095743788,5,H4_SIX_BAR_FOLLOW,1.2553286831671469,1.1982288549177953,1.3023683817568439,1.214723222584291
