regime_owner,geometry_id,schema_id,history_mode,state_count,block_number,block_start,block_end,history_start,purge_cutoff,training_action_rows,test_action_rows,populated_state_actions,short_global_rows,long_global_rows
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,5076,698,138,2538,2538
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,5492,216,138,2746,2746
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,5552,720,140,2776,2776
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,5885,940,140,2942,2943
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,6745,778,140,3372,3373
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,7382,672,140,3691,3691
CHOP,C_G1_BALANCED,C09_SESSION_EMA_H4ER,ROLLING_8Y,96,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,7904,1228,140,3952,3952
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,202,395,395
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,212,596,596
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,218,701,701
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,226,917,917
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,240,1074,1074
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2400,194,248,1200,1200
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2590,282,250,1295,1295
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2866,156,250,1433,1433
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,3032,384,250,1516,1516
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,3416,72,254,1708,1708
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,3488,152,254,1744,1744
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,3640,150,260,1820,1820
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,3790,328,260,1895,1895
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,4118,180,260,2059,2059
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,4298,16,262,2149,2149
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,4314,486,262,2157,2157
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,4800,312,268,2400,2400
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,5108,672,268,2554,2554
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,5784,526,270,2892,2892
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,6310,466,272,3155,3155
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,6776,500,272,3388,3388
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,7266,394,272,3633,3633
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,7670,698,272,3835,3835
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,8368,216,272,4184,4184
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,8584,720,272,4292,4292
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,9301,940,272,4650,4651
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,10233,778,276,5116,5117
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,11022,672,276,5511,5511
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,EXPANDING,140,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,11694,1228,276,5847,5847
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,202,395,395
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2008-07-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,212,596,596
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,218,701,701
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2009-07-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,226,917,917
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,240,1074,1074
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2010-07-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2378,194,248,1189,1189
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2011-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2522,282,250,1261,1261
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2011-07-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2654,156,250,1327,1327
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,2242,384,242,1121,1121
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,2224,72,246,1112,1112
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,2082,152,246,1041,1041
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,1806,150,242,903,903
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,1632,328,230,816,816
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,1718,180,228,859,859
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,1704,16,228,852,852
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,1438,486,226,719,719
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,1768,312,248,884,884
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,1692,672,242,846,846
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,2296,526,248,1148,1148
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,2670,466,250,1335,1335
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,2986,500,252,1493,1493
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,3148,394,246,1574,1574
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,3372,698,248,1686,1686
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,4054,216,254,2027,2027
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,3784,720,240,1892,1892
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,4189,940,246,2094,2095
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,4449,778,256,2224,2225
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,4712,672,258,2356,2356
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_4Y,140,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,4918,1228,254,2459,2459
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2004-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,790,402,202,395,395
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2004-07-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1192,214,212,596,596
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2005-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,1402,428,218,701,701
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2005-07-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,1834,324,226,917,917
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2006-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,2148,242,240,1074,1074
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2006-07-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,2400,194,248,1200,1200
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2007-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,2590,282,250,1295,1295
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2007-07-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,2866,156,250,1433,1433
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,3032,384,250,1516,1516
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2008-07-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,3416,72,254,1708,1708
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,3488,152,254,1744,1744
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2009-07-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,3640,150,260,1820,1820
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,3790,328,260,1895,1895
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,14,2018-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,2010-07-01 00:00:00+00:00,2018-06-30 00:00:00+00:00,4096,180,260,2048,2048
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,15,2019-01-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,2011-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,4230,16,262,2115,2115
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,16,2019-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2011-07-01 00:00:00+00:00,2019-06-30 00:00:00+00:00,4102,486,262,2051,2051
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,17,2020-01-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,4010,312,266,2005,2005
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,18,2020-07-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2020-06-30 00:00:00+00:00,3916,672,264,1958,1958
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,19,2021-01-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,4378,526,266,2189,2189
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,20,2021-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2021-06-30 00:00:00+00:00,4476,466,270,2238,2238
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,21,2022-01-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,4618,500,268,2309,2309
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,22,2022-07-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,4866,394,266,2433,2433
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,23,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,5076,698,264,2538,2538
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,24,2023-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2023-06-30 00:00:00+00:00,5492,216,264,2746,2746
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,25,2024-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,5552,720,264,2776,2776
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,26,2024-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,5885,940,262,2942,2943
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,27,2025-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,6745,778,270,3372,3373
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,28,2025-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2025-06-30 00:00:00+00:00,7382,672,272,3691,3691
CHOP,C_G1_BALANCED,C10_SESSION_RANGE_MOMENTUM,ROLLING_8Y,140,29,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2025-12-31 00:00:00+00:00,7904,1228,272,3952,3952
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,1,2012-01-01 00:00:00+00:00,2012-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2011-12-31 00:00:00+00:00,1296,624,48,648,648
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,2,2012-07-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-06-30 00:00:00+00:00,1918,450,48,958,960
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,3,2013-01-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2012-12-31 00:00:00+00:00,2364,680,48,1182,1182
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,4,2013-07-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-06-30 00:00:00+00:00,3050,526,48,1525,1525
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,5,2014-01-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2013-12-31 00:00:00+00:00,3560,446,48,1780,1780
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,6,2014-07-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-06-30 00:00:00+00:00,4022,360,48,2011,2011
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,7,2015-01-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2014-12-31 00:00:00+00:00,4372,528,48,2186,2186
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,8,2015-07-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-06-30 00:00:00+00:00,4894,362,48,2447,2447
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,9,2016-01-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2015-12-31 00:00:00+00:00,5272,690,48,2636,2636
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,10,2016-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-06-30 00:00:00+00:00,5962,158,48,2981,2981
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,11,2017-01-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2016-12-31 00:00:00+00:00,6120,314,48,3060,3060
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,12,2017-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-06-30 00:00:00+00:00,6434,318,48,3217,3217
CHOP,C_G2_ROTATION,C01_SESSION_VWAP,EXPANDING,24,13,2018-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00,6752,636,48,3376,3376
