expert,broker,cost_model,symbol,trade_count,win_rate,profit_factor,total_pnl_usd,total_return_pct,avg_trade_R,median_trade_R,max_drawdown_usd,max_drawdown_pct,worst_month_usd,best_month_usd,losing_month_pct,max_consecutive_zero_trade_months,max_consecutive_losing_months,largest_single_trade_pct_of_pnl,top5_trades_pct_of_pnl,p95_to_best_pf_ratio,cell_id,time_window,tick_source,time_window_start,time_window_end
m15_two_bar_exhaustion_reversal_v0,pepperstone,p95,XAUUSD,1304,0.4455521472392638,0.8684324289677231,-3694.4060669283162,-36.94406066928316,-0.06789541199010732,-0.9790144843480393,3893.6439374042475,38.416905986691255,-650.6390424490837,345.20803060176536,61.111111111111114,0,7,100.0,100.0,,6,2019-01-01T00:00:00+00:00 to 2021-12-31T23:59:59+00:00,pepperstone,2019-01-01T00:00:00+00:00,2021-12-31T23:59:59+00:00
