Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,report_date_utc,dealer_net_pct_oi,dealer_flow_change,vote_dealer,asset_net_pct_oi,asset_flow_change,vote_asset,leveraged_net_pct_oi,leveraged_flow_change,vote_leveraged,three_valid_nonzero_votes,vote_sum,side,availability_utc
495561,36272,225060,239485,98083,80824,73895,2017-11-28 00:00:00+00:00,-0.38095814642395187,-0.019328082831527926,1.0,0.2853372238735494,0.007219765937176159,1.0,0.013982133380148962,-0.0066343628255818785,-1.0,True,1.0,LONG,2017-12-06 00:00:00+00:00
499124,38365,222032,235215,99950,79554,72003,2017-12-05 00:00:00+00:00,-0.36797869868008753,0.012979447743864336,-1.0,0.2710048004103189,-0.014332423463230493,-1.0,0.015128505141007045,0.0011463717608580833,1.0,True,-1.0,SHORT,2017-12-13 00:00:00+00:00
505744,41459,217887,233540,105995,70920,55803,2017-12-12 00:00:00+00:00,-0.34884842924483533,0.0191302694352522,-1.0,0.25219280901009206,-0.018811991400226824,-1.0,0.02989061659653896,0.014762111455531914,1.0,True,-1.0,SHORT,2017-12-20 00:00:00+00:00
485622,43189,215765,233393,104685,67452,69797,2017-12-19 00:00:00+00:00,-0.35537104991124785,-0.006522620666412515,1.0,0.2650374159325566,0.01284460692246453,1.0,-0.004828858659615915,-0.034719475256154875,-1.0,True,1.0,LONG,2017-12-27 00:00:00+00:00
497744,42077,219797,229430,105292,77098,76535,2017-12-26 00:00:00+00:00,-0.35705101417596197,-0.0016799642647141177,1.0,0.2494012986595519,-0.01563611727300468,-1.0,0.0011311035391687293,0.005959962198784644,1.0,True,1.0,LONG,2018-01-03 00:00:00+00:00
542622,39984,263080,241444,106773,103746,69216,2018-01-02 00:00:00+00:00,-0.4111444062349112,-0.05409339205894925,1.0,0.24818566147336452,-0.0012156371861873905,-1.0,0.06363545893826641,0.06250435539909768,1.0,True,1.0,LONG,2018-01-10 00:00:00+00:00
563400,44754,291217,259618,110503,101215,59173,2018-01-09 00:00:00+00:00,-0.43745651402200925,-0.026312107787098027,1.0,0.26466986155484556,0.01648420008148105,1.0,0.07462193823216187,0.010986479293895457,1.0,True,3.0,LONG,2018-01-17 00:00:00+00:00
594038,46686,306418,272419,116699,116996,71311,2018-01-16 00:00:00+00:00,-0.437231288234086,0.00022522578792322223,-1.0,0.2621381123766493,-0.002531749178196263,-1.0,0.07690585450762409,0.0022839162754622194,1.0,True,-1.0,SHORT,2018-01-24 00:00:00+00:00
608683,47541,328477,273391,117601,127165,68142,2018-01-23 00:00:00+00:00,-0.46154730787618514,-0.024316019642099118,1.0,0.255946034306856,-0.0061920780697933275,-1.0,0.09696837269974683,0.020062518192122736,1.0,True,1.0,LONG,2018-01-31 00:00:00+00:00
603460,50889,337544,267255,117303,128097,51244,2018-01-30 00:00:00+00:00,-0.47501905677261125,-0.013471748896426106,1.0,0.24848705796573095,-0.007458976341125023,-1.0,0.1273539256951579,0.030385552995411083,1.0,True,1.0,LONG,2018-02-07 00:00:00+00:00
596937,58824,331291,268920,118546,118937,52485,2018-02-06 00:00:00+00:00,-0.4564418020662147,0.01857725470639654,-1.0,0.251909330465359,0.003422272499628065,1.0,0.11132163025578913,-0.01603229543936878,-1.0,True,-1.0,SHORT,2018-02-14 00:00:00+00:00
564233,75711,311832,253649,115234,86687,51901,2018-02-13 00:00:00+00:00,-0.4184813720572884,0.037960430008926294,-1.0,0.24531532186171315,-0.006594008603645868,-1.0,0.06165183532335046,-0.04966979493243867,-1.0,True,-3.0,SHORT,2018-02-21 00:00:00+00:00
567534,80317,309421,253038,111311,82318,53036,2018-02-20 00:00:00+00:00,-0.4036833035553817,0.014798068501906736,-1.0,0.24972424559585857,0.00440892373414542,1.0,0.05159514672248711,-0.010056688600863346,-1.0,True,-1.0,SHORT,2018-02-28 00:00:00+00:00
567463,82842,303236,242187,110489,86607,53046,2018-02-27 00:00:00+00:00,-0.388384793369788,0.015298510185593694,-1.0,0.23208209169584626,-0.01764215390001231,-1.0,0.05914218195723774,0.007547035234750629,1.0,True,-1.0,SHORT,2018-03-07 00:00:00+00:00
557530,79216,307651,246987,104036,77977,47837,2018-03-06 00:00:00+00:00,-0.40972683084318334,-0.02134203747339536,1.0,0.2564005524366402,0.024318460740793912,1.0,0.054059871217692325,-0.0050823107395454176,-1.0,True,1.0,LONG,2018-03-14 00:00:00+00:00
584759,77273,306895,247032,100031,82704,44967,2018-03-13 00:00:00+00:00,-0.39267800923115337,0.017048821612029974,-1.0,0.25138732366667293,-0.005013228769967237,-1.0,0.0645342782240205,0.010474407006328172,1.0,True,-1.0,SHORT,2018-03-21 00:00:00+00:00
496964,38865,261561,236044,89973,75540,49876,2018-03-20 00:00:00+00:00,-0.4481129417825034,-0.055434932551350014,1.0,0.2939267230624351,0.04253939939576218,1.0,0.05164156759845784,-0.012892710625562659,-1.0,True,1.0,LONG,2018-03-28 00:00:00+00:00
514049,38057,276381,243560,83354,86384,58869,2018-03-27 00:00:00+00:00,-0.46362117230069505,-0.015508230518191668,1.0,0.31165511459024337,0.01772839152780825,1.0,0.05352602572906474,0.0018844581306068989,1.0,True,3.0,LONG,2018-04-04 00:00:00+00:00
493677,40980,262324,239595,82839,68333,49189,2018-04-03 00:00:00+00:00,-0.44835793443891453,0.015263237861780521,-1.0,0.31752745216001554,0.005872337569772179,1.0,0.03877839153940735,-0.01474763418965739,-1.0,True,-1.0,SHORT,2018-04-11 00:00:00+00:00
508204,34531,281979,250432,78865,78185,53135,2018-04-10 00:00:00+00:00,-0.486906832689235,-0.038548898250320485,1.0,0.3375947454171947,0.020067293257179153,1.0,0.04929122950626127,0.01051283796685392,1.0,True,3.0,LONG,2018-04-18 00:00:00+00:00
509032,33569,283461,255245,77985,80379,50401,2018-04-17 00:00:00+00:00,-0.49091609171918466,-0.004009259029949641,1.0,0.3482295808514985,0.010634835434303824,1.0,0.05889217180845212,0.00960094230219085,1.0,True,3.0,LONG,2018-04-25 00:00:00+00:00
494154,38249,265356,259619,80092,56370,48017,2018-04-24 00:00:00+00:00,-0.45958749701510054,0.03132859470408411,-1.0,0.36330172375413333,0.01507214290263481,1.0,0.016903637327634707,-0.04198853448081741,-1.0,True,-1.0,SHORT,2018-05-02 00:00:00+00:00
509659,42967,258345,265262,86420,64315,61805,2018-05-01 00:00:00+00:00,-0.4225923607745571,0.03699513624054346,-1.0,0.3509052130934605,-0.012396510660672821,-1.0,0.004924861525058912,-0.011978775802575795,-1.0,True,-3.0,SHORT,2018-05-09 00:00:00+00:00
515132,50026,258278,261020,90110,67669,62778,2018-05-08 00:00:00+00:00,-0.404269197021346,0.01832316375321108,-1.0,0.3317790391588952,-0.019126173934565338,-1.0,0.009494653797473268,0.004569792272414356,1.0,True,-1.0,SHORT,2018-05-16 00:00:00+00:00
505114,56341,240662,257974,92648,57717,61801,2018-05-15 00:00:00+00:00,-0.3649097035520694,0.039359493469276585,-1.0,0.327304331299469,-0.0044747078594261636,-1.0,-0.008085303515642014,-0.017579957313115284,-1.0,True,-3.0,SHORT,2018-05-23 00:00:00+00:00
520648,65106,236880,257878,97370,60848,71536,2018-05-22 00:00:00+00:00,-0.32992347997111293,0.03498622358095649,-1.0,0.30828506015580587,-0.01901927114366314,-1.0,-0.02052826477773851,-0.012442961262096496,-1.0,True,-3.0,SHORT,2018-05-30 00:00:00+00:00
552251,75345,227876,247321,104495,70434,88324,2018-05-29 00:00:00+00:00,-0.2761986850182254,0.05372479495288751,-1.0,0.25862515414186665,-0.049659906013939215,-1.0,-0.03239469009562681,-0.011866425317888299,-1.0,True,-3.0,SHORT,2018-06-06 00:00:00+00:00
576287,87429,214080,254374,110809,67518,100985,2018-06-05 00:00:00+00:00,-0.21977070452743164,0.05642798049079378,-1.0,0.2491206638359012,-0.009504490305965452,-1.0,-0.05807349463027971,-0.025678804534652898,-1.0,True,-3.0,SHORT,2018-06-13 00:00:00+00:00
599561,88420,226125,271033,112303,50902,92912,2018-06-12 00:00:00+00:00,-0.2296763798846156,-0.009905675357183952,1.0,0.2647437041435317,0.015623040307630509,1.0,-0.07006793303767256,-0.011994438407392852,-1.0,True,1.0,LONG,2018-06-20 00:00:00+00:00
478200,43711,151674,261448,116357,40761,96068,2018-06-19 00:00:00+00:00,-0.22576955248849853,0.003906827396117057,-1.0,0.30341070681723126,0.038667002673699546,1.0,-0.11565662902551234,-0.04558869598783978,-1.0,True,-1.0,SHORT,2018-06-27 00:00:00+00:00
481383,46454,152251,264728,118466,39270,99328,2018-06-26 00:00:00+00:00,-0.21977718365625706,0.005992368832241468,-1.0,0.30383706944366545,0.00042636262643419576,1.0,-0.1247613646514314,-0.009104735625919055,-1.0,True,-1.0,SHORT,2018-07-04 00:00:00+00:00
487131,50465,154978,258596,117675,43024,99990,2018-07-03 00:00:00+00:00,-0.21454803738624723,0.005229146270009838,-1.0,0.28928768647448017,-0.014549382969185287,-1.0,-0.11694184931773999,0.007819515333691407,1.0,True,-1.0,SHORT,2018-07-11 00:00:00+00:00
477596,61080,140539,246761,114058,35598,104700,2018-07-10 00:00:00+00:00,-0.16637283394333285,0.04817520344291437,-1.0,0.2778561796999975,-0.01143150677448268,-1.0,-0.14468714143334535,-0.027745292115605363,-1.0,True,-3.0,SHORT,2018-07-18 00:00:00+00:00
490064,62569,155564,263390,115528,32316,103269,2018-07-17 00:00:00+00:00,-0.18976092918475954,-0.023388095241426682,1.0,0.30171977537627737,0.02386359567627988,1.0,-0.144783130366646,-9.598893330065028e-05,-1.0,True,1.0,LONG,2018-07-25 00:00:00+00:00
496665,56989,163978,267598,114978,33910,101903,2018-07-24 00:00:00+00:00,-0.2154148168282444,-0.025653887643484863,1.0,0.3072896217772543,0.005569846400976908,1.0,-0.13689911711113126,0.007884013255514744,1.0,True,3.0,LONG,2018-08-01 00:00:00+00:00
499721,47487,168811,271966,115640,34268,101360,2018-07-31 00:00:00+00:00,-0.24278347317803334,-0.02736865634978894,1.0,0.31282655721892816,0.005536935441673885,1.0,-0.13425891647539326,0.0026402006357379992,1.0,True,3.0,LONG,2018-08-08 00:00:00+00:00
507186,52529,146536,272927,122203,35743,118267,2018-08-07 00:00:00+00:00,-0.18535014767757785,0.05743332550045549,-1.0,0.2971769725505042,-0.015649584668423977,-1.0,-0.16270953851249836,-0.028450622037105106,-1.0,True,-3.0,SHORT,2018-08-15 00:00:00+00:00
526571,59683,130093,271719,130629,45132,142990,2018-08-14 00:00:00+00:00,-0.13371416200284483,0.051635985674733015,-1.0,0.26794107537255185,-0.02923589717795233,-1.0,-0.18584008614222963,-0.02313054762973127,-1.0,True,-3.0,SHORT,2018-08-22 00:00:00+00:00
532137,68989,131583,273623,130961,45328,147602,2018-08-21 00:00:00+00:00,-0.11762760341791681,0.016086558584928023,-1.0,0.2680926152475772,0.0001515398750253638,1.0,-0.192194867111289,-0.006354780969059365,-1.0,True,-1.0,SHORT,2018-08-29 00:00:00+00:00
529124,61976,139448,271226,125907,33041,132771,2018-08-28 00:00:00+00:00,-0.14641558500464918,-0.028787981586732375,1.0,0.2746407269373531,0.006548111689775871,1.0,-0.1884813389678034,0.003713528143485606,1.0,True,3.0,LONG,2018-09-05 00:00:00+00:00
527579,61155,146909,273585,126707,33922,128817,2018-09-04 00:00:00+00:00,-0.16254248178945713,-0.016126896784807943,1.0,0.27840001213088467,0.0037592851935315807,1.0,-0.17986879690055896,0.008612542067244433,1.0,True,3.0,LONG,2018-09-12 00:00:00+00:00
550492,59704,142517,264033,123182,29948,105905,2018-09-11 00:00:00+00:00,-0.15043452039266692,0.012107961396790212,-1.0,0.2558638454328128,-0.022536166698071847,-1.0,-0.137980206796829,0.041888590103729945,1.0,True,-1.0,SHORT,2018-09-19 00:00:00+00:00
465130,22031,105077,268003,128818,33698,110361,2018-09-18 00:00:00+00:00,-0.1785436329628276,-0.028109112570160688,1.0,0.2992389224517877,0.04337507701897486,1.0,-0.16482058779266012,-0.02684038099583111,-1.0,True,1.0,LONG,2018-09-26 00:00:00+00:00
477881,20055,125379,276673,126826,32021,118715,2018-09-25 00:00:00+00:00,-0.22039796518380098,-0.04185433222097337,1.0,0.313565511079118,0.014326588627330328,1.0,-0.18141336441499034,-0.01659277662233022,-1.0,True,1.0,LONG,2018-10-03 00:00:00+00:00
479644,26162,110249,270766,133859,37615,119431,2018-10-02 00:00:00+00:00,-0.17531127252712428,0.0450866926566767,-1.0,0.28543461400538733,-0.028130897073730676,-1.0,-0.17057651091225992,0.01083685350273042,1.0,True,-1.0,SHORT,2018-10-10 00:00:00+00:00
483802,25698,102243,271172,143116,36846,118768,2018-10-09 00:00:00+00:00,-0.15821555098986775,0.017095721537256525,-1.0,0.26468679335761325,-0.020747820647774085,-1.0,-0.16932960177924028,0.0012469091330196413,1.0,True,-1.0,SHORT,2018-10-17 00:00:00+00:00
469299,26448,98716,277321,142490,26929,112156,2018-10-16 00:00:00+00:00,-0.15399137863068108,0.004224172359186679,-1.0,0.28730297741951294,0.02261618406189969,1.0,-0.18160490433604162,-0.012275302556801343,-1.0,True,-1.0,SHORT,2018-10-24 00:00:00+00:00
489829,34236,93885,278532,149999,30236,123394,2018-10-23 00:00:00+00:00,-0.12177515010340344,0.03221622852727764,-1.0,0.26240381847542715,-0.024899158944085786,-1.0,-0.19018473793915835,-0.008579833603116732,-1.0,True,-3.0,SHORT,2018-10-31 00:00:00+00:00
504458,44616,90445,274114,156358,37046,130192,2018-10-30 00:00:00+00:00,-0.09084799923878698,0.030927150864616462,-1.0,0.23343073159708044,-0.02897308687834671,-1.0,-0.18464569894817803,0.005539038990980322,1.0,True,-1.0,SHORT,2018-11-07 00:00:00+00:00
510193,39582,92922,284738,159077,28935,131185,2018-11-06 00:00:00+00:00,-0.10454867079712972,-0.013700671558342745,1.0,0.2463009096557577,0.012870178058677267,1.0,-0.20041435299974716,-0.01576865405156913,-1.0,True,1.0,LONG,2018-11-14 00:00:00+00:00
520240,38877,99121,296644,159348,41857,130776,2018-11-13 00:00:00+00:00,-0.11580039981546979,-0.011251729018340068,1.0,0.26390896509303396,0.017608055437276254,1.0,-0.17091919114254958,0.029495161857197583,1.0,True,3.0,LONG,2018-11-21 00:00:00+00:00
535707,37248,91480,291421,160146,36514,136774,2018-11-20 00:00:00+00:00,-0.10123444345509766,0.014565956360372126,-1.0,0.24504999934665778,-0.01885896574637619,-1.0,-0.1871545453018161,-0.016235354159266524,-1.0,True,-3.0,SHORT,2018-11-28 00:00:00+00:00
538454,37412,90395,291947,161608,26502,138103,2018-11-27 00:00:00+00:00,-0.09839837757728608,0.002836065877811586,-1.0,0.2420615317185869,-0.0029884676280708677,-1.0,-0.20726190166662334,-0.020107356364807233,-1.0,True,-3.0,SHORT,2018-12-05 00:00:00+00:00
545537,40564,90605,289315,167905,29362,131441,2018-12-04 00:00:00+00:00,-0.09172796712230334,0.006670410454982734,-1.0,0.22255135765310144,-0.01951017406548547,-1.0,-0.18711654754856225,0.020145354118061093,1.0,True,-1.0,SHORT,2018-12-12 00:00:00+00:00
613745,38430,94974,291948,171007,31728,124184,2018-12-11 00:00:00+00:00,-0.09212946744983666,-0.000401500327533319,1.0,0.1970541511539809,-0.025497206499120545,-1.0,-0.15064236775859682,0.03647417978996542,1.0,True,1.0,LONG,2018-12-19 00:00:00+00:00
505711,43212,98632,294314,182612,27921,112509,2018-12-18 00:00:00+00:00,-0.10958828263573464,-0.01745881518589798,1.0,0.22088109612011603,0.023826944966135133,1.0,-0.1672654935328676,-0.016623125774270775,-1.0,True,1.0,LONG,2018-12-26 00:00:00+00:00
528376,48921,116287,296739,173758,30866,113046,2019-02-26 00:00:00+00:00,-0.12749632837221977,-0.017908045736485134,1.0,0.23275281239117598,0.011871716271059957,1.0,-0.15553318091662,0.011732312616247603,1.0,True,3.0,LONG,2019-03-06 00:00:00+00:00
541753,53779,106320,294176,180693,44045,125120,2019-03-05 00:00:00+00:00,-0.09698331158295385,0.03051301678926592,-1.0,0.20947369003955676,-0.02327912235161922,-1.0,-0.14965307067981165,0.005880110236808345,1.0,True,-1.0,SHORT,2019-03-13 00:00:00+00:00
536724,53613,94320,290054,180396,35487,118661,2019-03-12 00:00:00+00:00,-0.07584345026494065,0.02113986131801321,-1.0,0.20430985012781244,-0.005163839911744322,-1.0,-0.15496605331604327,-0.005312982636231617,-1.0,True,-3.0,SHORT,2019-03-20 00:00:00+00:00
483172,32568,77657,290890,172261,26752,113593,2019-03-19 00:00:00+00:00,-0.0933187353571813,-0.017475285092240653,1.0,0.24552126364938365,0.041211413521571205,1.0,-0.1797310274602005,-0.024764974144157237,-1.0,True,1.0,LONG,2019-03-27 00:00:00+00:00
486804,31375,79934,289890,169190,27064,115577,2019-03-26 00:00:00+00:00,-0.09975061831866625,-0.006431882961484947,1.0,0.24794373094715738,0.002422467297773734,1.0,-0.18182471795630273,-0.002093690496102224,-1.0,True,1.0,LONG,2019-04-03 00:00:00+00:00
497717,37759,66177,289108,181139,29983,133701,2019-04-02 00:00:00+00:00,-0.057096703548402,0.04265391477026424,-1.0,0.21692849551050095,-0.031015235436656435,-1.0,-0.20838749731272993,-0.026562779356427202,-1.0,True,-3.0,SHORT,2019-04-10 00:00:00+00:00
494804,36587,73697,286960,170975,29006,132688,2019-04-09 00:00:00+00:00,-0.07499939369932337,-0.01790269015092137,1.0,0.2344059465970364,0.01747745108653545,1.0,-0.20954155584837633,-0.0011540585356464017,-1.0,True,1.0,LONG,2019-04-17 00:00:00+00:00
499280,35335,82776,291476,165477,33281,132662,2019-04-16 00:00:00+00:00,-0.0950188271110399,-0.020019433411716525,1.0,0.2523614004165999,0.017955453819563483,1.0,-0.19904863002723922,0.010492925821137117,1.0,True,3.0,LONG,2019-04-24 00:00:00+00:00
507722,37322,74854,293134,170852,35713,139533,2019-04-23 00:00:00+00:00,-0.07392234332961739,0.02109648378142251,-1.0,0.24084439910029504,-0.011517001316304842,-1.0,-0.20448198029630388,-0.005433350269064663,-1.0,True,-3.0,SHORT,2019-05-01 00:00:00+00:00
517935,35660,73113,298222,172776,35648,145173,2019-04-30 00:00:00+00:00,-0.07231216272312163,0.0016101806064957591,-1.0,0.24220413758483209,0.0013597384845370486,1.0,-0.21146475909139179,-0.006982778795087907,-1.0,True,-1.0,SHORT,2019-05-08 00:00:00+00:00
516282,38508,78754,299854,164500,32252,146844,2019-05-07 00:00:00+00:00,-0.07795352152505801,-0.0056413588019363775,1.0,0.2621706741664439,0.01996653658161182,1.0,-0.22195621772597146,-0.010491458634579676,-1.0,True,1.0,LONG,2019-05-15 00:00:00+00:00
504460,35439,83982,295911,156229,30438,142131,2019-05-14 00:00:00+00:00,-0.09622764936764064,-0.01827412784258263,1.0,0.27689410458708325,0.014723430420639338,1.0,-0.22141101375728503,0.0005452039686864307,1.0,True,3.0,LONG,2019-05-22 00:00:00+00:00
516122,35156,87482,300566,163388,35410,142820,2019-05-21 00:00:00+00:00,-0.10138300634346142,-0.005155356975820785,1.0,0.2657859963342001,-0.011108108252883164,-1.0,-0.2081097104948055,0.013301303262479525,1.0,True,1.0,LONG,2019-05-29 00:00:00+00:00
536798,35669,89806,296488,165340,36534,140497,2019-05-28 00:00:00+00:00,-0.10085171703322293,0.0005312893102384919,-1.0,0.2443153663016628,-0.02147063003253727,-1.0,-0.19367248015082023,0.01443723034398528,1.0,True,-1.0,SHORT,2019-06-05 00:00:00+00:00
517428,31491,101255,295762,163488,42983,134965,2019-06-04 00:00:00+00:00,-0.1348284205725241,-0.033976703539301156,1.0,0.2556374993235774,0.011322133021914565,1.0,-0.17776772807037888,0.015904752080441342,1.0,True,3.0,LONG,2019-06-12 00:00:00+00:00
542810,35062,112458,297222,148904,31166,134565,2019-06-11 00:00:00+00:00,-0.14258396123873915,-0.0077555406662150606,1.0,0.2732410972531825,0.01760359792960514,1.0,-0.19048838451760283,-0.01272065644722395,-1.0,True,1.0,LONG,2019-06-19 00:00:00+00:00
503825,33650,122836,291949,152022,35140,123984,2019-06-18 00:00:00+00:00,-0.17701781372500372,-0.03443385248626457,1.0,0.2777293703170744,0.004488273063891879,1.0,-0.1763390065995137,0.014149377918089123,1.0,True,3.0,LONG,2019-06-26 00:00:00+00:00
521907,32056,139701,304947,141172,37864,130813,2019-06-25 00:00:00+00:00,-0.20625322135936097,-0.029235407634357252,1.0,0.3138011178236736,0.036071747506599194,1.0,-0.17809494795049693,-0.0017559413509832256,-1.0,True,1.0,LONG,2019-07-03 00:00:00+00:00
520970,33935,143117,308798,143058,36190,122545,2019-07-02 00:00:00+00:00,-0.20957444766493272,-0.003321226305571745,1.0,0.3181373207670307,0.004336202943357126,1.0,-0.16575810507322877,0.012336842877268162,1.0,True,3.0,LONG,2019-07-10 00:00:00+00:00
521379,36339,136361,307059,155404,31821,123452,2019-07-09 00:00:00+00:00,-0.19184125175735886,0.017733195907573857,-1.0,0.29087285832379134,-0.02726446244323938,-1.0,-0.1757473929713318,-0.009989287898103022,-1.0,True,-3.0,SHORT,2019-07-17 00:00:00+00:00
535848,36780,138651,310748,161311,37455,126557,2019-07-16 00:00:00+00:00,-0.1901117481076723,0.001729503649686548,-1.0,0.2788794583538615,-0.011993399969929819,-1.0,-0.16628222928890282,0.009465163682428973,1.0,True,-1.0,SHORT,2019-07-24 00:00:00+00:00
541102,39821,126163,314173,166611,37526,133778,2019-07-23 00:00:00+00:00,-0.15956695780093216,0.03054479030674015,-1.0,0.272706439820958,-0.006173018532903529,-1.0,-0.17788143455392882,-0.011599205265026002,-1.0,True,-3.0,SHORT,2019-07-31 00:00:00+00:00
563024,43359,121181,329299,181779,38230,141494,2019-07-30 00:00:00+00:00,-0.13822146125209583,0.02134549654883633,-1.0,0.26201369746227515,-0.010692742358682839,-1.0,-0.1834095882235926,-0.005528153669663777,-1.0,True,-3.0,SHORT,2019-08-07 00:00:00+00:00
545453,47944,113552,311225,189217,42290,127634,2019-08-06 00:00:00+00:00,-0.12028167413141004,0.017939787120685793,-1.0,0.22368196709890678,-0.03833173036336837,-1.0,-0.15646444331592274,0.02694514490766986,1.0,True,-1.0,SHORT,2019-08-14 00:00:00+00:00
550607,38480,131449,337807,165411,28720,137251,2019-08-13 00:00:00+00:00,-0.1688481984428095,-0.04856652431139945,1.0,0.3131017222810462,0.08941975518213943,1.0,-0.19711155143323641,-0.040647108117313674,-1.0,True,1.0,LONG,2019-08-21 00:00:00+00:00
542806,38169,134916,331434,169715,30643,126115,2019-08-20 00:00:00+00:00,-0.1782349495031374,-0.009386751060327908,1.0,0.29793148933504787,-0.015170232945998341,-1.0,-0.17588604400098745,0.021225507432248963,1.0,True,1.0,LONG,2019-08-28 00:00:00+00:00
525065,41098,123741,307404,167978,33930,121825,2019-08-27 00:00:00+00:00,-0.15739575100225686,0.020839198500880535,-1.0,0.2655404568958129,-0.03239103243923497,-1.0,-0.16739832211250036,0.008487721888487093,1.0,True,-1.0,SHORT,2019-09-04 00:00:00+00:00
546954,50038,116421,300518,174966,48225,138243,2019-09-03 00:00:00+00:00,-0.12136852459256171,0.03602722640969515,-1.0,0.22954764020374657,-0.03599281669206633,-1.0,-0.1645805680185171,0.0028177540939832713,1.0,True,-1.0,SHORT,2019-09-11 00:00:00+00:00
585117,50879,106109,294520,167404,36765,133494,2019-09-10 00:00:00+00:00,-0.09439137813462949,0.026977146457932227,-1.0,0.21724885792072354,-0.01229878228302303,-1.0,-0.1653156548177544,-0.0007350867992373111,-1.0,True,-3.0,SHORT,2019-09-18 00:00:00+00:00
503272,41963,92881,289150,167451,30517,137178,2019-09-17 00:00:00+00:00,-0.10117391788138422,-0.006782539746754732,1.0,0.24181555898202164,0.024566701061298102,1.0,-0.21193509672701838,-0.04661944190926398,-1.0,True,1.0,LONG,2019-09-25 00:00:00+00:00
502612,38660,96892,290799,169341,29730,121019,2019-09-24 00:00:00+00:00,-0.11585875386978425,-0.014684835988400036,1.0,0.2416536015853183,-0.00016195739670335496,-1.0,-0.18162916921999475,0.030305927507023628,1.0,True,1.0,LONG,2019-10-02 00:00:00+00:00
511934,36143,88334,287328,182172,44921,134406,2019-10-01 00:00:00+00:00,-0.10194868869815249,0.013910065171631764,-1.0,0.2054092910414233,-0.036244310543894986,-1.0,-0.1747979231697836,0.006831246050211154,1.0,True,-1.0,SHORT,2019-10-09 00:00:00+00:00
514638,41243,90402,294473,172706,38991,141981,2019-10-08 00:00:00+00:00,-0.09552151220858157,0.006427176489570918,-1.0,0.23660709080946218,0.03119779976803888,1.0,-0.20012125027689365,-0.02532332710711005,-1.0,True,-1.0,SHORT,2019-10-16 00:00:00+00:00
517182,43522,103975,300558,168198,33138,134965,2019-10-15 00:00:00+00:00,-0.11688921888232769,-0.021367706673746115,1.0,0.2559253802336508,0.019318289424188617,1.0,-0.1968881360913566,0.0032331141855370393,1.0,True,3.0,LONG,2019-10-23 00:00:00+00:00
528545,38431,135994,309658,155408,38461,133011,2019-10-22 00:00:00+00:00,-0.18458787804255078,-0.06769865916022309,1.0,0.2918389162701378,0.035913536036487004,1.0,-0.1788873227445156,0.018000813346841005,1.0,True,3.0,LONG,2019-10-30 00:00:00+00:00
538847,36422,142746,320665,156342,40929,134425,2019-10-29 00:00:00+00:00,-0.19731760592524408,-0.012729727882693304,1.0,0.3049529829432102,0.013114066673072411,1.0,-0.1735112193257084,0.005376103418807204,1.0,True,3.0,LONG,2019-11-06 00:00:00+00:00
563336,36535,153199,341086,155298,42111,143181,2019-11-05 00:00:00+00:00,-0.20709487765738388,-0.009777271732139797,1.0,0.3297996222503089,0.024846639307098684,1.0,-0.1794133518894585,-0.0059021325637501065,-1.0,True,1.0,LONG,2019-11-13 00:00:00+00:00
569527,37325,156847,346877,169889,39577,137093,2019-11-12 00:00:00+00:00,-0.20986186783067354,-0.0027669901732896574,1.0,0.3107631420459434,-0.01903648020436549,-1.0,-0.171222786628202,0.0081905652612565,1.0,True,1.0,LONG,2019-11-20 00:00:00+00:00
577689,42000,154759,346363,176896,43096,131953,2019-11-19 00:00:00+00:00,-0.19518979935570868,0.014672068474964856,-1.0,0.29335334410037234,-0.01740979794557107,-1.0,-0.153814595742692,0.017408190885510016,1.0,True,-1.0,SHORT,2019-11-27 00:00:00+00:00
578450,40926,149719,344342,178987,41461,138868,2019-11-26 00:00:00+00:00,-0.18807675685020314,0.00711304250550554,-1.0,0.2858587604805947,-0.007494583619777617,-1.0,-0.16839311954360792,-0.014578523800915927,-1.0,True,-3.0,SHORT,2019-12-04 00:00:00+00:00
590124,38562,150823,344451,181222,43557,137918,2019-12-03 00:00:00+00:00,-0.19023290020402492,-0.0021561433538217767,1.0,0.2766011889026713,-0.009257571577923396,-1.0,-0.1599002921419905,0.008492827401617414,1.0,True,1.0,LONG,2019-12-11 00:00:00+00:00
646417,32123,144361,342508,170315,45034,146272,2019-12-10 00:00:00+00:00,-0.17363095339386186,0.016601946810163054,-1.0,0.2663806799635529,-0.010220508939118411,-1.0,-0.15661407419668727,0.0032862179453032325,1.0,True,-1.0,SHORT,2019-12-18 00:00:00+00:00
542923,26947,137932,338095,157942,44265,148057,2019-12-17 00:00:00+00:00,-0.2044212531058732,-0.030790299712011332,1.0,0.33182053440358944,0.06543985444003653,1.0,-0.19117259721912683,-0.03455852302243956,-1.0,True,1.0,LONG,2019-12-25 00:00:00+00:00
540395,25899,135424,330683,152924,42584,155491,2019-12-24 00:00:00+00:00,-0.20267582046466012,0.0017454326412130738,-1.0,0.32894271782677487,-0.0028778165768145736,-1.0,-0.20893420553484027,-0.01776160831571344,-1.0,True,-3.0,SHORT,2020-01-01 00:00:00+00:00
