Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,report_date_utc,dealer_net_pct_oi,dealer_flow_change,vote_dealer,asset_net_pct_oi,asset_flow_change,vote_asset,leveraged_net_pct_oi,leveraged_flow_change,vote_leveraged,three_valid_nonzero_votes,vote_sum,side,availability_utc
406350,110772,72320,130400,91890,42453,132489,2017-02-14 00:00:00+00:00,0.09462778393010951,0.05226480253814807,-1.0,0.09477051802633198,-0.02935394614329591,-1.0,-0.22157253599114063,-0.009972694357426204,-1.0,True,-3.0,SHORT,2017-02-22 00:00:00+00:00
417129,114768,69501,137567,97401,41682,145281,2017-02-21 00:00:00+00:00,0.10852038577993858,0.013892601849829073,-1.0,0.09629155489069328,0.0015210368643613081,1.0,-0.24836201750537604,-0.026789481514235408,-1.0,True,-1.0,SHORT,2017-03-01 00:00:00+00:00
431635,109846,80747,147523,104152,47426,139282,2017-02-28 00:00:00+00:00,0.06741575636822779,-0.041104629411710794,1.0,0.10048073024662041,0.004189175355927124,1.0,-0.21280943389669513,0.03555258360868091,1.0,True,3.0,LONG,2017-03-08 00:00:00+00:00
435309,111030,76373,150494,103396,40433,141023,2017-03-07 00:00:00+00:00,0.07961471047003393,0.012198954101806145,-1.0,0.10819440902898861,0.0077136787823682,1.0,-0.23107723479183753,-0.018267800895142405,-1.0,True,-1.0,SHORT,2017-03-15 00:00:00+00:00
381474,78807,33773,155075,105378,43640,131374,2017-03-14 00:00:00+00:00,0.11805260646859288,0.038437895998558944,-1.0,0.13027624425255718,0.022081835223568574,1.0,-0.22998684051861987,0.0010903942732176652,1.0,True,1.0,LONG,2017-03-22 00:00:00+00:00
406717,79230,65802,163780,96567,52933,121836,2017-03-21 00:00:00+00:00,0.03301558577585889,-0.08503702069273399,1.0,0.16525741486094753,0.034981170608390344,1.0,-0.16941263827182046,0.06057420224679941,1.0,True,3.0,LONG,2017-03-29 00:00:00+00:00
408853,80570,82293,161733,90622,55749,115668,2017-03-28 00:00:00+00:00,-0.004214228585824245,-0.037229814361683135,1.0,0.1739280377054834,0.008670622844535875,1.0,-0.14655389589901505,0.022858742372805413,1.0,True,3.0,LONG,2017-04-05 00:00:00+00:00
397594,77711,71467,161999,96683,50153,117506,2017-04-04 00:00:00+00:00,0.015704462340981,0.019918690926805243,-1.0,0.16427813296981342,-0.009649904735669984,-1.0,-0.1694014497200662,-0.022847553821051164,-1.0,True,-3.0,SHORT,2017-04-12 00:00:00+00:00
420332,98304,61409,164640,107426,48657,136804,2017-04-11 00:00:00+00:00,0.08777585337304797,0.07207139103206697,-1.0,0.13611621289837558,-0.028161920071437835,-1.0,-0.20970804031099227,-0.04030659059092606,-1.0,True,-3.0,SHORT,2017-04-19 00:00:00+00:00
430589,105312,54960,164566,108268,54348,150668,2017-04-18 00:00:00+00:00,0.1169374972421497,0.029161643869101736,-1.0,0.13074648911142644,-0.005369723786949138,-1.0,-0.22369359180099815,-0.013985551490005882,-1.0,True,-3.0,SHORT,2017-04-26 00:00:00+00:00
411006,80319,63755,166561,94959,50343,131648,2017-04-25 00:00:00+00:00,0.04030111482557432,-0.07663638241657539,1.0,0.17421156868756174,0.043465079576135296,1.0,-0.19781949655236178,0.025874095248636375,1.0,True,3.0,LONG,2017-05-03 00:00:00+00:00
409936,77923,89923,166180,85449,52095,105099,2017-05-02 00:00:00+00:00,-0.02927286210530424,-0.06957397693087856,1.0,0.19693561921860975,0.022724050531048007,1.0,-0.12929823191912884,0.06852126463323294,1.0,True,3.0,LONG,2017-05-10 00:00:00+00:00
418301,79867,110091,166959,78360,49908,100749,2017-05-09 00:00:00+00:00,-0.07225419016449877,-0.04298132805919453,1.0,0.21180680897248633,0.01487118975387658,1.0,-0.12154166497330869,0.007756566945820151,1.0,True,3.0,LONG,2017-05-17 00:00:00+00:00
431659,76757,131617,171645,74388,55162,88600,2017-05-16 00:00:00+00:00,-0.12709106030454595,-0.05483687014004718,1.0,0.2253097931469053,0.013502984174418975,1.0,-0.0774639240696939,0.044077740903614784,1.0,True,3.0,LONG,2017-05-24 00:00:00+00:00
449360,76460,159407,173814,75232,69482,74824,2017-05-23 00:00:00+00:00,-0.18458919351967243,-0.05749813321512648,1.0,0.21938312266334342,-0.00592667048356188,-1.0,-0.011888018515221649,0.06557590555447226,1.0,True,1.0,LONG,2017-05-31 00:00:00+00:00
453280,72432,167397,174423,71486,71490,65844,2017-05-30 00:00:00+00:00,-0.2095062654429933,-0.024917071923320877,1.0,0.22709362866219554,0.0077105059988521185,1.0,0.01245587716201906,0.02434389567724071,1.0,True,3.0,LONG,2017-06-07 00:00:00+00:00
447178,72303,168558,172843,68924,64699,54589,2017-06-06 00:00:00+00:00,-0.21524985576213498,-0.005743590319141678,1.0,0.23238844486982813,0.0052948162076325855,1.0,0.022608446748274735,0.010152569586255674,1.0,True,3.0,LONG,2017-06-14 00:00:00+00:00
474300,80403,166583,168662,69385,61696,51695,2017-06-13 00:00:00+00:00,-0.18169934640522875,0.03355050935690623,-1.0,0.20931267130508116,-0.023075773564746965,-1.0,0.021085810668353362,-0.0015226360799213724,-1.0,True,-3.0,SHORT,2017-06-21 00:00:00+00:00
379269,33170,84468,166684,70369,59455,74430,2017-06-20 00:00:00+00:00,-0.13525492460496377,0.04644442180026498,-1.0,0.2539490440821686,0.04463637277708746,1.0,-0.03948384919410761,-0.060569659862460976,-1.0,True,-1.0,SHORT,2017-06-28 00:00:00+00:00
400560,33528,98769,172970,68219,66956,75103,2017-06-27 00:00:00+00:00,-0.16287447573397243,-0.027619551129008657,1.0,0.2615113840623128,0.0075623399801441615,1.0,-0.020339025364489713,0.0191448238296179,1.0,True,3.0,LONG,2017-07-05 00:00:00+00:00
422496,38470,127190,178183,70493,68317,74930,2017-07-03 00:00:00+00:00,-0.20999015375293495,-0.04711567801896252,1.0,0.25488998712413846,-0.006621396938174318,-1.0,-0.01565221919260774,0.004686806171881972,1.0,True,1.0,LONG,2017-07-11 00:00:00+00:00
436899,39612,139185,182032,77190,72673,72383,2017-07-11 00:00:00+00:00,-0.22790850974710403,-0.017918355994169077,1.0,0.23996850530671848,-0.01492148181741998,-1.0,0.0006637689717760855,0.016315988164383826,1.0,True,1.0,LONG,2017-07-19 00:00:00+00:00
446259,35445,146121,188839,79086,77654,71195,2017-07-18 00:00:00+00:00,-0.24800844352718937,-0.020099933780085344,1.0,0.2459401379019807,0.005971632595262205,1.0,0.014473657674130941,0.013809888702354856,1.0,True,3.0,LONG,2017-07-26 00:00:00+00:00
449086,45227,148194,188756,81196,68288,67936,2017-07-25 00:00:00+00:00,-0.22928125125254406,0.01872719227464531,-1.0,0.23950869098569094,-0.006431446916289746,-1.0,0.0007838142360260618,-0.013689843438104879,-1.0,True,-3.0,SHORT,2017-08-02 00:00:00+00:00
457254,45316,151701,189171,83473,72993,66296,2017-08-01 00:00:00+00:00,-0.2326606218863039,-0.003379370633759843,1.0,0.23115817466878366,-0.00835051631690728,-1.0,0.014646126660455677,0.013862312424429615,1.0,True,1.0,LONG,2017-08-09 00:00:00+00:00
461152,46898,166487,184035,86423,83468,58135,2017-08-08 00:00:00+00:00,-0.25932664284227325,-0.026666020955969344,1.0,0.21166990493373117,-0.019488269735052494,-1.0,0.054934164874054545,0.040288038213598866,1.0,True,1.0,LONG,2017-08-16 00:00:00+00:00
462148,48060,161442,202003,90938,70194,60834,2017-08-15 00:00:00+00:00,-0.24533699161307634,0.013989651229196903,-1.0,0.24032344616875978,0.028653541235028612,1.0,0.020253252204921367,-0.034680912669133174,-1.0,True,-1.0,SHORT,2017-08-23 00:00:00+00:00
464445,43591,166707,199440,92815,80501,56657,2017-08-22 00:00:00+00:00,-0.2650819795670101,-0.01974498795393373,1.0,0.22957508424032985,-0.010748361928429928,-1.0,0.05133869457093951,0.03108544236601814,1.0,True,1.0,LONG,2017-08-30 00:00:00+00:00
469307,39729,167585,199296,92595,82489,51683,2017-08-29 00:00:00+00:00,-0.2724357403575911,-0.007353760790581032,1.0,0.22735863730990588,-0.002216446930423971,-1.0,0.0656414670993614,0.014302772528421895,1.0,True,1.0,LONG,2017-09-06 00:00:00+00:00
464988,38344,165140,204580,93873,81977,51920,2017-09-05 00:00:00+00:00,-0.2726866069662013,-0.0002508666086101785,1.0,0.2380857140399322,0.01072707673002632,1.0,0.0646403778162017,-0.0010010892831597007,-1.0,True,1.0,LONG,2017-09-13 00:00:00+00:00
487425,45708,152062,189947,94396,84642,61588,2017-09-12 00:00:00+00:00,-0.21819561983894958,0.0544909871272517,-1.0,0.1960322100836026,-0.04205350395632959,-1.0,0.04729753295378776,-0.017342844862413942,-1.0,True,-3.0,SHORT,2017-09-20 00:00:00+00:00
431108,31203,104014,194409,92876,78292,77133,2017-09-19 00:00:00+00:00,-0.16889271365875835,0.04930290618019123,-1.0,0.23551639032446625,0.03948418024086364,1.0,0.0026884214628352986,-0.04460911149095246,-1.0,True,-1.0,SHORT,2017-09-27 00:00:00+00:00
429111,34253,122254,196538,96156,70012,50279,2017-09-26 00:00:00+00:00,-0.2050774741267411,-0.036184760467982746,1.0,0.23393014860956723,-0.001586241714899017,-1.0,0.045985770581504555,0.043297349118669254,1.0,True,1.0,LONG,2017-10-04 00:00:00+00:00
438663,37212,126161,200578,101378,69139,50830,2017-10-03 00:00:00+00:00,-0.20277297150660073,0.0023045026201403696,-1.0,0.22614170787141838,-0.007788440738148855,-1.0,0.04173819082074394,-0.0042475797607606156,-1.0,True,-3.0,SHORT,2017-10-11 00:00:00+00:00
450748,35775,133627,205077,98624,80601,57794,2017-10-10 00:00:00+00:00,-0.21708804032408352,-0.01431506881748279,1.0,0.23616965577218313,0.01002794790076475,1.0,0.05059811690789532,0.00885992608715138,1.0,True,3.0,LONG,2017-10-18 00:00:00+00:00
446338,39581,137232,206703,97305,70431,55097,2017-10-17 00:00:00+00:00,-0.21878262661928852,-0.0016945862952049973,1.0,0.24510124614081705,0.008931590368633918,1.0,0.034355129968768064,-0.016242986939127256,-1.0,True,1.0,LONG,2017-10-25 00:00:00+00:00
445018,38628,134813,208170,98930,69117,58958,2017-10-24 00:00:00+00:00,-0.21613732478236836,0.002645301836920161,-1.0,0.2454732168137019,0.0003719706728848582,1.0,0.022828290091636744,-0.01152683987713132,-1.0,True,-1.0,SHORT,2017-11-01 00:00:00+00:00
440384,40382,124061,214381,102148,59118,59175,2017-10-31 00:00:00+00:00,-0.19001371530300828,0.02612360947936007,-1.0,0.2548525832001163,0.009379366386414373,1.0,-0.0001294324952768493,-0.022957722586913594,-1.0,True,-1.0,SHORT,2017-11-08 00:00:00+00:00
446502,37528,136187,218740,100238,62131,57575,2017-11-07 00:00:00+00:00,-0.22095981652937724,-0.030946101226368955,1.0,0.2654008268719961,0.010548243671879842,1.0,0.010203761685278005,0.010333194180554854,1.0,True,3.0,LONG,2017-11-15 00:00:00+00:00
467842,38606,148301,223094,95600,79328,75472,2017-11-14 00:00:00+00:00,-0.23447018437848677,-0.013510367849109528,1.0,0.2725150798773945,0.007114253005398363,1.0,0.008242098828236883,-0.0019616628570411215,-1.0,True,1.0,LONG,2017-11-22 00:00:00+00:00
465307,38559,206828,230478,101068,67135,57542,2017-11-21 00:00:00+00:00,-0.36163006359242394,-0.12715987921393718,1.0,0.2781174579363732,0.00560237805897873,1.0,0.02061649620573084,0.012374397377493957,1.0,True,3.0,LONG,2017-11-29 00:00:00+00:00
