attempt_no,policy_id,mechanic,parameters_json,trades,calendar_weekdays,trades_per_source_day,stress_net_r,stress_pf,average_stress_r,positive_month_share,closed_drawdown_r,top_winners_removed_stress_net_r,block_pvalue,profitable_segments,worst_segment_pf,current_account_feasible_share,long_trades,short_trades,fdr_qvalue,gate_checks_json,gate_pass,segment_metrics_json
122001,7fbaf7237a2e3047,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":3,""hold_hours"":2,""minimum_return_bps"":20.0,""return_horizon"":2,""session"":""LONDON"",""stop_atr"":0.6,""target_r"":1.25}",67,652,0.10276073619631902,-22.381845740776626,0.47356714229607516,-0.334057399116069,0.3,22.705079446284202,-27.739554443590457,1.0,0,0.3609937354036099,1.0,32,35,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-6.677467031987007,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.4711418002355453,""trades"":21},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-7.63735523713675,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5576529695902803,""trades"":29},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-8.067023471652865,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.3609937354036099,""trades"":17}]"
122002,e551e5ef6877a359,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":3,""hold_hours"":4,""minimum_return_bps"":0.0,""return_horizon"":1,""session"":""NY"",""stop_atr"":1.0,""target_r"":2.0}",268,652,0.4110429447852761,-81.26413399687269,0.5721896012392609,-0.30322438058534584,0.23333333333333334,81.26413399687276,-90.59309207279496,1.0,0,0.5532290010442499,0.996268656716418,131,137,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-29.075608279362804,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.5640538360403227,""trades"":92},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-30.60083190397997,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5532290010442499,""trades"":97},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-21.58769381352993,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.6058113797366056,""trades"":79}]"
122003,4df80ce3b06c51df,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":12,""hold_hours"":2,""minimum_return_bps"":10.0,""return_horizon"":3,""session"":""NY"",""stop_atr"":0.6,""target_r"":2.0}",106,652,0.16257668711656442,-46.57454653990029,0.445316356460244,-0.4393825145273612,0.16666666666666666,46.57454653990028,-55.57813678246038,1.0,0,0.34258581006632516,1.0,44,62,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-16.282080708805616,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.5436171466523586,""trades"":43},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-17.320851487040287,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.39349221899970993,""trades"":37},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-12.971614344054377,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.34258581006632516,""trades"":26}]"
122004,f841a666ec515e2f,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.1,""channel_bars"":6,""hold_hours"":8,""minimum_return_bps"":10.0,""return_horizon"":1,""session"":""NY"",""stop_atr"":1.25,""target_r"":1.25}",15,652,0.023006134969325152,-3.8157541132605095,0.6332413896984453,-0.2543836075507006,0.1,4.766054211278243,-9.338664085410903,1.0,1,0.0,1.0,5,10,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-3.5799955198217006,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.47969566301425665,""trades"":9},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":2.101596167903615,""profitable"":true,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":2.7719158276415024,""trades"":4},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-2.337354761342424,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.0,""trades"":2}]"
122005,61e379fb5ec30f44,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":4,""minimum_return_bps"":10.0,""return_horizon"":2,""session"":""LONDON"",""stop_atr"":0.6,""target_r"":1.0}",65,652,0.09969325153374232,-20.51202138711438,0.5256618562930598,-0.3155695598017597,0.23333333333333334,20.99600189052625,-24.593404711330084,1.0,0,0.3210822428515936,1.0,31,34,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-7.817412062886308,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.5010604371766074,""trades"":23},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-4.952355693273667,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6937619199264253,""trades"":28},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-7.742253630954406,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.3210822428515936,""trades"":14}]"
122006,5e4cd169339ead08,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":6,""hold_hours"":4,""minimum_return_bps"":20.0,""return_horizon"":3,""session"":""BOTH"",""stop_atr"":1.25,""target_r"":1.5}",431,652,0.661042944785276,-81.65991152425372,0.6354345560621688,-0.1894661520284309,0.26666666666666666,85.21318868215657,-88.53942006853504,1.0,0,0.55725095357515,0.9976798143851509,203,228,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":true,""minimum_trades_per_source_day"":true,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-38.66355956412724,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.55725095357515,""trades"":169},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-26.873565638105955,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.6296607288260189,""trades"":137},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-16.122786322020517,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.7484808090603089,""trades"":125}]"
122007,d0a37fad064f9274,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.0,""channel_bars"":3,""hold_hours"":6,""minimum_return_bps"":10.0,""return_horizon"":3,""session"":""NY"",""stop_atr"":0.8,""target_r"":2.0}",190,652,0.29141104294478526,-63.895843057739256,0.588868200938755,-0.3362939108302066,0.2,67.59685351155257,-73.13803128576096,1.0,0,0.42306003886690885,0.9947368421052631,87,103,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-26.56055357310331,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.567678024531381,""trades"":73},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-11.076860540848223,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.7714426450293379,""trades"":64},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-26.25842894378773,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.42306003886690885,""trades"":53}]"
122008,d57bc53c7692e196,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":12,""hold_hours"":2,""minimum_return_bps"":5.0,""return_horizon"":2,""session"":""NY"",""stop_atr"":0.6,""target_r"":2.0}",93,652,0.14263803680981596,-27.841656695536024,0.5949025824221745,-0.2993726526401723,0.23333333333333334,29.329033551290095,-36.80537115487513,1.0,0,0.5016377737288593,1.0,41,52,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-10.260980620516072,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.576592488425299,""trades"":31},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-7.786762094118246,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.686546098972645,""trades"":36},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-9.793913980901703,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.5016377737288593,""trades"":26}]"
122009,8f7727dacc885d91,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":3,""hold_hours"":8,""minimum_return_bps"":20.0,""return_horizon"":2,""session"":""BOTH"",""stop_atr"":0.6,""target_r"":2.0}",79,652,0.12116564417177914,-26.73355787349523,0.6105001954997865,-0.33839946675310417,0.23333333333333334,30.70621066662251,-35.879749039473644,1.0,0,0.5567317373712741,1.0,36,43,1.0,"{""maximum_closed_drawdown_r"":false,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-8.322676261363952,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.6601378244050827,""trades"":29},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":-12.285049834525191,""profitable"":false,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":0.5567317373712741,""trades"":31},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-6.125831777606078,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.6272128849558224,""trades"":19}]"
122010,60234e5fc17038ee,CASH_MOMENTUM_BREAKOUT,"{""breakout_buffer_atr"":0.05,""channel_bars"":12,""hold_hours"":8,""minimum_return_bps"":5.0,""return_horizon"":2,""session"":""LONDON"",""stop_atr"":1.0,""target_r"":2.0}",162,652,0.24846625766871167,-11.911232808872882,0.8991206816156748,-0.0735261284498326,0.4666666666666667,22.01934959173574,-21.107593672118895,1.0,1,0.7455283490577964,1.0,80,82,1.0,"{""maximum_closed_drawdown_r"":true,""maximum_fdr_qvalue"":false,""minimum_average_stress_r"":false,""minimum_positive_month_share"":false,""minimum_profitable_segments"":false,""minimum_stress_pf"":false,""minimum_trades"":false,""minimum_trades_per_source_day"":false,""minimum_worst_segment_pf"":false,""top_winners_removed_positive"":false}",False,"[{""end"":""2017-05-01T00:00:00+00:00"",""net_r"":-9.450002509157542,""profitable"":false,""start"":""2016-07-01T00:00:00+00:00"",""stress_pf"":0.7455283490577964,""trades"":48},{""end"":""2018-03-01T00:00:00+00:00"",""net_r"":7.942606744517963,""profitable"":true,""start"":""2017-05-01T00:00:00+00:00"",""stress_pf"":1.2527104785434096,""trades"":50},{""end"":""2019-01-01T00:00:00+00:00"",""net_r"":-10.403837044233308,""profitable"":false,""start"":""2018-03-01T00:00:00+00:00"",""stress_pf"":0.7898581305749901,""trades"":64}]"
