recorded_at_broker,recorded_at_utc,evidence_scope,run_id,event,detail,last_seen_m5_open,last_completed_m5_open,ok_source_rows,missing_source_rows
2026.07.30 06:11:01,2026.07.30 06:10:45,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,STARTUP_LATCH,current_bar_latched_no_historical_backfill,2026.07.30 06:10:00,,0,0
2026.07.30 06:12:02,2026.07.30 06:11:45,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,HEARTBEAT,collector_alive,2026.07.30 06:10:00,,0,0
2026.07.30 06:13:02,2026.07.30 06:12:45,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,HEARTBEAT,collector_alive,2026.07.30 06:10:00,,0,0
2026.07.30 06:14:02,2026.07.30 06:13:45,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,HEARTBEAT,collector_alive,2026.07.30 06:10:00,,0,0
2026.07.30 06:15:00,2026.07.30 06:14:42,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,INTERVAL_REFUSED,before_frozen_or_configured_prospective_start,2026.07.30 06:15:00,,0,0
2026.07.30 06:15:02,2026.07.30 06:14:45,PROSPECTIVE_DEMO,EURUSD_PROSPECTIVE_MULTISYMBOL_V1,HEARTBEAT,collector_alive,2026.07.30 06:15:00,,0,0
