attempt_no,policy_id,mechanic,parameters_json,raw_discovery_signal_count
131246,V100_4a02a0e8405b2e69184e,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131247,V100_060484e6b7c02cb61970,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131248,V100_e349d7a52c185a4c6c25,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131249,V100_6cead240a379b8aaf700,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131250,V100_a48bf80953e856fbfbf7,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131251,V100_e93403653cdc3b6aca56,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131252,V100_eb85245e0adff2714bf1,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131253,V100_48894c9fb0dac90ae8a6,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131254,V100_6819f72a691555b97f52,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131255,V100_dd46f6430eba9d277b6e,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131256,V100_86757abd0cfac23abe3f,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131257,V100_52c760b4e4f848279822,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131258,V100_6c04bb78c7a78c6c6317,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131259,V100_e17020d85e85951268be,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131260,V100_c03c10c281aa2ea1f206,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131261,V100_7685716d584a78f05e16,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131262,V100_167b12bca7b1d74f5c27,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131263,V100_8940d3b68654970449a8,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131264,V100_4a3f02e1378c130f1f1c,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131265,V100_3b47a3bd6c3f9e7e55be,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131266,V100_d302baf9d917d6328764,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131267,V100_2a78fdadbb5c870e93a2,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131268,V100_8a145e9555fe8dcc70a8,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131269,V100_3dd91f3147b176cc25bc,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131270,V100_d8d6106ffc630d138464,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131271,V100_af59e6fe8b84847f01c6,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131272,V100_63c9c1ff3ae8f311a605,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131273,V100_6a1c0e0014a94557179a,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131274,V100_406190764f1eeffd1063,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131275,V100_8cdf7249a3facdc8dc41,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131276,V100_0164f0d2b09f13cdf016,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131277,V100_342c7a730a57a335af23,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131278,V100_6581d4d40bde2f75c331,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131279,V100_f4e39d818d69186035ab,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131280,V100_fdbec9cb36f132dca837,BREAK_180,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131281,V100_377c4f08433ab80071b7,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131282,V100_fa29b5d9d6da71bcaec2,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131283,V100_086e1790311210d626af,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131284,V100_97ad4a566a52e115211d,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131285,V100_4c2fe2138737372eb171,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131286,V100_eb9c650a3deae5ce4887,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131287,V100_dc9c82e345faf39c420c,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131288,V100_7785a411015785e96295,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131289,V100_b10dc94e7921ee7abebf,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131290,V100_16849d6d291fff1d2906,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131291,V100_d59ad2270ae5ddaf7a0b,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131292,V100_470cc6cc8410576c52f7,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131293,V100_62c7e8338c8754d2c24e,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131294,V100_7538cc5dad0c7abd0b30,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131295,V100_0a41b401cf9dca9118be,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131296,V100_b9d6ef32002d1c149ae9,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131297,V100_cec0ee0eb6f75f99fd60,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131298,V100_864d21cfbc9ed3d27a23,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131299,V100_cc5c08bd415e05377f3b,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131300,V100_f9e149968a96891f38d7,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131301,V100_589f82915d90bb3fc014,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131302,V100_a74b59efbb588b58ed60,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131303,V100_f31660b6010ee62114be,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131304,V100_ee8d19bb0149fdb4c0d3,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131305,V100_6cbee4180d7a0b25e3a6,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131306,V100_ef503d32d6b8da043fc2,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131307,V100_59110a81624e26b2ec52,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131308,V100_e9d9c8189511a5748dc1,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131309,V100_0bb85c5fc962dc9bf78c,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131310,V100_e340cd54280461b8c155,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131311,V100_a18fa66bbd69e6be8d9a,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131312,V100_554585e59eeed71947bc,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131313,V100_ee33bb8cfe71d63b7e05,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131314,V100_a951720ce2bdce650f77,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131315,V100_c870126f0ead01a754e8,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131316,V100_fff744e5503dfad596e6,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131317,V100_f9d00529f7a2967505cb,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131318,V100_3d02fc53abdbf3f797fb,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131319,V100_be470b5333afa93dc30e,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131320,V100_412f042d0d53382e4f1c,BREAK_180,"{""anchor_hour_utc"":8,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131321,V100_636ece4da287d8c7a886,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131322,V100_8bb99d8cd379d26b18c4,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131323,V100_47e8f14f668e1ccb54a9,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131324,V100_5b341a766a6ab691b9cb,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131325,V100_d896843c1ae64af9567f,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131326,V100_edeb84a5349695956ff9,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131327,V100_6658a21db98859433ea5,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131328,V100_8da524f67f0005f17916,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131329,V100_07a778a8259008d0912b,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131330,V100_3717fe3a0be0e06ed6e4,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131331,V100_b42eddda28c01634f4ed,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131332,V100_297350a3e9afc864f468,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131333,V100_7b6a69ca8de64f902a47,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131334,V100_89b3bab76f100c92756e,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131335,V100_27c027c2e16fb26953bf,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131336,V100_50ed5f3246338024eb14,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131337,V100_aece912b81b1565b9b61,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131338,V100_59e2fb635038fb8ba9d9,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131339,V100_d0f5320d0fee339b21ae,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131340,V100_88e8915f26d2ea0e7d30,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131341,V100_b56045d16dd99754f2c5,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131342,V100_8529c0c09231dd2ebf50,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131343,V100_af05180aff1f8ce35adb,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131344,V100_cde7ac6b489b0899f5ed,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131345,V100_b12f9304ab8ff41c2c16,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131346,V100_318cacf4b67a85638c52,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131347,V100_5ce36a2d4730e5b5597f,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131348,V100_ba25bd8283e3898b2c4c,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131349,V100_5fb432cc94bde4ae303b,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131350,V100_0b9e8493a6841c4e7d39,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131351,V100_fc1c5c66d7a988c6c5da,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131352,V100_b9a8748dc63f1369b0ff,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131353,V100_064ab235247353d376e7,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131354,V100_129ccac7db640f2aadce,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131355,V100_526219dada3fcc0318f0,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131356,V100_edc2131106dec7f4a732,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131357,V100_6a9fb3928fa15a36b008,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131358,V100_2513a4eedb7f50d159a5,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131359,V100_83ef57721f8ca955d7be,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131360,V100_73b810b194add7dafff6,BREAK_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131361,V100_52cf5bd3fb0209f80b59,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131362,V100_32325982f70ff1418fa3,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131363,V100_4f86c76c61792153e800,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131364,V100_378c12bc464c3fc80438,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131365,V100_45a42779741f19041fae,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131366,V100_24335f5e9376193565d5,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131367,V100_c872bd099306beab13b2,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131368,V100_c9a83f4e419d8ddf4126,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
131369,V100_ff41e1b2c2e1eb2fefda,BREAK_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""BREAK_180"",""window_hours"":8}",2059
