attempt_no,policy_id,mechanic,parameters_json,raw_discovery_signal_count
131748,V100_93a065a627c5e8a49513,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131749,V100_6dd1554aeb7800be7c72,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131750,V100_b0fbdf2ddf98af4e59bb,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131751,V100_d3cbed39e7ffcc8b50ec,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131752,V100_8b39ef2774a356cb5c2a,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131753,V100_aee71955537cfb101edb,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131754,V100_caf6a0c31b08ee184342,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131755,V100_7a4c59f43d7c40ce7ec8,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131756,V100_2aadc922aa4ac0a870e6,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131757,V100_4f7e44f8f6a7cceee0f7,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131758,V100_7ab09dd1142e1267b167,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131759,V100_fca8850d8fa85f3b4db4,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131760,V100_5423c08cc586e70c652c,RETEST_180,"{""anchor_hour_utc"":12,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131761,V100_3c90dff3f4140624b8a0,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131762,V100_0b1841b0984fc58effc1,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131763,V100_30f8ae15b1fac4cbdf89,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131764,V100_1092b83ca08ae035e7dc,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131765,V100_d640fdbb257baedc5222,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131766,V100_11c16d1c7bb99c4c9f4f,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131767,V100_1710efa52892f6e01f1d,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131768,V100_fe4e443063654daacf8d,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131769,V100_f9d1ecea0f0fbbbd63a2,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131770,V100_11a3418d70a3364fa571,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131771,V100_0f34c3eb58c09666cb7c,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131772,V100_abf1da83cd434ba9811a,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131773,V100_be9857209d55476147d1,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131774,V100_1db8c66119b76d39475c,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131775,V100_e6120556b7801b7b4fe7,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131776,V100_6ec0064857dd6bbb4acd,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131777,V100_41cd52c826b942e1dfd4,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131778,V100_dcbfa0eef2a539da099c,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131779,V100_385480162f850ccd8112,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131780,V100_8100be7e4b3c068ab86a,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131781,V100_170cd8ab55b75a0c2d48,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131782,V100_6a4019b87794d5ec2ac6,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131783,V100_2c90d9e5077b60d69954,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131784,V100_5cc6cacb7beb5753cdd1,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131785,V100_517ad79d26fb82a04b80,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131786,V100_aa4e9638ca4c33a8c750,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131787,V100_b443c0c9d0bc2df155e0,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131788,V100_095d2647420a6d092d47,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131789,V100_7e83d2601462cbb9733b,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131790,V100_602da4fc7b447afd59e5,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131791,V100_e800039ddf5e8213caec,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131792,V100_53060d72b3f219eac624,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131793,V100_c65cd43f395f0e97543b,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131794,V100_4830c0e36ab07c192eb1,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131795,V100_cea76a8f03a13e304dac,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131796,V100_7eaf725f7fcbf895ef83,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131797,V100_fef734a760e3350c02bc,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131798,V100_dc11dd07673867b48e03,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131799,V100_d06f665b5dab2972ed50,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131800,V100_e5983c037f385f8435d7,RETEST_180,"{""anchor_hour_utc"":16,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""RETEST_180"",""window_hours"":8}",1364
131801,V100_8e13f8cb4e8f37188544,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131802,V100_6fa8e16b5df0239f255b,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131803,V100_e9921c000b8788674316,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131804,V100_d84ea75db78cad588610,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131805,V100_6d7bde775fae14ce4b2f,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131806,V100_ebc1751231d213a78ca8,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131807,V100_a066c5bb0fa95e184ad1,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131808,V100_9e32879ff643038ae896,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131809,V100_4e88451d51ce599d5674,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131810,V100_e6d96c061b7f6f8d3e92,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131811,V100_1bc7e25ac306ad7387cd,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131812,V100_cf55582cb78a79b2f97c,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131813,V100_de88bd8a12870babd877,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131814,V100_5bf27b1a4ac2b0a15927,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131815,V100_d2834fa199f5ff187abd,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131816,V100_9afea772b464b51d02e9,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131817,V100_8d7be18715b3ae80bbf8,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131818,V100_c252bbc74df327356c0b,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131819,V100_1676204a43fa02f97ff9,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131820,V100_93dee6368ed34a36568e,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131821,V100_b24aa26bc8ddc0a05e49,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131822,V100_3fa45150d373f9866c85,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131823,V100_1fd363977c94f2911c8e,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131824,V100_c79136bc79255089500c,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131825,V100_91aedaf124707c41dcd1,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131826,V100_fc05c449e2f19337bd57,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131827,V100_d81a5b79921bb65b9b31,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131828,V100_781fa65311fd28e7318e,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131829,V100_fa522fd4f930ea03153a,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131830,V100_46c1b903f73ed859f0f5,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131831,V100_c2b593566a4dc500d43a,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131832,V100_fe4cb1afdf734b86524d,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131833,V100_8601a7931bc29d5b239c,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131834,V100_d4d07cf40a6455c19bfd,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131835,V100_7e76de9b98d9dc7bb502,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131836,V100_70ec2154232d2e489e1a,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131837,V100_d804fb140046f678ccde,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131838,V100_54ed032224a148b1d2b1,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131839,V100_17afad7ed8fa386cdf2c,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131840,V100_5c0763636ded8da2bb2d,MIXED_60,"{""anchor_hour_utc"":0,""cooldown_calendar_days"":20,""health_lookback"":160,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131841,V100_651f3456280b540017b7,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131842,V100_c7e3fa5ecc962215184d,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131843,V100_8ee0de8ebf3c32381058,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131844,V100_5a69fc784f3bfd1f89f3,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131845,V100_91a0de2fd4c1d103fbe0,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131846,V100_d53025d1eb6ac1fda29c,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131847,V100_8f1fccbca1fbd403d216,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131848,V100_30c2d911631f3341d58d,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131849,V100_145b2374e06b1983c8ed,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131850,V100_4a0ae390f76bcad3476b,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":20,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131851,V100_5011b52bc58343d0a29d,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131852,V100_dff8223e8619a0e0cbba,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131853,V100_f20814dbb2128cd87c72,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131854,V100_d29a49e04cda2c9fcbbe,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131855,V100_a508df6f95d6c629ba0d,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131856,V100_4866fc84ea3a46001843,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131857,V100_a98fa7f5aadd924ed195,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131858,V100_79a672b86a8d31438cbe,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131859,V100_5ec22cf18d74b5df7130,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131860,V100_82ac92c6d7e217dc9d28,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":40,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131861,V100_5e9b2ff33988dfac379c,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131862,V100_5a4d31c63f56b881cd28,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131863,V100_3c1a6185558983935c5b,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131864,V100_e1309a022ee752da7ebb,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.0,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131865,V100_47bd0fc8a52224fa3c5b,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131866,V100_db2b28342e6825e609eb,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.1,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131867,V100_1e6031a596f51dfaca64,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131868,V100_1f0ee6132c9fee3a4ebd,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.2,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131869,V100_a17c50efaef58a91a5c9,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131870,V100_24dc21399153f314ea9b,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":20,""health_lookback"":80,""minimum_health_pf"":1.3,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
131871,V100_d03c929d49ad3251b03c,MIXED_60,"{""anchor_hour_utc"":4,""cooldown_calendar_days"":5,""health_lookback"":160,""minimum_health_pf"":0.9,""pool_id"":""MIXED_60"",""window_hours"":8}",3666
