source_id,source_priority,trade_id,run_id,account,symbol,magic,position_id,entry_deal,exit_deal,entry_order,exit_order,entry_time,exit_time,direction,volume,entry_price,exit_price,exit_reason_code,pnl_usd,tickets
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::168,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,168,168,170,168,170,2023-01-19 10:00:00,2023-01-19 13:18:36,LONG,0.01,1909.67,1916.67,5,7.0000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::169,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,169,169,174,169,174,2023-01-19 13:00:00,2023-01-19 18:26:05,LONG,0.01,1913.33,1927.46,5,14.1300000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::171,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,171,171,183,171,183,2023-01-19 13:30:00,2023-01-24 05:54:15,LONG,0.01,1917.45,1939.97,5,22.5200000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::172,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,172,172,182,172,182,2023-01-19 14:00:00,2023-01-24 05:43:35,LONG,0.01,1917.66,1939.13,5,21.4700000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::173,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,173,173,184,173,184,2023-01-19 14:15:00,2023-01-25 18:57:32,LONG,0.01,1919.82,1942.82,5,23.0000000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::68,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,68,68,77,68,77,2023-01-19 20:00:00,2023-02-03 12:34:29,LONG,0.01,1933.52,1896.67,4,-36.8500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::176,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,176,176,181,176,181,2023-01-20 11:15:00,2023-01-20 12:52:24,LONG,0.01,1928.57,1925.07,4,-3.5000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::177,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,177,177,180,177,180,2023-01-20 12:00:00,2023-01-20 12:52:16,LONG,0.01,1928.78,1925.27,4,-3.5100000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::178,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,178,178,179,178,179,2023-01-20 12:30:00,2023-01-20 12:35:39,LONG,0.01,1929.32,1925.81,4,-3.5100000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::69,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,69,69,73,69,73,2023-01-24 08:00:00,2023-01-31 07:08:01,LONG,0.01,1938.26,1911.47,4,-26.7900000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::70,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,70,70,72,70,72,2023-01-24 20:00:00,2023-01-31 07:08:01,LONG,0.01,1937.99,1911.51,4,-26.4800000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::71,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,71,71,74,71,74,2023-01-25 20:00:00,2023-01-31 07:08:01,LONG,0.01,1946.84,1911.47,4,-35.3700000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::186,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,186,186,190,186,190,2023-02-01 09:30:00,2023-02-01 12:21:41,LONG,0.01,1925.95,1932.95,5,7.0000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::187,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,187,187,195,187,195,2023-02-01 09:45:00,2023-02-01 14:02:42,LONG,0.01,1926.46,1922.94,4,-3.5200000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::188,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,188,188,193,188,193,2023-02-01 10:15:00,2023-02-01 14:02:40,LONG,0.01,1927.78,1923.40,4,-4.3800000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::189,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,189,189,194,189,194,2023-02-01 10:30:00,2023-02-01 14:02:40,LONG,0.01,1929.74,1923.38,4,-6.3600000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::191,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,191,191,192,191,192,2023-02-01 13:30:00,2023-02-01 14:00:31,LONG,0.01,1932.53,1926.11,4,-6.4200000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::196,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,196,196,198,196,198,2023-02-01 14:30:00,2023-02-01 16:12:34,LONG,0.01,1928.46,1921.96,4,-6.5000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::197,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,197,197,199,197,199,2023-02-01 14:45:00,2023-02-01 16:12:34,LONG,0.01,1930.09,1921.96,4,-8.1300000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::75,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,75,75,76,75,76,2023-02-01 20:00:00,2023-02-03 12:30:39,LONG,0.01,1953.60,1900.84,4,-52.7600000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::118,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,118,118,119,118,119,2023-02-27 09:00:00,2023-02-27 12:38:38,SHORT,0.01,1808.48,1814.53,4,-6.0500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::200,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,200,200,205,200,205,2023-03-16 09:00:00,2023-03-16 14:22:41,LONG,0.01,1921.99,1915.77,4,-6.2200000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::201,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,201,201,204,201,204,2023-03-16 10:00:00,2023-03-16 14:21:36,LONG,0.01,1922.78,1916.99,4,-5.7900000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::202,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,202,202,203,202,203,2023-03-16 11:00:00,2023-03-16 14:19:41,LONG,0.01,1927.06,1917.98,4,-9.0800000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::206,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,206,206,213,206,213,2023-03-31 10:30:00,2023-03-31 17:16:27,LONG,0.01,1978.96,1974.56,4,-4.4000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::207,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,207,207,212,207,212,2023-03-31 10:45:00,2023-03-31 12:22:40,LONG,0.01,1980.75,1976.40,4,-4.3500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::208,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,208,208,210,208,210,2023-03-31 11:15:00,2023-03-31 12:22:39,LONG,0.01,1981.03,1976.50,4,-4.5300000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::209,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,209,209,211,209,211,2023-03-31 11:30:00,2023-03-31 12:22:39,LONG,0.01,1981.88,1976.50,4,-5.3800000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::214,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,214,214,217,214,217,2023-04-04 09:15:00,2023-04-04 11:25:13,LONG,0.01,1982.54,1978.94,4,-3.6000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::215,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,215,215,216,215,216,2023-04-04 10:30:00,2023-04-04 11:17:37,LONG,0.01,1984.08,1979.73,4,-4.3500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::218,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,218,218,223,218,223,2023-04-04 11:45:00,2023-04-04 13:32:28,LONG,0.01,1981.68,1988.95,5,7.2700000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::219,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,219,219,225,219,225,2023-04-04 12:15:00,2023-04-04 14:00:28,LONG,0.01,1984.33,1996.93,5,12.6000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::220,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,220,220,226,220,226,2023-04-04 12:45:00,2023-04-04 14:00:38,LONG,0.01,1984.59,1997.94,5,13.3500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::221,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,221,221,224,221,224,2023-04-04 13:15:00,2023-04-04 14:00:26,LONG,0.01,1985.88,1996.47,5,10.5900000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::222,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,222,222,227,222,227,2023-04-04 13:30:00,2023-04-04 14:03:20,LONG,0.01,1987.41,2000.46,5,13.0500000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::228,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,228,228,229,228,229,2023-04-06 11:00:00,2023-04-06 12:20:30,LONG,0.01,2020.40,2016.82,4,-3.5800000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::82,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,82,82,85,82,85,2023-04-12 04:00:00,2023-04-17 14:46:41,LONG,0.01,2017.29,1981.77,4,-35.5200000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::83,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,83,83,84,83,84,2023-04-12 20:00:00,2023-04-17 14:46:41,LONG,0.01,2013.85,1981.88,4,-31.9700000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::230,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,230,230,233,230,233,2023-04-14 10:00:00,2023-04-14 12:32:42,LONG,0.01,2038.76,2031.27,4,-7.4900000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::231,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,231,231,232,231,232,2023-04-14 10:15:00,2023-04-14 11:11:28,LONG,0.01,2041.69,2032.73,4,-8.9600000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::234,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,234,234,235,234,235,2023-05-04 11:15:00,2023-05-04 12:31:43,LONG,0.01,2043.25,2035.97,4,-7.2800000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::236,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,236,236,239,236,239,2023-05-04 13:45:00,2023-05-05 12:30:19,LONG,0.01,2040.84,2031.00,4,-9.8400000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::237,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,237,237,238,237,238,2023-05-04 14:00:00,2023-05-05 12:30:19,LONG,0.01,2044.40,2031.10,4,-13.3000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::240,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,240,240,242,240,242,2023-05-09 13:45:00,2023-05-10 00:05:37,LONG,0.01,2027.51,2037.70,5,10.1900000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::241,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,241,241,243,241,243,2023-05-09 14:00:00,2023-05-10 12:40:29,LONG,0.01,2030.40,2046.39,5,15.9900000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::244,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,244,244,245,244,245,2023-05-11 13:00:00,2023-05-11 13:21:29,LONG,0.01,2037.52,2027.63,4,-9.8900000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::120,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,120,120,125,120,125,2023-06-20 13:00:00,2023-06-21 13:37:41,SHORT,0.01,1944.68,1922.96,5,21.7200000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::121,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,121,121,123,121,123,2023-06-21 05:00:00,2023-06-21 12:36:30,SHORT,0.01,1935.78,1927.02,5,8.7600000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::122,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,122,122,124,122,124,2023-06-21 10:00:00,2023-06-21 13:37:39,SHORT,0.01,1933.25,1923.61,5,9.6400000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::126,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,126,126,129,126,129,2023-06-22 05:00:00,2023-06-22 13:11:38,SHORT,0.01,1929.81,1919.12,5,10.6900000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::127,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,127,127,130,127,130,2023-06-22 07:00:00,2023-06-22 14:27:28,SHORT,0.01,1928.12,1916.66,5,11.4600000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::128,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,128,128,134,128,134,2023-06-22 13:00:00,2023-06-23 13:14:29,SHORT,0.01,1923.46,1931.84,4,-8.3800000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::131,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,131,131,135,131,135,2023-06-22 15:00:00,2023-06-23 13:14:39,SHORT,0.01,1915.39,1932.06,4,-16.6700000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::132,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,132,132,133,132,133,2023-06-23 06:00:00,2023-06-23 07:48:39,SHORT,0.01,1915.07,1918.75,4,-3.6800000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::136,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,136,136,137,136,137,2023-06-28 07:00:00,2023-06-29 12:50:41,SHORT,0.01,1910.87,1897.64,5,13.2300000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::138,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,138,138,139,138,139,2023-07-06 08:00:00,2023-07-06 10:29:37,SHORT,0.01,1918.94,1922.46,4,-3.5200000000000000,1
h4_d1_long_best_box2_atr80,80,h4_d1_long_best_box2_atr80::BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH::1025742::XAUUSD::932200::86,BT_A1_XAU_ROUTER_V1_R1_LONG_BOX2_PREVHEALTH,1025742,XAUUSD,932200,86,86,87,86,87,2023-07-26 08:00:00,2023-07-27 13:36:21,LONG,0.01,1970.75,1951.81,4,-18.9400000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::246,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,246,246,253,246,253,2023-07-27 10:15:00,2023-07-27 12:30:30,LONG,0.01,1975.94,1972.43,4,-3.5100000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::247,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,247,247,252,247,252,2023-07-27 11:15:00,2023-07-27 12:25:40,LONG,0.01,1977.04,1973.20,4,-3.8400000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::248,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,248,248,251,248,251,2023-07-27 11:45:00,2023-07-27 12:25:27,LONG,0.01,1977.72,1974.22,4,-3.5000000000000000,1
r1_h1_pullback_long_v1,71,r1_h1_pullback_long_v1::BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15::1025742::XAUUSD::932200::249,BT_A1_XAU_R1_PULLBACK_LONG_V2_M15_SESSION_09_15,1025742,XAUUSD,932200,249,249,250,249,250,2023-07-27 12:00:00,2023-07-27 12:17:16,LONG,0.01,1979.17,1974.69,4,-4.4800000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::140,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,140,140,143,140,143,2023-08-08 11:00:00,2023-08-09 14:31:42,SHORT,0.01,1930.72,1919.41,5,11.3100000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::141,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,141,141,146,141,146,2023-08-08 12:00:00,2023-08-10 14:54:04,SHORT,0.01,1928.87,1913.65,5,15.2200000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::142,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,142,142,148,142,148,2023-08-09 11:00:00,2023-08-10 20:47:36,SHORT,0.01,1925.20,1912.76,5,12.4400000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::144,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,144,144,145,144,145,2023-08-10 05:00:00,2023-08-10 07:06:57,SHORT,0.01,1916.75,1920.26,4,-3.5100000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::147,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,147,147,152,147,152,2023-08-10 18:00:00,2023-08-16 18:51:28,SHORT,0.01,1913.66,1895.13,5,18.5300000000000000,1
r2_pullback_rejection_short_v1,92,r2_pullback_rejection_short_v1::BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18::1025742::XAUUSD::932200::149,BT_A1_XAU_R2_H1_M5_BODY58_HOURS05_18,1025742,XAUUSD,932200,149,149,157,149,157,2023-08-16 13:00:00,2023-08-17 17:02:13,SHORT,0.01,1900.77,1887.52,5,13.2500000000000000,1
