attempt_no,variant_id,regime_owner,mechanic,parameters_json
11118,fac7dbac997f07c5,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.45,""efficiency_min"":0.25,""hold_hours"":36,""hour_window"":""ALL"",""pullback_atr"":0.2,""stop_atr"":1.25}"
11119,0b0028ceb5fdb33e,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.3,""efficiency_min"":0.25,""hold_hours"":12,""hour_window"":""LONDON"",""pullback_atr"":0.2,""stop_atr"":1.0}"
11120,d22e770988bd9a83,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.2,""close_location_max"":0.6,""efficiency_min"":0.15,""hold_hours"":8,""hour_window"":""ALL"",""pullback_atr"":0.1,""stop_atr"":1.5}"
11121,a95db80ae4709c7a,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.6,""efficiency_min"":0.25,""hold_hours"":18,""hour_window"":""LONDON"",""pullback_atr"":0.35,""stop_atr"":1.25}"
11122,010315a3c0927ef8,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""ALL"",""pullback_atr"":0.5,""stop_atr"":0.8}"
11123,82de7f8d42103c60,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""ALL"",""pullback_atr"":0.5,""stop_atr"":2.0}"
11124,37f3fa8ddfc17d4c,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.6,""efficiency_min"":0.25,""hold_hours"":18,""hour_window"":""NEW_YORK"",""pullback_atr"":0.1,""stop_atr"":1.25}"
11125,8ac6ef1d461fa1c0,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.2,""close_location_max"":0.45,""efficiency_min"":0.05,""hold_hours"":18,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":1.0}"
11126,536437681e9b03f9,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":36,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":0.8}"
11127,c6c41dc39596a3e0,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":8,""hour_window"":""LIQUID"",""pullback_atr"":0.0,""stop_atr"":0.8}"
11128,599803eb12398425,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.1,""close_location_max"":0.3,""efficiency_min"":0.15,""hold_hours"":12,""hour_window"":""ALL"",""pullback_atr"":0.5,""stop_atr"":0.8}"
11129,f78058bdbee7eadd,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.1,""close_location_max"":0.6,""efficiency_min"":0.15,""hold_hours"":4,""hour_window"":""NEW_YORK"",""pullback_atr"":0.2,""stop_atr"":0.8}"
11130,2ddd13e905887e0c,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.1,""close_location_max"":0.45,""efficiency_min"":0.25,""hold_hours"":4,""hour_window"":""ALL"",""pullback_atr"":0.0,""stop_atr"":2.0}"
11131,4cf8af4acf3a6862,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.1,""close_location_max"":0.6,""efficiency_min"":0.25,""hold_hours"":24,""hour_window"":""NEW_YORK"",""pullback_atr"":0.2,""stop_atr"":1.0}"
11132,b6b6bc792d04b5f6,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.3,""close_location_max"":0.3,""efficiency_min"":0.15,""hold_hours"":18,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":0.8}"
11133,b356ce648d0e9fe5,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.3,""efficiency_min"":0.05,""hold_hours"":36,""hour_window"":""LONDON"",""pullback_atr"":0.5,""stop_atr"":1.5}"
11134,0e1b1423da2518d5,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.3,""close_location_max"":0.45,""efficiency_min"":0.35,""hold_hours"":4,""hour_window"":""ALL"",""pullback_atr"":0.1,""stop_atr"":2.0}"
11135,7091ab24044c0e7d,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.1,""close_location_max"":0.45,""efficiency_min"":0.25,""hold_hours"":12,""hour_window"":""LIQUID"",""pullback_atr"":0.1,""stop_atr"":2.0}"
11136,5ff6843280fc07ea,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.5,""close_location_max"":0.6,""efficiency_min"":0.15,""hold_hours"":8,""hour_window"":""LONDON"",""pullback_atr"":0.0,""stop_atr"":0.8}"
11137,3972204f39bc6c04,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.2,""close_location_max"":0.45,""efficiency_min"":0.05,""hold_hours"":12,""hour_window"":""NEW_YORK"",""pullback_atr"":0.35,""stop_atr"":1.0}"
11138,7698e70749681ed3,DOWNTREND,DOWN_FAILED_RALLY_SHORT,"{""body_min"":0.4,""close_location_max"":0.45,""efficiency_min"":0.35,""hold_hours"":24,""hour_window"":""NEW_YORK"",""pullback_atr"":0.2,""stop_atr"":1.25}"
