causal_regime,regime_index,trades,trades_per_weekday,weekday_coverage,active_trading_dates,trades_per_active_trading_date,win_rate,payoff_ratio,profit_factor,plus_0_5_pip_profit_factor,net_pnl_usd,maximum_closed_trade_drawdown_usd,top_5pct_removed_profit_factor,positive_active_month_share,trade_sequence_half_profit_factors
NEUTRAL,0,44,0.1685823754789272,0.11494252873563218,30,1.4666666666666666,0.7954545454545454,0.7512715855572999,2.921611721611722,2.704255319148936,26.229999999999997,3.700000000000002,2.3948717948717944,0.9166666666666666,"[1.964613368283093, 4.134551495016611]"
JOINT_COMPRESSION,1,122,0.4674329501915709,0.29118773946360155,76,1.605263157894737,0.6147540983606558,0.8831207126036653,1.4092351796867,1.2712708801406662,19.985,7.155,1.1592095832906728,0.6666666666666666,"[1.2697311361665222, 1.5340446168768187]"
SHOCK,2,55,0.210727969348659,0.14942528735632185,39,1.4102564102564104,0.7454545454545455,0.9974063057703745,2.920975609756097,2.727830188679245,39.38,3.579999999999999,2.4268292682926824,0.9090909090909091,"[1.3494809688581315, 4.953020134228186]"
USD_UP,3,29,0.1111111111111111,0.06130268199233716,16,1.8125,0.5517241379310345,1.110325168918919,1.3665540540540542,1.231385108086469,4.34,4.17,0.9847972972972975,0.5714285714285714,"[0.5926470588235295, 2.4107142857142856]"
USD_DOWN,4,19,0.07279693486590039,0.04597701149425287,12,1.5833333333333333,0.5789473684210527,1.0006904487917145,1.3759493670886074,1.2433734939759036,2.9700000000000006,3.08,1.1037974683544305,0.625,"[1.5578947368421052, 1.2732673267326733]"
