trade_id,entry_time_utc,source_id,proposal_rule,causal_rank,prior_month_closed_trades,prior_month_closed_pnl_usd,candidate_endpoint_pnl_usd,baseline_runtime_executed,baseline_runtime_pnl_usd,prior_20_profit_factor,prior_virtual_profit_factor,prior_consecutive_losses,prior_source_closed_count
V9_BREAK_20220802T132500Z_SHORT,2022-08-02T13:25:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.08868501529051988,,,-6.327940880607618,True,-6.327940880607618,0.9282750498944018,0.6547633580550127,5.0,98.0
V9_BREAK_20230518T123500Z_SHORT,2023-05-18T12:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.17975567190226877,13.0,-24.971952574441996,-3.9786458333333337,True,-3.9786458333333337,,,,
V9_BREAK_20231009T142000Z_LONG,2023-10-09T14:20:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.0974124809741248,9.0,-47.432275705639896,6.736495754182175,False,,,,,
V9_BREAK_20231012T124000Z_SHORT,2023-10-12T12:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.045454545454545456,10.0,-45.688004872306564,6.4605902777777775,False,,,,,
V9_BREAK_20231016T122500Z_LONG,2023-10-16T12:25:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.09939759036144578,13.0,-34.0302460800629,-4.164776356418451,False,,,,,
V9_BREAK_20231018T013000Z_LONG,2023-10-18T01:30:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.20150375939849624,13.0,-34.0302460800629,6.407118055555555,False,,,,,
V9_BREAK_20231018T133500Z_LONG,2023-10-18T13:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.05405405405405406,13.0,-34.0302460800629,7.751915888833644,False,,,,,
V9_BREAK_20231019T124000Z_LONG,2023-10-19T12:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.01649175412293853,13.0,-34.0302460800629,-4.043590533833685,False,,,,,
V9_BREAK_20231026T151000Z_LONG,2023-10-26T15:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.05223880597014925,,,-5.531389213194221,False,,0.9158966829540378,1.1525791604849234,1.0,164.0
2023-10-31 13:15:00|LONG|r1_h1_pullback_long_v1,2023-10-31T13:15:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.23964497041420119,19.0,-49.634082189987865,-11.940000000000001,True,-11.940000000000001,,,,
2023-11-27 14:30:00|LONG|r1_h1_pullback_long_v1,2023-11-27T14:30:00.000Z,R1_PULLBACK,V2_SOURCE_HEALTH,0.03012912482065997,,,-5.819999999999999,True,-5.819999999999999,0.2083401205408047,1.2594074074074075,12.0,97.0
2023-11-29 11:45:00|LONG|r1_h1_pullback_long_v1,2023-11-29T11:45:00.000Z,R1_PULLBACK,V2_SOURCE_HEALTH,0.09943181818181818,,,-3.8099999999999996,True,-3.8099999999999996,0.6556572923479398,5.247393364928909,0.0,102.0
V9_BREAK_20240708T140500Z_LONG,2024-07-08T14:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V14_MONTHLY_QUALITY_RISK,0.22234513274336284,13.0,-46.65225548422821,-5.9749499530922225,True,-5.9749499530922225,,,,
2024-07-12 09:00:00|LONG|r1_h1_pullback_long_v1,2024-07-12T09:00:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.17420066152149946,15.0,-54.72621381756155,-7.3999999999999995,True,-7.3999999999999995,,,,
V9_BREAK_20240717T024000Z_SHORT,2024-07-17T02:40:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.08178844056706652,,,-5.910688466892245,True,2.2394354698303482,0.5963778321722616,0.4008078105987337,0.0,210.0
V9_BREAK_20240718T070500Z_LONG,2024-07-18T07:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.09229098805646037,,,-4.417077028974225,True,-4.417077028974225,0.7336665600165694,0.511974920098254,0.0,211.0
2024-08-13 13:45:00|LONG|r1_h1_pullback_long_v1,2024-08-13T13:45:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.10851063829787234,8.0,-43.474255322912974,-16.07,True,-16.07,,,,
2024-08-26 08:00:00|LONG|h4_d1_long_best_box2_atr80,2024-08-26T08:00:00.000Z,R1_BOX,V14_MONTHLY_QUALITY_RISK,0.20572640509013787,8.0,-43.474255322912974,-35.29,True,-35.29,,,,
V7_20241007T082500Z_SHORT,2024-10-07T08:25:00.000Z,V7_SWING_HEALTH,V2_SOURCE_HEALTH,0.03788634097706879,,,-4.839140796303192,True,-4.839140796303192,0.40861652353488476,0.3638869043959852,1.0,236.0
V9_BREAK_20241024T075000Z_SHORT,2024-10-24T07:50:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.0647342995169082,,,-4.121659523873351,True,-4.121659523873351,0.7135240672209707,0.6430693745893092,1.0,233.0
2025-06-13 12:30:00|LONG|r1_h1_pullback_long_v1,2025-06-13T12:30:00.000Z,R1_PULLBACK,V14_MONTHLY_QUALITY_RISK,0.18223583460949463,8.0,-34.902888160053635,-16.98,True,-16.98,,,,
V7_20250704T073500Z_LONG,2025-07-04T07:35:00.000Z,V7_SWING_HEALTH,V2_SOURCE_HEALTH,0.014328808446455505,,,-4.8879749332363716,True,-4.8879749332363716,0.8733288666257494,1.5181844322047024,2.0,330.0
V9_BREAK_20250924T000500Z_SHORT,2025-09-24T00:05:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.09795630725863284,,,-5.680395270063707,True,-5.680395270063707,0.9817135707692763,1.1786210768167134,0.0,340.0
V9_BREAK_20250924T011000Z_LONG,2025-09-24T01:10:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V2_SOURCE_HEALTH,0.03943661971830986,,,-6.53165427614743,True,-6.53165427614743,0.9817135707692763,1.207387183554094,0.0,340.0
V9_BREAK_20260325T013500Z_LONG,2026-03-25T01:35:00.000Z,V57_BREAK_SWING_H4ADX_HIGH,V57_WEAK_FOLLOWTHROUGH_ANTICHASE,0.026200873362445413,,,-25.591208720530712,True,-25.591208720530712,1.3802389121984873,1.5858922629934187,1.0,423.0
