year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,224,165.92842872914736,193.64521983716037,27.716791108013012
2022,110,105,57.11887127926752,63.092813309052424,5.973942029784901
2023,242,254,341.959366499673,381.60089149714366,39.64152499747064
2024,326,321,731.5260613265943,779.679453159007,48.153391832412694
2025,350,346,1167.0903446200266,1201.170369099474,34.0800244794475
2026,132,131,1139.9422811173051,1165.5334898378358,25.59120872053063
