year,baseline_trades,challenger_trades,baseline_net_pnl_usd,challenger_net_pnl_usd,delta_pnl_usd
2021,230,227,165.92842872914736,177.33650866007392,11.408079930926561
2022,110,109,57.11887127926752,57.726812159875095,0.6079408806075719
2023,242,238,341.959366499673,342.85085550061433,0.8914890009413057
2024,326,322,731.5260613265943,712.5899860990202,-18.93607522757418
2025,350,348,1167.0903446200266,1231.5131039324142,64.4227593123876
2026,132,131,1139.9422811173051,1198.8224611426856,58.88018002538047
