system,month,trades,wins,losses,net_pnl_usd,profit_factor,win_rate,closed_drawdown_usd
V20,2024-06,6,3,3,7.918016676297079,1.872696507498847,0.5,9.073047283058527
V20,2024-07,37,16,21,150.73873557021804,2.592301097481864,0.43243243243243246,72.39016148072014
V20,2024-08,15,3,12,-136.7681301821174,0.11260606078231145,0.2,145.2033539443485
V20,2024-09,41,16,25,33.00108963060344,1.1975037257060133,0.3902439024390244,52.184000000000424
V20,2024-10,50,19,31,104.94755811603777,1.5918626129250362,0.38,52.492149566821745
V20,2024-11,31,20,11,114.4211057380519,3.1310905899110932,0.6451612903225806,18.470220553875897
V20,2024-12,23,9,14,-16.37833503246537,0.8089802712452338,0.391304347826087,39.573208796233374
V20,2025-01,39,20,19,178.76704074795066,2.2165038252639433,0.5128205128205128,36.84
V20,2025-02,40,27,13,166.0318188387546,2.962256792771298,0.675,33.78
V20,2025-03,43,26,17,239.6710605621147,2.9568193352215393,0.6046511627906976,34.388154261611845
V20,2025-04,22,9,13,5.318243480389272,1.0455211474212018,0.4090909090909091,41.23366134456497
V20,2025-05,10,6,4,79.88160569075657,2.837036479805164,0.6,27.85837660807961
V20,2025-06,18,6,12,-17.972869850268808,0.8543211275706419,0.3333333333333333,79.37927146112423
V20,2025-07,24,11,13,50.56211869260743,1.573707349637504,0.4583333333333333,25.354880739875824
V20,2025-08,15,6,9,87.73935267252709,1.958476047498261,0.4,66.15064732747291
V20,2025-09,58,26,32,182.18205667787734,1.7075138353639312,0.4482758620689655,55.5513115565888
V20,2025-10,14,5,9,-27.356218164795735,0.6925001762321314,0.35714285714285715,43.961149134915715
V20,2025-11,26,15,11,170.7326223262269,2.1845601641023222,0.5769230769230769,65.14783484373854
V20,2025-12,39,19,20,115.95627225827425,1.5003815560605829,0.48717948717948717,86.37960220015216
V20,2026-01,38,16,22,86.13796424133594,1.297022348871173,0.42105263157894735,107.45695318100057
V20,2026-02,9,4,5,128.3715881568689,3.001108807348366,0.4444444444444444,57.310228955801534
V20,2026-03,28,13,15,530.6651714921486,3.000665025264667,0.4642857142857143,82.95813441677804
V20,2026-04,14,10,4,124.75961787204034,3.5608749050606714,0.7142857142857143,13.588165357524847
V20,2026-05,14,8,6,73.46765102237686,1.9495092743125593,0.5714285714285714,51.66000433934427
V20,2026-06,28,13,15,255.42046835791496,2.03388023147898,0.4642857142857143,95.61086274464955
