system,month,trades,wins,losses,net_pnl_usd,profit_factor,win_rate,closed_drawdown_usd
V20,2021-01,36,19,17,77.04811894701801,2.092065165413423,0.5277777777777778,23.96415396960996
V20,2021-02,26,14,12,60.23606172637863,2.135796268705123,0.5384615384615384,20.806313886875294
V20,2021-03,29,17,12,80.57722274615377,2.5288380602886753,0.5862068965517241,13.120229169601586
V20,2021-04,12,5,7,3.5513472405358986,1.1169139159226482,0.4166666666666667,11.310263231723464
V20,2021-05,24,4,20,-71.27372331836905,0.2698601377479635,0.16666666666666666,79.98496003996699
V20,2021-06,20,10,10,18.172592301100806,1.3773236979471766,0.5,14.275953775962968
V20,2021-07,5,2,3,1.0891947591634894,1.0819605968823092,0.4,8.03142361111111
V20,2021-08,10,4,6,2.264362947859894,1.0924117634090809,0.4,16.331423611111113
V20,2021-09,7,2,5,-9.746025537133933,0.580036747951217,0.2857142857142857,19.826290215875677
V20,2021-10,11,5,6,7.33808453038355,1.2661825187691536,0.45454545454545453,10.800163885069715
V20,2021-11,26,11,15,14.023253065930717,1.2229305433951312,0.4230769230769231,26.639858699782877
V20,2021-12,21,6,15,-5.943980748947891,0.898057820502857,0.2857142857142857,22.56848984351973
V20,2022-01,3,2,1,-0.3524332636406946,0.9531113406338828,0.6666666666666666,7.516386017540328
V20,2022-02,1,0,1,-5.103627889992934,0.0,0.0,5.103627889992934
V20,2022-03,6,2,4,-10.446538051053992,0.6201435070043105,0.3333333333333333,27.501275465028144
V20,2022-04,2,2,0,3.944473273653524,,1.0,0.0
V20,2022-05,4,2,2,31.022763073195517,4.265024436599869,0.5,9.501540853857136
V20,2022-06,11,6,5,1.2378191601852384,1.0536957968785245,0.5454545454545454,9.419965794265696
V20,2022-07,19,4,15,-46.64107972718615,0.37786365953807577,0.21052631578947367,49.53122919656547
V20,2022-08,4,2,2,3.7661529381363614,1.3980577002683272,0.5,9.461324163802459
V20,2022-09,2,2,0,11.563168018873657,,1.0,0.0
V20,2022-10,2,1,1,-4.242251049708181,0.5113788762284954,0.5,8.682086883521634
V20,2022-11,12,8,4,34.759036116448414,2.9014277682030065,0.6666666666666666,12.836486690794583
V20,2022-12,43,21,22,38.219329560964326,1.3454384189076454,0.4883720930232558,67.14791349459198
V20,2023-01,47,26,21,174.3881787788348,2.6305262444989133,0.5531914893617021,30.821041666666666
V20,2023-02,29,17,12,45.68486273448572,1.7700406461562792,0.5862068965517241,16.707999999999814
V20,2023-03,23,11,12,8.92585690511875,1.157982941637452,0.4782608695652174,27.897470639717817
V20,2023-04,24,11,13,-0.19929028212389177,0.9979144628582235,0.4583333333333333,64.75711805555557
V20,2023-05,23,8,15,-28.071182986830607,0.6894127656129213,0.34782608695652173,46.15168850631266
V20,2023-06,6,1,5,-13.888606659505244,0.35301278357535737,0.16666666666666666,13.888606659505244
V20,2023-07,13,3,10,-34.999216550430994,0.376028022012582,0.23076923076923078,47.94105682820877
V20,2023-08,5,2,3,-1.4466392619928587,0.8870745379774362,0.4,12.81056757335919
V20,2023-09,14,3,11,-23.317149186855247,0.5046226240976625,0.21428571428571427,36.28424235026646
V20,2023-10,10,0,10,-60.609201391933155,0.0,0.0,60.609201391933155
V20,2023-11,13,6,7,50.67640039536882,2.492586582887336,0.46153846153846156,13.696824433445851
V20,2023-12,31,24,7,225.7068430064782,7.57843010073357,0.7741935483870968,8.62521632784668
V20,2024-01,14,7,7,23.316465280394212,1.7447435031985752,0.5,16.24050110664615
V20,2024-02,21,13,8,52.151555456844996,2.593872312560901,0.6190476190476191,19.74
V20,2024-03,48,34,14,376.9822251468505,7.449517881671155,0.7083333333333334,12.163872673853803
V20,2024-04,7,1,6,-31.570123592510416,0.2461234920889584,0.14285714285714285,41.87704917346454
V20,2024-05,29,13,16,33.829823290815256,1.3601743529126449,0.4482758620689655,44.594223111379996
