source_id,trades,wins,losses,net_pnl_usd,profit_factor,win_rate,closed_drawdown_usd
R1_BOX,17,10,7,378.624,3.3596602204952095,0.5882352941176471,55.06
R1_PULLBACK,358,170,188,1080.619000000001,1.7282697259837314,0.4748603351955307,134.61700000000025
R2_DOWNTREND,35,13,22,489.92434470055207,3.3473495844118237,0.37142857142857144,94.01543685276928
R3_COMPRESSION,46,22,24,163.40115680801955,2.004066707362302,0.4782608695652174,38.73969110655365
R4_CHOP,46,25,21,69.00739852665544,1.541601517452801,0.5434782608695652,27.033999934398654
V25_CHOP,38,19,19,20.514313752000213,1.1685303359239267,0.5,53.489500947743295
V57_BREAK_SWING_H4ADX_HIGH,465,230,235,860.5609874059138,1.4873245623536118,0.4946236559139785,114.15821485991893
V7_SWING_HEALTH,370,168,202,658.188526301541,1.636874920859101,0.4540540540540541,71.14373684138832
