attempt_no,variant_id,paired_source_attempt_no,regime_owner,mechanic,raw_signal_count,minimum_era_raw_signal_count,parameters_json,whole_trades,whole_stress_net_r,whole_stress_pf,whole_average_stress_r,whole_closed_drawdown_r,era_2016_2019_trades,era_2016_2019_stress_net_r,era_2016_2019_stress_pf,era_2016_2019_average_stress_r,era_2016_2019_closed_drawdown_r,era_2019_2021_trades,era_2019_2021_stress_net_r,era_2019_2021_stress_pf,era_2019_2021_average_stress_r,era_2019_2021_closed_drawdown_r,era_2021_2024_trades,era_2021_2024_stress_net_r,era_2021_2024_stress_pf,era_2021_2024_average_stress_r,era_2021_2024_closed_drawdown_r,era_2024_2026_trades,era_2024_2026_stress_net_r,era_2024_2026_stress_pf,era_2024_2026_average_stress_r,era_2024_2026_closed_drawdown_r,top_winners_removed_stress_net_r,daily_pvalue,minimum_era_trades,minimum_era_stress_pf,minimum_era_average_stress_r,gate_checks_json,economic_pass,daily_fdr_qvalue,statistical_pass
37569,9b70d03e5841fa16,36569,CHOP,CHOP_M15_VARIANCE_RATIO_CONTINUATION,698,134,"{""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""return_acf_max"":-0.1,""session"":""ALL"",""stationarity_window"":384,""variance_horizon"":4,""variance_ratio_max"":1.1,""z_abs_min"":1.25}",92,22.06604069739577,1.4061263637389203,0.23984826844995402,6.893844934522109,24,1.8779474955894155,1.117648152639149,0.07824781231622564,6.383704066984983,26,5.110647291109979,1.3166580882395205,0.1965633573503838,6.893844934522109,23,7.1458576458496665,1.543210365952311,0.31068946286302895,3.484576949968856,19,7.931588264846706,1.8738740104928837,0.4174520139393003,4.397401141597555,12.499421900800426,0.05354840004093198,19,1.117648152639149,0.07824781231622564,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
37616,25801964bffa7db7,36616,CHOP,CHOP_M15_VARIANCE_RATIO_CONTINUATION,902,144,"{""flow_alignment_min"":0.0,""geometry_id"":""EXTENDED"",""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""return_acf_max"":-0.1,""session"":""ASIA"",""stationarity_window"":384,""variance_horizon"":16,""variance_ratio_max"":1.1,""z_abs_min"":0.75}",101,20.945442800362443,1.347219908237228,0.20738062178576677,10.95009934538448,23,3.276854068919558,1.2195658882881066,0.1424719160399808,7.046270775749213,32,8.99453467954803,1.5288951678964955,0.28107920873587594,9.447553610772577,30,1.3300090718350162,1.0640871026304368,0.04433363572783387,10.95009934538448,16,7.344044980059839,1.9613104185073775,0.45900281125373993,2.1839209677649842,11.398087972150277,0.07872517552470765,16,1.0640871026304368,0.04433363572783387,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
37821,24ecce01d93504de,36821,CHOP,CHOP_M15_HURST_CONTINUATION,837,140,"{""flow_alignment_min"":0.0,""geometry_id"":""EXTENDED"",""hurst_max"":0.65,""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""return_acf_max"":0.1,""session"":""ALL"",""stationarity_window"":384,""z_abs_min"":1.25,""zero_crossing_min"":0.05}",102,18.52970206096079,1.3044039795208,0.18166374569569402,9.028959261842946,30,10.223984883562325,1.6248442712042124,0.34079949611874416,4.402016939081901,27,-4.1604604187390315,0.7897589571809258,-0.15409112661996413,9.028959261842946,17,10.461994905307836,2.3139688289162565,0.6154114650181081,4.944819102725263,28,2.0041826908296603,1.1195920981199128,0.07157795324391644,3.945954968106667,8.917716321400002,0.09596526928218732,17,0.7897589571809258,-0.15409112661996413,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
37768,1d74e8045a597b7a,36768,CHOP,CHOP_M15_HURST_CONTINUATION,327,22,"{""flow_alignment_min"":0.01,""geometry_id"":""BALANCED"",""hurst_max"":0.65,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""return_acf_max"":0.0,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":1.25,""zero_crossing_min"":0.1}",36,5.496257914540287,1.2982365264244724,0.15267383095945242,5.126925977433065,5,2.797821726617838,3.21285805947588,0.5595643453235676,1.2643475773952293,6,0.3952419213830787,1.1118239299103874,0.06587365356384645,2.343208014575175,2,0.18132464874922172,1.155796380054642,0.09066232437461086,1.1638566228921758,23,2.121869617790151,1.1702059301484475,0.09225520077348481,5.126925977433065,-1.5095157703107172,0.19018297990229024,2,1.1118239299103874,0.06587365356384645,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": true, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
37662,49009b5ffd7040a9,36662,CHOP,CHOP_M15_HURST_CONTINUATION,136,22,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""hurst_max"":0.5,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.15,""return_acf_max"":-0.1,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":1.25,""zero_crossing_min"":0.05}",24,9.535194776280576,1.7523979736079403,0.397299782345024,4.518945263977786,5,2.7146451850638798,2.0731776996568403,0.542929037012776,1.275723059788789,8,2.7122549641899667,1.5971789549774775,0.33903187052374584,3.4050527760694624,5,0.2262345390276148,1.0658692513168433,0.045246907805522964,3.4346001283570753,6,3.882060087999116,2.791316485042195,0.6470100146665193,1.0843451356207114,0.12690199586294781,0.1038733514713176,5,1.0658692513168433,0.045246907805522964,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": true, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
37439,e2495fc62d2c32e0,36439,CHOP,CHOP_M15_VARIANCE_RATIO_CONTINUATION,647,96,"{""flow_alignment_min"":0.0,""geometry_id"":""TREND"",""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.15,""return_acf_max"":-0.1,""session"":""ASIA"",""stationarity_window"":384,""variance_horizon"":4,""variance_ratio_max"":0.9,""z_abs_min"":0.75}",70,12.676252542227452,1.390930115531073,0.18108932203182074,7.5236438612342855,16,6.849539954796052,2.353849753420882,0.42809624717475325,2.5142414515634446,18,-0.5230228087116258,0.9492400599805394,-0.02905682270620143,4.595601910963794,20,1.40272816580649,1.1333495422709787,0.0701364082903245,6.136548502987493,16,4.947007230336533,1.7560138492094628,0.3091879518960333,2.158509564858674,6.866835115632944,0.07770971906261585,16,0.9492400599805394,-0.02905682270620143,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": true}",False,1.0,False
37438,6a478efaa5affadd,36438,CHOP,CHOP_M15_AR1_STATIONARITY_CONTINUATION,622,135,"{""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":0,""m5_alignment_min"":-0.03,""m5_confirmation_window"":3,""mean_slope_abs_max"":0.7,""phi_max"":0.97,""phi_min"":0.8,""session"":""ALL"",""stationarity_window"":192,""z_abs_min"":1.25}",105,10.363814638607941,1.1570067320965243,0.09870299655817087,8.664325896247892,26,-3.1570173235369925,0.8375739606549903,-0.12142374321296125,7.2355929411822535,23,16.405187581255294,2.765783568788355,0.7132690252719693,3.4046676584957005,24,0.8125372795322501,1.0506076808597535,0.03385571998051042,7.704933083022073,32,-3.69689289864261,0.8258308058563719,-0.11552790308258157,8.664325896247892,0.8243650757166452,0.23548029874797619,23,0.8258308058563719,-0.12142374321296125,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
37266,b5f7e24234921447,36266,CHOP,CHOP_M15_AR1_STATIONARITY_CONTINUATION,162,23,"{""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""half_life_max"":12.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.15,""phi_max"":0.995,""phi_min"":0.6,""session"":""ASIA"",""stationarity_window"":192,""z_abs_min"":1.25}",46,9.942750288561939,1.3666497746457826,0.2161467454035204,4.225760336267559,13,-0.8203735106013319,0.9154587754605028,-0.06310565466164092,3.727377495722271,10,3.4461144647444817,1.6057288045820872,0.3446114464744482,2.260288150099652,8,5.714159383545239,2.66676199102535,0.7142699229431548,3.4282995498535644,15,1.6028499508735512,1.193195692110397,0.10685666339157009,4.225760336267558,0.4513538046813916,0.15138723990912498,8,0.9154587754605028,-0.06310565466164092,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
37363,dabb0b2088b6cf48,36363,CHOP,CHOP_M15_AR1_STATIONARITY_CONTINUATION,623,82,"{""flow_alignment_min"":-0.03,""geometry_id"":""EXTENDED"",""half_life_max"":96.0,""m15_state_age_m5_max"":2,""m5_alignment_min"":-0.03,""m5_confirmation_window"":12,""mean_slope_abs_max"":0.35,""phi_max"":0.995,""phi_min"":0.8,""session"":""LONDON"",""stationarity_window"":768,""z_abs_min"":1.75}",49,12.980681141174841,1.4431962652433845,0.2649118600239764,7.184666200744533,15,2.6408741642252926,1.269348705578512,0.17605827761501952,3.6951633045274073,11,-0.693450053859489,0.9136486880587548,-0.06304091398722628,3.489502896217126,13,7.023940736667138,2.1859301762473526,0.5403031335897798,2.4924260345205997,10,4.009316294141901,1.7249036698843563,0.40093162941419014,3.307036419790073,3.4023057659856075,0.10068705808670059,10,0.9136486880587548,-0.06304091398722628,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": true, ""minimum_total_stress_pf"": true, ""minimum_total_trades"": false, ""minimum_trades_each_era"": false}",False,1.0,False
38089,e936a5cbbd2cd5ff,37089,CHOP,CHOP_M15_MULTISCALE_STATIONARITY_CONTINUATION,1877,427,"{""fast_z_abs_min"":0.5,""flow_alignment_min"":0.01,""geometry_id"":""EXTENDED"",""m15_state_age_m5_max"":0,""m5_alignment_min"":0.0,""m5_confirmation_window"":3,""session"":""ALL"",""slow_slope_abs_max"":0.15,""slow_z_abs_min"":0.25,""variance_ratio_max"":0.9,""window_pair"":""192_384"",""zero_crossing_min"":0.02}",218,-6.685419081202505,0.9539508620544908,-0.030667060005516077,22.10254416433909,45,2.5509717693569467,1.0858871150359881,0.05668826154126548,9.686448185540037,58,-7.4131159839048575,0.823434490660092,-0.12781234455008375,20.886812400006104,52,-3.5536977522163222,0.8961882966151514,-0.06834034138877543,11.34502898851466,63,1.7304228855617318,1.0440743599400228,0.027467029929551297,7.817525921584982,-16.35089603783151,1.0,45,0.823434490660092,-0.12781234455008375,"{""maximum_closed_drawdown_r"": true, ""minimum_average_stress_r_each_era"": false, ""minimum_stress_pf_each_era"": false, ""minimum_top_winners_removed_net_r"": false, ""minimum_total_stress_pf"": false, ""minimum_total_trades"": true, ""minimum_trades_each_era"": true}",False,1.0,False
