rule_id,rule_index,trades,trades_per_weekday,win_rate,payoff_ratio,profit_factor,stressed_profit_factor,best_5pct_removed_profit_factor,trade_sequence_half_profit_factors,net,maximum_closed_trade_drawdown
OWN_RETURN_15_FADE,0,418,1.0,0.4090909090909091,1.1367809096325525,0.7870021682071516,0.6898204868693675,0.6444140134656299,"[0.755234350090279, 0.8238265368977566]",-46.662500000019946,55.587500000015076
OWN_RETURN_15_MOMENTUM,1,418,1.0,0.43301435406698563,1.1068557276214614,0.8453201970442384,0.7420736003467783,0.7004926108373463,"[0.8630952380951821, 0.8240091754809313]",-33.362500000021804,36.525000000021116
OWN_RETURN_60_FADE,2,418,1.0,0.43301435406698563,1.168646326082578,0.8925104853204497,0.7828954723308218,0.7427801078489161,"[0.746852564769477, 1.090266986862379]",-22.425000000022095,34.83750000000504
OWN_RETURN_60_MOMENTUM,3,418,1.0,0.4090909090909091,1.0765266952872887,0.7452877121219691,0.6535636702181966,0.6071527278756622,"[0.8742124701281192, 0.6117051209903324]",-57.60000000001965,62.07500000001883
OWN_RETURN_240_FADE,4,418,1.0,0.39952153110047844,1.124069116863118,0.7478866235702818,0.6565129846661484,0.609812696834003,"[0.7719047132194591, 0.719644145227099]",-57.03750000002038,60.43750000001486
OWN_RETURN_240_MOMENTUM,5,418,1.0,0.44258373205741625,1.1206184364437524,0.8897614194939664,0.7799495939511856,0.7399592375014041,"[0.8494909251880677, 0.9373528642426046]",-22.987500000021367,28.53750000000294
