entry_time,entry_date,entry_hour,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_deal,exit_price,profit,balance,exit_comment
2024.12.11 07:00:00,2024-12-11,7,SHORT,28,0.01,1.04899,EUH4CHOP_PARITY,2024.12.11 07:31:32,2024-12-11,7,29,1.05070,-1.71,10009.02,sl 1.05070
2024.12.16 07:00:00,2024-12-16,7,SHORT,30,0.01,1.05044,EUH4CHOP_PARITY,2024.12.16 07:30:37,2024-12-16,7,31,1.05218,-1.74,10007.28,sl 1.05217
2024.12.17 08:00:00,2024-12-17,8,SHORT,32,0.01,1.04890,EUH4CHOP_PARITY,2024.12.17 13:00:38,2024-12-17,13,33,1.05071,-1.81,10005.47,sl 1.05070
2025.01.02 10:00:00,2025-01-02,10,SHORT,34,0.01,1.03160,EUH4CHOP_PARITY,2025.01.02 14:28:28,2025-01-02,14,35,1.02849,3.11,10008.58,tp 1.02853
2025.01.08 08:00:00,2025-01-08,8,SHORT,36,0.01,1.03183,EUH4CHOP_PARITY,2025.01.08 10:30:24,2025-01-08,10,37,1.02976,2.07,10010.65,tp 1.02976
2025.01.09 07:00:00,2025-01-09,7,SHORT,38,0.01,1.02910,EUH4CHOP_PARITY,2025.01.09 07:57:34,2025-01-09,7,39,1.03072,-1.62,10009.03,sl 1.03072
2025.01.23 08:00:00,2025-01-23,8,SHORT,40,0.01,1.03939,EUH4CHOP_PARITY,2025.01.23 08:20:13,2025-01-23,8,41,1.04090,-1.51,10007.52,sl 1.04090
2025.01.29 07:00:00,2025-01-29,7,SHORT,42,0.01,1.04169,EUH4CHOP_PARITY,2025.01.29 09:12:59,2025-01-29,9,43,1.03973,1.96,10009.48,tp 1.03975
2025.02.24 08:00:00,2025-02-24,8,SHORT,44,0.01,1.04802,EUH4CHOP_PARITY,2025.02.24 20:00:00,2025-02-24,20,45,1.04661,1.41,10010.89,
2025.03.19 08:00:00,2025-03-19,8,SHORT,46,0.01,1.09067,EUH4CHOP_PARITY,2025.03.19 14:35:04,2025-03-19,14,47,1.08814,2.53,10013.42,tp 1.08814
2025.03.20 07:00:00,2025-03-20,7,SHORT,48,0.01,1.08790,EUH4CHOP_PARITY,2025.03.20 08:24:41,2025-03-20,8,49,1.08456,3.34,10016.76,tp 1.08456
2025.03.31 10:00:00,2025-03-31,10,SHORT,50,0.01,1.08155,EUH4CHOP_PARITY,2025.03.31 22:00:00,2025-03-31,22,51,1.08192,-0.37,10016.39,
2025.04.01 08:00:00,2025-04-01,8,SHORT,52,0.01,1.08010,EUH4CHOP_PARITY,2025.04.01 08:58:40,2025-04-01,8,53,1.08169,-1.59,10014.8,sl 1.08169
2025.04.28 07:00:00,2025-04-28,7,SHORT,54,0.01,1.13309,EUH4CHOP_PARITY,2025.04.28 07:44:36,2025-04-28,7,55,1.13611,-3.02,10011.78,sl 1.13611
2025.05.08 07:00:00,2025-05-08,7,SHORT,56,0.01,1.12819,EUH4CHOP_PARITY,2025.05.08 12:40:19,2025-05-08,12,57,1.13176,-3.57,10008.21,sl 1.13176
2025.05.30 08:00:00,2025-05-30,8,SHORT,58,0.01,1.13375,EUH4CHOP_PARITY,2025.05.30 17:19:29,2025-05-30,17,59,1.13620,-2.45,10005.76,sl 1.13620
2025.07.10 09:00:00,2025-07-10,9,SHORT,60,0.01,1.17277,EUH4CHOP_PARITY,2025.07.10 12:29:34,2025-07-10,12,61,1.17068,2.09,10007.85,tp 1.17070
2025.07.17 07:00:00,2025-07-17,7,SHORT,62,0.01,1.15829,EUH4CHOP_PARITY,2025.07.17 19:00:00,2025-07-17,19,63,1.15849,-0.2,10007.65,
2025.07.28 08:00:00,2025-07-28,8,SHORT,64,0.01,1.16747,EUH4CHOP_PARITY,2025.07.28 13:21:39,2025-07-28,13,65,1.16385,3.62,10011.27,tp 1.16386
2025.08.05 09:00:00,2025-08-05,9,SHORT,66,0.01,1.15367,EUH4CHOP_PARITY,2025.08.05 14:53:29,2025-08-05,14,67,1.15601,-2.34,10008.93,sl 1.15596
2025.08.25 10:00:00,2025-08-25,10,SHORT,68,0.01,1.16931,EUH4CHOP_PARITY,2025.08.25 15:52:39,2025-08-25,15,69,1.16681,2.5,10011.43,tp 1.16681
2025.08.27 08:00:00,2025-08-27,8,SHORT,70,0.01,1.16031,EUH4CHOP_PARITY,2025.08.27 08:31:39,2025-08-27,8,71,1.15804,2.27,10013.7,tp 1.15804
2025.09.04 10:00:00,2025-09-04,10,SHORT,72,0.01,1.16430,EUH4CHOP_PARITY,2025.09.04 10:42:14,2025-09-04,10,73,1.16599,-1.69,10012.01,sl 1.16599
2025.09.19 07:00:00,2025-09-19,7,SHORT,74,0.01,1.17665,EUH4CHOP_PARITY,2025.09.19 11:45:30,2025-09-19,11,75,1.17457,2.08,10014.09,tp 1.17457
2025.09.25 08:00:00,2025-09-25,8,SHORT,76,0.01,1.17331,EUH4CHOP_PARITY,2025.09.25 09:07:34,2025-09-25,9,77,1.17470,-1.39,10012.7,sl 1.17470
2025.10.07 08:00:00,2025-10-07,8,SHORT,78,0.01,1.16760,EUH4CHOP_PARITY,2025.10.07 11:50:30,2025-10-07,11,79,1.16560,2.0,10014.7,tp 1.16560
2025.10.13 08:00:00,2025-10-13,8,SHORT,80,0.01,1.15995,EUH4CHOP_PARITY,2025.10.13 11:55:42,2025-10-13,11,81,1.15697,2.98,10017.68,tp 1.15701
2025.10.27 08:00:00,2025-10-27,8,SHORT,82,0.01,1.16197,EUH4CHOP_PARITY,2025.10.27 09:20:19,2025-10-27,9,83,1.16349,-1.52,10016.16,sl 1.16348
2025.10.31 07:00:00,2025-10-31,7,SHORT,84,0.01,1.15610,EUH4CHOP_PARITY,2025.10.31 09:13:59,2025-10-31,9,85,1.15750,-1.4,10014.76,sl 1.15748
2025.12.17 09:00:00,2025-12-17,9,SHORT,86,0.01,1.17183,EUH4CHOP_PARITY,2025.12.17 14:02:38,2025-12-17,14,87,1.17374,-1.91,10012.85,sl 1.17374
2025.12.18 08:00:00,2025-12-18,8,SHORT,88,0.01,1.17334,EUH4CHOP_PARITY,2025.12.18 09:25:41,2025-12-18,9,89,1.17177,1.57,10014.42,tp 1.17178
2025.12.19 08:00:00,2025-12-19,8,SHORT,90,0.01,1.17076,EUH4CHOP_PARITY,2025.12.19 14:01:14,2025-12-19,14,91,1.17216,-1.4,10013.02,sl 1.17213
2026.01.02 08:00:00,2026-01-02,8,SHORT,92,0.01,1.17345,EUH4CHOP_PARITY,2026.01.02 10:14:28,2026-01-02,10,93,1.17167,1.78,10014.8,tp 1.17167
2026.01.07 08:00:00,2026-01-07,8,SHORT,94,0.01,1.16824,EUH4CHOP_PARITY,2026.01.07 14:54:29,2026-01-07,14,95,1.16970,-1.46,10013.34,sl 1.16967
2026.02.13 07:00:00,2026-02-13,7,SHORT,96,0.01,1.18560,EUH4CHOP_PARITY,2026.02.13 13:30:29,2026-02-13,13,97,1.18709,-1.49,10011.85,sl 1.18709
2026.02.23 09:00:00,2026-02-23,9,SHORT,98,0.01,1.18103,EUH4CHOP_PARITY,2026.02.23 12:20:38,2026-02-23,12,99,1.17806,2.97,10014.82,tp 1.17806
2026.02.26 09:00:00,2026-02-26,9,SHORT,100,0.01,1.18021,EUH4CHOP_PARITY,2026.02.26 13:21:05,2026-02-26,13,101,1.18173,-1.52,10013.3,sl 1.18173
2026.03.02 07:00:00,2026-03-02,7,SHORT,102,0.01,1.17320,EUH4CHOP_PARITY,2026.03.02 15:46:27,2026-03-02,15,103,1.16913,4.07,10017.37,tp 1.16913
2026.03.11 10:00:00,2026-03-11,10,SHORT,104,0.01,1.15921,EUH4CHOP_PARITY,2026.03.11 16:09:40,2026-03-11,16,105,1.15639,2.82,10020.19,tp 1.15639
2026.03.18 08:00:00,2026-03-18,8,SHORT,106,0.01,1.15261,EUH4CHOP_PARITY,2026.03.18 10:07:19,2026-03-18,10,107,1.15414,-1.53,10018.66,sl 1.15414
2026.03.20 10:00:00,2026-03-20,10,SHORT,108,0.01,1.15486,EUH4CHOP_PARITY,2026.03.20 11:10:15,2026-03-20,11,109,1.15689,-2.03,10016.63,sl 1.15689
2026.03.23 10:00:00,2026-03-23,10,SHORT,110,0.01,1.14944,EUH4CHOP_PARITY,2026.03.23 11:05:28,2026-03-23,11,111,1.15274,-3.3,10013.33,sl 1.15271
2026.03.26 08:00:00,2026-03-26,8,SHORT,112,0.01,1.15536,EUH4CHOP_PARITY,2026.03.26 11:47:05,2026-03-26,11,113,1.15316,2.2,10015.53,tp 1.15318
2026.03.27 08:00:00,2026-03-27,8,SHORT,114,0.01,1.15185,EUH4CHOP_PARITY,2026.03.27 15:23:36,2026-03-27,15,115,1.15394,-2.09,10013.44,sl 1.15394
2026.05.04 08:00:00,2026-05-04,8,SHORT,116,0.01,1.17175,EUH4CHOP_PARITY,2026.05.04 10:18:05,2026-05-04,10,117,1.16903,2.72,10016.16,tp 1.16910
2026.05.12 07:00:00,2026-05-12,7,SHORT,118,0.01,1.17502,EUH4CHOP_PARITY,2026.05.12 13:49:30,2026-05-12,13,119,1.17310,1.92,10018.08,tp 1.17315
2026.05.13 07:00:00,2026-05-13,7,SHORT,120,0.01,1.17199,EUH4CHOP_PARITY,2026.05.13 08:47:16,2026-05-13,8,121,1.17046,1.53,10019.61,tp 1.17047
2026.06.17 09:00:00,2026-06-17,9,SHORT,122,0.01,1.16016,EUH4CHOP_PARITY,2026.06.17 11:31:39,2026-06-17,11,123,1.15874,1.42,10021.03,tp 1.15874
2026.06.18 09:00:00,2026-06-18,9,SHORT,124,0.01,1.14824,EUH4CHOP_PARITY,2026.06.18 21:05:00,2026-06-18,21,125,1.14642,1.82,10022.85,
