timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 04:00:00	2022.07.01 04:00:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1801.46	1801.48	2	1801.46	1804.96	1794.46	350.00	0.0057	10009	done at 1801.46	2	2	1801.46	pass	
2022.07.01 04:15:00	2022.07.01 04:15:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.52	1801.53	1	1801.52	0.00	0.00	350.00	0.0029	0		0	0	0.00	own_position_exists	
2022.07.01 04:40:00	2022.07.01 04:40:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.04	1802.12	8	1802.04	0.00	0.00	350.00	0.0229	0		0	0	0.00	own_position_exists	
2022.07.01 04:45:00	2022.07.01 04:45:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.45	1801.51	6	1801.45	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.01 10:25:00	2022.07.01 10:25:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1791.81	1791.89	8	1791.81	1795.31	1784.81	350.00	0.0229	10009	done at 1791.81	4	4	1791.81	pass	
2022.07.01 10:40:00	2022.07.01 10:40:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1791.18	1791.25	7	1791.17	0.00	0.00	350.00	0.0200	0		0	0	0.00	own_position_exists	
2022.07.01 10:45:00	2022.07.01 10:45:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1790.09	1790.15	6	1790.09	0.00	0.00	392.93	0.0153	0		0	0	0.00	own_position_exists	
2022.07.01 10:55:00	2022.07.01 10:55:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1790.18	1790.25	7	1790.18	0.00	0.00	387.95	0.0180	0		0	0	0.00	own_position_exists	
2022.07.01 11:40:00	2022.07.01 11:40:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1787.07	1787.10	3	1787.08	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 11:45:00	2022.07.01 11:45:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1785.52	1785.55	3	1785.45	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 16:40:00	2022.07.01 16:40:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.48	1802.49	1	1802.55	0.00	0.00	350.00	0.0029	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 16:45:00	2022.07.01 16:45:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.61	1801.62	1	1801.61	0.00	0.00	350.00	0.0029	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 16:55:00	2022.07.01 16:55:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1800.85	1800.87	2	1800.83	0.00	0.00	350.00	0.0057	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 17:00:00	2022.07.01 17:00:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1799.38	1799.40	2	1799.38	0.00	0.00	471.57	0.0042	0		0	0	0.00	h1_trend_filter_block	
2022.07.01 17:10:00	2022.07.01 17:10:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1798.84	1798.85	1	1798.84	0.00	0.00	525.04	0.0019	0		0	0	0.00	h1_trend_filter_block	
2022.07.04 00:00:00	2022.07.04 00:00:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1808.12	1808.26	14	1808.12	0.00	0.00	350.00	0.0400	0		0	0	0.00	h1_trend_filter_block	
2022.07.04 01:10:00	2022.07.04 01:10:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1806.97	1807.05	8	1806.99	0.00	0.00	350.00	0.0229	0		0	0	0.00	h1_trend_filter_block	
2022.07.04 01:30:00	2022.07.04 01:30:00	BT_A1_XAU_SHORT_V2_R1_D1_EMA20_BEARISH	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1806.03	1806.07	4	1806.02	0.00	0.00	350.00	0.0114	0		0	0	0.00	h1_trend_filter_block	
