trade_id,candidate_id,source_id,provenance,scheduled_time_utc,entry_time_utc,exit_time_utc,direction,risk_usd,entry_price,exit_price,entry_spread_r,gross_pnl_usd,cost_usd,endpoint_pnl_usd,exit_reason,resolution,before_decision,before_close_reason,before_portfolio_pnl_usd,after_decision,after_close_reason,protected_pnl_usd,fold_id,protection_delta_usd,utc_entry_date,cluster_size,cluster_ordinal,is_cluster_trade,later_cluster_trade,post_prior_loss_same_day
JULY_V57_BREAK_SWING_H4ADX_HIGH_5928d9bb0699e816d557b9b1,5928d9bb0699e816d557b9b1,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-01T00:20:00Z,2026-07-01 00:20:00.091000+00:00,2026-07-01 01:05:06.520000+00:00,SHORT,7.177108668803769,4002.215,3987.860782662393,0.100318949207133,14.35421733760768,0.6698189768429663,13.684398360764712,TARGET,RESOLVED,FILLED,SOURCE_EXIT,13.684398360764712,FILLED,SOURCE_EXIT,13.684398360764712,2026-07,0.0,2026-07-01,2,1,True,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_ef97070c06bdfbeee3744e52,ef97070c06bdfbeee3744e52,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-01T03:35:00Z,2026-07-01 03:35:00.714000+00:00,2026-07-01 09:49:53.498000+00:00,SHORT,9.529369910232452,3976.785,3986.315,0.0734571127571222,-9.5300000000002,0.8675850973634744,-10.397585097363674,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-10.397585097363674,FILLED,OPEN_PROFIT_GIVEBACK,4.10241490263678,2026-07,14.500000000000455,2026-07-01,2,2,True,True,False
JULY_V7_SWING_HEALTH_8d684e0018bc9ed8e3cacb3d,8d684e0018bc9ed8e3cacb3d,V7_SWING_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-02T09:05:00Z,2026-07-02 09:05:00.383000+00:00,2026-07-02 12:30:04.021000+00:00,SHORT,10.529291173374256,4075.015,4086.415,0.0693304029663451,-11.400000000000093,0.8763056848261201,-12.27630568482621,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-12.27630568482621,FILLED,OPEN_PROFIT_GIVEBACK,4.783694315173735,2026-07,17.059999999999945,2026-07-02,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_a55d4cad2bd61ca2dddbe78c,a55d4cad2bd61ca2dddbe78c,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-03T07:10:00Z,2026-07-03 07:10:00.098000+00:00,2026-07-03 07:22:04.245000+00:00,LONG,9.970549304272438,4180.61,4170.62,0.0300886130587329,-9.989999999999782,0.8014609310701034,-10.791460931069883,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-10.791460931069883,FILLED,SOURCE_EXIT,-10.791460931069883,2026-07,0.0,2026-07-03,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_a33e712a6f257e4583e5555e,a33e712a6f257e4583e5555e,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-03T09:25:00Z,2026-07-03 09:25:00+00:00,2026-07-03 11:14:00.719000+00:00,SHORT,9.515162732431302,4173.21,4182.75,0.0315286252517434,-9.539999999999964,0.8022541047928613,-10.342254104792826,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-10.342254104792826,FILLED,SOURCE_EXIT,-10.342254104792826,2026-07,0.0,2026-07-03,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_d7681d6ef9e7dc3a93ef988d,d7681d6ef9e7dc3a93ef988d,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-05T22:40:00Z,2026-07-05 22:40:00.064000+00:00,2026-07-05 23:47:20.734000+00:00,LONG,9.805992015330617,4190.87,4181.05,0.0305935390862203,-9.819999999999707,0.8066680556276419,-10.62666805562735,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-10.62666805562735,FILLED,SOURCE_EXIT,-10.62666805562735,2026-07,0.0,2026-07-05,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_69ea975fc22458fc3f5d5e2c,69ea975fc22458fc3f5d5e2c,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-06T03:25:00Z,2026-07-06 03:25:00.050000+00:00,2026-07-06 12:41:48.981000+00:00,SHORT,13.648855959530165,4162.95,4135.65228808094,0.0219798641651507,27.29771191906002,1.1177799027218789,26.179932016338142,TARGET,RESOLVED,FILLED,SOURCE_EXIT,26.179932016338142,FILLED,SOURCE_EXIT,26.179932016338142,2026-07,0.0,2026-07-06,1,1,False,False,False
JULY_V7_SWING_HEALTH_fa657b57799634fe4f94d752,fa657b57799634fe4f94d752,V7_SWING_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-06T10:15:00Z,2026-07-06 10:15:00.098000+00:00,2026-07-06 12:36:24.071000+00:00,LONG,8.252734853106672,4148.62,4140.33,0.0363515859093969,-8.289999999999964,0.7470046888358892,-9.037004688835854,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-9.037004688835854,FILLED,SOURCE_EXIT,-9.037004688835854,2026-07,0.0,2026-07-06,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_ecdc8cb636ed57114657e454,ecdc8cb636ed57114657e454,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-07T00:00:00Z,2026-07-07 00:00:00.388000+00:00,2026-07-07 00:30:22.137000+00:00,SHORT,4.954653849067392,4157.15,4162.14,0.0605491340341869,-4.990000000000691,0.5551124627079992,-5.5451124627086905,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-5.5451124627086905,FILLED,SOURCE_EXIT,-5.5451124627086905,2026-07,0.0,2026-07-07,1,1,False,False,False
JULY_V7_SWING_HEALTH_a82d304315f8a8e246cdff0f,a82d304315f8a8e246cdff0f,V7_SWING_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-07T08:40:00Z,2026-07-07 08:40:00.286000+00:00,2026-07-07 11:18:47.685000+00:00,SHORT,9.782273378163731,4131.86,4141.66,0.0306677178609473,-9.800000000000182,0.8277084565239273,-10.62770845652411,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-10.62770845652411,FILLED,SOURCE_EXIT,-10.62770845652411,2026-07,0.0,2026-07-07,1,1,False,False,False
