trade_id,candidate_id,source_id,provenance,scheduled_time_utc,entry_time_utc,exit_time_utc,direction,risk_usd,entry_price,exit_price,entry_spread_r,gross_pnl_usd,cost_usd,endpoint_pnl_usd,exit_reason,resolution,before_decision,before_close_reason,before_portfolio_pnl_usd,after_decision,after_close_reason,protected_pnl_usd,fold_id,protection_delta_usd,utc_entry_date,cluster_size,cluster_ordinal,is_cluster_trade,later_cluster_trade,post_prior_loss_same_day
JULY_V8_RETEST_HEALTH_82953d868048dc568a02f613,82953d868048dc568a02f613,V8_RETEST_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-08T10:10:00Z,2026-07-08 10:10:00.127000+00:00,2026-07-08 10:20:31.301000+00:00,SHORT,11.008393188252132,4041.9,4052.91,0.0272519335809952,-11.009999999999764,0.852976498532977,-11.86297649853274,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-11.86297649853274,FILLED,SOURCE_EXIT,-11.86297649853274,2026-07,0.0,2026-07-08,2,1,True,False,False
JULY_V8_RETEST_HEALTH_1eec30dbabfffd18696b66a3,1eec30dbabfffd18696b66a3,V8_RETEST_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-08T15:00:00Z,2026-07-08 15:00:00.027000+00:00,2026-07-08 16:43:49.064000+00:00,SHORT,12.877498649374497,4040.79,4053.67,0.023296449735194,-12.88000000000011,0.9691082999455768,-13.849108299945684,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-13.849108299945684,FILLED,SOURCE_EXIT,-13.849108299945684,2026-07,0.0,2026-07-08,2,2,True,True,True
JULY_V8_RETEST_HEALTH_e5ab1d9f404eb785ef943854,e5ab1d9f404eb785ef943854,V8_RETEST_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-13T14:00:00Z,2026-07-13 14:00:00.043000+00:00,2026-07-13 14:16:44.682000+00:00,SHORT,8.940274293143375,4043.23,4029.819588560285,0.0335560174289353,13.410411439715062,0.751083432828465,12.659328006886597,TARGET,RESOLVED,FILLED,SOURCE_EXIT,12.659328006886597,FILLED,SOURCE_EXIT,12.659328006886597,2026-07,0.0,2026-07-13,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_e9881ea3ab0ee6f2309c5266,e9881ea3ab0ee6f2309c5266,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-14T02:00:00Z,2026-07-14 02:00:00.060000+00:00,2026-07-14 12:30:02.273000+00:00,LONG,14.422783928231338,4010.85,4039.695567856463,0.0208004225461981,28.84556785646282,1.1742731611106412,27.67129469535218,TARGET,RESOLVED,FILLED,SOURCE_EXIT,27.67129469535218,FILLED,OPEN_PROFIT_GIVEBACK,6.855726838889559,2026-07,-20.81556785646262,2026-07-14,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_06d64a32f801610ff170bb89,06d64a32f801610ff170bb89,V57_BREAK_SWING_H4ADX_HIGH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-14T18:40:00Z,2026-07-14 18:40:00.057000+00:00,2026-07-15 01:00:01.672000+00:00,SHORT,8.52037110988356,4053.06,4061.62,0.0352097339577362,-8.559999999999945,0.8183862088506595,-9.378386208850603,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-9.378386208850603,FILLED,SOURCE_EXIT,-9.378386208850603,2026-07,0.0,2026-07-14,1,1,False,False,False
JULY_V7_SWING_HEALTH_3397abdb3d5b2adcc496fd3a,3397abdb3d5b2adcc496fd3a,V7_SWING_HEALTH,MT5_TESTER_FROZEN_SENSOR_RECONSTRUCTION,2026-07-15T08:20:00Z,2026-07-15 08:20:00.285000+00:00,2026-07-15 12:30:01.683000+00:00,LONG,9.980206727665095,4024.36,4044.32041345533,0.0300594975822076,19.960413455330126,0.8597798884665881,19.10063356686354,TARGET,RESOLVED,FILLED,SOURCE_EXIT,19.10063356686354,FILLED,SOURCE_EXIT,19.10063356686354,2026-07,0.0,2026-07-15,1,1,False,False,False
JULY_V25_CHOP_4233a2e023b6893213b0f008,4233a2e023b6893213b0f008,V25_CHOP,FROZEN_MIXED_TICK_RECONSTRUCTION,2026-07-15T08:30:00Z,2026-07-15 08:30:00.048000+00:00,2026-07-15 12:03:39.190000+00:00,SHORT,15.026669988496147,4026.64,4041.68,0.0199645031287604,-15.039999999999964,1.1032628941007334,-16.143262894100697,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-16.143262894100697,FILLED,SOURCE_EXIT,-16.143262894100697,2026-07,0.0,2026-07-15,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_555c685e7175161e266aab94,555c685e7175161e266aab94,V57_BREAK_SWING_H4ADX_HIGH,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-22T23:50:00Z,2026-07-22 23:50:00.051000+00:00,2026-07-23 01:48:15.645000+00:00,LONG,10.63967525823009,4130.06,4119.38,0.0281963492981727,-10.680000000000293,0.8607274886059489,-11.54072748860624,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-11.54072748860624,FILLED,SOURCE_EXIT,-11.54072748860624,2026-07,0.0,2026-07-22,1,1,False,False,False
JULY_V57_BREAK_SWING_H4ADX_HIGH_9a630410608e05fba1b82e7f,9a630410608e05fba1b82e7f,V57_BREAK_SWING_H4ADX_HIGH,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-23T07:05:00Z,2026-07-23 07:05:00.106000+00:00,2026-07-23 07:42:17.090000+00:00,SHORT,8.011747868030346,4115.24,4099.216504263939,0.0374450126166957,16.023495736060795,0.7096492498829988,15.313846486177797,TARGET,RESOLVED,FILLED,SOURCE_EXIT,15.313846486177797,FILLED,OPEN_PROFIT_GIVEBACK,3.92035075011711,2026-07,-11.393495736060686,2026-07-23,1,1,False,False,False
JULY_V7_SWING_HEALTH_ea7776ea8130934d5e4de296,ea7776ea8130934d5e4de296,V7_SWING_HEALTH,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-23T08:30:00Z,2026-07-23 08:30:00.042000+00:00,2026-07-23 11:23:57.965000+00:00,LONG,10.81117868943642,4092.13,4081.31,0.0277490557337019,-10.820000000000164,0.8828421873653396,-11.702842187365505,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-11.702842187365505,FILLED,SOURCE_EXIT,-11.702842187365505,2026-07,0.0,2026-07-23,1,1,False,False,False
JULY_V25_CHOP_4b5ce1f1edd4e4eb07877c88,4b5ce1f1edd4e4eb07877c88,V25_CHOP,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-28T01:45:00Z,2026-07-28 01:45:00.203000+00:00,2026-07-28 09:57:43.051000+00:00,SHORT,12.450988576490284,4048.93,4024.028022847019,0.024094472351106,24.901977152980635,1.0423063362319218,23.859670816748714,TARGET,RESOLVED,FILLED,SOURCE_EXIT,23.859670816748714,FILLED,SOURCE_EXIT,23.859670816748714,2026-07,0.0,2026-07-28,1,1,False,False,False
JULY_V7_SWING_HEALTH_4e5dd4661d7fa70cf3f50371,4e5dd4661d7fa70cf3f50371,V7_SWING_HEALTH,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-28T08:20:00Z,2026-07-28 08:20:00.123000+00:00,2026-07-28 09:28:42.982000+00:00,LONG,8.335225402599475,4048.87,4040.5,0.0359918281161499,-8.36999999999989,0.7334626665420108,-9.1034626665419,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-9.1034626665419,FILLED,SOURCE_EXIT,-9.1034626665419,2026-07,0.0,2026-07-28,1,1,False,False,False
JULY_R4_CHOP_18af4323a9762892de9425fc,18af4323a9762892de9425fc,R4_CHOP,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-28T12:20:00Z,2026-07-28 12:20:00.068000+00:00,2026-07-28 15:46:48.612000+00:00,SHORT,12.387528704789297,4030.46,4042.86,0.0242179055362507,-12.400000000000093,0.9696425278320574,-13.369642527832148,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-13.369642527832148,FILLED,SOURCE_EXIT,-13.369642527832148,2026-07,0.0,2026-07-28,2,1,True,False,False
JULY_R4_CHOP_9cf0076117b4739230b16eac,9cf0076117b4739230b16eac,R4_CHOP,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-28T19:35:00Z,2026-07-28 19:35:00.007000+00:00,2026-07-29 06:24:33.830000+00:00,SHORT,13.72596552241034,4027.5,4041.26,0.0218563859504362,-13.760000000000218,1.144178346143665,-14.904178346143883,STOP_SLIPPAGE,RESOLVED,FILLED,SOURCE_EXIT,-14.904178346143883,FILLED,SOURCE_EXIT,-14.904178346143883,2026-07,0.0,2026-07-28,2,2,True,True,True
JULY_V8_RETEST_HEALTH_a75abf2776c087cb8f8fc530,a75abf2776c087cb8f8fc530,V8_RETEST_HEALTH,DEPLOYED_PROSPECTIVE_CANDIDATE_LOG,2026-07-29T13:05:00Z,2026-07-29 13:05:00.209000+00:00,2026-07-29 13:52:25.913000+00:00,SHORT,6.201273241688135,4018.87,4009.568090137468,0.0483771619646475,9.301909862532284,0.6215913981955179,8.680318464336766,TARGET,RESOLVED,FILLED,SOURCE_EXIT,8.680318464336766,FILLED,SOURCE_EXIT,8.680318464336766,2026-07,0.0,2026-07-29,1,1,False,False,False
