source_id,trades,protection_changed_trades,protection_action_trades,pnl_changed_trades,protection_improved_trades,protection_harmed_trades,endpoint_net_pnl_usd,endpoint_profit_factor,endpoint_win_rate,protected_net_pnl_usd,protected_profit_factor,protected_win_rate,protection_delta_usd
R1_BOX,17,15,5,5,2,3,422.75,2.8914142543957766,0.5882352941176471,378.624,3.3596602204952095,0.5882352941176471,-44.125999999999976
R1_PULLBACK,360,303,48,48,28,20,954.5999999999999,1.5513935018050542,0.43333333333333335,1065.6790000000012,1.711041883374024,0.4722222222222222,111.07900000000132
R2_DOWNTREND,35,35,7,7,3,4,528.3893447005518,3.3656506378543583,0.2857142857142857,489.92434470055207,3.3473495844118237,0.37142857142857144,-38.46499999999969
R3_COMPRESSION,46,46,8,8,4,4,166.95815680802048,1.8296851333322528,0.41304347826086957,163.40115680801955,2.004066707362302,0.4782608695652174,-3.557000000000926
R4_CHOP,46,46,8,8,1,7,100.1709347226891,1.7412571689319225,0.5217391304347826,60.097398526655596,1.4664876934497884,0.5217391304347826,-40.0735361960335
V25_CHOP,38,38,5,5,2,3,27.7307726281584,1.1824259389454514,0.4473684210526316,20.514313752000213,1.1685303359239267,0.5,-7.216458876158185
V57_BREAK_SWING_H4ADX_HIGH,474,40,40,40,19,21,786.6132278868612,1.3959286893844365,0.45358649789029537,795.1077203968276,1.4349220343070785,0.4873417721518987,8.494492509966449
V7_SWING_HEALTH,374,40,40,40,20,20,649.6755245839977,1.6142142436341296,0.45187165775401067,630.2174193879575,1.655983748947652,0.4946524064171123,-19.45810519604015
