family,regime,side,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,predicted_probability,risk_distance,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 08:10:00+00:00,2023-01-02 08:15:00+00:00,2023-01-02 08:15:00+00:00,2023-01-02 08:45:00+00:00,1.06765,1.066789375,1.0689409375,1.0689309375,TARGET,0.38281057212025105,0.0008606250000000175,1.4883805374001422,1.4302832244008696,1.2809375000000234
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 08:55:00+00:00,2023-01-02 09:00:00+00:00,2023-01-02 09:00:00+00:00,2023-01-02 09:00:00+00:00,1.06802,1.066990625,1.0695640625,1.0695540625,TARGET,0.3829448905726854,0.0010293749999999852,1.490285367334558,1.4417122040072956,1.5340624999999886
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 09:40:00+00:00,2023-01-02 09:45:00+00:00,2023-01-02 09:45:00+00:00,2023-01-02 14:55:00+00:00,1.06833,1.0672537500000001,1.069944375,1.06724375,STOP,0.3873043962384168,0.001076249999999987,-1.009291521486614,-1.0557491289198317,-1.0862499999999553
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-02 14:55:00+00:00,2023-01-02 15:00:00+00:00,2023-01-02 15:00:00+00:00,2023-01-02 15:20:00+00:00,1.06736,1.0667600000000002,1.06826,1.06675,STOP,0.39147609169501646,0.0006000000000000001,-1.0166666666666657,-1.099999999999999,-0.6099999999999994
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 01:25:00+00:00,2023-01-03 01:30:00+00:00,2023-01-03 01:30:00+00:00,2023-01-03 02:30:00+00:00,1.0656800000000002,1.0649562500000003,1.0667656250000002,1.066755625,TARGET,0.3904352192285877,0.0007237500000000092,1.4861830742658373,1.4170984455957172,1.0756249999999135
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 09:55:00+00:00,2023-01-03 10:00:00+00:00,2023-01-03 10:00:00+00:00,2023-01-03 10:30:00+00:00,1.05482,1.05332,1.0570700000000002,1.05331,STOP,0.40011243973982497,0.0015,-1.0066666666667483,-1.0400000000000817,-1.5100000000001224
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 10:40:00+00:00,2023-01-03 10:45:00+00:00,2023-01-03 10:45:00+00:00,2023-01-03 11:15:00+00:00,1.0537800000000002,1.0524043750000003,1.0558434375,1.0523943750000002,STOP,0.41339240636395286,0.0013756249999999776,-1.0072694229895274,-1.043616537937279,-1.385624999999946
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-03 11:25:00+00:00,2023-01-03 11:30:00+00:00,2023-01-03 11:30:00+00:00,2023-01-03 12:40:00+00:00,1.0527300000000002,1.0515931250000001,1.0544353125,1.0544253125,TARGET,0.3797893351843458,0.0011368749999999955,1.491203958218701,1.4472237493127087,1.6953124999998792
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-04 10:25:00+00:00,2023-01-04 10:30:00+00:00,2023-01-04 10:30:00+00:00,2023-01-04 13:15:00+00:00,1.0614599999999998,1.0626531249999998,1.0596703124999998,1.0596803124999998,TARGET,0.38605820666388607,0.0011931249999999893,1.4916186485070981,1.4497118910424567,1.7796875000000156
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-04 13:25:00+00:00,2023-01-04 13:30:00+00:00,2023-01-04 13:30:00+00:00,2023-01-04 14:50:00+00:00,1.0613299999999999,1.0622224999999998,1.05999125,1.0622325,STOP,0.3825194035250256,0.0008924999999999766,-1.0112044817927752,-1.0672268907563622,-0.9025000000000283
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-05 14:55:00+00:00,2023-01-05 15:00:00+00:00,2023-01-05 15:00:00+00:00,2023-01-05 15:05:00+00:00,1.054,1.0525025000000001,1.05624625,1.05623625,TARGET,0.3911448915847065,0.0014975000000000266,1.4933222036727212,1.4599332220366616,2.2362499999999397
N5_WALKFORWARD_LOGIT,NEUTRAL,LONG,2023-01-05 15:40:00+00:00,2023-01-05 15:45:00+00:00,2023-01-05 15:45:00+00:00,2023-01-06 03:45:00+00:00,1.05277,1.05127,1.05502,1.05328,TIME_12H,0.39214723238842664,0.0015,0.34000000000000696,0.30666666666667364,0.5100000000000104
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-08 23:10:00+00:00,2023-01-08 23:15:00+00:00,2023-01-08 23:15:00+00:00,2023-01-08 23:20:00+00:00,1.0647,1.0653,1.0638,1.06531,STOP,0.4144558309899316,0.0006000000000000001,-1.0166666666666657,-1.099999999999999,-0.6099999999999994
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-08 23:25:00+00:00,2023-01-08 23:30:00+00:00,2023-01-08 23:30:00+00:00,2023-01-08 23:55:00+00:00,1.06561,1.0662099999999999,1.06471,1.06622,STOP,0.42025014888476697,0.0006000000000000001,-1.0166666666666657,-1.099999999999999,-0.6099999999999994
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-08 23:55:00+00:00,2023-01-09 00:00:00+00:00,2023-01-09 00:00:00+00:00,2023-01-09 00:25:00+00:00,1.0662699999999998,1.0668699999999998,1.06537,1.06538,TARGET,0.4315344718102687,0.0006000000000000001,1.4833333333330587,1.3999999999997255,0.8899999999998354
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-09 00:55:00+00:00,2023-01-09 01:00:00+00:00,2023-01-09 01:00:00+00:00,2023-01-09 01:35:00+00:00,1.06612,1.0668612499999999,1.065008125,1.06687125,STOP,0.3995131772627569,0.0007412499999999571,-1.0134907251265086,-1.0809443507588903,-0.7512499999999811
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-09 01:40:00+00:00,2023-01-09 01:45:00+00:00,2023-01-09 01:45:00+00:00,2023-01-09 02:45:00+00:00,1.06691,1.067663125,1.0657803125,1.067673125,STOP,0.41477697432505056,0.0007531249999999933,-1.0132780082987318,-1.0796680497925084,-0.7631249999999756
N5_WALKFORWARD_LOGIT,NEUTRAL,SHORT,2023-01-09 02:55:00+00:00,2023-01-09 03:00:00+00:00,2023-01-09 03:00:00+00:00,2023-01-09 03:50:00+00:00,1.06767,1.0683106249999998,1.0667090625,1.0667190625,TARGET,0.4057202515021907,0.0006406250000000059,1.4843902439022068,1.4063414634144027,0.9509374999998599
