feature,coefficient,walk_forward_window,training_rows
volume_imbalance,,pseudo_oos_2025,67222.0
spread_mean_pips,,pseudo_oos_2025,67222.0
spread_std_pips,,pseudo_oos_2025,67222.0
spread_max_pips,,pseudo_oos_2025,67222.0
spread_last_pips,,pseudo_oos_2025,67222.0
realized_variance_pips2,,pseudo_oos_2025,67222.0
late_tick_share,,pseudo_oos_2025,67222.0
tick_count_ratio_24,,pseudo_oos_2025,67222.0
risk_pips,,pseudo_oos_2025,67222.0
aligned_return_1_atr,,pseudo_oos_2026h1,77990.0
aligned_return_3_atr,,pseudo_oos_2026h1,77990.0
aligned_return_6_atr,,pseudo_oos_2026h1,77990.0
aligned_return_12_atr,,pseudo_oos_2026h1,77990.0
aligned_return_24_atr,,pseudo_oos_2026h1,77990.0
aligned_ema_gap_atr,,pseudo_oos_2026h1,77990.0
aligned_anchor_gap_atr,,pseudo_oos_2026h1,77990.0
aligned_close_location,,pseudo_oos_2026h1,77990.0
side_room_atr,,pseudo_oos_2026h1,77990.0
range_atr,,pseudo_oos_2026h1,77990.0
tick_ratio,,pseudo_oos_2026h1,77990.0
aligned_dxy_gap_atr,,pseudo_oos_2026h1,77990.0
aligned_eurusd_h1_gap_atr,,pseudo_oos_2026h1,77990.0
aligned_bond_gap_atr,,pseudo_oos_2026h1,77990.0
dxy_range_12_atr,,pseudo_oos_2026h1,77990.0
eurusd_range_12_atr,,pseudo_oos_2026h1,77990.0
hour_sin,,pseudo_oos_2026h1,77990.0
hour_cos,,pseudo_oos_2026h1,77990.0
weekday_sin,,pseudo_oos_2026h1,77990.0
weekday_cos,,pseudo_oos_2026h1,77990.0
aligned_quote_change_imbalance,,pseudo_oos_2026h1,77990.0
aligned_three_bar_quote_change_imbalance,,pseudo_oos_2026h1,77990.0
aligned_path_efficiency,,pseudo_oos_2026h1,77990.0
aligned_late_return_pips,,pseudo_oos_2026h1,77990.0
volume_imbalance,,pseudo_oos_2026h1,77990.0
spread_mean_pips,,pseudo_oos_2026h1,77990.0
spread_std_pips,,pseudo_oos_2026h1,77990.0
spread_max_pips,,pseudo_oos_2026h1,77990.0
spread_last_pips,,pseudo_oos_2026h1,77990.0
realized_variance_pips2,,pseudo_oos_2026h1,77990.0
late_tick_share,,pseudo_oos_2026h1,77990.0
tick_count_ratio_24,,pseudo_oos_2026h1,77990.0
risk_pips,,pseudo_oos_2026h1,77990.0
