family,regime,side,window,signal_time_utc,completion_time_utc,entry_time_utc,exit_time_utc,entry_price,stop_price,target_price,exit_price,exit_reason,risk_distance,risk_pips,r,extra_half_pip_stress_r,fixed_0p01_lot_usd
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-08 03:30:00+00:00,2019-01-08 03:45:00+00:00,2019-01-08 03:45:00+00:00,2019-01-08 06:15:00+00:00,1.1439000000000001,1.1431139354998523,1.145079096750222,1.145069096750222,TARGET,0.0007860645001478428,7.860645001478428,1.4872783976403035,1.4236703858415312,1.1690967502218097
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-09 00:00:00+00:00,2019-01-09 00:15:00+00:00,2019-01-09 00:15:00+00:00,2019-01-09 02:50:00+00:00,1.14615,1.1468918371302739,1.1450372443045893,1.1450472443045894,TARGET,0.0007418371302738702,7.418371302738702,1.486519952167284,1.419119713004894,1.1027556954106288
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-09 14:30:00+00:00,2019-01-09 14:45:00+00:00,2019-01-09 14:45:00+00:00,2019-01-09 14:55:00+00:00,1.15095,1.152607279916381,1.1484640801254284,1.152617279916381,STOP,0.0016572799163809826,16.572799163809826,-1.0060339836989654,-1.0362039021935945,-1.667279916381048
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-09 14:45:00+00:00,2019-01-09 15:00:00+00:00,2019-01-09 15:00:00+00:00,2019-01-09 15:20:00+00:00,1.15241,1.1541069027794966,1.149864645830755,1.1541169027794966,STOP,0.001696902779496634,16.96902779496634,-1.005893089528106,-1.0353585371684428,-1.7069027794966996
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-09 15:15:00+00:00,2019-01-09 15:30:00+00:00,2019-01-09 15:30:00+00:00,2019-01-09 19:00:00+00:00,1.15296,1.1547099314782394,1.1503351027826407,1.1547199314782395,STOP,0.0017499314782394304,17.499314782394304,-1.0057145094676085,-1.0342870568054643,-1.759931478239496
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-09 19:15:00+00:00,2019-01-09 19:30:00+00:00,2019-01-09 19:30:00+00:00,2019-01-10 03:10:00+00:00,1.1546699999999999,1.1563835629652317,1.152099655552152,1.1563935629652318,STOP,0.0017135629652318407,17.135629652318407,-1.005835793725101,-1.0350147623504151,-1.7235629652319062
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-10 03:45:00+00:00,2019-01-10 04:00:00+00:00,2019-01-10 04:00:00+00:00,2019-01-10 05:05:00+00:00,1.1569099999999999,1.1578074188717398,1.1555638716923902,1.1555738716923902,TARGET,0.0008974188717398857,8.974188717398857,1.4888569314563345,1.4331415887389904,1.336128307609652
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-10 09:00:00+00:00,2019-01-10 09:15:00+00:00,2019-01-10 09:15:00+00:00,2019-01-10 15:05:00+00:00,1.15283,1.151575530371055,1.1547117044434174,1.151565530371055,STOP,0.001254469628944932,12.54469628944932,-1.0079714962955906,-1.0478289777732828,-1.2644696289449975
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-10 18:15:00+00:00,2019-01-10 18:30:00+00:00,2019-01-10 18:30:00+00:00,2019-01-11 00:00:00+00:00,1.14911,1.1475565754464954,1.1514401368302571,1.151430136830257,TARGET,0.001553424553504712,15.53424553504712,1.4935626097981365,1.4613756587890296,2.3201368302570025
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-11 14:15:00+00:00,2019-01-11 14:30:00+00:00,2019-01-11 14:30:00+00:00,2019-01-11 14:45:00+00:00,1.1488900000000002,1.147354331113346,1.1511935033299814,1.147344331113346,STOP,0.001535668886654129,15.35668886654129,-1.006511820410618,-1.039070922463495,-1.5456688866541946
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-11 14:45:00+00:00,2019-01-11 15:00:00+00:00,2019-01-11 15:00:00+00:00,2019-01-11 21:55:00+00:00,1.1470600000000002,1.1453670916232421,1.1495993625651373,1.14655,TIME_12H,0.0016929083767580622,16.92908376758062,-0.30125670532559357,-0.33079167643593244,-0.5100000000002325
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-15 01:15:00+00:00,2019-01-15 01:30:00+00:00,2019-01-15 01:30:00+00:00,2019-01-15 01:35:00+00:00,1.14825,1.1487990335854914,1.1474264496217628,1.1488090335854915,STOP,0.0005490335854914097,5.490335854914097,-1.0182138220034664,-1.109282932020202,-0.5590335854914752
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-15 01:30:00+00:00,2019-01-15 01:45:00+00:00,2019-01-15 01:45:00+00:00,2019-01-15 04:40:00+00:00,1.1489099999999999,1.1495048169008133,1.1480177746487796,1.1480277746487797,TARGET,0.0005948169008134219,5.948169008134219,1.483188103790798,1.399128622744405,0.8822253512201783
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-15 08:00:00+00:00,2019-01-15 08:15:00+00:00,2019-01-15 08:15:00+00:00,2019-01-15 09:10:00+00:00,1.1459000000000001,1.1451011713832797,1.1470982429250807,1.1450911713832796,STOP,0.0007988286167204262,7.9882861672042615,-1.0125183297027094,-1.075109978215846,-0.8088286167204917
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-15 09:00:00+00:00,2019-01-15 09:15:00+00:00,2019-01-15 09:15:00+00:00,2019-01-15 09:20:00+00:00,1.14354,1.1424533252779532,1.1451700120830703,1.1424433252779531,STOP,0.001086674722046821,10.86674722046821,-1.0092023857711807,-1.0552143146267832,-1.0966747220468864
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-15 09:15:00+00:00,2019-01-15 09:30:00+00:00,2019-01-15 09:30:00+00:00,2019-01-15 12:05:00+00:00,1.14296,1.1418159449009564,1.1446760826485654,1.1418059449009563,STOP,0.0011440550990435838,11.440550990435838,-1.0087408377519802,-1.0524450265115946,-1.1540550990436493
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-15 12:00:00+00:00,2019-01-15 12:15:00+00:00,2019-01-15 12:15:00+00:00,2019-01-15 13:35:00+00:00,1.1415600000000001,1.1403352071882873,1.1433971892175694,1.1433871892175693,TARGET,0.0012247928117128382,12.247928117128382,1.491835353780301,1.4510121226820745,1.8271892175691917
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-15 16:30:00+00:00,2019-01-15 16:45:00+00:00,2019-01-15 16:45:00+00:00,2019-01-15 20:15:00+00:00,1.1389,1.1371591874792744,1.1415112187810885,1.1415012187810885,TARGET,0.0017408125207256653,17.408125207256653,1.4942555560228294,1.4655333361371652,2.6012187810884324
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-16 11:45:00+00:00,2019-01-16 12:00:00+00:00,2019-01-16 12:00:00+00:00,2019-01-16 12:40:00+00:00,1.13789,1.1368617941160828,1.139432308825876,1.139422308825876,TARGET,0.001028205883917277,10.28205883917277,1.4902743213625977,1.4416459281759053,1.53230882587585
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-17 04:45:00+00:00,2019-01-17 05:00:00+00:00,2019-01-17 05:00:00+00:00,2019-01-17 06:35:00+00:00,1.13833,1.1378317972261216,1.1390773041608178,1.1390673041608177,TARGET,0.0004982027738784645,4.9820277387846446,1.4799278516211052,1.3795671097272886,0.7373041608176312
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-18 14:30:00+00:00,2019-01-18 14:45:00+00:00,2019-01-18 14:45:00+00:00,2019-01-18 15:05:00+00:00,1.13803,1.1371634720194888,1.1393297919707672,1.1371534720194887,STOP,0.0008665279805113446,8.665279805113446,-1.0115403082473626,-1.0692418494837974,-0.8765279805114101
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-18 15:00:00+00:00,2019-01-18 15:15:00+00:00,2019-01-18 15:15:00+00:00,2019-01-18 15:25:00+00:00,1.1377000000000002,1.13664,1.1392900000000004,1.13663,STOP,0.001060000000000061,10.600000000000609,-1.0094339622642121,-1.056603773584964,-1.0700000000001264
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-18 15:15:00+00:00,2019-01-18 15:30:00+00:00,2019-01-18 15:30:00+00:00,2019-01-18 16:20:00+00:00,1.1364500000000002,1.1353585663363037,1.138087150495545,1.1353485663363037,STOP,0.0010914336636964617,10.914336636964617,-1.009162260916708,-1.0549735654999477,-1.1014336636965272
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-18 16:15:00+00:00,2019-01-18 16:30:00+00:00,2019-01-18 16:30:00+00:00,2019-01-18 21:55:00+00:00,1.1357700000000002,1.1346562719994577,1.137440592000814,1.1361299999999999,TIME_12H,0.0011137280005424355,11.137280005424355,0.3232387080367538,0.27834444303161093,0.3599999999996939
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-24 17:45:00+00:00,2019-01-24 18:00:00+00:00,2019-01-24 18:00:00+00:00,2019-01-25 05:50:00+00:00,1.12998,1.1281562208894418,1.1327156686658373,1.1327056686658372,TARGET,0.001823779110558199,18.23779110558199,1.4945168798446185,1.4671012790678903,2.725668665837233
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-25 11:45:00+00:00,2019-01-25 12:00:00+00:00,2019-01-25 12:00:00+00:00,2019-01-25 13:30:00+00:00,1.1345999999999998,1.1355493802609082,1.1331759296086372,1.1355593802609083,STOP,0.0009493802609084057,9.493802609084057,-1.010533187187289,-1.0631991231233888,-0.9593802609084712
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-25 13:30:00+00:00,2019-01-25 13:45:00+00:00,2019-01-25 13:45:00+00:00,2019-01-25 14:00:00+00:00,1.1355,1.1364386637743213,1.1340920043385179,1.1364486637743214,STOP,0.000938663774321391,9.38663774321391,-1.010653441917789,-1.063920651506385,-0.9486637743214565
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-25 14:00:00+00:00,2019-01-25 14:15:00+00:00,2019-01-25 14:15:00+00:00,2019-01-25 14:30:00+00:00,1.13668,1.1376907151931648,1.1351639272102525,1.1377007151931648,STOP,0.0010107151931648684,10.107151931648684,-1.0098939840498018,-1.0593639042984866,-1.0207151931649339
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-25 14:30:00+00:00,2019-01-25 14:45:00+00:00,2019-01-25 14:45:00+00:00,2019-01-25 15:15:00+00:00,1.1381999999999999,1.139274626875739,1.136588059686391,1.139284626875739,STOP,0.0010746268757391153,10.746268757391153,-1.009305555468439,-1.0558333328103284,-1.0846268757391808
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-25 15:15:00+00:00,2019-01-25 15:30:00+00:00,2019-01-25 15:30:00+00:00,2019-01-25 20:20:00+00:00,1.14028,1.1415818503083086,1.1383272245375369,1.1415918503083087,STOP,0.0013018503083086497,13.018503083086497,-1.0076813746835898,-1.0460882481012868,-1.3118503083087152
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-01-28 08:15:00+00:00,2019-01-28 08:30:00+00:00,2019-01-28 08:30:00+00:00,2019-01-28 09:05:00+00:00,1.13942,1.138649888626948,1.1405751670595783,1.1405651670595782,TARGET,0.0007701113730520515,7.701113730520515,1.487014865187196,1.4220891911228803,1.1451670595781227
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-30 19:00:00+00:00,2019-01-30 19:15:00+00:00,2019-01-30 19:15:00+00:00,2019-01-30 19:30:00+00:00,1.1469099999999999,1.1482998512128244,1.1448252231807632,1.1483098512128245,STOP,0.0013898512128245333,13.898512128245333,-1.0071950147668993,-1.0431700886011606,-1.3998512128245988
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-01-30 19:30:00+00:00,2019-01-30 19:45:00+00:00,2019-01-30 19:45:00+00:00,2019-01-31 07:45:00+00:00,1.1499,1.1514864635457516,1.1475203046813724,1.15123,TIME_12H,0.0015864635457516485,15.864635457516485,-0.8383426165458561,-0.8698592562656238,-1.3300000000000534
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-04 04:15:00+00:00,2019-02-04 04:30:00+00:00,2019-02-04 04:30:00+00:00,2019-02-04 06:30:00+00:00,1.1445500000000002,1.144061881334682,1.1452821779979776,1.1440518813346818,STOP,0.0004881186653182823,4.881186653182823,-1.0204868215673435,-1.12292092940339,-0.4981186653183478
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-04 06:30:00+00:00,2019-02-04 06:45:00+00:00,2019-02-04 06:45:00+00:00,2019-02-04 08:05:00+00:00,1.1441700000000001,1.1437544857692128,1.144793271346181,1.144783271346181,TARGET,0.0004155142307873394,4.155142307873394,1.4759334355860014,1.3556006135181333,0.6132713461808326
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-06 21:45:00+00:00,2019-02-06 22:00:00+00:00,2019-02-06 22:00:00+00:00,2019-02-07 04:25:00+00:00,1.13628,1.1357825533998733,1.13702616990019,1.1357725533998733,STOP,0.0004974466001266276,4.974466001266276,-1.020102660260458,-1.1206159615620896,-0.5074466001266931
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-07 08:00:00+00:00,2019-02-07 08:15:00+00:00,2019-02-07 08:15:00+00:00,2019-02-07 09:35:00+00:00,1.13483,1.1342449174433566,1.135707623834965,1.1342349174433566,STOP,0.0005850825566433571,5.850825566433571,-1.01709160508465,-1.102549630507339,-0.5950825566434226
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-07 10:00:00+00:00,2019-02-07 10:15:00+00:00,2019-02-07 10:15:00+00:00,2019-02-07 11:35:00+00:00,1.1337300000000001,1.1330122650636982,1.134806602404453,1.1330022650636982,STOP,0.0007177349363018948,7.177349363018948,-1.013932720137033,-1.0835963208217416,-0.7277349363019603
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-07 11:30:00+00:00,2019-02-07 11:45:00+00:00,2019-02-07 11:45:00+00:00,2019-02-07 12:45:00+00:00,1.13293,1.1321681774228642,1.1340727338657035,1.1340627338657034,TARGET,0.0007618225771357512,7.618225771357512,1.4868735840859773,1.4212415045170221,1.1327338657034502
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-08 08:30:00+00:00,2019-02-08 08:45:00+00:00,2019-02-08 08:45:00+00:00,2019-02-08 10:15:00+00:00,1.13269,1.1321162983773452,1.1335505524339822,1.133540552433982,TARGET,0.0005737016226547986,5.737016226547986,1.4825693363846688,1.3954160183085833,0.8505524339821324
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-11 09:45:00+00:00,2019-02-11 10:00:00+00:00,2019-02-11 10:00:00+00:00,2019-02-11 10:05:00+00:00,1.1303400000000001,1.1296744284848539,1.1313383572727194,1.1296644284848538,STOP,0.0006655715151462349,6.655715151462349,-1.015024681454206,-1.0901480887247446,-0.6755715151463004
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-11 10:30:00+00:00,2019-02-11 10:45:00+00:00,2019-02-11 10:45:00+00:00,2019-02-11 11:25:00+00:00,1.1303400000000001,1.1296483663925743,1.131377450411139,1.1313674504111388,TARGET,0.0006916336074258567,6.916336074258567,1.4855414776079436,1.413248865648135,1.0274504111387195
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-11 14:15:00+00:00,2019-02-11 14:30:00+00:00,2019-02-11 14:30:00+00:00,2019-02-11 15:35:00+00:00,1.1287500000000001,1.127787034557609,1.1301944481635866,1.127777034557609,STOP,0.0009629654423910505,9.629654423910505,-1.010384588646541,-1.0623075318789064,-0.972965442391116
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-11 15:30:00+00:00,2019-02-11 15:45:00+00:00,2019-02-11 15:45:00+00:00,2019-02-12 03:45:00+00:00,1.12761,1.1265003956759057,1.1292744064861415,1.12798,TIME_12H,0.0011096043240943487,11.096043240943487,0.3334521972974221,0.28839108955452497,0.36999999999998145
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-12 08:30:00+00:00,2019-02-12 08:45:00+00:00,2019-02-12 08:45:00+00:00,2019-02-12 09:40:00+00:00,1.12632,1.1255022283931875,1.1275466574102189,1.1275366574102188,TARGET,0.0008177716068125118,8.177716068125118,1.4877716468551259,1.4266298811304774,1.2166574102188132
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-02-12 16:15:00+00:00,2019-02-12 16:30:00+00:00,2019-02-12 16:30:00+00:00,2019-02-12 18:05:00+00:00,1.1315499999999998,1.1325138068007194,1.1301042897989204,1.1325238068007195,STOP,0.0009638068007196132,9.638068007196132,-1.0103755233855989,-1.0622531403132531,-0.9738068007196787
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-02-12 18:00:00+00:00,2019-02-12 18:15:00+00:00,2019-02-12 18:15:00+00:00,2019-02-13 06:15:00+00:00,1.13394,1.134974058925123,1.1323889116123156,1.13361,TIME_12H,0.0010340589251229826,10.340589251229826,0.31913074969174887,0.2707776057990511,0.32999999999994145
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 07:45:00+00:00,2019-02-13 08:00:00+00:00,2019-02-13 08:00:00+00:00,2019-02-13 08:05:00+00:00,1.1320400000000002,1.1314274633299806,1.1329588050050297,1.1314174633299805,STOP,0.0006125366700195922,6.125366700195922,-1.016325553210954,-1.09795331926519,-0.6225366700196577
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 08:00:00+00:00,2019-02-13 08:15:00+00:00,2019-02-13 08:15:00+00:00,2019-02-13 08:30:00+00:00,1.1314600000000001,1.1308182159492677,1.1324226760760987,1.1324126760760986,TARGET,0.0006417840507324524,6.417840507324524,1.4844184348477283,1.4065106090877453,0.952676076098502
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 13:45:00+00:00,2019-02-13 14:00:00+00:00,2019-02-13 14:00:00+00:00,2019-02-13 14:05:00+00:00,1.1292200000000001,1.1281305859141306,1.1308541211288043,1.1281205859141306,STOP,0.001089414085869489,10.89414085869489,-1.0091792461009756,-1.0550754766055535,-1.0994140858695545
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 14:00:00+00:00,2019-02-13 14:15:00+00:00,2019-02-13 14:15:00+00:00,2019-02-13 17:25:00+00:00,1.12871,1.1275744012059785,1.1304133981910325,1.1275644012059785,STOP,0.0011355987940215861,11.355987940215861,-1.0088059269283403,-1.0528355615697536,-1.1455987940216517
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 19:15:00+00:00,2019-02-13 19:30:00+00:00,2019-02-13 19:30:00+00:00,2019-02-13 21:50:00+00:00,1.12715,1.126238281005752,1.1285175784913721,1.126228281005752,STOP,0.000911718994248023,9.11718994248023,-1.0109682918346057,-1.0658097510072748,-0.9217189942480886
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 21:45:00+00:00,2019-02-13 22:00:00+00:00,2019-02-13 22:00:00+00:00,2019-02-13 22:35:00+00:00,1.12612,1.1254488989589244,1.1271266515616134,1.1254388989589243,STOP,0.0006711010410755947,6.7110104107559465,-1.0149008858398405,-1.0894053150385548,-0.6811010410756602
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-13 22:30:00+00:00,2019-02-13 22:45:00+00:00,2019-02-13 22:45:00+00:00,2019-02-14 00:35:00+00:00,1.1253900000000001,1.1246171381241825,1.1265492928137264,1.1265392928137263,TARGET,0.0007728618758175987,7.728618758175987,1.4870610773890254,1.4223664643352947,1.1492928137262215
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,LONG,development_2019_2022,2019-02-14 08:30:00+00:00,2019-02-14 08:45:00+00:00,2019-02-14 08:45:00+00:00,2019-02-14 10:00:00+00:00,1.12561,1.1245937288771737,1.1271344066842395,1.1271244066842394,TARGET,0.0010162711228263177,10.162711228263177,1.4901601061218241,1.4409606367312675,1.514406684239411
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-02-14 13:30:00+00:00,2019-02-14 13:45:00+00:00,2019-02-14 13:45:00+00:00,2019-02-14 15:05:00+00:00,1.13073,1.132060350791365,1.1287344738129526,1.1287444738129526,TARGET,0.0013303507913648982,13.303507913648982,1.4924831855891973,1.4548991135350127,1.9855261870473928
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-02-18 01:00:00+00:00,2019-02-18 01:15:00+00:00,2019-02-18 01:15:00+00:00,2019-02-18 02:05:00+00:00,1.13076,1.1313845598253347,1.129823160261998,1.1313945598253348,STOP,0.000624559825334714,6.24559825334714,-1.0160112764132825,-1.0960676584791702,-0.6345598253347795
N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,SHORT,development_2019_2022,2019-02-18 02:00:00+00:00,2019-02-18 02:15:00+00:00,2019-02-18 02:15:00+00:00,2019-02-18 02:45:00+00:00,1.13171,1.132389472177514,1.1306907917337288,1.1323994721775141,STOP,0.0006794721775140733,6.794721775140733,-1.0147173060663819,-1.0883038363978088,-0.6894721775141388
