timestamp_ms,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,tick_count,bb_mid,bb_lower,rsi,atr,recent_low,recent_ask_high,side,signal_time_utc,completion_time_utc,state_time_utc,matched_state_time_utc,direction,phase,shock,DXY_compressed,EURUSD_compressed,family,regime,window
1546868700000.0,1.14545,1.1459,1.14497,1.14576,1.14548,1.14593,1.14499,1.14578,1869,1.144339,1.1432570776368545,71.77118817003523,0.0007249103183194206,1.14367,1.14597,SHORT,2019-01-07 13:45:00+00:00,2019-01-07 14:00:00+00:00,2019-01-07 13:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546869600000.0,1.14575,1.14685,1.14559,1.14654,1.14578,1.14688,1.14562,1.14656,2595,1.144442,1.1429952712763372,76.3164695366686,0.0007631310098680204,1.14367,1.14692,SHORT,2019-01-07 14:00:00+00:00,2019-01-07 14:15:00+00:00,2019-01-07 13:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546870500000.0,1.14653,1.1467,1.14609,1.14619,1.14657,1.14674,1.1461,1.14622,1975,1.1445269999999999,1.1428915294255568,70.80708583947084,0.0007521930805917331,1.14392,1.14692,SHORT,2019-01-07 14:15:00+00:00,2019-01-07 14:30:00+00:00,2019-01-07 13:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546871400000.0,1.14623,1.14696,1.14601,1.1469,1.14624,1.14698,1.14603,1.14692,2750,1.14465,1.1427163609437474,74.78391864689218,0.0007663221462637527,1.14426,1.14703,SHORT,2019-01-07 14:30:00+00:00,2019-01-07 14:45:00+00:00,2019-01-07 13:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546872300000.0,1.1469,1.14727,1.14669,1.14675,1.14692,1.14729,1.1467,1.1468,2617,1.1447809999999998,1.1426600954760147,72.53574650825333,0.0007530134215306293,1.14472,1.14734,SHORT,2019-01-07 14:45:00+00:00,2019-01-07 15:00:00+00:00,2019-01-07 14:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546884000000.0,1.14678,1.14801,1.14676,1.14797,1.14681,1.14803,1.14679,1.148,1954,1.1465055,1.1453014323109532,72.39875867224211,0.0008076827052573217,1.1464,1.14808,SHORT,2019-01-07 18:00:00+00:00,2019-01-07 18:15:00+00:00,2019-01-07 17:00:00+00:00,2019-01-04 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546911900000.0,1.14548,1.14562,1.1447,1.14482,1.14553,1.14563,1.14473,1.14484,1786,1.147181,1.1454449251168837,27.13169536940846,0.0005734738907351428,1.1447,1.14805,LONG,2019-01-08 01:45:00+00:00,2019-01-08 02:00:00+00:00,2019-01-08 01:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546912800000.0,1.14482,1.14501,1.14415,1.14479,1.14485,1.14503,1.1442,1.14482,1545,1.1470540000000002,1.1450320267064598,26.95532147154283,0.0005939400413969242,1.14415,1.14761,LONG,2019-01-08 02:00:00+00:00,2019-01-08 02:15:00+00:00,2019-01-08 01:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546917300000.0,1.14484,1.14496,1.14458,1.14461,1.14487,1.14498,1.14461,1.14464,916,1.146438,1.143788882411101,28.414604426829186,0.0005354342308829454,1.14415,1.1454,LONG,2019-01-08 03:15:00+00:00,2019-01-08 03:30:00+00:00,2019-01-08 02:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546918200000.0,1.1446,1.14464,1.14374,1.1438,1.14463,1.14468,1.14378,1.14384,1534,1.146256,1.1434141104877529,23.261982714022523,0.0005614746429627438,1.14374,1.1454,LONG,2019-01-08 03:30:00+00:00,2019-01-08 03:45:00+00:00,2019-01-08 02:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546919100000.0,1.14382,1.14386,1.14351,1.14385,1.14384,1.14389,1.14353,1.14389,1491,1.146072,1.143109895342864,24.176017875492676,0.000546369311322553,1.14351,1.1454,LONG,2019-01-08 03:45:00+00:00,2019-01-08 04:00:00+00:00,2019-01-08 03:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546920000000.0,1.14385,1.14387,1.14338,1.1438,1.14388,1.14391,1.14342,1.14384,1232,1.145876,1.1428577859585785,23.86983114946986,0.0005423429319423621,1.14338,1.1454,LONG,2019-01-08 04:00:00+00:00,2019-01-08 04:15:00+00:00,2019-01-08 03:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546920900000.0,1.1438,1.14384,1.14321,1.14371,1.14384,1.14388,1.14325,1.14374,950,1.1456655,1.1426596558590238,23.297859116554122,0.0005486041510893296,1.14321,1.14522,LONG,2019-01-08 04:15:00+00:00,2019-01-08 04:30:00+00:00,2019-01-08 03:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546921800000.0,1.14371,1.14396,1.14359,1.14381,1.14374,1.14399,1.14363,1.14386,899,1.14546,1.1425379801506752,25.435810966192307,0.0005358467117258047,1.14321,1.14503,LONG,2019-01-08 04:30:00+00:00,2019-01-08 04:45:00+00:00,2019-01-08 03:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546922700000.0,1.14382,1.14401,1.14375,1.14387,1.14385,1.14404,1.1438,1.14391,749,1.1452589999999998,1.1424838899121195,26.754991999209466,0.0005161433751739563,1.14321,1.1447100000000001,LONG,2019-01-08 04:45:00+00:00,2019-01-08 05:00:00+00:00,2019-01-08 04:00:00+00:00,2019-01-07 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546992000000.0,1.14573,1.14621,1.14537,1.14616,1.1458,1.14624,1.14541,1.1462,1197,1.1443225,1.1430794412725496,72.95153319432492,0.0005298836644812884,1.14374,1.14628,SHORT,2019-01-09 00:00:00+00:00,2019-01-09 00:15:00+00:00,2019-01-08 23:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1546997400000.0,1.14565,1.14656,1.14565,1.14641,1.1457,1.1466,1.14569,1.14644,1539,1.144857,1.143143662905359,70.43549204418255,0.0004980495293031735,1.1454,1.14663,SHORT,2019-01-09 01:30:00+00:00,2019-01-09 01:45:00+00:00,2019-01-09 00:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547044200000.0,1.14675,1.15209,1.14665,1.15096,1.14677,1.15211,1.14667,1.15098,5682,1.145811,1.14313952924406,78.9055835903016,0.001183771368843582,1.14491,1.15216,SHORT,2019-01-09 14:30:00+00:00,2019-01-09 14:45:00+00:00,2019-01-09 13:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547045100000.0,1.15096,1.15254,1.15096,1.15245,1.151,1.15256,1.151,1.15249,4946,1.1461320000000002,1.142191154405482,82.11476303800612,0.0012120734139261773,1.14491,1.15261,SHORT,2019-01-09 14:45:00+00:00,2019-01-09 15:00:00+00:00,2019-01-09 14:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547046000000.0,1.15242,1.15398,1.15213,1.1538,1.15244,1.15401,1.15218,1.15381,4664,1.146529,1.141367151881368,84.42653003979021,0.0012576395986457296,1.14573,1.15405,SHORT,2019-01-09 15:00:00+00:00,2019-01-09 15:15:00+00:00,2019-01-09 14:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547046900000.0,1.15379,1.15405,1.1529,1.15298,1.15381,1.15408,1.15294,1.15302,4483,1.1468905,1.1410318603114875,77.84474869997118,0.0012499510558853194,1.14615,1.15412,SHORT,2019-01-09 15:15:00+00:00,2019-01-09 15:30:00+00:00,2019-01-09 14:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547047800000.0,1.15297,1.1531,1.15209,1.15217,1.15302,1.15314,1.15213,1.15219,4503,1.147254,1.1410429343909596,71.88334366410407,0.0012328116947506503,1.14652,1.15412,SHORT,2019-01-09 15:30:00+00:00,2019-01-09 15:45:00+00:00,2019-01-09 14:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547051400000.0,1.15216,1.15377,1.152,1.15361,1.15218,1.15379,1.15203,1.15365,3745,1.1486899999999998,1.1418885119275435,72.12395806913214,0.001282702124473487,1.15086,1.15412,SHORT,2019-01-09 16:30:00+00:00,2019-01-09 16:45:00+00:00,2019-01-09 15:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547061300000.0,1.15378,1.15513,1.15297,1.15469,1.15382,1.15516,1.15301,1.15472,3815,1.152866,1.1510636304486455,72.53630856458722,0.00122397354659415,1.15286,1.15585,SHORT,2019-01-09 19:15:00+00:00,2019-01-09 19:30:00+00:00,2019-01-09 18:00:00+00:00,2019-01-08 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547066700000.0,1.15496,1.15544,1.15462,1.15542,1.15499,1.15547,1.15465,1.15545,1797,1.1535900000000001,1.151716393851518,71.89949243668448,0.0010779889505093778,1.15341,1.15551,SHORT,2019-01-09 20:45:00+00:00,2019-01-09 21:00:00+00:00,2019-01-09 20:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547091900000.0,1.1565,1.15696,1.15644,1.15691,1.15654,1.15701,1.15647,1.15695,1260,1.155425,1.1541677569846787,71.50210425990844,0.0006410134798142209,1.15494,1.15704,SHORT,2019-01-10 03:45:00+00:00,2019-01-10 04:00:00+00:00,2019-01-10 03:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547110800000.0,1.15288,1.15331,1.15256,1.15272,1.15291,1.15335,1.15257,1.15275,2642,1.1550895,1.1531860980457136,29.998872987356364,0.0008960497349605947,1.15256,1.15585,LONG,2019-01-10 09:00:00+00:00,2019-01-10 09:15:00+00:00,2019-01-10 08:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547111700000.0,1.15275,1.15302,1.15213,1.15249,1.15277,1.15303,1.15216,1.15251,2362,1.154898,1.1527708178264222,28.75139176094622,0.0008956176110348262,1.15213,1.15585,LONG,2019-01-10 09:15:00+00:00,2019-01-10 09:30:00+00:00,2019-01-10 08:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547112600000.0,1.15248,1.15273,1.15205,1.15255,1.15251,1.15277,1.15208,1.15257,2070,1.154715,1.1524457930901761,29.574144446754076,0.0008802163531037682,1.15205,1.15585,LONG,2019-01-10 09:30:00+00:00,2019-01-10 09:45:00+00:00,2019-01-10 08:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547113500000.0,1.15254,1.15264,1.15195,1.15243,1.15257,1.15267,1.15198,1.15245,2161,1.1545445,1.1521311747008338,28.85643239424934,0.000866629470739219,1.15195,1.15514,LONG,2019-01-10 09:45:00+00:00,2019-01-10 10:00:00+00:00,2019-01-10 09:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547115300000.0,1.15284,1.15324,1.15194,1.15197,1.15286,1.15327,1.15196,1.15198,2192,1.1542355,1.1515927932437358,29.215549682311305,0.0009110733701782181,1.15193,1.15338,LONG,2019-01-10 10:15:00+00:00,2019-01-10 10:30:00+00:00,2019-01-10 09:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547144100000.0,1.15101,1.15133,1.14844,1.14902,1.15105,1.15136,1.14847,1.14906,3062,1.1516335,1.1497991360776316,26.97657972105054,0.0011095889667891378,1.14844,1.1519,LONG,2019-01-10 18:15:00+00:00,2019-01-10 18:30:00+00:00,2019-01-10 17:00:00+00:00,2019-01-09 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547216100000.0,1.14964,1.14964,1.14751,1.14882,1.14967,1.14968,1.14754,1.14885,4781,1.152421,1.1501025444796933,26.979042478473318,0.0010969063476101682,1.14751,1.15363,LONG,2019-01-11 14:15:00+00:00,2019-01-11 14:30:00+00:00,2019-01-11 13:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547217000000.0,1.14881,1.14942,1.14827,1.1484,1.14882,1.14945,1.1483,1.14841,3340,1.1522329999999998,1.1493254367591317,25.523284811341213,0.001100698751352314,1.14751,1.15363,LONG,2019-01-11 14:30:00+00:00,2019-01-11 14:45:00+00:00,2019-01-11 13:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547217900000.0,1.14839,1.14842,1.1458,1.14701,1.14841,1.14844,1.14582,1.14702,4510,1.1519854999999999,1.1482909176149856,21.406498043886884,0.0012092202691128678,1.1458,1.15363,LONG,2019-01-11 14:45:00+00:00,2019-01-11 15:00:00+00:00,2019-01-11 14:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547218800000.0,1.14698,1.14744,1.14618,1.1469,1.14699,1.14748,1.14622,1.14692,2972,1.151712,1.1474115786253358,21.11622898997439,0.0012128473927476657,1.1458,1.15306,LONG,2019-01-11 15:00:00+00:00,2019-01-11 15:15:00+00:00,2019-01-11 14:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547219700000.0,1.1469,1.14736,1.1466,1.1473,1.14693,1.1474,1.14662,1.14733,2234,1.1514565,1.1467630779009685,25.09386023145875,0.0011805011504085374,1.1458,1.15276,LONG,2019-01-11 15:15:00+00:00,2019-01-11 15:30:00+00:00,2019-01-11 14:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547221500000.0,1.14788,1.14811,1.14722,1.14773,1.14792,1.14813,1.14724,1.14777,3158,1.15093,1.1459163506305585,29.998964487218643,0.0011437994613216474,1.1458,1.1494900000000001,LONG,2019-01-11 15:45:00+00:00,2019-01-11 16:00:00+00:00,2019-01-11 15:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547222400000.0,1.14774,1.14785,1.1472,1.14731,1.14777,1.14788,1.14722,1.14733,2341,1.1506770000000002,1.1454725015611773,28.302896348920783,0.0011085280712272469,1.1458,1.14849,LONG,2019-01-11 16:00:00+00:00,2019-01-11 16:15:00+00:00,2019-01-11 15:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547223300000.0,1.1473,1.14762,1.14709,1.14719,1.14733,1.14763,1.14711,1.14722,1933,1.1504195,1.1450622339995364,27.81895308089969,0.001067204637568168,1.14618,1.14818,LONG,2019-01-11 16:15:00+00:00,2019-01-11 16:30:00+00:00,2019-01-11 15:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547224200000.0,1.14719,1.14733,1.14646,1.14673,1.14721,1.14735,1.14648,1.14677,2647,1.1501135,1.1446484500459984,25.984765916826163,0.0010531185920275791,1.14646,1.14818,LONG,2019-01-11 16:30:00+00:00,2019-01-11 16:45:00+00:00,2019-01-11 15:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547236800000.0,1.14651,1.14653,1.14607,1.14612,1.14653,1.14657,1.14612,1.14616,1394,1.147361,1.1461719852819048,28.252683705900935,0.0007016574265084945,1.14607,1.14754,LONG,2019-01-11 20:00:00+00:00,2019-01-11 20:15:00+00:00,2019-01-11 19:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547237700000.0,1.14612,1.14632,1.1458,1.14614,1.14616,1.14634,1.14582,1.14618,1343,1.147303,1.1460000326175035,28.563653580052005,0.0006886818960436075,1.1458,1.14736,LONG,2019-01-11 20:15:00+00:00,2019-01-11 20:30:00+00:00,2019-01-11 19:00:00+00:00,2019-01-10 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547242200000.0,1.14637,1.14648,1.14601,1.14604,1.14642,1.14651,1.14607,1.1461,512,1.147025,1.1455015630961995,29.780072823163664,0.000591669871979896,1.1458,1.14669,LONG,2019-01-11 21:30:00+00:00,2019-01-11 21:45:00+00:00,2019-01-11 20:00:00+00:00,2019-01-11 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547514900000.0,1.14756,1.14847,1.14754,1.14826,1.14762,1.1485,1.14758,1.14831,1244,1.147102,1.1462789179871606,75.26817070766035,0.0003921668467796141,1.14714,1.1485400000000001,SHORT,2019-01-15 01:15:00+00:00,2019-01-15 01:30:00+00:00,2019-01-15 00:00:00+00:00,2019-01-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547515800000.0,1.14826,1.14896,1.14811,1.14892,1.14831,1.14899,1.14816,1.14895,1500,1.1472145,1.1460962249891666,81.10395001665411,0.0004248692148667858,1.14719,1.14903,SHORT,2019-01-15 01:30:00+00:00,2019-01-15 01:45:00+00:00,2019-01-15 00:00:00+00:00,2019-01-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547517600000.0,1.14846,1.14895,1.14843,1.14882,1.14851,1.14897,1.14846,1.14885,1011,1.1473925,1.14601435813508,72.40081036035835,0.00043664743526777573,1.14724,1.14903,SHORT,2019-01-15 02:00:00+00:00,2019-01-15 02:15:00+00:00,2019-01-15 01:00:00+00:00,2019-01-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
1547539200000.0,1.14703,1.1474,1.14572,1.14583,1.14706,1.14744,1.14573,1.14588,3155,1.1478195000000002,1.1466439409841165,27.679435403475665,0.0005705918690860579,1.14572,1.14834,LONG,2019-01-15 08:00:00+00:00,2019-01-15 08:15:00+00:00,2019-01-15 07:00:00+00:00,2019-01-14 20:00:00+00:00,NEUTRAL,UNRESOLVED,False,False,False,N34_NEUTRAL_SYMMETRIC_RSI_1P5R,NEUTRAL,development_2019_2022
