specialist_id,signal_time_utc,entry_time_utc,exit_time_utc,direction,signal_regime,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,macro_observation_utc,macro_available_utc,macro_pressure_score,real_yield_delta_20d,dollar_pct_20d
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2016-09-21 04:00:00+00:00,2016-09-21 08:00:00+00:00,2016-09-22 06:00:00+00:00,LONG,transition,1.1155000000000002,1.1113777142857144,1.1206528571428573,1.1206428571428573,0.700000000000145,41.22285714285745,51.42857142857115,1.247574161352909,1.2354449681175335,5.142857142857116,TARGET,2016-09-20 00:00:00+00:00,2016-09-21 00:00:00+00:00,1.9123759193343077,0.12000000000000001,1.9685638790014615
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2016-11-14 08:00:00+00:00,2016-11-14 12:00:00+00:00,2016-11-16 07:50:00+00:00,LONG,unsafe,1.07851,1.0708546428571428,1.0880791964285716,1.0708446428571428,0.700000000000145,76.55357142857255,-76.6535714285732,-1.0013062747842398,-1.0078376487053968,-7.665357142857321,STOP,2016-11-10 00:00:00+00:00,2016-11-11 00:00:00+00:00,2.1075207541612384,0.15000000000000002,2.036281131241857
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2016-11-16 16:00:00+00:00,2016-11-16 20:00:00+00:00,2016-11-17 08:15:00+00:00,LONG,trend_down,1.06816,1.0647161607142859,1.0724647991071428,1.0724547991071427,0.700000000000145,34.43839285714123,42.94799107142699,1.2470962640325762,1.232577584195392,4.294799107142699,TARGET,2016-11-15 00:00:00+00:00,2016-11-16 00:00:00+00:00,3.492637057077377,0.31999999999999995,2.8389555856160653
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2016-11-24 04:00:00+00:00,2016-11-24 08:00:00+00:00,2016-11-24 09:50:00+00:00,LONG,transition,1.05373,1.0504469821428573,1.0578337723214286,1.0578237723214285,0.700000000000145,32.830178571428,40.9377232142849,1.2469540220507016,1.2317241323042245,4.0937723214284905,TARGET,2016-11-23 00:00:00+00:00,2016-11-24 00:00:00+00:00,4.404243589393978,0.37,3.831365384090968
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2016-12-12 00:00:00+00:00,2016-12-12 04:00:00+00:00,2016-12-12 17:15:00+00:00,LONG,trend_down,1.0560500000000002,1.050322357142857,1.063209553571429,1.063199553571429,0.700000000000145,57.27642857143111,71.49553571428768,1.2482540810854417,1.2395244865127557,7.149553571428768,TARGET,2016-12-09 00:00:00+00:00,2016-12-10 00:00:00+00:00,2.8041553468485345,0.26,2.256233020272802
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2017-08-02 08:00:00+00:00,2017-08-02 12:00:00+00:00,2017-08-02 17:10:00+00:00,SHORT,transition,1.1827299999999998,1.1884338214285715,1.1756002232142853,1.1884438214285715,0.700000000000145,57.0382142857162,-57.138214285716856,-1.001753210566862,-1.0105192634011144,-5.713821428571686,STOP,2017-08-01 00:00:00+00:00,2017-08-02 00:00:00+00:00,-2.17828329188414,-0.13,-2.2924249378262096
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2017-08-02 16:00:00+00:00,2017-08-02 20:00:00+00:00,2017-08-04 14:05:00+00:00,SHORT,unsafe,1.18537,1.1928361071428573,1.1760373660714285,1.1760473660714286,0.700000000000145,74.66107142857226,93.22633928571466,1.2486606139171692,1.2419636835030599,9.322633928571467,TARGET,2017-08-01 00:00:00+00:00,2017-08-02 00:00:00+00:00,-2.17828329188414,-0.13,-2.2924249378262096
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2017-10-06 12:00:00+00:00,2017-10-06 16:00:00+00:00,2017-10-10 19:55:00+00:00,LONG,chop,1.1733600000000002,1.1657111964285716,1.182921004464286,1.1814799999999999,0.700000000000145,76.48803571428608,81.19999999999682,1.0616039389913454,1.0550669689236645,8.119999999999683,TIME,2017-10-05 00:00:00+00:00,2017-10-06 00:00:00+00:00,2.793094173838492,0.22999999999999998,2.4646412607577384
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2018-05-21 08:00:00+00:00,2018-05-21 12:00:00+00:00,2018-05-23 07:35:00+00:00,LONG,trend_down,1.17622,1.1703212500000002,1.1835934375,1.1703112500000001,0.700000000000145,58.98749999999841,-59.08749999999907,-1.0016952744225582,-1.0101716465352941,-5.908749999999907,STOP,2018-05-18 00:00:00+00:00,2018-05-19 00:00:00+00:00,2.780589462928776,0.12,3.2708841943931644
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2018-11-12 08:00:00+00:00,2018-11-12 12:00:00+00:00,2018-11-12 21:10:00+00:00,LONG,trend_down,1.12626,1.1225411071428573,1.1309086160714286,1.1225311071428572,0.700000000000145,37.188928571427745,-37.2889285714284,-1.002688972332413,-1.0161338339943904,-3.7288928571428404,STOP,2018-11-09 00:00:00+00:00,2018-11-10 00:00:00+00:00,1.8291781608843694,0.11999999999999988,1.843767241326555
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2019-06-24 04:00:00+00:00,2019-06-24 08:00:00+00:00,2019-06-24 18:50:00+00:00,SHORT,trend_up,1.13761,1.140181892857143,1.1343951339285714,1.140191892857143,0.700000000000145,25.718928571429878,-25.818928571430533,-1.0038881868551763,-1.0233291211309312,-2.5818928571430533,STOP,2019-06-21 00:00:00+00:00,2019-06-22 00:00:00+00:00,-2.002442370517201,-0.23999999999999994,-1.2036635557758024
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2020-03-18 16:00:00+00:00,2020-03-18 20:00:00+00:00,2020-03-19 11:20:00+00:00,LONG,unsafe,1.08992,1.0769676785714286,1.1061104017857142,1.0769576785714285,0.700000000000145,129.5232142857139,-129.62321428571454,-1.0007720623716152,-1.0046323742296661,-12.962321428571455,STOP,2020-03-17 00:00:00+00:00,2020-03-18 00:00:00+00:00,5.8104936598747265,0.49,5.04074048981209
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2020-04-01 16:00:00+00:00,2020-04-01 20:00:00+00:00,2020-04-02 12:55:00+00:00,LONG,chop,1.09481,1.0879917321428572,1.1033328348214286,1.087981732142857,0.700000000000145,68.18267857142901,-68.28267857142967,-1.0014666481589733,-1.008799888953792,-6.828267857142968,STOP,2020-03-31 00:00:00+00:00,2020-04-01 00:00:00+00:00,4.753228928997154,0.26,5.179843393495731
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2020-04-06 12:00:00+00:00,2020-04-06 16:00:00+00:00,2020-04-07 10:00:00+00:00,LONG,trend_down,1.0807600000000002,1.0750488571428571,1.087898928571429,1.0878889285714288,0.700000000000145,57.11142857143025,71.2892857142866,1.2482490369703125,1.239494221821981,7.128928571428661,TARGET,2020-04-03 00:00:00+00:00,2020-04-04 00:00:00+00:00,4.950971291382276,0.10999999999999993,6.601456937073413
EURUSD_H4_MACRO_PRESSURE_EXTREME_REVERSAL_V0,2020-06-02 12:00:00+00:00,2020-06-02 16:00:00+00:00,2020-06-03 03:50:00+00:00,SHORT,trend_up,1.1165699999999998,1.121144,1.1108524999999998,1.121154,0.700000000000145,45.74000000000078,-45.84000000000143,-1.0021862702230138,-1.0131176213380113,-4.5840000000001435,STOP,2020-06-01 00:00:00+00:00,2020-06-02 00:00:00+00:00,-2.059409236925606,-0.10000000000000003,-2.3391138553884083
