entry_time,exit_time,candidate,status,symbol,direction,volume,entry_price,exit_price,sl,tp,state,profit_aed,position_ticket,magic,entry_order,exit_order,entry_deal,exit_deal,duplicate_key,duplicate_role,is_duplicate,entry_comment,exit_comment
2026-06-05 22:25:00,2026-06-05 22:32:31,round_number_retest_v0,PROVISIONAL,XAUUSD,BUY,0.01,4327.96,4321.93,4321.93,4336.08,CLOSED,-22.15,3840165,920401,3840165,3840313,3550049,3550202,2026-06-05 22:25|XAUUSD|BUY|0.01,duplicate,true,P2DEMO_round_XAUUSD,[sl 4321.93]
2026-06-05 22:25:00,2026-06-05 22:32:31,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4327.96,4321.93,4321.93,4336.08,CLOSED,-22.15,3840166,920301,3840166,3840314,3550050,3550203,2026-06-05 22:25|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4321.93]
2026-06-05 22:15:00,2026-06-05 22:20:13,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4322.94,4328.69,4328.15,4314.72,CLOSED,-21.13,3840009,920301,3840009,3840126,3549888,3549998,2026-06-05 22:15|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4328.15]
2026-06-05 22:15:00,2026-06-05 22:20:13,round_number_retest_v0,PROVISIONAL,XAUUSD,SELL,0.01,4322.94,4328.69,4328.15,4314.72,CLOSED,-21.13,3840010,920401,3840010,3840127,3549889,3549999,2026-06-05 22:15|XAUUSD|SELL|0.01,duplicate,true,P2DEMO_round_XAUUSD,[sl 4328.15]
2026-06-05 21:50:00,2026-06-05 22:12:34,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4339.80,4327.95,4347.70,4327.95,CLOSED,43.51,3839359,920101,3839359,3839910,3549314,3549840,2026-06-05 21:50|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[tp 4327.95]
2026-06-05 21:50:00,2026-06-05 22:12:34,swing_breakout_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4339.80,4327.95,4347.70,4327.95,CLOSED,43.51,3839360,920201,3839360,3839911,3549315,3549841,2026-06-05 21:50|XAUUSD|SELL|0.01,duplicate,true,P2DEMO_swing_br_XAUUSD,[tp 4327.95]
2026-06-05 21:10:00,2026-06-05 21:40:40,swing_breakout_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4338.92,4347.47,4347.10,4326.57,CLOSED,-31.42,3838298,920201,3838298,3838772,3548719,3549191,2026-06-05 21:10|XAUUSD|SELL|0.01,duplicate,true,P2DEMO_swing_br_XAUUSD,[sl 4347.10]
2026-06-05 21:10:00,2026-06-05 21:40:40,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4338.92,4347.47,4347.10,4326.57,CLOSED,-31.42,3838299,920101,3838299,3838773,3548720,3549192,2026-06-05 21:10|XAUUSD|SELL|0.01,kept,false,P2DEMO_br_XAUUSD,[sl 4347.10]
2026-06-05 20:55:00,2026-06-05 22:11:44,round_number_retest_v0,PROVISIONAL,XAUUSD,BUY,0.01,4338.74,4328.34,4328.27,4353.95,CLOSED,-38.21,3837986,920401,3837986,3839829,3548412,3549770,2026-06-05 20:55|XAUUSD|BUY|0.01,duplicate,true,P2DEMO_round_XAUUSD,[sl 4328.27]
2026-06-05 20:55:00,2026-06-05 22:11:44,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4338.74,4328.34,4328.27,4353.95,CLOSED,-38.21,3837988,920301,3837988,3839830,3548413,3549771,2026-06-05 20:55|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4328.27]
2026-06-05 20:40:00,2026-06-05 20:45:45,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4332.11,4324.83,4324.69,4343.70,CLOSED,-26.75,3837696,920301,3837696,3837840,3548119,3548264,2026-06-05 20:40|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4324.69]
2026-06-05 20:40:00,2026-06-05 20:45:45,round_number_retest_v0,PROVISIONAL,XAUUSD,BUY,0.01,4332.11,4324.83,4324.69,4343.70,CLOSED,-26.75,3837697,920401,3837697,3837841,3548120,3548265,2026-06-05 20:40|XAUUSD|BUY|0.01,duplicate,true,P2DEMO_round_XAUUSD,[sl 4324.69]
2026-06-05 20:15:00,2026-06-05 20:16:32,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4333.49,4326.99,4327.54,4342.54,CLOSED,-23.88,3836640,920301,3836640,3836681,3547101,3547137,2026-06-05 20:15|XAUUSD|BUY|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[sl 4327.54]
2026-06-05 20:15:00,2026-06-05 20:16:32,round_number_retest_v0,PROVISIONAL,XAUUSD,BUY,0.01,4333.49,4326.99,4327.54,4342.54,CLOSED,-23.88,3836641,920401,3836641,3836682,3547102,3547138,2026-06-05 20:15|XAUUSD|BUY|0.01,duplicate,true,P2DEMO_round_XAUUSD,[sl 4327.54]
2026-06-05 19:30:01,2026-06-05 20:00:39,breakout_retest,ACCEPTED,EURUSD,SELL,0.01,1.15457,1.15309,1.15559,1.15309,CLOSED,5.43,3835522,920102,3835522,3836163,3546069,3546648,2026-06-05 19:30|EURUSD|SELL|0.01,kept,false,P2DEMO_br_EURUSD,[tp 1.15309]
2026-06-05 19:30:01,2026-06-05 20:00:39,swing_breakout_retest_v0,ACCEPTED,EURUSD,SELL,0.01,1.15457,1.15308,1.15558,1.15308,CLOSED,5.47,3835523,920202,3835523,3836164,3546070,3546649,2026-06-05 19:30|EURUSD|SELL|0.01,duplicate,true,P2DEMO_swing_br_EURUSD,[tp 1.15308]
2026-06-05 19:30:01,2026-06-05 20:00:39,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,SELL,0.01,1.15457,1.15308,1.15558,1.15308,CLOSED,5.47,3835524,920302,3835524,3836165,3546071,3546650,2026-06-05 19:30|EURUSD|SELL|0.01,duplicate,true,P2DEMO_sn_round_EURUSD,[tp 1.15308]
2026-06-05 19:15:01,2026-06-05 19:38:29,breakout_retest,ACCEPTED,XAUUSD,SELL,0.01,4352.71,4339.48,4361.09,4339.48,CLOSED,48.58,3835238,920101,3835238,3835688,3545812,3546228,2026-06-05 19:15|XAUUSD|SELL|0.01,unique,false,P2DEMO_br_XAUUSD,[tp 4339.48]
2026-06-05 18:55:01,2026-06-05 22:36:52,swing_breakout_retest_v0,ACCEPTED,USDJPY,BUY,0.01,160.27,160.17,160.18,160.40,CLOSED,-2.20,3834775,920203,3834775,3840460,3545413,3550347,2026-06-05 18:55|USDJPY|BUY|0.01,unique,false,P2DEMO_swing_br_USDJPY,[sl 160.180]
2026-06-05 18:50:01,2026-06-05 19:11:55,symbol_normalized_round_retest_v0,ACCEPTED,EURUSD,BUY,0.01,1.15569,1.15470,1.15471,1.15721,CLOSED,-3.64,3834101,920302,3834101,3835198,3544752,3545781,2026-06-05 18:50|EURUSD|BUY|0.01,unique,false,P2DEMO_sn_round_EURUSD,[sl 1.15471]
2026-06-05 18:40:02,2026-06-05 18:47:06,swing_breakout_retest_v0,ACCEPTED,USDJPY,BUY,0.01,160.24,160.20,160.20,160.31,CLOSED,-1.06,3833190,920203,3833190,3833665,3543867,3544323,2026-06-05 18:40|USDJPY|BUY|0.01,unique,false,P2DEMO_swing_br_USDJPY,[sl 160.196]
2026-06-05 18:15:00,2026-06-05 19:37:46,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,SELL,0.01,4365.95,4343.85,4380.83,4343.85,CLOSED,81.14,3832630,920301,3832630,3835657,3543379,3546194,2026-06-05 18:15|XAUUSD|SELL|0.01,kept,false,P2DEMO_sn_round_XAUUSD,[tp 4343.85]
2026-06-05 18:15:00,2026-06-05 19:37:46,round_number_retest_v0,PROVISIONAL,XAUUSD,SELL,0.01,4365.95,4343.85,4380.83,4343.85,CLOSED,81.14,3832631,920401,3832631,3835659,3543380,3546196,2026-06-05 18:15|XAUUSD|SELL|0.01,duplicate,true,P2DEMO_round_XAUUSD,[tp 4343.85]
2026-06-05 17:55:00,,round_number_retest_v0,PROVISIONAL,USDJPY,BUY,0.01,160.12,,159.94,160.40,OPEN,3.76,3831980,920403,3831980,,3542777,,2026-06-05 17:55|USDJPY|BUY|0.01,duplicate,true,P2DEMO_round_USDJPY,
2026-06-05 17:55:00,,session_extreme_retest_v0,PROVISIONAL,USDJPY,BUY,0.01,160.12,,159.94,160.40,OPEN,3.76,3831981,920503,3831981,,3542778,,2026-06-05 17:55|USDJPY|BUY|0.01,kept,false,P2DEMO_sess_ext_USDJPY,
